pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
5.40,-2.2427,-3.2892,0.0000,0.8400,1m7i
10.96,-2.3185,-2.5569,-0.0382,0.6300,1m7y
3.40,-1.7859,-2.9477,-0.0247,0.5880,1m83
6.92,-2.8569,-2.3868,-0.0119,0.2520,1m9n
6.68,-0.6915,-1.5049,-0.0402,0.5040,1mai
7.19,-1.5016,-1.9740,-0.0002,0.2940,1me7
7.19,-1.3469,-1.9066,-0.0002,0.2520,1me8
7.70,-2.8390,-3.7863,0.0000,0.4200,1mes
9.40,-3.2696,-3.8008,0.0000,0.4200,1met
6.10,-2.7049,-3.8100,0.0000,0.4200,1meu
5.04,-1.0668,-1.9150,0.0000,0.5040,1mfa
5.31,-1.3226,-2.0777,0.0000,0.5040,1mfd
5.59,-1.4733,-1.4074,-0.0044,0.0420,1mfi
9.21,-2.5001,-3.0362,-0.0030,0.6720,1mh5
7.35,-2.2837,-3.6535,-0.0018,0.8400,1mhw
8.35,-2.2555,-3.1302,-0.0003,0.6720,1mj7
8.74,-2.5889,-2.9771,-0.0058,0.6720,1mjj
6.07,-1.7230,-2.3997,0.0000,0.2520,1mmp
7.52,-1.6746,-2.6074,0.0000,0.2520,1mmq
5.40,-1.9242,-2.8821,0.0000,0.2940,1mmr
3.46,-0.7985,-1.5122,-0.0006,0.2100,1moq
9.00,-2.5751,-4.1772,0.0000,0.2100,1mq5
4.52,-1.9974,-4.2318,-0.0075,1.1760,1mrn
3.96,-1.2509,-2.6143,-0.0064,0.2940,1mrs
9.70,-3.6791,-3.8753,0.0000,0.3360,1mrw
7.26,-3.4186,-3.8104,0.0000,0.3360,1mrx
10.48,-3.5494,-4.4375,0.0000,0.3780,1msm
9.09,-2.8271,-4.3520,0.0000,0.3780,1msn
8.40,-3.2853,-3.6530,-0.0157,0.5460,1mtr
8.38,-2.3671,-3.0138,0.0000,0.3360,1mu6
9.00,-2.7465,-3.2290,0.0000,0.3360,1mu8
8.64,-2.3287,-3.1099,0.0000,0.3360,1mue
5.70,-0.6823,-1.2601,-0.0146,0.0840,1n1m
3.85,-1.1115,-1.5909,-0.0407,0.1680,1n1t
8.89,-1.9128,-2.3594,0.0000,0.1260,1n3i
10.52,-3.6934,-3.3640,0.0000,0.2520,1n46
6.55,-2.1865,-2.1060,-0.0021,0.0000,1n4h
10.05,-0.5863,-1.4523,-0.0494,0.5040,1n4k
4.85,-2.3889,-3.1689,-0.0129,0.3360,1n51
5.66,-0.4498,-1.5799,-0.0009,0.2940,1n5r
6.03,-1.7842,-1.3837,0.0000,0.4620,1n8v
5.00,-2.0842,-2.4038,-0.0157,0.0840,1nc3
5.92,-2.5389,-2.2496,-0.0255,0.1680,1ndv
7.82,-1.5612,-1.7673,-0.0159,0.1680,1nf8
7.74,-1.1937,-3.4745,-0.0026,0.1680,1nfu
8.96,-2.0467,-3.3860,0.0000,0.1680,1nfw
8.52,-2.3581,-3.6624,0.0000,0.2520,1nfx
9.74,-3.4532,-4.5098,-0.0110,1.0080,1nh0
5.55,-1.4049,-1.9513,-0.0345,0.2520,1njc
5.57,-1.5809,-2.0306,-0.0336,0.2520,1njd
2.10,-0.2962,-1.0706,-0.0031,0.4200,1njj
7.82,-2.0435,-3.2194,-0.0164,0.5460,1njs
5.96,-1.7230,-2.3231,-0.0029,0.4200,1nl9
3.59,-1.1959,-0.9126,-0.0001,0.0000,1nli
10.05,-2.4293,-3.5541,0.0000,0.0840,1nm6
4.41,-0.7882,-1.5557,-0.0044,0.0840,1no6
6.80,-2.1527,-2.2988,-0.0014,0.1260,1nq7
8.89,-2.4888,-3.4488,0.0000,0.0420,1nt1
4.00,-1.7825,-0.9750,0.0000,0.2100,1nu3
8.11,-2.5559,-2.8871,-0.0025,0.1260,1nvr
7.82,-1.8405,-2.3580,0.0000,0.0000,1nvs
9.07,-1.4647,-2.4342,-0.0060,0.0840,1nw4
5.21,-2.0271,-2.6844,-0.0119,0.3780,1nw5
5.09,-1.5916,-2.1329,-0.0141,0.3780,1nw7
2.39,-0.4911,-0.7801,-0.0020,0.5460,1nwl
7.12,-1.3283,-2.9884,-0.0109,0.7560,1nz7
5.30,-1.0458,-1.5426,-0.0089,0.4200,1o0f
5.15,-0.5611,-1.7472,-0.0060,0.2520,1o0m
4.09,-0.5970,-1.6269,-0.0017,0.2520,1o0n
5.10,-0.0416,-0.9899,-0.0074,0.4200,1o0o
6.12,-1.9905,-1.6258,-0.0099,0.0840,1o2g
7.17,-1.4658,-1.9534,-0.0061,0.2100,1o2h
6.92,-1.1958,-1.6492,-0.0067,0.2100,1o2j
6.92,-1.2957,-1.6538,-0.0060,0.2100,1o2k
6.09,-1.5234,-2.4454,-0.0060,0.0420,1o2n
6.36,-1.6141,-2.1489,-0.0059,0.2100,1o2o
7.68,-1.7272,-2.4988,-0.0084,0.2100,1o2q
5.47,-1.0090,-1.4999,-0.0063,0.0000,1o2s
5.85,-1.0641,-1.5650,-0.0078,0.1680,1o2w
5.85,-0.8756,-1.8098,-0.0080,0.1680,1o2x
6.11,-1.4870,-2.3336,-0.0065,0.2940,1o2z
6.77,-1.7677,-2.3714,-0.0066,0.2100,1o30
5.74,-0.9453,-1.7641,-0.0070,0.0000,1o33
5.96,-1.6033,-1.8808,-0.0065,0.2100,1o36
6.82,-1.3942,-2.2720,-0.0075,0.1260,1o38
7.13,-1.3434,-2.3794,-0.0070,0.0420,1o3d
7.30,-1.0838,-2.0251,-0.0071,0.0420,1o3h
7.30,-0.9014,-1.9584,-0.0066,0.0420,1o3i
6.77,-1.1222,-1.6377,-0.0059,0.0000,1o3j
6.77,-1.1392,-2.0621,-0.0065,0.0000,1o3k
4.49,-1.7724,-2.7455,-0.0176,0.4200,1o7o
9.57,-1.2649,-2.3381,-0.0158,0.5040,1o86
2.68,-1.1376,-1.4601,-0.0076,0.2100,1o8b
5.60,-2.2700,-2.4145,-0.0411,0.8820,1o9d
5.00,-2.0314,-2.2958,-0.0011,1.2600,1oai
7.40,-1.6504,-2.4819,-0.0006,0.0420,1oar
2.44,-0.6112,-0.6788,0.0000,0.0840,1oba
5.72,-0.8927,-1.4906,-0.0022,0.5460,1obx
5.19,-1.6161,-1.8232,0.0000,0.2520,1ocq
5.10,-1.0523,-1.9251,0.0000,0.1680,1od8
4.10,-1.3886,-2.4187,-0.0088,0.0840,1odj
8.10,-3.1389,-4.0953,0.0000,0.8400,1ody
5.52,-0.6715,-1.3822,-0.0263,0.3780,1oe8
4.62,-0.6564,-0.9080,0.0000,0.0000,1ofz
5.19,-1.9062,-3.0324,-0.0001,0.5880,1ogg
6.09,-1.7650,-1.5755,0.0000,0.0000,1ogx
8.70,-3.3858,-3.7183,0.0000,0.5040,1ohr
7.72,-1.4381,-1.3177,0.0000,0.0420,1oif
6.03,-1.4087,-1.7885,0.0000,0.0840,1okl
4.54,-1.1417,-1.0956,0.0000,0.0420,1oko
4.33,-2.3711,-2.9993,-0.0250,0.5040,1olx
6.77,-1.2543,-2.6024,-0.0029,0.5880,1ony
5.10,-1.0603,-1.5624,-0.0034,0.0840,1onz
8.81,-2.0864,-2.8371,-0.0000,0.1680,1ork
6.03,-2.8540,-2.8829,-0.0031,0.5040,1os0
6.85,-1.3851,-2.3833,0.0000,0.3780,1os5
4.79,-1.1464,-1.2809,-0.0070,0.0000,1oss
5.68,-2.2125,-1.9765,-0.0060,0.1260,1ow4
8.20,-1.2256,-2.1149,-0.0088,0.1260,1owd
6.20,-1.0084,-2.0744,-0.0086,0.0840,1owe
7.40,-1.0505,-2.1079,-0.0115,0.1260,1owh
6.96,-1.4532,-2.8469,-0.0085,0.6300,1oyq
7.24,-1.8286,-2.9294,-0.0155,0.1260,1oyt
7.70,-1.7466,-3.7353,-0.0339,0.6300,1oz0
4.11,-0.9838,-1.0662,-0.0004,0.2520,1p19
6.80,-1.1799,-1.5071,-0.0129,0.1680,1p1n
5.76,-1.2098,-1.5194,-0.0183,0.1260,1p1o
5.42,-0.7643,-0.5289,0.0000,0.0420,1p28
4.60,-0.9893,-1.6286,-0.0114,0.1680,1pa9
5.15,-1.1019,-0.7406,-0.0205,0.0840,1pb8
9.05,-2.2018,-2.7825,0.0000,0.3780,1pbk
3.70,-0.6621,-0.7470,-0.0168,0.2100,1pdz
2.72,-1.0017,-1.1554,-0.0038,0.2100,1pfu
5.70,-1.3052,-1.3713,-0.0102,0.3780,1pgp
6.92,-2.7742,-3.3670,-0.0103,0.2520,1pkx
9.40,-1.8774,-2.3438,-0.0006,0.1260,1pme
5.49,-1.8010,-1.4133,-0.0182,0.2940,1pot
6.16,-1.8666,-2.8970,-0.0079,0.3360,1ppc
5.92,-1.2373,-2.5243,-0.0059,0.2520,1pph
5.01,-2.8199,-4.2786,-0.0125,0.7560,1ppi
7.66,-2.1180,-2.8591,0.0000,0.7560,1ppk
8.55,-2.3293,-3.5281,0.0000,0.8820,1ppl
5.30,-1.2109,-2.0001,-0.0027,0.0840,1pr1
11.30,-3.2166,-4.1159,0.0000,0.5040,1pro
2.28,-1.3183,-1.7405,0.0000,0.0420,1ps3
3.10,-0.9154,-1.2001,-0.0003,0.0000,1pu7
3.10,-0.9333,-0.9661,-0.0005,0.0000,1pu8
9.82,-1.5973,-2.6268,-0.0001,0.2520,1pvn
3.23,-1.1209,-1.6471,0.0000,0.2100,1px4
7.15,-2.4103,-2.1806,-0.0000,0.1680,1pxn
6.66,-1.8847,-2.2654,0.0000,0.1680,1pxp
5.49,-2.0962,-3.0503,-0.0008,1.0500,1pyn
4.22,-0.9579,-1.2461,0.0000,0.2520,1pzi
3.32,-1.2379,-1.5387,0.0000,0.2100,1pzo
3.31,-2.1154,-1.6632,-0.0000,0.2940,1pzp
8.57,-1.2016,-2.8275,-0.0066,0.1680,1q1g
5.85,-1.7167,-1.7914,-0.0349,0.4620,1q54
5.85,-1.6115,-2.3505,-0.0136,0.2100,1q63
5.46,-0.7931,-2.0927,-0.0126,0.2940,1q65
5.77,-1.7417,-1.8998,-0.0148,0.2520,1q66
11.05,-2.8993,-4.7712,-0.0002,0.5040,1q84
5.96,-1.5753,-1.9485,-0.0024,0.0840,1q8u
5.24,-1.3985,-1.8038,0.0000,0.0840,1q8w
4.15,-1.0990,-2.5564,-0.0185,0.1260,1q91
7.57,-1.4362,-1.7882,-0.0484,0.2520,1q95
4.48,-2.6274,-2.7164,-0.0079,0.3780,1qan
5.12,-2.0701,-1.5220,-0.0005,0.1260,1qaw
6.77,-1.5071,-1.8612,-0.0097,0.4200,1qb1
6.06,-1.1479,-2.2534,-0.0097,0.3360,1qb6
7.44,-1.1959,-2.7316,-0.0126,0.2940,1qb9
5.85,-1.6052,-2.7182,-0.0088,0.3360,1qbn
7.74,-1.1715,-2.7394,-0.0153,0.2940,1qbo
8.30,-1.9633,-1.9355,-0.0114,0.3360,1qbq
10.57,-3.3865,-5.2385,0.0000,0.4200,1qbr
9.47,-3.2127,-3.8080,0.0000,0.4200,1qbs
10.62,-3.6855,-5.5876,-0.0061,0.4200,1qbt
10.24,-3.0496,-3.8999,0.0000,0.3780,1qbu
5.39,-2.4074,-2.8045,-0.0005,0.3360,1qbv
5.27,-1.8623,-1.8605,-0.0000,0.2940,1qca
7.38,-2.8024,-3.3513,-0.0010,0.4620,1qf0
7.32,-2.6381,-2.8056,-0.0010,0.4620,1qf1
5.92,-2.0365,-2.3620,-0.0001,0.2940,1qf2
8.77,-1.2612,-1.1467,-0.0250,0.0840,1qft
7.57,-1.7950,-3.2948,-0.0099,1.0080,1qhc
2.35,-0.8627,-1.2373,0.0000,0.2520,1qi0
8.00,-2.4173,-2.7034,-0.0036,0.5880,1qin
7.74,-2.5255,-2.6039,-0.0096,0.9660,1qiw
4.85,-1.8505,-3.3894,-0.0003,0.9240,1qji
5.92,-1.9713,-3.2680,-0.0288,0.7560,1qka
7.35,-2.1485,-2.8146,-0.0167,0.5880,1qkb
1.36,-0.2830,-0.5231,0.0000,0.0000,1qpb
2.06,-0.7454,-1.1392,-0.0069,0.2100,1qq9
3.68,-1.7998,-2.9959,-0.0037,0.9240,1qsc
5.05,-2.3339,-3.1913,-0.0005,0.8400,1qxk
6.52,-1.8164,-1.0231,0.0000,0.1680,1qy1
5.74,-1.9487,-0.9885,0.0000,0.1260,1qy2
6.70,-1.1887,-1.5745,-0.0096,0.1260,1qy5
8.00,-2.2392,-3.3368,0.0000,0.1260,1r0p
3.83,-1.2022,-1.9569,-0.0098,0.5880,1r0x
8.92,-2.7898,-3.2020,-0.0129,0.3780,1r1h
8.64,-2.0129,-1.8307,-0.0140,0.3780,1r1j
4.05,-1.3532,-1.7640,-0.0233,0.3780,1r4w
6.46,-1.2279,-1.6277,-0.0123,0.0000,1r5y
7.40,-1.6250,-2.1201,0.0000,0.2100,1r6n
5.40,-1.2740,-0.9898,0.0000,0.0840,1r9l
12.72,-0.4382,-1.7420,-0.0261,0.5460,1rbo
6.72,-3.3952,-2.4572,0.0000,0.0420,1rbp
7.74,-2.6617,-2.8294,0.0000,0.4200,1rd4
2.06,-0.6779,-0.5302,0.0000,0.0840,1rdi
1.66,-0.5034,-0.4315,0.0000,0.0000,1rdj
2.24,-0.4779,-0.5053,0.0000,0.0420,1rdl
1.84,-0.6997,-0.6879,0.0000,0.0840,1rdn
6.70,-3.8279,-2.6994,-0.0110,0.0420,1rdt
8.30,-2.0910,-3.1442,0.0000,0.2940,1rej
6.70,-3.7008,-4.2857,0.0000,0.5460,1rek
4.31,-0.9620,-1.1918,-0.0052,0.2520,1rgk
4.43,-0.9141,-1.4045,-0.0059,0.2520,1rgl
5.80,-1.5789,-2.0628,-0.0290,0.5880,1rle
6.46,-1.7043,-2.1169,0.0000,0.2940,1ro6
3.18,-3.0233,-3.9951,-0.0006,0.6300,1ro7
8.52,-2.1879,-3.1616,-0.0083,0.5040,1rp7
6.48,-1.8060,-1.4691,0.0000,0.0420,1rpj
2.75,-1.2712,-1.0026,-0.0096,0.0420,1rql
4.10,-2.2073,-2.2956,-0.0044,1.0080,1rzx
5.15,-1.6670,-1.8701,-0.0151,0.0000,1s38
9.05,-0.5576,-1.5945,0.0000,0.2520,1s63
6.89,-2.9805,-3.5733,-0.0021,0.3780,1sb1
7.74,-3.1991,-3.4560,0.0000,0.6720,1sbg
7.44,-1.9123,-3.0690,-0.0029,0.4200,1sc8
9.27,-3.6881,-4.4495,0.0000,0.5040,1sdt
10.07,-3.5951,-4.2323,0.0000,0.5040,1sdu
8.74,-3.6474,-4.3409,0.0000,0.5040,1sdv
5.37,-3.4347,-3.9646,0.0000,0.5040,1sgu
5.80,-0.7305,-1.5764,-0.0192,0.2520,1sgx
6.03,-3.6585,-3.9739,0.0000,0.8400,1sh9
8.08,-2.7256,-3.6158,-0.0151,0.7560,1siv
6.57,-1.8033,-2.8918,0.0000,0.3780,1sld
6.17,-0.7678,-2.2586,0.0000,0.2940,1sle
6.64,-1.8412,-3.0088,-0.0093,0.6300,1sln
9.40,-2.1604,-2.5082,0.0000,0.0420,1sqn
7.46,-1.8889,-2.3254,-0.0093,0.0840,1sqo
6.20,-2.0422,-2.7036,-0.0085,0.1680,1sqt
10.10,-3.8973,-3.7312,0.0000,0.2520,1sr7
5.30,-2.1966,-1.4101,0.0000,0.0840,1srg
6.08,-2.1014,-0.9230,0.0000,0.0840,1sri
6.00,-0.7126,-0.7592,-0.0229,0.0840,1ssq
8.10,-2.6711,-2.9248,-0.0049,0.1260,1stc
4.77,-1.0207,-2.9022,0.0000,0.8400,1str
5.00,-1.1098,-2.7282,0.0000,0.9660,1sts
7.30,-1.1269,-1.2083,-0.0174,0.0420,1sw1
7.22,-1.1912,-1.1969,-0.0164,0.0840,1sw2
7.36,-1.4286,-1.7236,-0.0004,0.2100,1swg
6.92,-1.8541,-2.0352,-0.0055,0.2100,1swr
5.44,-1.4869,-1.9364,-0.0199,0.1260,1syi
4.54,-1.9936,-3.1435,-0.0180,0.6300,1szd
8.64,-2.1646,-3.4915,-0.0122,0.2940,1t31
7.42,-2.5566,-3.6112,-0.0089,0.2940,1t32
7.68,-2.2042,-2.5062,-0.0104,0.6300,1t4v
4.22,-0.6569,-0.6156,-0.0116,0.2520,1t5f
6.03,-1.5258,-2.3956,-0.0010,0.3780,1t7d
8.70,-2.2938,-3.1840,-0.0002,0.5880,1t7j
8.52,-2.6451,-3.2891,-0.0001,0.2940,1ta2
9.13,-2.9718,-3.4983,-0.0001,0.4620,1ta6
6.02,-1.7196,-2.6549,-0.0003,0.6720,1tcw
6.95,-3.4127,-3.4135,0.0000,0.6720,1tcx
5.15,-1.5250,-1.9130,-0.0141,0.1680,1thz
8.00,-2.3902,-2.9492,-0.0001,0.5040,1tkb
7.55,-2.1207,-2.5750,-0.0016,0.5460,1tlp
2.93,-0.7232,-1.1025,-0.0021,0.0420,1tng
3.37,-0.7999,-1.2826,-0.0018,0.0420,1tnh
4.00,-1.0997,-1.3639,-0.0054,0.1680,1tni
1.96,-1.0156,-1.3136,-0.0054,0.0840,1tnj
1.49,-1.2191,-1.3815,-0.0019,0.1260,1tnk
1.88,-1.0159,-1.4861,-0.0048,0.0420,1tnl
3.22,-1.1710,-1.0402,-0.0097,0.1260,1tog
8.30,-1.4219,-2.5405,-0.0012,0.2940,1tom
6.19,-1.6457,-2.6244,-0.0103,0.4200,1tq4
6.15,0.0708,-1.6203,0.0000,0.0840,1tsl
4.05,-1.1150,-1.0995,-0.0076,0.3360,1tuf
6.85,-1.7591,-2.2490,-0.0033,0.0840,1tvo
4.60,-1.1634,-1.4628,-0.0160,0.0420,1tx7
7.74,-2.0802,-2.1479,-0.0097,0.3360,1txr
5.49,-1.3975,-2.2703,-0.0316,0.2520,1tys
5.85,-1.3382,-1.3812,-0.0024,0.0000,1u1w
4.22,-1.2673,-1.8729,-0.0042,0.2520,1ua4
5.22,-1.4743,-1.7542,-0.0350,0.4200,1ucn
9.30,-2.3018,-3.0088,0.0000,0.3780,1udt
2.89,-0.7246,-0.5402,-0.0029,0.0840,1ugp
5.91,-1.2242,-1.6547,0.0000,0.3780,1ugx
9.22,-2.0250,-2.8914,-0.0016,0.4200,1uho
7.06,-0.6408,-1.2155,0.0000,0.0000,1ui0
3.05,-1.9396,-1.5948,-0.0088,0.2940,1uj5
3.05,-1.8503,-1.3675,-0.0085,0.3360,1uj6
4.21,-0.4477,-1.0644,0.0000,0.2940,1ulg
6.55,-1.3995,-3.0855,-0.0093,1.1340,1umw
7.70,-1.4663,-1.8823,-0.0003,0.0840,1uou
4.60,-0.4093,-1.0240,0.0000,0.0000,1upf
5.77,-2.1319,-3.5120,0.0000,0.5460,1ur9
5.82,-1.5883,-2.0511,0.0000,0.2520,1urg
7.74,-1.6036,-2.4045,0.0000,0.1680,1usn
4.55,-2.3020,-3.1653,-0.0077,0.9660,1utc
3.84,-0.7469,-1.2205,-0.0035,0.0420,1utj
2.47,-0.7407,-1.1452,-0.0034,0.1260,1utl
3.01,-0.9642,-1.0526,-0.0015,0.0840,1utm
3.49,-1.0942,-1.2098,-0.0048,0.0420,1utn
2.27,-0.7285,-1.1124,-0.0007,0.0840,1uto
5.12,-1.7384,-1.3778,0.0000,0.2520,1uv6
7.64,-2.3211,-3.0159,-0.0001,0.4200,1uvt
7.34,-1.5897,-1.7277,0.0000,0.0420,1uw6
6.82,-1.5185,-1.3892,0.0000,0.2940,1uwf
5.98,-1.4459,-1.5606,0.0000,0.0840,1uwu
3.00,-0.5054,-1.0575,0.0000,0.2520,1ux7
2.30,-0.4939,-1.0646,-0.0035,0.4200,1uxa
2.15,-0.5371,-1.0757,-0.0043,0.4200,1uxb
6.89,-1.4250,-1.4962,0.0000,0.0420,1uz1
3.40,-1.2148,-1.4698,0.0000,0.0420,1uz4
4.96,-1.8681,-2.5141,0.0000,0.5460,1uz8
5.10,-1.2797,-1.7765,0.0000,0.1680,1v0k
7.55,-1.3391,-1.7192,0.0000,0.1680,1v0l
3.98,-1.9347,-2.7313,-0.0178,0.5040,1v11
4.82,-1.7031,-1.4851,-0.0005,0.0420,1v1j
3.94,-1.7452,-2.7635,-0.0166,0.5040,1v1m
3.25,-0.9605,-1.3610,-0.0075,0.0000,1v2j
6.19,-2.2422,-3.5557,0.0000,0.1680,1v2k
4.29,-1.1375,-1.3311,-0.0094,0.0000,1v2l
5.90,-1.2263,-2.5354,-0.0153,0.0840,1v2n
4.13,-0.9128,-2.0285,-0.0049,0.4200,1v2q
3.55,-0.8539,-2.1468,-0.0061,0.4200,1v2r
4.17,-1.0402,-1.3416,-0.0071,0.0000,1v2s
4.71,-1.0091,-2.0270,-0.0062,0.4200,1v2t
3.37,-0.9669,-1.3231,-0.0073,0.0000,1v2u
4.01,-0.9953,-2.0792,-0.0091,0.4200,1v2w
7.55,-2.4467,-3.4984,-0.0022,0.6720,1vj9
7.70,-2.3364,-3.1900,-0.0039,0.4620,1vja
3.58,-1.0440,-2.0082,-0.0109,0.5880,1vjc
3.54,-1.5456,-2.7733,-0.0050,0.5880,1vjd
5.77,-0.9492,-1.8201,-0.0262,0.4200,1vjj
4.85,-1.8000,-2.4426,-0.0280,0.4200,1vkj
6.60,-1.3888,-2.1468,-0.0001,0.0000,1vot
5.63,-0.8208,-2.3927,-0.0002,0.5040,1vwl
5.82,-1.6552,-2.7835,-0.0003,0.3780,1vwn
8.05,-1.5734,-1.5605,-0.0064,0.6300,1vyf
8.00,-2.2730,-2.1736,-0.0105,0.5880,1vyg
5.30,-1.7503,-2.3926,0.0000,0.3780,1vyq
6.42,-2.3574,-3.1101,-0.0113,0.5040,1w0y
6.52,-1.0849,-1.2138,-0.0612,0.6720,1w1d
7.68,-1.4038,-1.1897,-0.0556,0.8820,1w1g
4.57,-1.7266,-2.1595,0.0000,0.0840,1w2g
6.32,-1.1856,-1.2669,0.0000,0.0420,1w3j
6.28,-2.1076,-2.3444,0.0000,0.4620,1w3l
5.22,-0.7930,-1.5326,-0.0045,0.2520,1w4o
4.74,-0.9591,-1.5278,-0.0025,0.2520,1w4p
5.26,-1.1019,-1.5716,-0.0029,0.2520,1w4q
8.15,-4.6100,-5.0301,0.0000,0.7140,1w5v
8.80,-4.8359,-5.0583,0.0000,0.7140,1w5w
8.40,-4.8985,-5.1789,0.0000,0.7140,1w5x
8.48,-4.6298,-4.7197,0.0000,0.7140,1w5y
5.36,-1.5346,-1.4131,0.0000,0.0000,1w6y
5.10,-1.9714,-2.7273,-0.0046,0.5460,1w7g
8.40,-2.3752,-3.4609,-0.0156,0.5880,1w7x
0.49,-0.8183,-1.0220,0.0000,0.0000,1w8l
1.60,-0.6639,-1.1885,0.0000,0.1680,1w8m
8.41,-2.8568,-3.1394,0.0000,0.2940,1w96
4.00,-0.8269,-2.4249,-0.0024,0.5880,1wc1
6.26,-1.8387,-1.7509,-0.0082,0.2100,1wcq
6.30,-1.2547,-1.2790,-0.0202,0.1680,1wdn
4.36,-0.6123,-0.7130,-0.0145,0.0000,1we2
9.00,-0.6211,-0.6894,-0.0079,0.0000,1wei
3.70,-1.2441,-1.2843,0.0000,0.2100,1wht
0.82,-0.9560,-1.1513,-0.0070,0.2100,1wkm
6.30,-1.1335,-1.7101,0.0000,0.0840,1wm1
9.55,-2.2876,-2.5243,0.0000,0.4620,1ws1
3.00,-0.9745,-1.2939,0.0000,0.1260,1ws4
3.03,-1.0284,-1.2587,0.0000,0.1260,1ws5
4.46,-1.7236,-2.4085,-0.0116,0.5880,1wvc
6.73,-2.0185,-1.8197,-0.0149,0.1260,1wvj
8.77,-1.9452,-2.2469,0.0000,0.0840,1x38
9.22,-1.9103,-2.2744,-0.0017,0.1680,1x39
2.21,-1.0241,-1.1596,0.0000,0.0000,1x8d
6.96,-1.6462,-1.5233,0.0000,0.0000,1x8j
6.12,-2.9105,-2.3660,-0.0772,0.4200,1x8r
7.80,-2.7856,-2.1586,-0.0629,0.4200,1x8t
3.96,-1.1436,-2.0309,0.0000,0.3360,1x9d
8.70,-3.5054,-2.7935,-0.0114,0.0840,1xap
5.30,-0.8786,-2.0443,-0.0000,0.2940,1xbb
6.04,-1.8011,-3.1191,-0.0092,0.4620,1xbo
7.12,-2.9648,-3.9379,0.0000,0.7560,1xd0
4.82,-1.2246,-1.0160,-0.0091,0.1680,1xff
4.68,-0.7323,-1.2096,-0.0168,0.0420,1xge
4.85,-1.1591,-1.7009,-0.0047,0.1260,1xgi
7.77,-3.1758,-4.1472,0.0000,0.2940,1xh9
6.18,-1.7997,-1.4477,-0.0149,0.1680,1xhy
9.48,-2.7717,-3.0462,0.0000,0.1260,1xjd
6.00,-0.7895,-2.3853,-0.0124,0.7980,1xk5
6.85,-1.1247,-1.5122,0.0000,0.1260,1xk9
6.88,-2.1902,-2.9864,-0.0066,0.3360,1xka
8.52,-3.4564,-3.9155,-0.0001,0.5460,1xkk
7.08,-1.3381,-1.9297,0.0000,0.3780,1xpz
6.34,-1.2136,-2.0562,0.0000,0.3780,1xq0
6.85,-1.7417,-0.9917,-0.0287,0.0840,1xt8
10.22,-3.6647,-2.5512,-0.0148,0.2940,1xzx
9.00,-1.8925,-1.8307,-0.0034,0.2100,1y0l
3.08,-1.2647,-0.9539,-0.0227,0.0420,1y1z
5.32,-1.3570,-0.7639,-0.0227,0.0420,1y20
4.92,-1.1203,-1.0906,-0.0006,0.2520,1y2f
4.08,-1.0429,-1.4499,0.0000,0.0840,1y2g
7.40,-2.1005,-2.7223,0.0000,0.6720,1y3g
5.55,-0.6169,-1.9357,-0.0070,0.2100,1y3n
4.82,-0.8110,-3.0342,-0.0125,0.6300,1y3p
10.11,-2.4170,-2.7396,-0.0155,0.1680,1y6r
6.17,-1.2784,-2.4164,-0.0097,0.1260,1yc1
6.55,-1.5800,-2.1328,-0.0000,0.0840,1yc4
6.55,-1.3408,-1.5830,0.0000,0.0420,1yda
8.24,-1.2588,-1.9132,0.0000,0.0420,1ydb
7.07,-0.7773,-1.8618,0.0000,0.0420,1ydd
5.89,-1.7619,-2.0715,-0.0188,0.7140,1ydk
5.52,-1.2651,-1.9254,-0.0039,0.0840,1ydr
5.92,-1.4311,-1.9272,-0.0046,0.2100,1yds
7.46,-2.2965,-2.7965,-0.0029,0.4200,1yei
7.46,-2.2332,-3.0995,-0.0001,0.5460,1yej
4.35,-0.7942,-1.3433,-0.0120,0.2520,1yfz
5.00,-0.2279,-1.4926,-0.0098,0.5880,1yid
2.96,-1.0937,-0.5634,0.0000,0.0420,1ykp
8.14,-2.9489,-3.1414,0.0000,0.2100,1yqj
7.62,-2.1358,-2.6766,0.0000,0.2100,1yqy
6.40,-0.5910,-1.5157,0.0000,0.0000,1yvm
8.40,-3.0196,-3.4324,0.0000,0.3780,1z1h
9.22,-3.1044,-3.8232,0.0000,0.4200,1z1r
3.94,-0.7802,-1.9825,0.0000,0.2520,1z3t
4.11,-0.6649,-2.0755,0.0000,0.2520,1z3v
4.52,-1.0805,-1.9551,-0.0090,0.2100,1z4n
4.52,-1.1874,-2.0019,-0.0095,0.2100,1z4o
9.72,-2.7625,-4.3297,-0.0024,0.2520,1z6e
4.34,-0.8196,-1.5638,-0.0059,0.2520,1z6s
9.18,-2.9301,-3.4351,-0.0000,0.3360,1z71
4.30,-3.0488,-3.6385,0.0000,0.2940,1z95
5.64,-1.5497,-1.8419,-0.0014,0.2520,1z9g
5.74,-1.4669,-1.8635,-0.0012,0.2520,1zdp
5.34,-2.6583,-3.2013,-0.0000,0.2940,1zgi
6.52,-1.7818,-2.3542,0.0000,0.2100,1zhy
6.25,-2.5941,-1.9513,0.0000,0.0840,1zky
7.15,-1.5182,-1.5619,-0.0000,0.0840,1zog
7.00,-1.6038,-1.5968,0.0000,0.0000,1zoh
8.77,-2.9183,-3.8199,0.0000,0.7560,1zp8
8.40,-3.4566,-3.6247,0.0000,0.8820,1zpa
