pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,nacttors,ninacttors,PDB
5.3700,78.2897,1193.1982,3.8070,10.5736,9.1920,8.4031,53.8116,0.3113,0.0000,0.0000,85.6865,1211.8978,5.9162,4.4478,11.2417,14.5034,54.8890,0.3151,0.0000,0.0000,75.3245,1176.7587,2.4176,9.7352,6.4673,9.4160,54.6666,0.1656,0.0000,0.0000,84.2744,1202.3889,3.9325,4.2741,8.2893,8.6222,53.7926,0.2792,0.0000,0.0000,61.2736,1161.5356,3.5449,5.2790,8.5180,13.5839,54.3043,0.1189,0.0000,0.0000,70.3871,1116.5859,4.0318,2.5309,9.1978,14.8942,53.1860,0.1839,0.0000,0.0000,57.6487,1182.7905,2.6871,3.9844,7.1457,10.4123,61.6861,0.2081,0.0000,0.0000,61.8367,1221.6084,4.1883,8.8746,8.9171,8.2647,67.4803,0.5228,0.0000,0.0000,71.3900,1163.6852,3.2156,5.0280,7.2350,7.9108,62.0629,0.3068,0.0000,0.0000,6.0000,0.0000,3qt6
4.1300,112.8874,1460.9951,1.8089,53.2301,2.0236,19.9095,113.3619,0.3654,2.2443,0.6007,98.8851,1354.1285,1.2729,38.5005,0.7393,12.7943,109.1450,0.2919,0.0000,0.6116,105.9241,1393.3523,1.8086,52.3263,0.3627,14.5169,113.4803,1.4219,1.4618,0.1341,99.6945,1332.8773,1.4031,25.7507,1.4368,15.1583,139.9242,1.5226,1.2097,0.7982,85.5620,1269.5979,2.5224,58.4512,2.0638,13.2468,100.6758,0.8320,0.9178,0.0000,89.0386,1265.4574,0.3337,31.6092,0.2443,13.3693,135.0841,1.6797,0.6890,0.8189,83.5961,1138.9689,2.2607,65.7989,0.5690,15.4600,98.0328,0.3213,0.5171,0.6673,75.5874,1073.6085,0.6926,56.4779,0.1914,17.6072,104.3883,0.2688,0.8442,0.1238,60.9386,1049.7179,1.1520,50.8190,1.4332,19.7053,119.5238,0.4632,1.7663,0.5812,6.0000,1.0000,3qto
4.6500,112.9588,1481.4705,1.7907,54.7246,1.3290,18.0530,112.7488,0.3194,1.8814,0.5358,102.0004,1377.4502,1.6254,40.2749,0.5160,11.1696,105.1765,0.2903,0.0000,0.6099,99.4608,1379.3667,1.2521,28.2534,0.1956,15.9354,132.5606,1.4211,1.0475,0.5274,97.2526,1273.3915,0.7347,33.8190,0.0000,13.5710,117.0287,1.5920,0.8694,0.7607,65.0595,1071.1998,1.1487,50.7197,1.4399,19.8823,110.1322,0.5550,2.2967,0.5175,85.9156,1337.2167,0.6779,33.0532,0.0000,13.7001,98.6325,1.6102,1.3081,0.7066,65.3720,1168.5111,0.6892,41.9861,0.2660,14.1710,93.9384,0.3209,0.7001,0.6341,66.3227,1072.1836,0.8770,50.8625,1.1661,17.7372,111.9977,0.5433,1.4285,0.1373,63.1984,1145.3301,0.9011,36.8036,1.2940,12.4464,110.4459,0.3194,0.8734,0.3402,6.0000,1.0000,3qtv
6.4500,123.3982,1927.3676,5.6869,43.3642,9.3942,47.8714,266.4050,1.3061,8.3025,1.4239,127.6283,1924.8962,4.0822,35.9818,8.9342,28.7311,222.2619,0.1419,2.4689,0.0000,115.9260,1878.6530,4.0497,18.3928,9.4824,32.0644,302.9155,0.6465,10.4963,0.7420,114.2566,1904.1473,2.1766,55.7006,3.4998,53.7947,225.4049,1.1013,0.5235,2.1123,107.4915,1768.1666,3.3362,47.8133,7.5146,48.9815,200.7128,0.6597,1.3413,1.6172,99.9870,1637.8640,3.4020,48.8310,9.0500,44.8637,247.3007,0.9684,4.0670,1.5497,92.9759,1868.6122,3.0763,29.1647,8.1034,45.1802,243.7210,0.5460,0.0000,0.9675,131.5113,1931.1412,4.6950,25.5964,9.1659,29.3793,248.3996,0.6233,0.6567,0.5375,114.0861,1895.7607,4.7021,38.2192,9.5863,29.4226,206.3047,0.3804,0.4661,0.6523,17.0000,1.0000,3qw5
4.2600,105.7298,1446.5216,1.5316,50.4454,1.4857,22.9131,121.3381,0.4136,2.6398,0.6731,100.4463,1381.2850,1.8476,53.3237,1.2778,22.4147,121.3597,0.3792,2.2742,0.6165,85.1299,1299.5389,1.4823,53.0911,1.6225,25.3299,122.9679,0.7057,2.3301,0.5217,91.7362,1230.9513,1.4463,61.7945,1.4287,20.7960,114.1805,0.5615,3.3174,0.3040,91.3272,1128.2653,1.7239,61.2679,1.6500,21.1889,122.2415,0.6613,2.9480,0.4977,91.2738,1350.9315,1.3513,24.9160,1.2479,26.8739,153.5847,1.8065,9.2548,0.9978,90.9617,1356.6942,1.1068,40.8262,0.9007,16.0438,115.8258,1.3543,0.0000,0.7109,87.1478,1295.3102,1.9206,40.0121,1.7349,20.1372,160.2310,1.1347,0.3414,0.7038,85.6736,1391.5070,1.8336,20.5291,0.6593,21.2507,120.4043,0.3015,0.9564,0.6755,6.0000,1.0000,3qwc
4.2000,119.4015,1505.1241,1.7058,56.9232,1.9229,19.6558,119.4586,0.4996,2.6079,0.6392,119.4015,1505.1241,1.7058,56.9232,1.9229,19.6558,119.4586,0.4996,2.6079,0.6392,119.4015,1505.1241,1.7058,56.9232,1.9229,19.6558,119.4586,0.4996,2.6079,0.6392,90.7494,1445.5903,1.1543,42.7461,0.5653,18.5464,129.1987,0.4994,0.7701,0.2961,102.8945,1429.7460,1.5657,33.7943,1.5468,24.7768,139.6180,1.6946,1.1237,0.8981,77.6558,1306.5698,1.3642,49.8000,1.6209,22.2762,122.4927,0.6261,2.2820,0.5723,93.6329,1352.4656,0.8071,47.6871,0.7234,12.2885,128.7871,1.2051,0.0000,0.7504,86.8942,1308.1276,1.6645,48.1881,0.8680,19.2690,124.8513,0.7065,0.5569,0.6559,106.9096,1307.5325,1.9684,35.3972,0.6666,13.6060,109.3269,0.6923,1.2601,0.9205,6.0000,1.0000,3qx5
4.8400,82.7650,1796.2467,1.8601,57.7821,3.4382,45.8981,311.5049,0.6036,41.6124,0.3073,71.0944,1723.7345,1.1118,44.6168,2.1087,55.6765,343.5104,0.8445,53.2947,0.9786,84.6827,1744.1702,1.9290,45.0401,3.6290,63.8110,307.1208,1.4689,53.8528,0.2274,75.1413,1726.4360,1.9679,37.2900,3.2843,68.3617,324.5827,1.0636,52.7323,0.8645,86.9560,1696.4966,1.2552,35.8415,2.7418,58.7330,309.9248,0.9891,46.8669,0.9626,87.6417,1685.1462,1.4909,44.9298,3.6563,60.9274,313.1628,1.7215,48.8519,0.5819,85.0353,1738.2338,1.1374,50.9975,1.9764,50.6626,306.3698,0.5977,41.4836,0.3667,65.2868,1587.4073,1.2347,56.9578,1.4219,70.5621,414.0497,0.9298,41.6957,0.9983,66.7836,1744.9463,1.2083,52.2539,1.6063,55.9370,303.6501,1.0944,53.2375,0.5541,15.0000,1.0000,3r0y
4.7200,92.0041,1441.7169,3.7960,45.8286,3.0611,10.6446,48.7441,0.5918,0.0000,0.0000,81.1211,1411.2052,2.2516,44.2644,0.6948,10.2534,49.1316,0.7475,0.0000,0.0000,71.2864,1296.1886,1.8484,38.7076,1.0718,10.5318,48.8427,0.5895,0.0000,0.0000,85.6434,1362.5216,3.5175,44.1966,2.4368,9.7684,48.6875,1.2130,0.0000,0.0000,68.7882,1336.5260,1.6924,38.3072,0.3235,10.5773,48.2958,0.6036,0.0000,0.0000,74.4437,1262.4310,1.9170,47.5588,0.3698,10.4913,48.8596,0.5953,0.0000,0.0000,71.5277,1404.3556,2.5219,24.3617,0.7464,10.3512,48.8658,0.6175,0.0000,0.0000,66.3130,1318.7858,3.1745,29.9157,2.1905,10.5533,48.8964,0.6040,0.0000,0.0000,67.6808,1101.1477,1.4204,22.7169,1.5281,10.4337,48.7266,0.6375,0.0000,0.0000,3.0000,0.0000,3r6c
8.3600,142.4518,2029.4915,2.6303,44.2310,2.6035,8.6029,162.6077,0.5933,1.9878,0.0000,137.4144,2067.2068,2.5532,42.7258,2.4131,8.4796,174.8764,0.5953,2.0000,0.0000,148.9091,2096.9319,3.8168,43.9336,2.5982,8.8258,125.6589,0.5639,1.7627,0.0000,138.1027,1982.3373,3.2282,46.3007,2.8076,10.7213,141.2501,0.4326,1.9519,0.0000,129.0672,2021.8131,3.2747,43.2774,2.5057,6.6191,124.5644,0.7266,1.8566,0.0000,142.4315,2022.6223,5.9775,44.9715,3.0629,5.9394,125.6755,0.2809,2.0000,0.0000,93.7493,1757.9019,1.4771,18.4585,1.3122,12.7689,209.2352,0.1190,1.8895,0.0000,117.4446,1829.1877,4.1016,28.2103,2.3281,11.1074,140.8586,0.5785,1.7749,0.5133,88.5222,1656.9053,1.9492,18.4562,2.3656,14.5625,167.0376,0.0587,1.9023,0.0000,7.0000,0.0000,3r7o
4.8200,63.1184,756.4327,1.2653,15.0068,2.1814,3.1776,15.2058,0.3010,0.0000,0.7838,50.3129,873.9325,1.1808,4.3367,2.2633,3.7207,15.2058,0.4605,0.0000,0.9670,57.0303,890.9135,1.1813,1.7936,1.6777,3.9825,15.4001,0.2622,0.0000,0.7310,62.5952,799.9499,2.1621,17.6792,2.4088,3.5214,14.9495,0.4004,0.0000,0.9039,38.0012,857.3888,0.7461,3.9582,2.2102,3.2841,15.3816,0.4927,0.0000,1.0000,60.8947,859.1442,1.8578,15.2396,1.7645,3.3679,15.0191,0.5958,0.0000,1.0000,40.9761,853.9635,0.6818,2.2942,1.8684,4.4754,15.0358,0.4974,0.0000,1.0000,57.9693,838.8080,1.2425,14.8522,0.8732,3.7163,15.0472,0.1752,0.0000,0.5979,35.9641,844.8450,0.6463,3.4210,1.7199,3.6014,15.1898,0.2365,0.0000,0.6947,3.0000,1.0000,3r88
9.4300,73.0897,1040.5409,4.5172,7.4836,8.2631,5.5628,25.6641,0.0647,0.0000,0.0000,67.4598,924.9244,3.1405,4.2829,7.5286,10.3358,22.9305,0.0548,0.0000,0.0000,53.7897,904.5352,1.5692,18.4628,4.9907,10.9555,23.3504,0.0207,0.0000,0.0000,84.7765,1027.2178,5.0316,5.1812,8.3213,5.3064,24.7596,0.2198,0.0000,0.0000,61.8808,922.3710,1.9202,4.8242,5.2682,8.0290,23.9244,0.0442,0.0000,0.0000,58.6306,893.2894,1.6261,5.4528,5.0274,9.1372,22.7439,0.0343,0.0000,0.0000,70.5485,934.9631,3.1029,9.1130,5.3746,10.6891,23.9393,0.0338,0.0000,0.0000,55.8342,905.0457,1.7295,9.2455,4.6568,12.1897,20.6509,0.2027,0.0000,0.0000,73.9185,887.9786,2.6328,0.2712,5.2918,11.0201,24.0460,0.0072,0.0000,0.0000,6.0000,0.0000,3rbu
7.4000,66.6136,1209.4011,0.9953,8.8076,1.5263,6.6707,55.7397,0.2058,0.0000,0.2434,57.5039,1159.6230,0.5203,11.3503,0.6074,7.1543,56.1242,0.2084,0.0000,0.1613,61.0861,1131.1908,1.4754,8.0319,1.7209,10.5756,52.4424,0.7940,0.0000,0.5637,58.7233,1113.2172,1.7803,7.8677,2.2471,6.0066,55.9401,0.0847,0.0000,0.0000,56.6373,1189.0284,1.0530,5.4005,0.7817,6.4737,55.6951,0.1223,0.0000,0.0000,45.4436,1090.4000,1.1706,9.8210,1.7570,5.5811,53.2292,0.1591,0.0000,0.2419,43.9968,1089.3949,1.4998,6.7764,1.9463,6.3358,54.6783,0.1128,0.0000,0.2465,45.5531,1170.9985,1.1787,3.5703,0.7518,6.8390,55.4859,0.0770,0.0000,0.0000,47.7721,942.4041,1.2846,5.0592,2.5931,5.1546,55.3063,0.0839,0.0000,0.0000,2.0000,3.0000,3re4
4.5500,106.5195,1020.1057,2.4392,15.7589,3.4473,1.0738,10.6543,0.0000,0.0000,0.0000,100.9010,1029.3597,2.7115,17.4681,2.4316,1.1234,11.3499,0.0000,0.0000,0.0000,66.0214,1132.0355,1.3652,16.2695,1.2190,1.1742,11.3476,0.0000,0.0000,0.0000,72.5756,1074.2870,1.0378,18.1995,0.6126,1.0474,10.6425,0.0000,0.0000,0.0000,71.4592,1040.6075,0.9082,12.2262,1.0248,1.2212,10.7009,0.0000,0.0000,0.0000,89.3384,1003.9484,2.2813,18.6192,1.8042,1.4915,9.7220,0.0000,0.0000,0.0000,59.2633,1026.0022,0.7746,15.3054,1.4153,1.0214,10.6000,0.0000,0.0000,0.0000,74.5828,958.3872,0.9992,15.0940,0.9738,1.4327,10.3301,0.0000,0.0000,0.0000,68.1453,1080.1298,1.0248,14.4787,0.3752,1.2082,9.8173,0.0000,0.0000,0.0000,2.0000,0.0000,3rr4
8.8000,194.6646,3060.3953,8.8664,54.0831,6.9631,45.7231,260.5352,1.6186,33.4096,2.5435,174.8081,2739.2231,7.1921,52.0224,8.6321,51.3391,277.3167,1.0792,28.6423,1.2605,156.2558,2779.9004,7.2390,47.6792,10.1867,36.9179,264.9224,1.3106,14.3121,2.6511,201.4149,2930.7598,11.9920,55.9639,9.5209,46.8993,229.0363,1.2432,27.5156,2.2231,162.0863,2489.7683,5.1044,75.0366,4.3387,44.2728,217.9986,0.8207,33.8913,1.8388,166.2700,2488.0991,4.7054,73.9426,4.2191,41.6902,230.5619,0.9619,23.0440,1.7603,166.9430,2532.1321,5.3482,78.5870,4.4903,36.7003,222.0950,0.8410,18.8021,1.9253,205.8257,2946.4199,12.0227,52.7889,8.3773,53.4719,247.4250,2.8671,34.9714,3.1100,130.0912,2344.1616,2.6146,59.3535,3.4616,42.0845,232.6013,1.0290,27.5324,1.7458,30.0000,4.0000,3rt4
4.9200,82.5202,1037.4159,1.8904,32.8265,2.7335,13.5453,49.8212,0.3453,2.6806,0.0000,67.6975,1094.4551,2.1307,11.6717,3.5155,17.1793,48.1278,0.9339,5.0915,0.0000,57.8622,1064.8207,0.6633,12.7733,1.5685,14.2273,51.9198,0.5723,3.2330,0.0000,59.6379,1051.7969,2.6232,26.4903,3.9486,14.2493,52.8357,0.9028,1.9893,0.0000,51.2516,955.4385,1.0408,22.2799,2.4307,14.9878,48.3909,0.3302,2.4241,0.0000,60.0861,1019.1876,0.4607,15.0087,1.4486,14.6234,51.0314,0.7380,3.1437,0.0000,74.0260,1056.4269,3.7718,35.9637,3.3794,16.0581,49.0818,0.6690,5.5686,0.0000,70.0779,1069.2501,1.7104,26.9113,2.6427,15.8383,50.4204,1.8243,2.4863,0.0000,44.5905,953.1799,1.0576,18.3249,2.6417,14.0570,48.9307,0.3165,3.0578,0.0000,5.0000,0.0000,3rv8
8.6000,125.0636,2011.9496,3.4008,60.6924,5.2040,23.0718,210.4924,0.5366,0.1141,0.0000,120.0201,1857.3867,3.8401,64.3853,5.1118,29.7984,192.6557,0.9824,7.2931,0.4775,108.4426,2004.7837,3.2561,68.3894,2.8590,36.6346,230.9189,0.6555,2.1777,0.0000,104.8852,1964.5619,3.2968,45.2452,3.5181,49.6523,223.7546,1.0081,20.0899,0.0000,107.1397,1929.2579,1.4925,54.2409,2.6036,29.0005,197.7067,0.8053,5.6719,0.0000,113.5253,1916.4305,3.4242,63.8481,3.5525,26.9898,184.9457,0.7992,5.5309,0.8226,113.4172,2036.7323,2.4136,66.8330,0.7290,36.0991,203.6790,0.9762,5.2281,0.5129,102.6853,1837.6482,2.4914,53.9340,3.2628,35.3847,182.9583,0.3708,11.0879,0.0000,97.5771,1882.4867,0.9650,65.7413,0.9175,28.2698,178.7484,0.2300,4.2627,0.0000,12.0000,2.0000,3s43
8.4900,119.1306,1916.5710,3.8980,54.2553,5.3771,28.8703,194.2160,0.5365,2.7101,0.0000,109.3660,1909.7505,3.6481,45.7205,4.0292,32.3877,193.9178,0.3743,4.2470,0.4975,117.2114,1960.9152,3.5460,55.7835,3.7499,31.5434,214.8064,0.9240,0.3186,0.0000,101.3676,1911.6078,2.2228,51.2399,2.2654,32.1338,185.4089,0.6677,10.9138,0.3399,110.5051,1848.5093,2.1913,48.4586,2.3997,32.7146,175.6185,0.8066,10.3709,0.4773,107.5284,1988.1196,4.3787,53.9518,2.3049,56.9933,216.7615,1.2741,23.2054,0.3407,105.2803,1932.8828,1.9253,59.3414,0.2532,52.2675,207.5059,2.2998,13.1690,1.4489,113.5782,1945.3529,4.2514,66.0998,3.8974,33.7161,224.8203,1.3199,0.0551,0.0000,108.0048,1881.1326,2.5334,43.5501,4.2501,25.1714,184.7287,1.5230,5.9145,0.0000,12.0000,2.0000,3s45
9.6400,115.5663,2159.5613,3.8442,73.8126,3.8411,33.8209,268.8648,0.5893,0.0000,0.0000,126.5433,2126.9639,4.5506,57.1067,5.4625,31.0441,255.9031,0.7940,3.9318,0.0000,109.4860,2017.7618,2.2956,63.9896,2.9065,31.4946,245.9034,0.3653,9.1783,0.0000,121.2518,2113.5645,6.3166,79.4606,6.4726,31.8514,230.1039,0.3631,5.4890,0.0000,117.8040,2067.5278,4.2905,38.8467,5.7265,39.9969,227.4773,0.4125,10.7972,0.0000,104.9100,1942.9569,3.2348,65.9033,4.4986,30.4442,211.9840,0.7979,7.4996,0.9648,110.1703,2070.6230,1.6402,53.1620,2.5022,20.6092,230.0582,0.5871,1.6220,0.2628,126.9524,2145.8738,5.1411,57.7243,4.1771,39.4426,268.1067,1.3106,15.2257,0.0000,103.6836,2024.2021,1.6981,64.7185,0.3651,33.7863,193.5243,0.4528,17.2952,0.5239,12.0000,2.0000,3s54
9.6200,173.4691,2446.8660,4.6347,98.7005,5.9104,41.3248,349.7657,1.3989,11.6265,0.1384,152.0472,2415.1763,3.6417,82.8837,6.6212,41.6402,356.3589,1.2627,12.6141,0.1247,147.8209,2383.8191,4.5561,84.8865,5.3445,24.9149,358.1207,1.9085,4.5949,0.4275,128.2631,2406.2886,2.7585,79.7222,2.2603,42.2795,365.4919,3.3132,10.1692,1.8674,145.8549,2386.7302,3.8885,76.9987,4.0306,22.4261,342.6709,1.8614,1.4876,0.3485,107.8179,2201.1169,0.9009,68.1414,1.7636,29.9575,364.8029,2.3513,1.4816,2.1069,142.4470,2452.8660,5.4196,65.6194,3.1221,46.2284,344.3618,2.2897,11.3544,1.3482,151.0131,2369.9373,5.1519,88.1786,5.0133,45.8120,378.4319,4.7265,5.5484,1.2840,121.2940,2222.2390,2.0957,67.2851,3.2664,25.8909,331.1792,1.6293,0.7922,0.4224,13.0000,1.0000,3s56
7.4100,74.4645,674.9527,3.8454,0.0000,7.9907,1.2734,2.5014,0.1834,0.0000,0.6118,74.4645,674.9527,3.8454,0.0000,7.9907,1.2734,2.5014,0.1834,0.0000,0.6118,74.4645,674.9527,3.8454,0.0000,7.9907,1.2734,2.5014,0.1834,0.0000,0.6118,74.4645,674.9527,3.8454,0.0000,7.9907,1.2734,2.5014,0.1834,0.0000,0.6118,63.6845,625.9956,2.9447,0.0000,4.2843,0.3937,2.7956,0.4733,0.0000,0.9828,44.1828,536.1346,2.7732,0.0000,5.5007,1.1257,3.1485,0.0000,0.0000,0.0000,51.0047,583.9786,4.2879,0.0000,6.4647,0.5581,2.9432,0.2338,0.0000,0.6907,52.7405,598.0533,2.6445,0.0000,3.0627,0.9717,3.2144,0.0000,0.0000,0.0000,35.3205,425.0172,0.8747,0.0000,2.6747,0.4563,2.8687,0.3435,0.0000,0.8373,1.0000,4.0000,3s5y
7.3500,98.4027,1286.1302,2.5621,28.4711,5.7380,18.1043,97.6161,1.2741,0.0000,1.3555,88.4598,1176.5237,2.7962,28.5014,6.1897,13.0666,78.6262,0.7225,0.0000,0.5751,106.6951,1161.5505,3.4277,21.8177,6.7587,13.5345,79.1018,0.7052,0.0000,0.0000,79.9454,1134.1965,2.7920,19.6550,6.1494,12.3387,74.6835,0.6820,0.0000,0.5613,71.4323,1082.5725,1.8261,18.7566,3.4365,14.8573,94.0562,1.1067,0.0000,2.1196,81.2947,1158.5425,2.5612,12.8496,4.0368,11.0681,100.7987,0.2018,0.0000,0.3258,65.6682,1159.6355,2.0785,33.2459,3.6011,18.6139,102.5852,1.7241,0.0000,1.4390,71.5359,1206.6575,2.4480,12.2321,4.1953,7.5941,89.1039,0.9718,0.0000,1.5125,67.5681,1039.2402,1.9968,13.4875,4.7738,8.9586,88.3410,0.6055,0.0000,1.2329,5.0000,3.0000,3s6t
7.3000,77.0917,1190.3925,1.6311,26.6879,3.1098,15.8939,73.4274,0.3303,3.5247,0.1617,77.6938,1179.8708,1.6938,27.2173,2.2962,15.4688,74.0964,0.1344,3.0036,0.0000,58.7019,1088.8606,1.3790,13.5204,3.6464,12.9333,72.3287,0.0565,3.1252,0.0000,78.2583,1089.7936,2.0328,32.7040,2.8205,2.3660,59.6820,0.0000,0.0000,0.0000,70.5855,1060.3479,2.0928,34.1332,3.1752,8.5362,63.1071,0.1780,0.1162,0.0000,62.8652,1117.0310,1.2595,26.2696,2.3476,6.6606,65.7191,0.1234,0.0000,0.0000,75.3608,1105.5054,1.3865,31.7217,1.6840,1.4383,55.3065,0.0000,0.0000,0.0000,73.6652,1122.2485,1.5048,22.9785,2.1079,3.2006,57.0882,0.0000,0.0000,0.0000,66.5549,1029.7073,2.3265,31.8013,3.0287,6.9216,56.1348,0.7292,0.0000,0.8820,5.0000,1.0000,3s8x
6.8200,74.3388,1216.0372,2.7092,35.0489,4.9599,9.3383,85.5665,0.7394,0.2848,0.0000,74.7699,1199.7244,2.3198,33.3355,4.2017,5.6642,69.8148,0.2780,1.4075,0.0000,74.0076,1189.1953,2.4362,33.8108,4.2691,5.5912,70.0609,0.2337,1.3669,0.0000,81.3989,1317.0542,1.6974,17.6283,1.9711,9.4759,80.4011,0.4120,2.3118,0.0000,78.9187,1322.1273,1.6623,16.5848,1.5149,9.6443,78.4141,0.3018,2.5385,0.0000,78.4440,1217.6803,2.1247,23.4608,3.4042,1.9863,56.1475,0.2370,0.0000,0.0000,69.7634,1103.7837,2.4011,36.0853,4.3642,8.5535,78.7437,0.7537,0.0000,0.0000,67.6725,1199.0693,2.2649,30.7779,3.3081,4.8428,58.2070,0.2745,0.0000,0.0000,62.6610,1160.8036,1.5652,30.3899,2.6858,4.4554,68.7458,0.2166,0.6889,0.0000,5.0000,1.0000,3s9t
7.5900,100.2703,1410.4742,3.6858,45.0660,2.4642,10.6313,107.6515,0.0319,1.4034,0.0000,81.6038,1341.8639,1.1382,30.9633,1.1923,17.2094,105.3009,0.4831,3.8512,0.0000,78.5527,1272.3590,1.9564,38.4561,1.7051,22.4137,98.9315,0.3948,3.3740,0.0000,81.8966,1219.6658,2.1425,38.0170,1.9053,6.4350,66.0140,0.0095,0.9933,0.0000,78.6773,1133.4062,1.8762,35.1773,2.2636,4.1612,63.1844,0.0190,0.5079,0.0000,71.4406,1185.8792,1.6139,27.9650,1.9766,7.1253,71.1485,0.0062,0.9979,0.0000,64.7849,1055.4167,2.2291,24.5284,4.7311,8.2981,79.4380,0.2072,0.7109,0.0000,79.0403,1205.4152,2.0291,34.8777,1.4585,6.7839,70.4393,0.0264,0.5894,0.0000,65.7472,1018.8148,2.2763,17.0967,5.0529,8.8321,78.9501,0.0782,0.5212,0.0000,8.0000,1.0000,3sap
6.5700,91.1173,1336.1644,3.5769,43.6754,5.5228,14.0201,92.5607,0.6499,0.7493,0.0000,75.7812,1148.8877,2.2954,39.8166,4.5342,5.3656,72.1108,0.3328,0.2005,0.0000,79.7868,1183.1849,3.1584,47.9918,5.0844,2.8589,58.8779,0.6011,0.0000,0.0000,70.1395,1224.4709,1.7511,33.9040,2.6198,13.9864,79.5628,0.4386,2.6360,0.0000,78.8999,1165.2943,3.2141,36.9511,4.9207,3.4621,73.6191,0.7096,0.0000,0.0000,68.5120,1185.2496,1.0863,28.0539,2.0838,4.1041,66.1201,0.1990,0.0000,0.0000,69.4140,1148.1403,2.0338,38.4890,2.7278,7.3061,75.3180,0.3416,0.0000,0.0000,69.3149,1204.9271,2.0890,28.2902,2.2013,15.4813,88.8529,0.3301,0.3490,0.0000,71.5509,1099.0037,1.4493,48.6420,1.9935,3.6423,63.8666,0.4985,0.0000,0.0000,6.0000,1.0000,3sax
7.2800,80.0287,1215.1890,1.6342,28.2277,2.1594,14.3001,72.2884,0.1482,4.2345,0.0000,68.8326,1177.9419,1.6631,26.3418,2.4117,7.3689,64.7834,0.0650,2.7091,0.0000,65.8360,1017.8785,2.2605,21.0668,4.8996,4.1840,60.7641,0.0132,0.0266,0.0000,75.9822,1146.0469,2.4966,32.9555,2.6470,2.2685,58.4160,0.0000,0.1035,0.0000,70.1914,1093.4490,1.5820,30.0835,2.0198,2.5970,54.7955,0.0000,0.0000,0.0000,72.3211,1149.6183,1.8315,23.1074,1.8884,4.7954,56.5758,0.0000,0.0000,0.0000,68.8034,1032.6667,1.3043,32.5598,1.8672,3.5929,58.4660,0.0000,0.0000,0.0000,65.0983,1105.0096,1.8176,21.1187,2.9600,2.6971,56.9330,0.0216,0.0000,0.0000,71.8887,1097.6764,2.1744,25.8624,2.7203,2.3963,55.9346,0.0000,0.0000,0.0000,5.0000,1.0000,3sbh
7.9200,77.7587,1150.4955,1.7278,25.8321,3.2516,9.4643,63.8857,0.0245,1.3680,0.0000,57.4399,1040.4663,1.4580,20.5955,2.9180,9.5171,51.4263,0.1004,0.0000,0.0000,79.5045,1008.0516,2.0438,27.5640,2.3007,3.8404,49.5992,0.0293,0.0000,0.0000,59.3150,946.9841,2.1046,7.8549,5.2225,1.9557,48.2777,0.0000,0.0000,0.0000,65.6270,1005.8916,1.7895,19.6949,2.9804,3.9341,49.9853,0.0812,0.0000,0.0000,68.6357,1035.7321,1.8530,11.4077,3.0433,2.3019,52.3159,0.0000,0.0000,0.0000,61.4947,1034.3738,1.0298,10.1205,1.7990,3.2240,47.6940,0.0000,0.0000,0.0000,66.3259,1052.5950,1.3847,10.7845,1.6212,4.0468,61.1724,0.0000,0.0000,0.0000,62.4350,1005.1494,1.4216,12.3103,2.2457,4.8812,46.2450,0.0000,0.0000,0.0000,5.0000,1.0000,3sbi
