pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,nacttors,ninacttors,PDB
3.5500,98.1313,1190.1389,2.9337,40.4057,5.8696,5.2919,52.1195,0.3211,6.2591,0.0000,88.8112,1198.4727,2.7297,42.1306,5.1687,5.1428,51.1630,0.1265,6.5408,0.0000,85.5563,1211.3036,2.1598,41.7726,4.0149,10.6788,56.6960,0.2941,6.2787,0.0000,65.6515,1134.5818,1.1623,41.1418,2.4044,7.9096,64.7176,0.2359,6.7759,0.4144,72.2344,1101.1578,0.6424,46.4632,1.5354,5.2990,54.8802,0.1011,6.5286,0.0000,71.2067,963.0057,1.6564,47.3095,3.5423,11.7538,62.9806,0.1953,6.4655,0.2852,78.5789,1237.9268,1.1204,41.8151,0.3731,6.0125,53.8995,0.1149,6.5794,0.0000,70.0906,1043.5945,0.9419,47.9482,1.8192,7.0627,55.8688,0.0963,6.5268,0.0000,62.6986,959.0217,1.1606,47.3016,2.5526,8.7533,65.9165,0.2408,6.6606,0.4578,7.0000,0.0000,2cle
3.5500,90.8052,1329.3535,2.8160,41.2270,5.3790,14.9980,134.4405,0.0105,0.0000,0.0000,98.6868,1322.7789,2.4291,25.0290,4.9111,12.4567,154.8604,0.3375,0.0000,0.5949,92.6712,1267.8787,2.4455,38.1203,4.8844,15.8169,127.1185,0.2273,0.0000,0.1990,89.4133,1253.3510,2.6937,8.7867,5.7136,23.2949,183.9912,0.3176,16.4580,0.0000,86.5213,1320.2151,2.3236,30.7428,4.4975,16.4705,155.1408,0.4368,0.0000,0.5705,92.2286,1317.6758,2.3933,35.4454,3.7235,13.0598,148.4960,0.1074,0.0000,0.3922,107.4307,1313.6757,2.5593,42.3794,3.2541,10.9923,134.3019,0.0705,0.0000,0.0000,97.8672,1316.7599,2.5911,17.9440,5.1316,14.1457,132.9969,0.1833,0.0000,0.0000,80.1462,1183.5404,2.3431,38.8266,4.1376,26.8260,146.9651,0.2636,0.9457,0.0000,10.0000,3.0000,1v2r
3.5500,64.1526,1100.1627,3.2575,1.2368,7.3974,9.1719,60.6901,0.7461,0.0000,1.5504,69.9138,1064.6284,3.2005,2.0976,6.3019,14.7978,57.1391,0.8385,0.0000,2.2064,62.8818,1019.0991,2.2919,7.9974,5.5617,10.6365,59.5150,0.3813,0.0000,1.5949,56.5261,1023.4422,2.0167,2.0026,5.4967,8.9363,62.0473,0.9596,0.0000,2.4310,49.5785,982.0044,1.6842,4.0977,4.9299,13.8322,57.1352,0.8228,0.0000,2.2742,58.4401,1029.3137,2.0161,2.4967,5.2208,11.0867,58.8130,0.4416,0.0000,1.1788,46.3940,944.4340,2.9033,2.0000,7.0610,15.1173,54.4233,0.9913,0.0000,2.1524,47.2985,1077.8331,1.6064,5.8799,3.5624,10.7489,55.9135,1.4219,0.0000,3.0069,50.5610,1065.8553,1.5998,7.4687,2.8998,13.1883,58.0816,0.5559,0.0000,1.8523,5.0000,5.0000,2qwc
3.5600,92.3510,1095.7786,2.7106,10.0942,6.1837,12.9670,93.9179,0.2427,1.0000,0.3694,87.3689,1035.2532,2.6938,7.7391,6.5600,11.5470,90.4707,0.1683,0.8433,0.2192,82.0797,1054.0635,3.1682,10.8343,6.0545,18.3115,104.0998,0.6026,1.0000,0.0000,77.4598,1128.5057,1.6357,7.8722,3.2238,11.5116,78.3191,0.2611,0.8581,0.5424,53.0564,1136.8542,2.3869,0.2461,5.7689,15.6075,74.0095,0.8072,1.0000,1.2981,52.8827,1135.4229,1.6763,1.4825,4.4084,12.4383,77.0242,0.4991,0.7333,0.7846,63.5553,1025.2059,2.2582,6.8417,5.1643,9.7232,86.7320,0.2119,0.8895,0.5185,48.4501,958.6234,2.5269,0.8916,5.9082,18.7486,102.9650,0.1122,0.8957,0.2442,58.7079,1069.9821,1.1499,0.7482,3.6902,12.9641,76.2660,0.6072,0.6127,0.1477,6.0000,1.0000,2hrm
3.5700,83.3646,1163.8348,1.5760,51.6780,2.7125,7.5113,52.0672,0.0609,1.3437,0.0000,92.9231,1121.8544,1.4725,56.3467,1.9262,6.7692,42.9214,0.0179,0.0000,0.0000,102.3931,1107.9813,2.5002,54.1350,2.8968,7.6917,47.3882,0.0737,0.7195,0.0000,85.7746,1164.4026,1.1276,46.7771,1.8686,7.5822,43.6443,0.0375,0.0000,0.0000,93.5443,1106.6014,2.3831,56.6295,3.0247,7.0231,43.1131,0.0543,0.0000,0.0000,78.9634,1179.0845,1.1812,48.2406,2.0908,5.9036,46.4961,0.1160,0.5078,0.0000,87.4737,1043.8324,0.8251,52.7169,1.6470,6.8778,47.6131,0.0330,1.3162,0.0000,92.4573,1116.8435,1.8026,50.2050,1.9640,11.6081,51.6586,0.1249,1.8973,0.0000,80.1724,1061.2225,0.6185,44.9441,1.3101,8.9778,53.9011,0.0536,2.3806,0.0000,5.0000,3.0000,1h46
3.5700,53.8021,767.7341,1.7599,5.2663,5.6045,3.0647,6.5833,0.0008,0.0000,0.0000,54.4754,762.0659,2.1676,9.5161,5.5569,3.2190,7.2292,0.3123,0.0000,0.5124,51.2151,761.9100,3.9142,5.9024,7.8619,4.0425,6.2740,0.2614,0.0000,0.5389,48.7282,742.7684,2.3880,2.0380,6.3096,1.0175,9.6792,0.0312,0.0000,0.0000,52.9266,739.6083,1.7496,6.6927,4.3341,2.8525,8.2758,0.2091,0.0000,0.3989,44.6894,645.1833,1.7403,3.2372,5.0350,3.7084,8.0279,0.1846,0.0000,0.4262,50.0911,724.6497,2.2289,3.1537,4.8611,0.5332,9.9497,0.0000,0.0000,0.0000,44.5104,625.5024,1.8853,3.9272,5.2989,2.0022,7.6764,0.0152,0.0000,0.0000,37.4543,613.8858,1.4692,4.9774,4.5200,4.0140,7.0744,0.2420,0.0000,0.4990,4.0000,1.0000,3ff3
3.5800,118.5631,1608.3264,3.1956,0.0000,7.0226,10.8730,121.2323,0.1015,0.0000,0.0000,117.5996,1645.0853,2.9261,0.0000,4.5664,8.5012,104.6911,0.1906,0.0000,0.0000,90.5040,1579.7056,1.5542,0.0000,3.2777,11.2954,107.8371,0.1484,0.0000,0.0000,73.4322,1372.2852,1.7462,0.0000,4.0372,19.6727,124.9967,1.0851,0.0000,1.2325,83.1893,1354.0663,2.4608,0.0000,5.0143,18.2704,122.6238,0.5421,0.0000,0.0310,82.2548,1321.5382,1.8921,0.0000,4.0444,12.3013,128.7165,0.0531,0.0000,0.0000,78.1199,1369.3678,2.5949,0.0000,5.1025,17.6443,118.8278,0.5880,0.0000,0.0920,77.5954,1361.3575,2.0569,0.0000,2.6957,27.5679,153.1882,1.5592,0.0000,1.6086,71.8823,1372.0525,1.6073,0.0000,2.9863,15.4177,130.8730,0.5323,0.0000,0.0000,8.0000,3.0000,1vjc
3.5800,64.9340,629.1570,4.0913,3.1591,9.0659,0.0000,0.0000,0.0000,0.0000,0.0000,50.4824,613.4577,2.3482,2.7411,5.8906,0.0000,0.0000,0.0000,0.0000,0.0000,42.3712,572.4855,2.0689,6.1264,5.5663,0.0000,0.0000,0.0000,0.0000,0.0000,44.1649,604.5075,3.5576,5.4735,6.8235,0.0000,0.0000,0.0000,0.0000,0.0000,35.0841,554.1346,2.3650,1.1683,5.5416,0.0000,0.0000,0.0000,0.0000,0.0000,41.7312,552.2391,2.9810,5.7186,5.4235,0.0000,0.0000,0.0000,0.0000,0.0000,29.9698,536.2183,2.3872,2.4264,5.4467,0.0000,0.0000,0.0000,0.0000,0.0000,21.6430,535.1051,1.5233,2.6302,3.9317,0.0000,0.0000,0.0000,0.0000,0.0000,28.6279,471.0200,0.9168,3.6410,3.1116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,3dx1
3.5900,73.4421,607.5911,3.3271,0.0000,4.5214,0.0000,0.0000,0.0000,0.0000,0.0000,74.1054,617.7152,3.9092,0.0000,4.4515,0.0000,0.0000,0.0000,0.0000,0.0000,49.3850,532.9069,1.4125,0.0000,2.4222,0.0000,0.0000,0.0000,0.0000,0.0000,37.7077,552.0507,1.3108,0.0000,2.6653,0.0000,0.0000,0.0000,0.0000,0.0000,53.9965,538.0911,1.4229,0.0000,1.8831,0.0000,0.0000,0.0000,0.0000,0.0000,47.8873,543.6424,0.9707,0.0000,1.4070,0.0000,0.0000,0.0000,0.0000,0.0000,40.5070,463.4899,0.9994,0.0000,2.5596,0.0000,0.0000,0.0000,0.0000,0.0000,36.9966,470.0424,1.4336,0.0000,3.2753,0.0000,0.0000,0.0000,0.0000,0.0000,35.6248,532.5225,1.5479,0.0000,2.8235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1nli
3.5900,50.0571,725.0021,3.1749,0.0000,7.4681,14.8690,76.3718,1.2369,0.0000,2.9241,72.7479,789.4755,4.0891,0.0000,8.2240,11.3556,79.3726,0.9514,0.0000,1.1816,49.4460,708.2810,3.1116,0.0000,7.5270,10.6946,73.8119,1.1544,0.0000,2.4279,56.3080,783.8260,3.1308,0.0000,6.0842,11.2571,74.5609,1.0103,0.0000,2.4933,56.3475,758.4438,2.3712,0.0000,5.6449,10.2660,72.2940,1.4745,0.0000,2.7764,64.8772,762.8210,2.6940,0.0000,4.8409,8.8118,77.7768,0.9810,0.0000,2.3308,61.5946,742.6014,2.7158,0.0000,5.9127,20.9415,71.9824,2.0828,0.0000,2.4625,48.0508,667.3959,2.5759,0.0000,6.3429,9.7089,80.3437,0.6142,0.0000,1.7248,54.5735,660.2354,3.0776,0.0000,6.6413,12.8483,79.3267,0.9015,0.0000,2.0371,4.0000,8.0000,2nn8
3.5900,96.5185,1292.7291,1.9312,0.0000,3.3886,10.4075,68.0060,0.0878,0.0000,0.3786,58.7833,1244.6893,2.0898,0.0000,5.5911,11.1846,68.3200,0.2759,0.0000,0.6368,66.2771,1256.0917,1.0881,0.0000,2.5163,9.5603,69.9682,0.1122,0.0000,0.4552,56.6397,1192.9172,2.1172,0.0000,4.5315,7.8799,89.1454,0.0000,0.0000,0.0000,53.1957,1163.2699,3.0797,0.0000,6.2673,15.2257,87.0005,0.2519,0.0000,0.0000,62.4790,1191.2068,1.3350,0.0000,2.9849,11.4472,77.0481,0.4139,0.0000,0.4985,80.0746,1242.1309,3.1853,0.0000,4.3460,5.9285,69.6285,0.0001,0.0000,0.0000,63.2794,1143.3882,2.3178,0.0000,4.1973,16.4966,80.6446,0.0300,0.0000,0.0000,59.1912,1025.4298,2.3376,0.0000,5.4189,12.3632,86.1689,0.2604,0.0000,0.0024,4.0000,2.0000,2gsu
3.6000,76.8281,1393.0688,3.8236,2.1788,8.6027,19.3232,125.6758,1.2657,0.3725,2.5847,76.4462,1384.7230,3.8903,1.2869,7.8816,18.4437,125.2993,0.9568,0.6214,1.8240,89.6184,1400.9923,4.3465,3.5548,7.5477,20.6785,127.6520,2.0312,0.7689,2.7497,74.4461,1360.5468,3.1401,8.6355,6.0506,20.8673,128.4675,0.9470,0.4455,1.8822,94.0260,1388.3745,5.6342,8.3230,7.9774,20.0182,125.4165,1.0735,0.2561,1.1844,67.9163,1116.7721,2.9082,0.2783,6.8070,21.0523,128.2121,1.2175,0.2276,2.5684,66.0790,1313.2827,3.7970,0.9074,6.8517,18.4945,130.5938,1.4252,1.7904,2.0101,55.4042,1214.0740,2.0427,0.0000,4.7002,27.1575,132.5607,0.6196,1.9160,1.3670,74.5805,1312.6571,4.2178,0.5006,6.0041,23.4065,125.4355,1.1401,1.8840,1.3965,5.0000,11.0000,2qpu
3.6000,113.1217,1527.1265,5.5577,7.1624,6.6444,20.3826,190.2258,1.0184,1.3982,1.5932,96.1549,1339.6807,3.6005,13.0405,5.6141,19.9191,197.9501,0.3905,1.1410,0.9053,63.6313,1146.6349,2.8435,3.9725,7.1270,22.1032,185.1727,1.4241,1.1900,2.3343,61.7867,1066.5449,2.8893,3.8862,7.4025,22.4315,213.7791,1.2040,1.1683,1.9607,74.2082,1179.7599,2.3672,5.4696,5.1390,17.1780,190.3878,0.6293,0.0000,0.9139,80.1408,1338.6332,5.1748,5.2452,7.7965,31.9921,211.1013,2.6206,0.8182,1.2816,74.4590,1119.9406,3.3022,0.0000,5.8523,22.6999,200.3392,1.3174,0.0000,1.9054,56.6085,1023.6453,2.5193,0.4431,5.6538,22.9049,223.4358,0.9982,1.0850,1.8836,67.2835,1192.5577,3.6825,5.1551,5.6184,20.8183,214.4333,0.8784,0.9644,1.0986,8.0000,7.0000,3m3o
3.6000,43.8288,307.4848,0.3508,0.0000,0.5357,1.4573,0.3115,0.0000,0.0000,0.0000,35.1921,337.0966,0.3430,0.0000,0.7756,1.5995,0.2687,0.0037,0.0000,0.0000,40.7513,323.9337,0.1524,0.0000,0.0000,0.4436,0.5455,0.0000,0.0000,0.0000,35.7729,316.1853,0.6078,0.0000,0.9464,0.6019,0.5675,0.0000,0.0000,0.0000,33.7963,298.8181,0.3431,0.0000,0.7298,0.8914,0.7553,0.0000,0.0000,0.0000,33.7536,295.6593,0.2640,0.0000,0.4394,0.1952,0.8472,0.0000,0.0000,0.0000,40.2617,296.3456,0.3829,0.0000,0.0000,1.5910,0.2863,0.0000,0.0000,0.0000,28.5569,299.3216,0.2102,0.0000,0.4051,0.0249,0.8256,0.0000,0.0000,0.0000,32.9792,293.1995,0.1198,0.0000,0.0000,0.7588,0.6184,0.0000,0.0000,0.0000,2.0000,2.0000,1d7i
3.6000,48.9931,838.7812,0.9979,7.9232,2.2168,1.4110,16.7397,0.0000,0.4242,0.0000,52.9426,774.8209,1.0423,15.0843,1.4908,1.3240,16.7573,0.0000,0.4363,0.0000,49.8005,837.6486,1.2222,12.0857,1.4778,1.3797,16.7806,0.0000,0.9340,0.0000,49.8902,791.4213,1.0001,10.7021,1.6521,0.6581,16.8561,0.0000,0.7076,0.0000,48.8686,828.8025,0.5715,8.8590,0.7727,1.2646,16.7905,0.0000,0.9122,0.0000,48.6671,746.9915,0.6022,15.2574,1.0474,1.2872,16.7956,0.0000,0.9205,0.0000,47.6883,827.2102,0.4559,10.1834,0.3836,1.1816,16.8028,0.0000,0.8948,0.0000,42.2476,677.7076,0.4431,10.2988,1.4949,1.0834,16.7910,0.0000,0.4827,0.0000,45.4654,709.4739,0.4248,18.9508,0.4271,1.2727,16.7921,0.0000,0.9143,0.0000,1.0000,1.0000,2xdk
3.6000,61.3957,1036.5873,2.7132,2.2521,7.2479,33.8341,215.5036,1.5312,0.0000,2.8302,75.1419,1139.6359,2.9211,2.2186,6.5861,33.7441,181.5414,0.8558,0.0000,1.2181,80.6095,1184.7765,2.9792,0.0000,6.5674,24.4005,185.4877,1.2505,0.8024,1.6558,52.0026,997.1840,3.8111,0.7355,8.0834,33.9146,216.2603,1.7309,0.0000,3.1527,67.7054,836.5381,3.3357,2.0000,8.9438,31.0028,176.7888,1.0994,0.0000,1.5350,63.3049,1130.1857,2.1364,0.0998,4.0998,33.0005,173.0865,1.5183,0.7386,2.8967,60.8177,986.7625,2.9842,2.0000,7.3489,30.9811,206.2947,0.8245,0.0000,0.7919,59.8532,1004.0161,1.8900,0.0000,4.5313,26.6603,180.9778,1.0328,0.6909,2.0061,50.9351,893.2137,2.4068,2.8009,6.0335,27.8067,192.3982,1.1125,0.0000,2.1908,9.0000,9.0000,3afk
3.6000,122.4014,2074.3562,3.3779,46.7966,6.3542,88.3049,564.3382,4.4258,10.6804,4.8531,158.3454,2264.4666,4.1411,54.2463,4.2856,61.4642,450.7504,1.3789,6.3713,2.2194,157.6621,2127.0327,3.8285,56.9443,5.2630,61.7705,457.1675,1.9550,3.1392,2.2186,140.1723,2021.4941,3.0027,50.5328,4.9024,57.7795,583.9503,2.3592,3.1096,3.3107,150.3381,2158.2861,3.6029,45.9236,5.7558,48.8569,474.4631,1.6153,8.5036,1.6922,152.4328,2230.9138,4.6421,53.5458,5.2465,57.5560,510.4521,1.5290,13.4402,1.1628,150.0226,2191.7500,3.6195,50.6847,4.8865,63.1273,404.7018,2.0723,10.2335,1.8277,139.7803,2288.2292,3.4758,56.7416,2.5855,72.9824,472.0506,2.0333,8.2155,2.2059,152.0436,2200.2129,3.0804,55.5015,4.9314,44.2087,443.1353,2.2130,7.5761,1.5110,26.0000,6.0000,2wp1
3.6000,79.9268,1513.9888,4.5370,8.7323,10.0406,16.7571,108.2283,1.0888,0.0000,1.4146,77.9971,1537.1447,2.3620,7.0488,6.4773,16.4668,103.1706,0.9068,0.0000,1.5883,91.9498,1480.2172,4.9457,1.1951,10.3514,16.2410,106.0859,1.4456,0.0000,1.5656,71.0597,1450.3098,2.7819,6.5846,7.2061,15.7139,117.2196,1.2408,0.0000,2.0945,73.6848,1483.4696,3.3348,6.4620,8.4291,10.5198,116.5721,0.8794,0.0000,0.8934,76.0514,1479.6414,2.5301,4.9298,5.8776,14.9683,108.6036,1.0900,0.0000,2.0119,86.0788,1387.6542,3.6318,1.0000,7.3573,14.6694,105.9457,0.9751,0.0000,1.8192,72.8058,1493.5348,2.2471,7.6295,5.9062,11.6626,108.3341,1.6304,0.0000,1.6015,73.8020,1461.0179,2.0147,1.1286,4.9287,15.3213,97.9973,0.8021,0.0000,1.4112,7.0000,0.0000,2fzk
3.6000,57.8594,753.9891,1.4297,3.7381,4.3889,8.6905,13.1128,0.7549,0.0000,2.0163,50.0710,747.1656,2.4057,3.1286,5.9786,8.0937,13.8253,0.4506,0.0000,1.6293,52.0987,743.8489,1.8310,6.6159,5.3238,11.2539,11.6353,0.3080,0.0000,0.6805,47.2158,713.9135,2.3088,6.2455,6.1575,8.2780,12.9441,0.9151,0.0000,2.1002,53.4024,716.1816,2.1945,6.7338,5.3813,9.1027,12.9319,0.5047,0.0000,1.5969,48.9423,735.6451,1.8128,5.4646,5.3183,9.7194,13.0410,0.2519,0.0000,0.8754,57.2871,768.7911,2.4405,1.1540,5.7996,7.5902,13.9365,0.8656,0.0000,1.6156,52.1289,745.8981,1.7946,6.1278,4.9731,10.9163,13.5435,0.6896,0.0000,1.1186,45.0715,717.8870,1.2292,7.8942,3.8924,10.5217,12.8387,0.1930,0.0000,1.1718,5.0000,1.0000,3b3x
3.6000,50.8567,683.1625,1.8873,36.5446,3.7528,5.7871,5.4580,0.0212,3.0176,0.0000,40.7572,683.3659,1.3092,32.7589,3.1214,6.4860,5.2264,0.0041,5.7807,0.0000,44.6851,680.7369,1.4138,31.5695,3.1903,5.8801,4.9494,0.1177,4.4384,0.0000,40.5737,698.8275,0.9169,30.1767,2.0671,6.3083,5.1632,0.0001,4.2266,0.0000,45.0153,696.2974,1.7097,33.8741,2.5833,8.1034,3.5469,0.0445,5.8194,0.0000,39.7552,686.3229,1.1220,34.5943,1.6977,8.4657,3.2773,0.0544,5.6006,0.0000,42.5999,672.6870,0.3954,35.5832,0.7516,5.0656,5.3251,0.0319,3.5662,0.0000,43.5703,686.6859,1.0826,35.0297,1.5512,5.6093,5.4374,0.0859,3.8202,0.0000,36.0810,673.1143,0.4410,29.0384,1.0652,9.2380,3.9217,0.0311,6.0000,0.0000,5.0000,2.0000,3g0i
3.6000,41.7268,655.1214,1.6672,2.5731,4.1221,4.4349,3.4605,0.0339,0.0000,0.0000,41.6887,619.5414,2.2565,3.0730,5.1680,1.8501,5.8352,0.0000,0.0000,0.0000,38.7300,642.8898,1.7849,3.7547,4.2832,3.1258,4.3847,0.0000,0.0000,0.0000,39.5278,606.8652,1.7934,1.2127,4.3926,7.2497,1.7939,0.4025,0.0000,0.6527,34.6540,625.8447,1.3342,2.7728,3.7399,6.1528,2.5380,0.2444,0.0000,0.5149,37.6890,594.4594,1.4203,1.7822,4.2761,4.1679,4.0721,0.0063,0.0000,0.0000,36.4695,620.9811,1.6649,0.7358,4.4614,4.4596,2.8550,0.0035,0.0000,0.0000,37.7351,645.7095,1.0938,3.2104,2.7872,5.7062,2.8169,0.3056,0.0000,0.7664,40.3982,647.4225,0.8853,1.1676,2.0685,5.3662,2.9724,0.2045,0.0000,0.6368,4.0000,2.0000,3jdw
3.6100,116.4891,1138.8529,3.6180,66.0074,1.7538,3.3427,33.8704,0.0223,0.0000,0.0000,106.9854,1131.6462,2.6714,43.0114,2.0267,2.5391,32.8360,0.5697,0.0000,0.0000,116.2524,1143.4625,4.1476,53.1127,0.9407,2.7023,33.9944,0.0964,0.0000,0.0000,79.9719,1029.9924,1.9259,41.4634,0.9507,4.1283,33.1082,0.4852,0.0000,0.9889,89.4687,1045.2537,1.6192,40.2833,0.2048,3.6034,33.1532,1.2813,0.0000,0.9823,88.7184,1035.2627,3.5468,46.5920,2.0612,6.6688,30.7315,1.3735,0.0000,0.9457,65.1308,941.3612,1.6135,36.7318,1.2127,3.3532,33.7426,0.0074,0.0000,0.0000,65.6044,874.5161,1.5468,35.1757,0.9396,3.6464,34.6649,0.0784,0.0000,0.3653,54.3998,846.6082,1.5660,38.8724,1.6803,3.6836,34.1371,0.1953,0.0000,0.5149,3.0000,2.0000,3sk2
3.6100,145.1756,2571.3638,6.7115,10.6951,12.2056,35.9282,234.9847,1.2281,2.0000,3.2633,151.6112,2539.2998,6.0495,11.0145,11.9557,33.9891,233.0890,2.2185,1.1853,3.3028,123.5598,2249.6938,5.9466,4.3625,10.5003,35.4741,304.0823,2.4675,1.0000,3.4317,119.2927,2344.7671,4.0956,19.0688,6.8982,31.3263,237.0046,1.7918,1.2423,2.5203,142.6501,2170.2739,6.0353,5.9962,9.2205,35.1965,254.4928,1.2130,2.0000,2.3844,104.9045,2037.4178,4.0951,1.1245,9.9598,35.6815,244.4816,1.4223,2.0000,2.7363,120.2409,2433.3599,3.5796,15.1867,5.2763,32.4615,233.5558,1.9980,1.3744,2.2157,111.1186,2233.7695,5.3618,3.7139,9.4501,29.0201,235.2962,1.2521,1.5531,2.1856,87.2385,1964.5657,4.5293,8.5172,10.6535,33.0318,287.7241,1.7120,0.9694,2.5818,9.0000,14.0000,3jzj
3.6200,67.6918,494.9606,5.0986,0.0000,7.0698,0.0000,0.0000,0.0000,0.0000,0.0000,37.6160,425.1454,1.1641,0.0000,1.7892,0.0000,0.0000,0.0000,0.0000,0.0000,39.8904,426.0408,1.4918,0.0000,1.8682,0.0000,0.0000,0.0000,0.0000,0.0000,38.6596,484.4278,1.5845,0.0000,1.4841,0.0000,0.0000,0.0000,0.0000,0.0000,36.8211,439.1906,1.4324,0.0000,1.7304,0.0000,0.0000,0.0000,0.0000,0.0000,34.5632,426.1170,1.0041,0.0000,1.2107,0.0000,0.0000,0.0000,0.0000,0.0000,33.7773,439.3425,0.7585,0.0000,0.7647,0.0000,0.0000,0.0000,0.0000,0.0000,38.9493,500.6589,1.4715,0.0000,0.8416,0.0000,0.0000,0.0000,0.0000,0.0000,42.0067,505.8067,2.0238,0.0000,1.3883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1pb9
3.6400,66.4785,595.5068,1.0910,55.2951,1.6351,4.5433,16.6118,0.5381,0.5971,0.0000,63.8129,580.3370,0.6259,47.7209,0.8171,5.2326,16.2833,0.0075,0.6050,0.0000,52.5611,616.8918,1.4361,31.7323,3.2157,4.8488,16.3414,0.0150,0.6034,0.0000,64.3367,599.8584,1.0762,30.5347,2.0876,3.9691,16.5974,0.2936,0.5967,0.0000,66.5408,632.7823,1.0140,46.1347,0.9536,4.4634,16.4847,0.6053,0.6121,0.0000,68.0520,618.7142,0.5959,52.5233,0.0000,3.3814,16.0220,0.5897,0.6027,0.0000,65.0933,590.3640,0.6445,53.4050,0.2959,4.5287,16.5139,0.5991,0.6020,0.0000,58.7749,634.5230,0.3966,27.6492,0.3712,4.7867,16.2579,0.2740,0.6036,0.0000,55.0505,608.3240,1.1167,27.8627,1.8175,4.5918,16.5031,0.5230,0.6012,0.0000,2.0000,1.0000,1gyy
3.6400,78.1831,933.3472,1.9575,23.1285,3.2308,9.4036,35.1592,0.1102,0.0000,0.0000,69.8147,912.3334,2.9987,18.4791,5.0637,8.1459,33.1729,0.0227,0.0000,0.0000,75.7590,976.1669,2.9467,19.1706,4.2032,7.8989,33.8529,0.2396,0.0000,0.0000,80.1995,913.6027,1.5466,15.4510,1.2501,8.3000,34.1530,0.1474,0.0000,0.0000,75.2982,865.5879,2.4506,20.9263,2.6524,8.9057,33.8113,0.2378,0.0000,0.0000,69.0821,896.4005,2.0698,18.6227,1.7652,6.5281,36.7526,0.6888,0.0000,0.0000,66.6291,760.6299,1.0572,12.1304,0.9597,9.3491,35.0236,0.0780,0.0000,0.0000,52.3398,622.1936,1.6214,0.6926,3.9181,9.6533,34.5003,0.0340,0.0000,0.0000,58.6048,682.7558,0.4910,19.5330,0.1172,10.7891,32.8116,0.0505,0.0000,0.0000,4.0000,0.0000,2azr
3.6400,41.8362,493.8489,2.5687,0.0000,6.2410,0.0000,0.0000,0.0000,0.0000,0.0000,43.2731,471.9185,1.9981,0.0000,5.5201,0.0000,0.0000,0.0000,0.0000,0.0000,42.6162,472.2757,2.2410,0.0000,5.8591,0.0000,0.0000,0.0000,0.0000,0.0000,41.2528,491.3008,1.9436,0.0000,5.3238,0.0000,0.0000,0.0000,0.0000,0.0000,40.4099,478.2491,1.4363,0.0000,4.7355,0.0000,0.0000,0.0000,0.0000,0.0000,36.4340,534.1481,1.4114,0.0000,4.3511,0.0000,0.0000,0.0000,0.0000,0.0000,34.9162,538.3479,1.4048,0.0000,4.4012,0.0000,0.0000,0.0000,0.0000,0.0000,45.0037,491.2289,3.0127,0.0000,6.4899,0.0000,0.0000,0.0000,0.0000,0.0000,32.8806,552.4938,1.0108,0.0000,3.6783,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2rk8
