pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,nacttors,ninacttors,PDB
9.1300,139.1647,1915.7872,2.9063,56.5392,5.0808,21.8085,193.4396,1.7891,3.2713,1.1384,105.5491,1740.2738,2.4659,45.8131,2.9390,26.2533,198.2805,2.4881,6.1629,0.9438,7.0000,0.0000,3su3
6.2600,138.1571,1930.5663,3.2580,56.9519,5.1210,18.0281,200.9388,2.4456,1.5241,0.9845,138.1571,1930.5663,3.2580,56.9519,5.1210,18.0281,200.9388,2.4456,1.5241,0.9845,7.0000,0.0000,3su4
5.5800,135.5150,1906.5780,2.9953,52.1849,5.0268,21.5125,194.8502,1.9872,3.1314,1.2665,93.4521,1687.4257,1.7883,35.8410,2.7028,25.2931,197.8938,1.7015,5.1162,0.4147,7.0000,0.0000,3su5
6.0200,147.2197,1972.9553,2.8372,54.4832,4.8427,22.2753,194.3141,1.8578,2.8718,1.2380,118.8361,1803.6243,2.4775,46.5351,2.7390,25.1469,200.3893,2.6570,5.2431,1.1513,7.0000,0.0000,3su6
9.0800,151.8424,1981.9492,5.9367,58.5601,6.7951,22.8388,217.3983,2.2887,1.8904,1.2695,151.8424,1981.9492,5.9367,58.5601,6.7951,22.8388,217.3983,2.2887,1.8904,1.2695,8.0000,0.0000,3sue
7.5600,145.7655,1979.4215,3.1869,53.1685,5.0980,23.2851,218.6131,2.9401,2.1719,1.5152,145.7655,1979.4215,3.1869,53.1685,5.0980,23.2851,218.6131,2.9401,2.1719,1.5152,8.0000,0.0000,3suf
6.2100,127.5427,1943.4047,3.4093,48.0861,3.6556,20.1597,208.5546,2.9398,3.5626,1.5806,97.6275,1791.5151,1.4453,40.3493,2.0021,23.4366,219.6280,3.3655,0.7449,1.3934,8.0000,0.0000,3sug
4.1500,63.5690,1089.7703,1.6598,26.8962,2.2476,31.8100,215.8149,2.7045,3.9280,1.1772,67.7372,1043.1891,1.4094,23.0443,1.6061,24.5634,195.4977,2.3515,5.5508,0.8878,8.0000,0.0000,3sur
4.1500,98.9330,948.7128,4.4735,15.3902,5.5431,0.2137,5.8451,0.0000,0.0000,0.0000,55.8618,742.5029,2.0391,5.1193,2.0131,0.7999,5.3525,0.1409,0.0000,0.5362,1.0000,3.0000,3sus
7.8500,68.2733,1135.7932,1.2340,35.6737,1.5944,15.3499,88.6813,0.2543,0.0000,0.7931,72.8079,1077.3455,1.3588,31.7817,2.0151,11.1588,86.7870,0.4802,0.0000,1.4754,6.0000,3.0000,3sut
8.5200,136.8794,1451.8887,7.0940,32.8943,7.6590,25.3155,94.2722,1.9595,0.0000,1.1234,131.8111,1295.0795,6.2987,25.5201,8.5939,13.0798,87.9172,0.8135,0.0000,0.0000,6.0000,3.0000,3suu
4.5500,91.1341,922.6057,3.8580,16.4263,6.0559,3.5157,15.4825,0.6106,0.0000,0.3382,70.7950,889.0654,3.3527,3.0118,4.3847,3.1373,17.2617,0.4582,0.0000,0.9670,2.0000,3.0000,3suv
4.7000,97.8282,979.5300,3.8326,20.5625,5.9722,2.3992,17.2905,0.4601,0.0000,0.0000,51.3263,849.0857,1.8523,8.6234,3.1509,2.2149,18.7691,0.3674,0.0000,0.6341,1.0000,3.0000,3suw
4.1900,102.8999,1405.6852,1.1891,52.7253,1.4193,17.8455,107.1463,0.4940,2.8801,0.7300,98.6751,1374.5027,1.4295,55.3476,1.4453,14.1025,110.6598,0.4391,0.0241,0.8883,6.0000,1.0000,3sv2
8.6000,105.8384,1576.3719,1.9690,62.4348,1.3377,6.6115,75.6319,0.2113,4.7154,0.0000,95.4582,1614.8638,2.3029,63.3525,0.4995,8.4298,72.3894,0.9222,6.5308,0.0000,4.0000,1.0000,3sxf
4.5700,107.4009,1456.2349,4.1736,2.3967,9.7389,5.5767,65.5370,0.7668,0.0000,1.4972,76.0863,1439.4498,5.2649,2.3022,7.9405,5.8771,65.7355,0.9438,0.0000,1.5269,3.0000,5.0000,3sym
5.1000,102.4002,1312.5509,3.5862,2.3252,7.9831,4.5715,49.4366,0.3517,0.0000,0.6278,82.6045,1333.9233,3.9331,2.7138,6.4097,4.9582,47.2065,0.9555,0.0000,0.7498,2.0000,4.0000,3syr
3.0400,63.3643,919.8800,2.8247,10.4746,6.4964,2.0876,22.7111,0.1394,0.0000,0.5187,72.0122,991.6343,4.4205,6.7801,6.3621,3.0862,22.7700,0.2495,0.0000,0.6912,3.0000,4.0000,3t08
3.8000,69.5593,896.5219,4.0768,0.0000,5.7210,0.9253,3.8883,0.0586,0.0000,0.3457,67.4069,895.3903,5.3578,0.0000,7.3155,0.5501,3.9825,0.0000,0.0000,0.0000,1.0000,4.0000,3t09
4.3000,59.9226,924.9034,2.5872,11.4775,6.2561,1.9019,22.3402,0.2140,0.0000,0.5309,71.4137,988.6036,4.1199,7.1725,6.8085,3.0167,22.9817,0.2024,0.0000,0.6427,3.0000,4.0000,3t0b
2.3700,68.2869,887.0743,4.1863,0.0000,6.3440,0.6144,3.7707,0.2168,0.0000,0.6652,61.9246,861.2518,3.1566,0.0000,4.4874,1.6590,2.8186,0.1841,0.0000,0.6128,1.0000,4.0000,3t0d
8.0000,137.2542,1855.2874,1.0801,171.8306,1.0359,9.8282,106.2830,0.3681,11.0197,0.0000,142.5184,1903.5519,2.1140,169.2930,1.9306,7.1228,101.1658,0.3656,13.1794,0.0000,8.0000,0.0000,3t0x
3.6600,58.8421,879.9418,2.2664,0.0000,4.2848,1.4588,3.4216,0.0498,0.0000,0.3187,60.2763,839.0311,2.2380,0.0000,4.3101,0.9314,3.9762,0.0621,0.0000,0.3561,1.0000,4.0000,3t2q
10.2300,129.7756,2039.6034,3.3462,44.2707,3.5831,41.4455,256.2879,0.2870,12.1794,0.0000,123.3786,2026.6105,3.7092,44.7650,5.8380,35.0813,235.3149,0.6211,6.5844,0.0000,12.0000,2.0000,3t3c
8.6000,107.7221,1691.6755,2.4367,50.8344,2.1669,7.2268,104.0384,0.1873,2.5756,0.0000,102.1138,1728.8915,3.7430,51.6398,2.3497,8.1013,100.9412,0.0509,2.4760,0.0000,4.0000,1.0000,3t3u
6.3600,162.3444,2584.6252,6.2667,57.4387,7.7833,35.1998,308.9726,1.3566,1.3914,0.4363,105.5733,2156.6592,2.5631,52.7692,5.4262,56.9536,372.7227,1.1751,13.1621,0.0000,14.0000,2.0000,3t6b
5.0800,44.8304,693.1652,3.4112,0.0000,7.3825,0.0000,0.0000,0.0000,0.0000,0.0000,45.3996,697.0464,1.7614,0.0000,4.6967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,3tb6
6.3000,106.4045,1813.0686,3.6893,0.0000,6.2954,13.0275,117.5150,1.1206,0.0000,0.4854,104.3115,1562.3206,2.8637,0.0000,5.8957,21.9567,193.5176,0.7681,0.0000,0.2031,8.0000,3.0000,3tei
4.7000,226.9619,3238.3186,6.6026,67.5088,13.0882,59.6674,538.3320,1.8736,1.3935,1.2585,172.8257,3145.5647,5.9977,53.9234,12.8187,53.2410,535.9475,1.4627,6.2978,2.1886,35.0000,5.0000,3tg5
5.3800,120.4295,1545.7095,6.0289,0.0000,12.2375,9.5566,99.8403,0.2236,0.0000,0.0000,125.5164,1563.9880,6.4595,0.0000,10.8790,10.6989,106.8228,0.0002,0.0000,0.0000,6.0000,3.0000,3tif
5.2700,126.4735,2086.0725,4.1906,66.0779,4.7219,31.5684,256.6419,0.7113,0.6079,0.0000,120.1581,2014.4172,2.1566,54.1220,3.1448,41.9084,242.9117,1.5942,15.6204,0.0000,12.0000,2.0000,3tkw
8.5200,56.9853,479.0905,1.1201,30.2227,2.5020,0.4015,1.3219,0.0000,0.0000,0.0000,62.1370,475.4118,2.1571,33.4573,3.4551,0.0220,1.7175,0.0000,0.0000,0.0000,3.0000,2.0000,3ttm
7.8400,92.1396,789.5366,3.0110,36.3606,5.4548,0.6845,12.7620,0.0000,0.6727,0.0000,91.3001,802.5193,2.7381,37.1339,4.8383,0.9262,12.8156,0.0000,0.4186,0.0000,7.0000,2.0000,3ttn
3.9200,53.8445,539.3817,0.7847,27.8440,1.3453,1.4109,2.3314,0.4638,0.0000,0.9729,45.3713,524.4163,0.8927,29.0071,1.8543,1.5576,2.3325,0.2968,0.0000,0.7782,1.0000,1.0000,3twp
5.4400,115.9887,1437.1761,3.2970,0.0000,6.2371,4.1913,47.3278,0.1258,0.0000,0.0000,104.3148,1415.7273,4.5478,0.0000,3.3920,4.7255,47.8628,0.0823,0.0000,0.0000,1.0000,2.0000,3u10
7.1100,75.2741,1666.2195,1.0352,59.5039,0.8536,7.0452,85.0169,0.0186,0.0000,0.0000,84.0476,1564.0800,1.0133,59.9554,0.9574,8.7862,82.7824,0.0215,0.0000,0.0000,4.0000,0.0000,3u15
9.0000,140.2328,2237.1777,3.8567,84.4361,1.6347,15.8116,141.1527,1.8642,8.5167,0.9519,123.1398,2124.2251,5.5637,76.1827,1.6205,16.5443,144.2008,1.4310,8.7063,0.7343,7.0000,0.0000,3u6h
7.0700,95.4979,1465.8041,3.0386,33.6392,5.9820,24.9475,159.3900,0.5788,0.0000,0.0000,85.1525,1461.8990,3.2227,38.4489,5.2758,26.2613,167.5312,0.7803,0.3101,0.0000,9.0000,1.0000,3u7k
7.2800,89.9435,1480.9105,2.8545,31.8023,6.4281,24.5778,146.8000,0.4793,0.6464,0.0000,90.8553,1496.5649,2.5291,28.2047,5.6096,24.3543,148.2142,0.4105,2.2827,0.0000,8.0000,1.0000,3u7l
7.4500,105.4874,1412.2845,2.9200,30.4721,5.6594,21.4664,108.7977,0.7373,5.5275,0.0000,101.6911,1365.2596,3.0830,21.5716,5.5477,22.1586,110.8370,1.9250,4.2433,0.9962,11.0000,1.0000,3u7m
7.9500,102.2022,1368.8461,2.9423,22.4786,5.2314,22.0392,104.8887,0.8948,8.0402,0.1680,88.7464,1334.8531,3.1003,24.3911,5.9958,27.9034,118.3956,0.5986,2.8540,0.0000,11.0000,1.0000,3u7n
8.4300,126.9476,2159.6528,3.5746,62.4116,3.6168,32.2590,250.8411,0.4032,0.0000,0.0000,121.7323,2160.4771,3.6938,73.7891,3.2183,35.5734,263.8310,0.6203,2.9319,0.0000,12.0000,2.0000,3u7s
4.4400,116.6661,1542.8762,4.1999,3.0838,9.6147,4.9931,76.1925,0.0000,0.0000,0.0000,103.4753,1508.5222,3.0073,3.7376,7.3541,4.9719,67.8166,0.0000,0.0000,0.0000,7.0000,4.0000,3u81
4.6200,73.7286,785.3309,1.0818,43.0293,1.9728,11.2057,35.1871,0.0432,14.6356,0.0000,61.1304,701.1978,0.7677,46.1055,1.6936,19.7559,43.1992,0.0925,24.4298,0.0000,12.0000,0.0000,3u90
4.3800,67.8342,774.7841,1.2351,64.6578,1.2434,5.1031,18.6554,0.0180,4.3716,0.0000,62.0132,773.2774,0.3927,65.9449,0.3878,2.1479,18.1758,0.0000,4.2316,0.0000,8.0000,0.0000,3u9q
5.5400,100.9056,1696.7632,1.8953,65.5050,2.0405,27.8786,219.1244,1.0007,5.7765,0.0000,91.4083,1649.9022,3.3573,55.0697,2.7798,34.9207,200.2702,0.5000,6.5332,0.0000,7.0000,4.0000,3ubd
6.0000,48.1454,664.6002,2.7507,2.8678,5.1267,2.4687,17.8151,0.0141,0.0000,0.0000,37.1184,579.9526,1.6396,0.4759,4.5978,2.3408,17.6922,0.0212,0.0000,0.0000,2.0000,1.0000,3ucj
7.1000,129.0288,1730.2059,1.8268,60.2248,1.7640,7.0354,88.7607,0.2914,3.0810,0.0000,134.4669,1863.6831,3.8531,69.2163,0.0000,10.3958,101.0307,0.0449,3.0574,0.0000,7.0000,0.0000,3udd
2.8500,55.3734,778.3970,1.9229,36.5725,3.3295,0.0000,0.0000,0.0000,0.0000,0.0000,51.5535,794.5377,0.5171,36.3588,0.3182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3udh
5.2400,67.1861,903.0365,0.5627,94.9558,0.0000,4.9607,25.3922,0.0008,8.4531,0.0000,68.6761,880.2924,0.5790,93.2589,0.0000,5.3653,30.7880,0.0265,8.3246,0.0000,10.0000,0.0000,3ueu
5.8900,69.3806,913.3472,0.6560,113.9719,0.8113,5.5191,27.0641,0.0000,9.0491,0.0000,75.0628,956.9496,0.5428,113.2473,0.0000,3.5684,28.6829,0.0000,8.7199,0.0000,12.0000,0.0000,3uev
6.3100,75.9049,1058.1334,0.8920,119.4924,0.5718,10.0615,36.8030,0.0092,13.8934,0.0000,71.3736,1021.4155,0.7897,126.8244,0.5586,8.9056,32.9526,0.0000,11.9782,0.0000,14.0000,0.0000,3uew
6.9200,86.0796,1184.0886,0.8522,150.4529,0.0000,11.2136,50.4412,0.0555,19.7151,0.0000,80.2886,1202.1957,0.6521,146.0387,0.0000,10.6981,43.2448,0.0222,18.6613,0.0000,16.0000,0.0000,3uex
8.2500,80.4043,1463.6697,0.5475,28.0006,0.2510,17.2954,181.3835,0.4585,5.5224,0.0000,74.2208,1430.2280,0.8400,31.2417,0.5215,26.0041,158.5867,1.0361,4.7860,0.8827,8.0000,0.0000,3ug2
4.6300,67.7005,737.1287,2.6390,0.0000,5.7352,1.7240,13.5509,0.0000,0.0000,0.0000,63.2700,721.9209,4.1851,0.0000,8.2583,1.7947,12.8849,0.0028,0.0000,0.0000,4.0000,0.0000,3uj9
5.1000,127.3773,1723.9912,3.5266,2.3971,7.5262,7.3026,77.8280,0.0022,0.0000,0.0000,117.7641,1723.8376,5.2381,1.3723,8.6630,7.5994,79.6425,0.0000,0.0000,0.0000,7.0000,4.0000,3ujb
4.5900,68.0365,716.6790,2.6872,0.0000,5.4034,1.9347,13.6041,0.0000,0.0000,0.0000,64.1161,710.4803,4.1414,0.0000,7.3254,1.8611,12.7633,0.0036,0.0000,0.0000,4.0000,0.0000,3ujc
4.6900,66.6359,720.5228,2.7307,0.0000,6.1012,1.6307,13.6524,0.0000,0.0000,0.0000,61.3762,719.4127,2.4693,0.0000,5.9150,1.4650,13.1967,0.1425,0.0000,0.0000,4.0000,0.0000,3ujd
6.5200,100.1164,1674.2390,1.9061,83.1593,1.5725,12.1710,134.9908,1.7989,13.7901,0.0000,91.4252,1612.6213,2.1982,60.3848,3.2760,11.6005,131.7247,1.2419,13.1567,0.0000,6.0000,0.0000,3uo4
7.3100,104.9318,1480.4222,2.1497,59.2101,3.0189,10.8917,107.2619,0.9331,7.6268,0.0000,101.7815,1484.1091,2.2951,54.5838,2.9444,9.7407,107.4283,1.2238,7.5927,0.0000,6.0000,0.0000,3uod
7.4000,103.0142,1573.8975,2.2832,54.6252,3.3084,14.1140,112.4859,0.7684,6.4245,0.0000,104.6447,1490.0487,1.7714,49.5715,2.8485,19.1664,145.6788,0.8153,8.7700,0.0000,7.0000,0.0000,3up2
5.3000,129.4518,1884.8304,3.9440,32.5152,7.8920,80.1279,466.1159,2.2366,4.9352,3.4098,119.9021,1959.5543,3.3604,39.7212,6.8743,62.5966,373.2827,2.0416,2.0028,4.5121,24.0000,1.0000,3upv
9.0000,173.5804,2786.9448,4.2892,38.1839,7.6700,69.0499,541.3314,0.8892,4.3067,1.4545,160.7467,2757.7258,3.5153,67.5909,5.9885,54.5917,428.1739,2.3565,21.2482,2.1980,28.0000,1.0000,3uri
10.9200,162.1238,2096.8652,3.8733,50.0194,5.5810,44.4208,320.6733,0.7140,3.9002,0.7841,154.7720,2014.6210,3.4566,54.6466,5.1714,38.8991,359.7536,1.1439,8.3784,1.4927,13.0000,1.0000,3utu
5.2000,57.6823,651.9479,1.1631,39.6082,1.3531,1.5626,5.9594,0.1142,0.0000,0.4828,56.1416,656.7325,0.7892,36.8680,0.4590,0.8717,5.9391,0.3937,0.0000,0.8964,1.0000,1.0000,3uu1
4.5100,84.2957,965.5904,4.2611,0.0000,9.1987,1.1152,7.5467,0.2997,0.0000,0.7821,79.3401,975.8567,8.3439,0.0000,10.7231,1.9447,7.5149,0.0472,0.0000,0.3102,1.0000,4.0000,3uug
7.9600,68.7253,1032.7821,0.7339,38.2759,1.4012,7.1243,53.7209,0.1060,0.0000,0.0000,63.2386,1067.1965,1.2076,36.4775,1.9581,7.5424,53.6430,0.1021,0.0000,0.0000,2.0000,0.0000,3uuo
4.3400,130.9559,1661.5459,2.3757,35.7243,4.4787,59.4357,432.1738,1.8830,5.6964,2.7352,101.7602,1739.8932,2.0363,43.9810,1.5246,71.9165,440.1284,2.8167,7.5396,5.4438,25.0000,2.0000,3uvx
7.7700,105.0573,1249.1635,3.3049,37.5708,4.9448,22.7432,191.3812,0.7411,0.1744,0.0000,100.7574,1230.0695,2.5965,54.8629,1.7330,25.4992,209.9871,0.3151,1.6289,0.0000,8.0000,0.0000,3uw4
7.8500,120.4121,1211.0959,3.0404,46.9957,4.2151,18.1887,201.0206,1.3667,0.1055,0.6726,113.0738,1176.4583,1.9572,58.1034,0.7347,24.2012,223.7920,0.3619,0.7657,0.0000,8.0000,0.0000,3uw5
4.4100,71.5979,684.3826,0.9038,37.6798,1.1361,0.0000,0.0000,0.0000,0.0000,0.0000,71.6469,683.6071,0.8453,30.2848,0.2053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3uxd
4.9300,47.6312,673.6936,1.7340,56.4597,3.8775,1.3637,5.5853,0.0000,0.0000,0.0000,47.4796,674.2463,1.7534,56.1391,3.9233,1.4814,5.5528,0.0000,0.0000,0.0000,1.0000,1.0000,3uxk
5.5700,46.7493,688.2752,2.1520,51.8823,3.5682,0.8274,5.7494,0.0000,0.0000,0.0000,48.5442,686.8873,2.5956,39.8647,4.4539,0.7185,5.8003,0.0000,0.0000,0.0000,2.0000,0.0000,3uxl
7.2200,72.3526,696.5870,1.5151,35.8572,0.2390,0.0000,0.0000,0.0000,0.0000,0.0000,65.9930,696.9720,1.2893,32.1118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3uz5
5.5500,69.0605,575.4302,1.9048,34.6412,2.1480,0.0000,0.0000,0.0000,0.0000,0.0000,63.2224,579.5930,1.0243,35.4446,0.7450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3uzj
6.4300,118.2327,1439.0842,4.4183,0.0000,10.0393,26.9291,207.8331,0.1250,0.0000,0.4127,97.8571,1310.9426,3.4063,0.0000,6.9433,25.6369,246.6110,0.0581,0.0000,0.0000,9.0000,3.0000,3v3l
6.6000,66.1627,1129.1145,1.3713,30.5199,1.8893,22.5952,124.6642,0.4168,9.4863,0.0000,82.8038,1161.7306,2.3611,21.9219,2.0606,25.7396,120.2898,0.5338,10.4291,0.0000,13.0000,0.0000,3v3q
8.5500,120.2096,2011.3582,2.2396,94.8680,0.9686,7.3205,100.8163,0.2356,5.2836,0.0000,136.6915,1938.9501,2.5890,78.7459,1.3748,10.0339,116.9169,0.2804,8.7202,0.0000,5.0000,1.0000,3v51
8.9600,97.8356,1491.9839,2.4838,36.8819,2.4224,8.2592,95.1008,0.1413,2.5525,0.0000,95.4673,1447.7446,1.8011,33.7862,0.5785,8.5738,91.7331,0.1680,2.4819,0.0000,4.0000,1.0000,3v5p
8.2200,106.9846,1739.5535,2.2935,52.8986,1.0689,17.3211,121.9783,0.1999,3.6948,0.0000,106.7311,1787.7247,3.5411,72.0335,0.7253,13.0780,126.9816,1.2337,4.0079,0.0000,7.0000,1.0000,3v5t
5.5400,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,144.8840,1582.6285,9.2836,145.3228,2.9134,8.0709,51.3725,1.4374,14.1890,0.0000,2.0000,2.0000,3v78
7.2100,105.8413,1301.3287,2.4125,20.1239,3.9324,11.3074,115.8764,0.0525,9.4707,0.0000,65.9163,1206.2178,0.8764,35.7724,0.6907,11.3553,130.1871,0.0254,9.8470,0.0000,6.0000,1.0000,3v7t
8.5700,76.4301,1256.2057,1.5416,35.4420,2.6135,10.7383,77.1697,0.0285,1.8361,0.0000,81.4629,1183.0570,1.5594,23.3283,3.0212,7.0753,68.9768,0.0435,0.8149,0.0000,7.0000,1.0000,3v7x
8.0700,73.1534,1053.6963,1.6410,45.1222,1.0408,1.1052,20.4187,0.0000,0.0000,0.0000,61.7118,1097.4473,1.3683,17.7595,1.2701,1.2181,21.8035,0.0000,0.0000,0.0000,2.0000,1.0000,3vbd
4.9600,85.0235,1060.2151,2.6138,30.8087,3.4925,12.9716,32.8353,0.3084,2.0637,0.8370,83.9631,1095.4998,2.3911,32.8616,2.7757,8.4741,36.7655,0.6866,1.8069,0.7421,4.0000,1.0000,3veh
9.3400,136.5597,2236.2566,3.8336,76.2151,5.7397,26.9006,248.9290,0.4852,0.0075,0.0000,138.0063,2264.8452,4.7031,51.5112,6.4048,37.8129,288.8617,0.6889,7.2382,0.0000,13.0000,1.0000,3vf5
9.1000,149.1863,2292.2222,3.3088,64.7984,4.0954,33.7043,288.0096,0.4777,4.1313,0.0000,135.7598,2271.6799,4.4653,57.5036,4.9227,42.3457,270.9060,0.8226,6.6308,0.0000,13.0000,1.0000,3vf7
9.1900,138.2404,2270.8337,3.7900,64.5766,4.7380,27.9051,298.1189,0.5436,0.0000,0.0000,128.3029,2262.4338,3.2334,59.1453,2.1696,55.5904,310.9359,1.1596,21.8339,0.0750,13.0000,1.0000,3vfa
9.0400,151.2651,2296.2212,3.9493,77.9890,3.7600,35.0294,324.1881,0.8943,0.0000,0.4552,137.3263,2291.2061,3.3651,65.9096,4.7228,26.0155,291.5646,0.4109,0.3541,0.0000,13.0000,1.0000,3vfb
6.2400,56.6474,718.7499,1.6418,24.4038,3.2701,0.0000,0.0000,0.0000,0.0000,0.0000,50.8342,727.1107,1.4545,26.4743,1.9213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vh9
7.4000,76.2424,1343.2856,1.0270,44.2954,0.9094,0.0000,0.0000,0.0000,0.0000,0.0000,84.6933,1370.4946,2.1728,31.4494,0.6172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vha
8.8900,86.1746,1449.0826,2.0903,55.0467,1.6451,0.0000,0.0000,0.0000,0.0000,0.0000,74.3033,1401.9830,3.4538,43.3131,0.8070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vhc
9.2800,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,63.6647,1267.8339,2.7349,52.7763,0.8981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vhd
4.6000,92.8587,1363.0208,1.5603,73.8677,1.4694,4.8973,64.8158,0.0000,0.0000,0.0000,98.5891,1427.6302,1.9091,77.9997,0.4427,8.0674,57.3517,0.0371,1.7201,0.0000,5.0000,1.0000,3vhk
6.0200,74.9632,987.3654,2.9219,2.1489,6.2258,10.8558,71.0086,1.3651,0.0000,3.0429,62.8642,962.3173,1.9622,3.7942,4.9419,11.3484,70.8071,0.9467,0.0000,2.0120,4.0000,7.0000,3zq9
5.1200,128.4115,1672.5500,2.1948,35.5702,3.5593,44.0955,350.3079,1.3872,29.9643,0.7952,110.9496,1811.6176,1.9692,56.0574,0.4737,48.0365,360.0899,1.2421,31.2730,0.0000,13.0000,0.0000,3zso
4.9600,109.7075,1639.7279,2.1714,59.0084,2.0019,37.5442,275.4562,0.6162,25.3468,0.0000,104.7856,1660.8912,1.4373,41.6345,1.7242,37.6437,286.4203,1.0842,23.2316,0.3920,13.0000,0.0000,3zsq
3.2800,88.9578,1549.8995,2.0379,42.1242,1.9345,42.9865,200.7008,0.6129,24.9439,0.0000,101.9895,1476.1506,2.7661,48.5108,2.9658,44.3877,192.0394,1.4559,23.2226,0.0000,10.0000,0.0000,3zsx
3.2300,90.8476,1549.3724,2.2352,50.0239,2.0047,22.4580,149.7611,0.2923,7.9193,0.0000,87.4144,1457.3962,1.9837,49.5807,2.7907,19.9986,137.2162,0.2402,5.6163,0.0000,8.0000,0.0000,3zsy
2.8400,85.4343,1250.1609,1.9005,43.1239,2.6525,5.8759,74.0340,1.0175,8.2609,0.0000,63.6408,1140.6847,1.9644,37.8903,2.9348,7.5018,72.5620,0.8978,8.5798,0.0000,2.0000,0.0000,3zt2
2.8600,79.9607,1229.2250,1.4920,39.1531,2.2838,7.1484,74.3254,0.8211,8.6211,0.0000,68.9061,1155.7616,0.8807,30.0994,1.2291,7.1678,73.2045,0.7178,8.2582,0.0000,2.0000,1.0000,3zt3
5.9200,49.6752,925.8741,0.7996,32.3303,1.7871,0.0000,0.0000,0.0000,0.0000,0.0000,58.6640,886.7245,1.1670,45.0063,1.1444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3zv7
8.4000,125.7235,1703.2809,2.5173,35.0219,3.5811,8.7656,134.0173,0.3247,0.3309,0.2334,127.7977,1731.8546,2.2082,34.9786,2.6930,7.1371,122.6036,0.1294,0.2314,0.0000,5.0000,1.0000,3zxz
4.8500,53.2000,798.9971,2.8311,4.2640,6.8076,5.5841,58.3322,0.0902,0.0000,0.0000,44.0139,740.3113,2.5319,0.0000,6.8095,5.3355,59.4433,0.1833,0.0000,0.0000,4.0000,4.0000,3zyf
8.8900,98.1836,1544.8687,2.0224,54.7945,2.5581,7.8324,93.3956,1.0539,4.9267,1.0000,89.8532,1354.1602,1.3086,46.0513,0.6302,8.8011,75.5567,0.4919,2.0158,1.0000,4.0000,1.0000,3zze
8.3800,144.2757,2662.1162,3.6796,100.4303,2.7638,42.7548,348.7323,1.2023,8.0603,0.2901,149.2992,2611.9734,4.1672,87.1533,2.4158,55.7582,380.6357,2.2495,23.1620,1.5738,15.0000,2.0000,4a6b
7.9200,154.1461,2578.0305,3.0722,85.5278,3.3023,42.3865,366.1332,1.2125,6.9076,0.3118,144.4588,2608.0522,2.9452,73.1924,0.0000,58.9007,373.8995,3.1214,34.4512,1.8078,15.0000,2.0000,4a6c
8.0000,115.3109,1618.5627,2.8452,63.3606,3.2552,3.5936,95.6461,0.2170,6.2229,0.0000,89.6050,1543.1763,1.5857,57.5064,1.3968,4.7082,92.0661,0.0756,5.9682,0.0000,5.0000,1.0000,4a6l
8.7000,122.8762,1284.1727,2.2407,36.4411,3.1262,8.6929,69.0357,0.2363,3.1471,0.5307,109.8636,1254.2826,2.3178,35.2114,3.8799,4.6960,69.9863,0.0755,2.8512,0.0000,7.0000,0.0000,4a7i
5.7600,111.1725,1248.4159,1.1237,74.1230,0.7798,11.2243,60.5925,0.0835,6.0963,0.0000,86.1304,1320.7712,0.9735,52.0700,0.9100,9.4865,69.7791,0.1902,6.9768,0.0000,7.0000,0.0000,4a95
4.1200,144.7829,2157.7581,6.0976,37.3663,8.0988,33.7866,176.2906,1.1822,0.3925,0.9964,105.2829,2165.4658,3.3539,41.2256,5.0624,34.8022,225.4550,1.0592,3.4749,1.1505,12.0000,2.0000,4aa1
7.7000,101.6888,1611.0524,2.5813,30.1955,2.4395,9.5505,119.7354,0.7991,0.0000,0.9731,84.8187,1704.1375,1.2655,22.6423,1.1734,9.2514,114.5414,0.9687,0.0000,1.0000,8.0000,1.0000,4acc
6.2000,56.0207,881.0659,2.2211,2.1446,6.4024,6.9966,62.3237,0.5335,0.0000,1.2952,53.7148,947.4955,2.6473,2.7801,6.3907,7.1201,60.0383,0.6024,0.0000,1.5154,4.0000,6.0000,4ad2
