pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,nacttors,ninacttors,PDB
5.3000,75.7106,1114.4742,3.2847,12.0822,7.6047,14.6954,56.6885,0.8514,0.0000,2.2460,65.7288,1078.3336,3.4760,10.6418,7.7349,10.3467,59.4682,0.2990,0.0000,0.0000,5.0000,5.0000,2vk6
5.3000,84.4034,1284.0054,1.1971,37.9346,2.1441,9.2247,65.1339,0.2486,3.0000,0.7088,88.5614,1264.9459,1.7882,39.2966,2.8328,8.4186,68.9614,0.1230,3.0000,0.4982,8.0000,3.0000,3pgl
5.3100,78.4465,1196.6245,3.8844,39.8987,1.1730,7.5628,69.4275,0.5799,5.5842,0.0000,68.7422,960.9844,1.0975,19.7130,1.2889,6.8814,67.4249,0.9212,4.8934,0.0000,5.0000,2.0000,1hk4
5.3100,83.2723,1293.9442,3.1967,20.0939,6.1027,25.0684,215.7163,1.8042,0.0000,3.1478,93.5464,1356.6096,1.4316,3.8946,2.3780,23.5881,220.6462,1.0686,0.0000,1.6594,7.0000,10.0000,1mfd
5.3200,68.0151,515.4783,5.5029,17.4327,7.2813,0.0000,0.0000,0.0000,0.0000,0.0000,67.7341,512.0516,5.6613,17.2542,7.4855,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1y20
5.3300,100.7170,1294.6356,2.0981,36.0304,4.5234,20.5813,119.7613,0.3388,7.4618,0.5786,102.0090,1262.4636,2.4352,32.1096,5.7300,15.8085,119.0885,0.3841,1.0000,0.8049,15.0000,2.0000,2c80
5.3300,150.3347,1882.7206,4.2761,20.7019,6.4967,6.3029,104.1938,0.6771,0.5944,1.0000,125.3670,1574.0485,4.6918,26.5088,5.6417,7.2418,127.1256,0.5678,0.6700,1.0000,7.0000,4.0000,3ozs
5.3400,136.5800,1682.0731,4.5730,0.0000,7.9013,11.9891,165.5779,0.3561,0.0000,0.0000,102.7457,1549.5455,3.1830,0.0000,7.8759,20.3549,128.3441,1.0441,0.0000,1.2169,8.0000,2.0000,3efs
5.3400,68.2487,1307.3163,1.6054,58.7162,2.0129,13.1154,71.2236,0.2450,17.3400,0.0000,68.6184,1305.5621,1.6129,58.6637,2.0216,13.1004,71.1836,0.2579,17.3311,0.0000,6.0000,5.0000,3nee
5.3400,47.9572,886.7458,2.4619,0.0000,5.6913,2.6386,18.6168,0.2897,0.0000,1.1507,64.1030,915.6144,2.9510,0.0000,5.3261,1.4269,18.4594,0.7558,0.0000,1.6196,2.0000,5.0000,3hkq
5.3400,61.9511,1032.5232,4.2234,26.9784,9.5253,8.0761,34.6919,0.4863,0.0000,0.0000,85.4688,1143.8475,3.0612,18.4034,5.5951,10.3231,30.0332,0.6918,0.0000,0.0000,4.0000,1.0000,1hee
5.3400,126.3653,1626.7762,2.1375,45.5002,1.9374,18.5111,160.5494,0.4327,1.0061,0.6847,99.7184,1580.9420,1.6170,48.6466,1.0948,13.1186,139.4513,0.1051,0.7780,0.0000,7.0000,0.0000,1zgi
5.3400,86.5504,1355.4548,5.2738,0.0000,10.4945,60.9662,251.9319,0.8283,0.0000,0.0000,78.2625,1256.6957,3.5573,0.0000,7.7880,62.0776,253.2118,0.3647,0.0000,0.0000,12.0000,0.0000,3k4q
5.3400,106.9840,1402.2528,1.2346,66.9051,2.6251,14.5366,97.0231,0.1690,10.8292,0.0000,106.5710,1377.5468,0.9326,64.5978,2.3913,17.4179,97.8442,0.3616,15.2587,0.0000,8.0000,1.0000,3qiy
5.3500,116.7062,1375.7269,3.9959,0.0000,9.3582,9.3883,82.6778,0.1512,0.0000,0.0000,88.6243,1398.0205,2.5166,0.0000,5.1312,12.6500,93.0378,0.1014,0.0000,0.0000,4.0000,2.0000,2fxv
5.3500,127.0705,1533.4728,1.3721,31.6538,0.0000,7.2342,128.7833,0.1320,3.5014,0.0000,112.7085,1587.2501,1.4739,52.8102,0.0000,6.8101,120.0973,1.8449,3.6247,0.0000,4.0000,0.0000,1ql9
5.3500,105.6536,1961.0203,4.2470,23.4459,7.8990,66.1311,384.7146,2.0070,2.7241,0.8910,112.7593,2031.5764,3.7042,22.0803,6.2544,70.6564,380.9057,2.1326,2.8513,0.6755,19.0000,8.0000,3hkn
5.3500,44.1131,787.6392,1.2267,7.2419,2.8442,0.7648,11.7367,0.0000,0.0000,0.0000,53.6936,767.8630,1.3419,6.2591,2.4803,0.5243,11.9391,0.0000,0.0000,0.0000,2.0000,0.0000,2gkl
5.3500,54.7936,787.3110,1.4355,45.2520,2.1484,6.3772,35.1624,0.0273,0.0000,0.0000,47.0644,825.1308,0.9703,35.7849,1.9840,7.2050,35.6159,0.0300,0.0000,0.0000,5.0000,1.0000,3bc4
5.3600,83.0794,1168.2375,1.5537,78.4884,1.7556,13.1213,106.0042,0.3611,13.4970,0.0000,61.8181,1047.1129,1.6636,49.4320,1.1718,13.5137,101.6498,0.3076,13.2822,0.0000,3.0000,1.0000,3mf5
5.3600,46.2490,1019.5117,1.0883,48.2034,1.7684,0.0000,0.0000,0.0000,0.0000,0.0000,48.2935,973.5626,0.9449,61.5470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,1w6y
5.3600,57.4926,744.7730,1.4878,27.1193,2.4641,1.4248,15.9512,0.0000,0.0000,0.0000,56.6212,741.4034,1.4275,26.2531,2.4417,1.3980,16.3206,0.0022,0.0000,0.0000,3.0000,2.0000,2nng
5.3600,94.4370,1556.4934,1.0824,21.1515,1.0907,16.6939,125.9374,0.7287,0.0000,1.7801,80.4300,1492.6794,2.0851,13.6528,3.6854,23.5214,154.2886,0.6014,0.0000,1.1764,5.0000,3.0000,3ldq
5.3600,109.2145,1789.4349,2.1496,52.8153,3.7791,45.5095,376.0815,0.5881,19.7981,0.8657,136.0064,2177.1680,3.4525,50.5725,4.2956,29.8610,246.7327,0.7432,0.1666,0.3368,13.0000,4.0000,3bv9
5.3700,148.4129,2132.7234,4.1603,26.1633,8.2419,69.3363,410.1504,2.6877,1.2956,4.8396,156.3494,2094.4893,4.3877,29.3141,8.7513,59.6915,399.6722,1.3700,0.6448,3.0987,25.0000,9.0000,3lqj
5.3700,131.3704,2321.9604,3.7755,80.5934,4.6870,23.3887,274.7483,0.6657,4.0361,0.0000,114.3009,2288.6194,2.8328,77.8512,2.6004,28.0155,274.3515,1.2414,5.9759,0.8085,12.0000,5.0000,1sgu
5.3800,60.9740,849.5751,0.7589,50.5720,1.0988,14.4835,25.2972,0.0730,22.1230,0.0000,69.7265,857.5778,0.8619,57.9389,1.0247,7.4402,30.4636,0.0081,12.9831,0.0000,10.0000,1.0000,2qhd
5.3800,49.0569,1027.5007,0.8858,57.3210,0.7675,3.2773,31.5035,0.0709,0.0000,0.0000,48.8338,1032.4164,0.7101,56.0107,0.7034,3.0289,29.8080,0.2604,0.0000,0.0000,2.0000,0.0000,3e85
5.3800,80.0228,946.7722,2.9907,7.3024,7.0476,2.5864,36.0849,0.0990,1.5394,0.4495,74.6263,923.6380,2.6342,3.9191,6.4969,2.8042,34.8852,0.4143,0.5216,0.8929,4.0000,3.0000,1g3e
5.3900,61.2304,783.7581,3.6233,38.5727,6.2753,2.6751,11.3834,0.0000,0.0000,0.0000,52.9517,833.6154,3.5916,28.0479,5.0268,2.4096,11.6189,0.0611,0.0000,0.0000,2.0000,1.0000,2h6b
5.3900,130.2530,1318.7137,6.6613,0.0000,12.3223,17.3124,131.8496,0.2853,0.0000,0.6133,122.9789,1219.8580,6.3957,0.0000,13.9546,13.8106,141.0563,1.2437,0.0000,1.3829,8.0000,3.0000,2wic
5.3900,60.8891,1206.7561,2.6910,0.0000,5.5164,20.5279,95.2376,1.1187,0.0000,2.0880,55.4916,1103.7981,2.0593,0.0000,5.4048,21.6655,92.5038,0.9525,0.0000,1.7513,5.0000,8.0000,3hkt
5.3900,41.8754,526.9650,1.3208,18.9728,2.4749,0.0000,0.0000,0.0000,0.0000,0.0000,42.5300,524.4872,1.4208,23.1641,2.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3m1k
5.3900,114.5275,1473.2532,1.5589,60.7197,1.6119,17.4077,121.7490,0.4020,2.2129,0.4835,78.2549,1323.6674,1.2153,53.5782,1.6842,32.9770,127.2431,0.8786,2.9422,1.6412,8.0000,1.0000,1qbv
5.4000,79.6374,1201.3495,3.4894,28.7376,7.3710,13.2975,78.9012,0.9008,1.8410,0.0000,69.5773,1041.2593,2.4566,27.6569,6.0803,16.3077,100.6125,0.4199,1.5134,0.0000,6.0000,1.0000,2f35
5.4000,51.9936,600.1812,4.2724,1.2691,9.5429,2.0426,3.0859,0.0000,0.0000,0.0000,44.3744,563.5713,1.9165,0.5356,5.2959,2.0545,3.0950,0.0000,0.0000,0.0000,1.0000,5.0000,2jdm
5.4000,65.7199,1042.5356,3.6580,0.9167,8.7664,3.3686,52.5815,0.1741,0.6050,0.0000,57.6268,994.7003,3.0677,1.3009,6.9114,10.2965,61.7208,0.3046,0.6114,0.0000,4.0000,1.0000,1bp0
5.4000,114.7251,2377.7144,2.2140,6.2538,4.7276,39.3724,414.5321,0.7584,1.0000,0.8872,101.7171,2105.7761,2.1978,6.2076,4.3950,41.1826,460.0187,0.9450,0.8405,1.1498,11.0000,17.0000,1m7i
5.4000,79.6262,992.8381,1.6888,77.3454,3.1196,6.0979,31.9171,0.6597,4.8570,0.7793,65.0078,1013.8312,1.6726,80.9395,2.2078,6.6474,32.0887,0.8690,6.1976,0.9976,3.0000,0.0000,3b4p
5.4000,187.6689,2632.4312,2.9273,37.3608,4.9295,72.5697,559.1736,1.7057,1.3999,1.8559,179.2361,2567.1338,2.9166,38.2884,5.1728,74.4939,541.6320,1.4545,1.9631,1.7188,29.0000,5.0000,1pz5
5.4000,67.8890,611.1961,2.1602,0.0000,2.0853,2.7620,1.1542,0.1289,0.0000,0.0000,66.5041,605.6425,2.2293,0.0000,2.1120,2.2299,1.1631,0.3013,0.0000,0.0000,2.0000,3.0000,1r9l
5.4000,89.4613,1476.2587,1.5618,58.1735,1.1128,15.1993,92.6957,1.6411,11.9935,1.0000,86.6231,1363.5704,1.2734,56.3832,1.5595,10.1335,83.2594,1.0162,5.8721,0.6214,5.0000,1.0000,2c1p
5.4000,73.2418,585.1718,1.9183,0.0000,1.7625,2.0117,1.1348,0.4855,0.0000,0.0000,73.5056,585.6992,1.8100,0.0000,1.7261,1.8667,1.1291,0.5842,0.0000,0.0000,2.0000,3.0000,3l6h
5.4000,71.3927,1121.3921,2.6689,2.1085,5.6531,13.3850,58.1379,0.7376,0.0000,1.7414,64.8064,1070.8812,3.7140,7.6541,6.9281,10.7949,59.7218,0.5911,0.0000,1.9756,5.0000,5.0000,1f8b
5.4000,107.4674,1304.8505,2.7007,31.1068,5.2082,10.9476,101.2412,0.1569,0.5628,0.3319,102.5019,1357.4941,2.9192,11.8490,4.4784,14.6710,108.6939,0.7633,2.2070,1.3406,6.0000,5.0000,1mmr
5.4000,106.6420,1379.0980,2.3438,77.4687,2.1481,8.4794,104.8830,0.1025,1.2486,0.0000,106.6604,1356.3630,2.3345,73.4578,2.3988,3.5934,98.7679,0.0094,1.2876,0.0000,4.0000,2.0000,2qg2
5.4000,89.6637,1232.7147,1.7857,64.7488,0.0000,4.9721,38.1755,0.1606,5.3066,0.0000,88.1270,1207.1086,1.6648,53.9832,0.8283,5.3316,37.4199,0.3247,5.5268,0.0000,4.0000,2.0000,2i80
5.4100,94.1586,1389.1606,5.6403,28.0413,8.1408,13.6189,74.6520,0.9326,0.0000,0.3638,71.5730,1305.3298,1.9133,12.9965,3.8359,8.6852,86.0722,0.3523,0.0000,0.8085,4.0000,4.0000,2j47
5.4200,68.1901,1200.0651,0.8581,69.5660,1.3942,10.9780,71.3062,0.4999,8.5202,0.0000,65.4352,1187.1720,0.9170,73.4680,0.9476,12.3379,69.7898,1.2301,7.7509,0.0000,4.0000,2.0000,1h9z
5.4200,86.7447,796.6667,2.2289,14.3890,3.3610,0.9440,4.0791,0.4892,0.0000,0.9991,70.9835,783.4666,3.1522,8.0980,3.8694,1.3818,4.0842,0.1186,0.0000,0.4920,1.0000,2.0000,2vpo
5.4200,87.8080,1083.8015,2.8469,6.8444,5.5849,6.1598,41.7423,0.4652,1.9902,0.9289,79.8848,1053.9330,1.6257,6.4619,4.2150,6.1911,41.7347,0.3623,1.8508,0.8350,3.0000,2.0000,1gja
5.4400,73.3152,831.2725,1.6020,40.6833,3.5555,6.7114,42.7863,0.0262,4.2464,0.0000,74.7291,970.5209,2.6050,22.2159,4.0063,14.6567,48.1710,0.2012,4.9412,0.2542,9.0000,4.0000,3pty
5.4400,56.7063,1016.2599,3.7745,0.0000,9.5875,18.4551,86.3257,0.4891,0.0000,1.3511,59.0273,914.2789,3.8431,0.0000,9.8298,18.4979,88.1966,0.5517,0.0000,1.4417,6.0000,3.0000,1h0a
5.4400,73.4352,939.9357,3.6297,2.3360,9.2402,4.5720,25.8627,0.0242,0.0000,0.0000,80.4159,954.7326,3.2277,0.2077,8.1975,4.8983,23.4167,0.0350,0.0000,0.0000,5.0000,2.0000,3lp7
5.4400,155.1723,2031.1096,1.5725,47.2891,2.3935,45.0913,352.5705,0.4600,11.5326,0.3206,162.9094,2049.6934,3.4797,35.2342,6.3490,34.5192,321.1895,0.5872,9.9083,0.2013,19.0000,6.0000,2q6f
5.4400,167.8166,1844.7319,5.3529,9.2552,9.5056,7.3402,102.4280,0.0000,0.0000,0.0000,157.2868,1843.6610,7.4420,3.6462,7.1377,14.1993,123.1028,0.9507,0.0000,0.0000,7.0000,4.0000,2wr8
5.4400,108.4664,1122.9631,6.0775,18.2975,9.8616,5.8098,29.5493,0.2774,0.0000,0.0000,101.0868,1130.9937,7.4670,20.3535,7.5475,4.2819,29.8510,0.3408,0.0000,0.5391,3.0000,1.0000,1syi
5.4500,84.4136,1368.6854,2.6462,51.1236,3.7458,12.3295,93.4563,0.2231,13.3110,0.0000,83.6798,1386.5288,2.0542,50.4042,2.9829,10.6219,80.4578,0.2114,11.3259,0.0000,5.0000,2.0000,2iko
5.4500,42.5139,771.8990,1.1559,10.2199,3.3505,8.2523,5.0722,0.2157,0.0000,0.6549,53.0294,756.7192,0.9909,6.1941,3.4108,1.9098,10.0059,0.0000,0.0000,0.0000,5.0000,2.0000,3mi3
5.4600,120.9992,1658.1018,4.9922,18.8482,12.3498,17.0883,109.5911,0.3963,0.0000,0.3004,129.0664,1693.6328,4.9653,26.8974,8.7592,16.6145,108.1727,0.0815,0.4747,0.0000,15.0000,4.0000,1b4h
5.4600,104.9169,1211.2693,3.3007,5.9020,5.6246,5.2207,46.4477,0.0000,0.0000,0.0000,98.0243,976.4464,1.8174,1.2822,4.0653,3.4502,57.6191,0.0000,0.0000,0.0000,5.0000,1.0000,1lv8
5.4600,113.4809,1151.3840,3.6563,16.6510,5.9423,5.6216,44.1548,0.0102,0.0000,0.0000,102.6955,1047.9692,3.6043,16.4338,5.9175,3.9700,52.1211,0.0870,0.0000,0.0000,5.0000,4.0000,1q65
5.4700,91.9975,1251.9539,2.4490,61.3278,2.6790,34.3504,184.4532,0.9385,26.0435,0.0000,79.3000,1298.9980,1.0365,38.2409,0.7663,44.3320,149.4126,0.8285,27.0792,0.0000,7.0000,2.0000,2xde
5.4700,156.4074,1931.2705,7.7455,0.0000,16.5665,13.6923,132.4412,0.3855,0.0000,0.0000,137.2496,1836.9833,7.4404,0.0000,13.0065,17.7178,120.5104,0.5251,0.0000,0.0000,8.0000,3.0000,2hf8
5.4700,121.3815,1952.1281,3.3502,40.6511,6.3538,78.9171,606.0748,2.7709,1.8802,5.3126,114.6780,1883.5482,2.7420,46.4678,6.4262,80.1977,521.3421,2.5961,8.2342,4.5080,25.0000,3.0000,2r0z
5.4700,47.9752,738.3898,0.4062,39.8587,0.8100,1.6843,2.7003,0.0671,0.0000,0.3699,43.9094,737.3478,0.8538,38.2895,1.4127,0.7038,2.7587,0.4855,0.0000,0.9954,1.0000,1.0000,2y7p
5.4700,105.1769,1639.3806,3.2092,0.0000,7.0241,12.9524,95.3167,0.5530,0.0000,0.8906,97.2742,1678.9806,3.6753,0.0000,6.0685,12.4884,87.4214,1.0062,0.0000,2.3217,5.0000,5.0000,3pd2
5.4700,154.2906,2261.4971,4.1413,64.4255,5.2547,20.1964,192.2479,1.3764,18.9584,0.0000,130.7963,2130.1953,4.6626,49.0942,5.8146,18.1976,192.4665,2.1387,16.6731,0.4400,7.0000,3.0000,1xh5
5.4700,111.2130,1649.1553,2.9151,40.0238,4.5441,50.5426,285.8168,1.0370,18.9614,0.0000,120.0455,1416.7643,3.7448,42.5410,8.8364,30.0106,183.5878,0.8653,2.3670,0.0000,16.0000,1.0000,1g7f
5.4700,93.5330,963.3524,2.9558,11.0187,5.7426,3.9889,35.5082,0.4918,0.0000,1.0000,64.2252,941.5553,1.9895,7.4625,4.0828,4.4723,36.3353,0.0831,0.0000,0.4119,2.0000,2.0000,1gi1
5.4700,75.4162,991.9314,3.4277,4.2474,7.0892,4.4353,36.6235,0.2171,0.0000,0.6656,79.0588,979.8316,3.2272,6.9681,6.4877,4.5367,37.1879,0.4325,0.0000,0.9395,2.0000,2.0000,1o2s
5.4800,91.2703,1559.4673,1.9729,52.1270,2.0359,20.2070,98.9850,0.1747,3.4154,0.0000,100.0323,1545.8047,2.0304,54.3094,1.2320,20.1850,100.5012,0.2120,4.6923,0.0000,7.0000,4.0000,3iw6
5.4800,64.6417,704.3553,1.9888,0.0000,5.2707,3.4196,6.7669,0.1576,0.0000,0.5671,70.1072,682.2423,1.7616,0.0000,4.9322,3.6123,8.3753,0.0001,0.0000,0.0000,4.0000,1.0000,3bxe
5.4800,50.7595,663.0992,0.5890,70.2363,1.2213,6.1269,3.5296,0.0347,5.0516,0.0000,46.9997,681.9853,0.8474,62.3080,1.4318,9.0901,2.2536,0.2165,8.0000,0.0000,5.0000,3.0000,1g85
5.4800,71.6310,847.9599,5.6142,6.1237,9.5742,0.0000,0.0000,0.0000,0.0000,0.0000,47.5419,789.9355,1.9632,16.6164,4.1627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2cbv
5.4800,99.7455,1678.8536,3.6085,0.0000,8.2394,19.5061,107.9586,0.3147,0.0000,0.5581,97.7467,1625.6985,5.9399,0.0000,11.1242,14.3373,97.9358,0.8648,0.0000,0.9923,6.0000,3.0000,2zkj
5.4800,101.3844,1638.5647,3.6000,0.0000,8.4978,16.6546,110.1948,0.1111,0.0000,0.2858,102.4965,1591.5681,4.6064,0.0000,10.6288,11.6272,92.4621,0.6052,0.0000,0.8455,6.0000,3.0000,3d2r
5.4900,84.4691,1202.7089,1.4728,0.0000,2.6215,15.2886,123.4075,1.2451,0.0000,0.0000,98.7720,1117.4229,2.6300,0.0000,4.7247,9.4081,94.7821,1.3172,0.0000,0.0000,6.0000,2.0000,3i73
5.4900,53.9247,835.0131,0.4869,31.4543,0.8957,4.2709,21.5862,0.0000,1.4674,0.0000,49.0484,852.6382,0.2757,34.2646,0.0000,4.3846,24.0511,0.0012,5.2799,0.0000,3.0000,0.0000,3hmp
5.4900,91.7991,1329.4637,5.8580,6.3650,12.0730,6.9817,65.4997,0.1120,0.4144,0.0000,58.7923,1367.2020,3.2997,4.8813,8.4811,8.1936,68.4234,0.0003,0.5373,0.0000,4.0000,2.0000,1tys
5.4900,94.5608,762.5941,1.8855,37.4700,3.4989,1.7356,12.3206,0.0000,0.5618,0.0000,95.8320,772.3488,2.1668,36.2055,3.4707,1.5613,10.8723,0.0345,0.5503,0.0000,7.0000,2.0000,1pot
5.4900,202.9401,2743.9600,5.6810,24.7107,9.3333,17.0369,236.3676,0.3619,0.0000,0.0000,180.5777,2620.3796,7.4849,25.1425,9.8808,45.8306,275.7463,0.4703,0.0000,0.0000,11.0000,4.0000,2qtr
5.4900,131.0727,2099.4219,3.6448,57.9689,4.7517,25.6143,245.7682,0.3271,0.0161,0.0000,123.0677,2091.7930,3.1457,56.9429,3.2226,38.7554,216.8000,0.4267,6.8485,0.0000,12.0000,4.0000,3bvb
5.4900,109.6721,1281.0940,6.0727,0.0000,12.8745,2.0884,36.0792,0.2090,0.0000,0.6531,109.6721,1281.0940,6.0727,0.0000,12.8745,2.0884,36.0792,0.2090,0.0000,0.6531,5.0000,6.0000,3ga5
5.4900,139.8373,1772.5607,4.1215,43.3690,9.4559,28.7053,183.1425,0.3238,5.8644,0.4226,113.1158,1717.7736,2.5938,43.5698,6.2290,49.0105,276.0506,0.5504,8.8946,0.2892,18.0000,5.0000,1pyn
5.4900,89.1819,1117.4883,4.0693,39.9954,5.5412,11.9231,50.2905,0.6272,2.9842,0.0000,89.5283,1116.4829,4.0508,39.8337,5.5360,11.8075,50.9272,0.7100,3.1636,0.0000,5.0000,0.0000,2h4k
5.4900,133.4463,1784.5732,2.1322,88.1322,1.0000,8.8505,104.3089,0.2661,3.1639,0.0000,113.0130,1673.4729,1.3027,71.8427,1.8342,3.6564,83.4595,0.2938,1.8235,0.0000,4.0000,0.0000,2o0u
5.4900,105.0422,969.3790,2.5622,13.0127,2.8924,1.7711,33.4245,0.0000,0.0000,0.0000,115.5932,1069.1693,5.4236,9.8415,3.8684,2.1299,33.2864,0.0000,0.0000,0.0000,3.0000,0.0000,2uy5
5.5000,91.7240,1258.0695,3.0582,22.6972,8.0492,8.9016,73.4825,0.0011,1.1924,0.0000,108.8712,1213.1996,3.6987,27.8808,8.2691,7.9296,73.7457,0.3370,1.4879,0.0000,7.0000,1.0000,3tza
5.5100,99.6623,1264.9158,1.8869,82.8974,1.9990,20.5464,122.8365,0.7881,11.7283,0.6829,93.2291,1178.5305,1.5351,89.8244,1.6186,21.8686,122.2312,1.0177,12.5861,0.4089,7.0000,2.0000,3da9
5.5100,61.4214,1219.4655,2.6484,38.5653,1.5193,0.0000,0.0000,0.0000,0.0000,0.0000,61.1967,1213.3875,2.5910,38.6691,1.4902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3kgt
5.5100,110.4652,1742.3308,5.9838,7.6040,14.4233,18.0792,105.7385,1.1565,0.5158,2.7453,109.2340,1745.3552,4.9140,6.3791,11.7603,23.7520,102.6606,1.0540,0.8495,2.8273,11.0000,6.0000,2wqp
5.5200,104.4922,1164.8110,4.4553,0.1140,8.2344,14.2658,61.0132,0.1217,0.0000,0.3862,68.3864,1148.7823,2.3221,3.7216,5.7376,8.4475,52.4070,0.0205,0.0000,0.0000,9.0000,2.0000,1oe8
5.5200,126.8875,1971.7069,3.5630,35.8302,5.8818,50.7892,381.7399,1.8437,0.5509,2.5916,118.5532,1917.1265,3.0892,38.8404,5.5800,51.0335,383.6468,1.8234,0.4885,2.6852,19.0000,0.0000,3eys
5.5200,50.8608,816.4187,3.2403,2.0349,8.2919,3.7655,22.5513,0.7843,0.0000,1.3467,40.0546,831.5059,3.5537,3.0856,9.0971,1.8023,24.5881,0.5887,0.0000,1.0000,3.0000,5.0000,3hzm
5.5200,76.7433,1077.5121,2.6275,0.0000,7.4906,0.9472,7.5574,0.0998,0.0000,0.4513,73.0617,1048.9261,3.8554,0.0000,7.5199,0.8217,6.7665,0.0000,0.0000,0.0000,1.0000,4.0000,1a8i
5.5200,63.5724,1272.4637,1.2091,32.9387,0.6243,5.6971,49.7095,0.5548,0.0000,0.0000,54.5496,1229.8372,1.3906,37.7794,1.6393,6.0753,54.0247,1.1206,0.0000,0.0000,2.0000,1.0000,1ydr
5.5200,77.6027,1099.2218,3.9508,0.0000,8.7955,6.5393,39.6713,0.4995,0.0000,0.6368,82.9531,1061.1210,2.8561,0.0000,6.7894,2.4144,42.8737,0.2687,0.0000,0.7405,4.0000,5.0000,2ydt
5.5200,44.6485,488.4929,2.9165,0.0000,6.6755,4.2985,5.1905,0.1907,0.0000,0.0000,44.1335,458.6558,1.9274,0.0000,4.8420,4.8750,4.5827,0.1856,0.0000,0.0000,3.0000,0.0000,1kc7
5.5200,111.6602,1277.1416,2.0399,105.8837,0.0000,9.7694,63.0216,0.0480,13.8080,0.0000,104.3541,1253.4731,1.2931,94.4747,0.0000,4.8164,62.7795,0.0736,10.8711,0.0000,9.0000,1.0000,1lox
5.5200,76.6016,961.3207,2.3465,15.1730,4.8152,6.4294,16.1000,0.0383,0.0000,0.0000,67.4463,926.8775,2.1059,19.8537,3.0383,6.9977,16.2827,0.0473,0.0000,0.0000,2.0000,1.0000,2cht
5.5200,46.0786,837.2068,0.5784,15.4524,0.8173,5.3230,15.7673,0.0156,0.0000,0.0000,46.4526,780.1509,1.3396,19.2075,2.1665,3.9405,16.5028,0.0178,0.0000,0.0000,2.0000,1.0000,3iog
5.5400,103.0849,1230.7010,6.7848,0.0000,14.6035,7.5927,55.5847,0.1642,0.0000,0.7184,102.3703,1267.7015,4.1442,0.0000,9.1674,11.9679,49.0562,0.3910,0.0000,1.1808,6.0000,3.0000,3bxf
5.5400,78.3905,1226.2955,1.2118,71.6968,1.2268,10.3975,71.5032,0.5440,6.3921,0.0000,72.8272,1188.7482,1.1853,76.2887,0.7628,11.4496,73.3336,0.1583,6.5254,0.0000,4.0000,2.0000,1ha2
5.5400,95.6061,880.9493,5.4071,12.0768,10.9084,2.5044,20.4278,0.0134,0.0000,0.0000,93.6894,887.0226,6.2294,16.0146,8.9973,0.7704,17.7171,0.0000,0.0000,0.0000,5.0000,1.0000,2y7i
5.5400,148.6809,2207.1853,6.2256,11.3151,12.6418,31.2629,254.5987,1.4993,1.1148,2.1380,141.1427,2275.6045,7.6077,8.2599,12.3176,32.0787,320.9006,2.2648,0.5720,3.6342,9.0000,14.0000,3jyr
5.5400,136.7573,1834.2269,5.3233,30.0054,13.0393,15.9067,125.5255,0.4411,0.0000,0.6434,142.1162,1866.1606,5.4627,36.3811,10.3889,20.4035,123.7466,0.1553,0.4773,0.0000,17.0000,4.0000,2olb
5.5400,110.2857,1387.4834,3.8213,17.3726,5.7403,8.0506,72.9916,0.1985,5.1005,0.0000,106.8485,1332.7655,4.0177,22.2103,5.4592,7.6039,69.9664,0.4208,5.2497,0.0000,5.0000,1.0000,1bjv
5.5500,75.6937,1075.4695,3.9730,1.0000,8.4481,5.0624,51.0776,0.0000,1.0000,0.0000,69.7241,1026.7090,3.9946,1.7204,8.5915,3.4052,59.3958,0.3263,1.0000,0.0000,4.0000,2.0000,1njc
5.5500,96.1120,1406.9678,5.6551,6.9649,11.1171,12.5793,86.1212,0.1564,0.0000,0.1457,84.5329,1324.9764,4.8074,5.7248,11.1881,11.1816,87.4537,0.6455,0.0000,0.2244,4.0000,5.0000,1y3n
5.5500,77.9297,880.0558,3.6686,5.6911,8.0120,3.9620,35.9275,0.3524,1.5591,0.8480,71.5574,919.2175,3.7909,6.2963,8.2005,3.9058,38.3163,0.2783,0.4114,0.6814,4.0000,3.0000,1g3d
5.5500,168.0771,1252.5804,2.8443,0.0000,1.1275,6.1423,76.1375,0.8731,0.0000,0.0000,153.7356,1225.5361,2.8363,0.0000,1.4772,6.2268,78.9695,0.6736,0.0000,0.0000,3.0000,4.0000,2iuz
5.5500,105.0062,1833.3787,5.9716,0.4501,11.7229,12.6334,105.7284,0.2672,0.0000,0.5159,110.6293,1769.5632,8.1026,1.5515,12.6014,8.9892,107.1527,0.6295,0.0000,0.7010,5.0000,8.0000,2wyn
