pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,Hydrophobic,Vdw,HBond,Ent,PDB
8.3500,6011.0000,1245.0000,1521.0000,23.0000,809.0000,170.0000,214.0000,3.0000,437.0000,99.0000,115.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.4084,2005.0228,3.0526,112.5265,2.9168,18.8527,105.2541,0.2678,22.2809,0.0000,0.0625,-2.7286,-3.6365,-0.0023,0.6300,1h23
5.5400,3531.0000,952.0000,924.0000,80.0000,0.0000,0.0000,0.0000,0.0000,741.0000,209.0000,196.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.3105,1205.5947,1.1674,69.5546,0.8733,10.1854,72.7749,0.5741,5.9502,0.0000,0.1667,-2.0974,-2.0821,0.0000,0.1680,1ha2
8.7000,7434.0000,1909.0000,1971.0000,27.0000,504.0000,127.0000,132.0000,2.0000,914.0000,237.0000,236.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,168.0000,44.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.7583,2865.9055,6.3751,140.1179,4.2120,23.7657,284.0094,1.1976,18.9222,0.0000,0.0500,-3.5768,-5.4928,-0.0020,0.7560,1hfs
4.4900,1301.0000,418.0000,343.0000,38.0000,646.0000,206.0000,175.0000,19.0000,1296.0000,408.0000,303.0000,29.0000,0.0000,0.0000,0.0000,0.0000,265.0000,86.0000,60.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.8688,1154.5753,9.3133,0.0000,5.6767,10.9130,115.0480,0.5565,0.0000,0.0000,0.1333,-1.2275,-1.0036,-0.0242,0.4200,1hi4
5.3100,2097.0000,673.0000,710.0000,17.0000,125.0000,39.0000,39.0000,0.0000,499.0000,167.0000,164.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,585.0000,174.0000,183.0000,6.0000,80.4137,1146.5763,5.6702,42.4420,1.1262,8.4863,67.3030,0.3106,5.4041,0.0000,0.1429,-1.6283,-1.8399,-0.0088,0.2940,1hk4
10.5200,2672.0000,694.0000,623.0000,19.0000,508.0000,136.0000,122.0000,2.0000,660.0000,189.0000,170.0000,2.0000,234.0000,67.0000,59.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8390,1075.1854,3.8585,31.9718,1.5138,6.9220,67.8856,0.9722,7.6335,0.0000,0.1250,-1.7339,-1.9691,0.0000,0.2520,1if7
7.0000,2651.0000,750.0000,718.0000,35.0000,333.0000,105.0000,92.0000,6.0000,1238.0000,368.0000,365.0000,14.0000,0.0000,0.0000,0.0000,0.0000,133.0000,42.0000,39.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.8592,1388.7120,6.1884,33.4609,7.9701,28.7899,278.8422,0.5421,2.8506,0.0000,0.0465,-1.9211,-2.3926,-0.0478,0.8820,1is0
3.8400,1245.0000,329.0000,396.0000,38.0000,402.0000,107.0000,120.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0949,601.5576,2.0083,6.8237,3.4326,0.5035,2.3732,0.0000,0.0000,0.0000,0.4000,-0.8518,-1.3995,-0.0238,0.0000,1j16
5.2200,3421.0000,852.0000,1074.0000,88.0000,447.0000,111.0000,145.0000,10.0000,345.0000,98.0000,114.0000,9.0000,132.0000,36.0000,40.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,214.0000,52.0000,65.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136.8049,1568.6741,2.9369,41.6261,0.0000,6.9571,132.5331,0.1633,3.5726,0.0000,0.2000,-2.3694,-3.5783,0.0000,0.1680,1j17
4.4800,1818.0000,479.0000,504.0000,11.0000,698.0000,179.0000,189.0000,4.0000,873.0000,233.0000,239.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.7545,1144.0085,4.5732,12.6728,5.2339,14.5320,72.7301,1.2407,1.0152,0.8251,0.0909,-1.5261,-2.1201,0.0000,0.3360,1jaq
8.4500,4131.0000,963.0000,1137.0000,81.0000,858.0000,205.0000,244.0000,16.0000,1180.0000,292.0000,330.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.6143,2121.3850,21.8549,41.8985,6.1872,37.0569,252.1159,6.9927,3.9505,0.8344,0.0417,-2.4768,-2.2583,-0.0168,0.8400,1jq9
5.1600,2443.0000,530.0000,656.0000,44.0000,1026.0000,234.0000,301.0000,17.0000,870.0000,194.0000,230.0000,13.0000,177.0000,33.0000,44.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.6105,1458.5792,4.8086,2.1058,5.9255,5.4598,84.3452,0.0022,0.0000,0.0000,0.1053,-1.4086,-2.0507,-0.0136,0.3780,1jqd
3.5200,876.0000,217.0000,238.0000,7.0000,859.0000,220.0000,236.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.7223,535.5608,1.5017,0.0000,1.6912,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,-0.7701,-0.9838,-0.0093,0.0000,1jys
5.8500,2167.0000,572.0000,617.0000,62.0000,1135.0000,284.0000,336.0000,30.0000,183.0000,46.0000,59.0000,6.0000,188.0000,49.0000,56.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.5621,1097.8376,2.4822,18.0010,3.2236,3.8541,41.2661,0.2025,0.0000,0.0000,0.2000,-1.4627,-2.1477,-0.0220,0.2100,1k4g
6.5200,2307.0000,667.0000,662.0000,64.0000,1027.0000,291.0000,288.0000,27.0000,864.0000,265.0000,256.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.6546,1292.5085,4.2487,0.0000,6.8074,8.9770,47.4281,0.1854,0.0000,0.0000,0.1818,-1.6706,-2.3137,-0.0129,0.0840,1k9s
5.9400,3032.0000,783.0000,777.0000,18.0000,771.0000,195.0000,199.0000,4.0000,187.0000,49.0000,52.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,52.0000,55.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.3001,1210.0663,1.5564,44.7399,2.5160,6.3284,51.9994,1.1202,0.0000,0.0000,0.1667,-2.2628,-2.1691,0.0000,0.0840,1kv1
4.2200,424.0000,120.0000,126.0000,2.0000,0.0000,0.0000,0.0000,0.0000,1173.0000,330.0000,346.0000,5.0000,0.0000,0.0000,0.0000,0.0000,184.0000,50.0000,52.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.9829,591.1837,5.3943,0.0000,5.2829,0.7259,5.8452,0.0000,0.0000,0.0000,0.2500,-1.0187,-0.9045,-0.0484,0.2100,1kv5
4.5900,1631.0000,537.0000,580.0000,0.0000,173.0000,54.0000,63.0000,0.0000,714.0000,214.0000,246.0000,0.0000,320.0000,99.0000,109.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.0000,38.0000,43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.6639,963.0944,4.2964,13.3895,6.3323,8.6097,49.2957,0.8559,0.8683,0.8661,0.2000,-0.8494,-1.7452,-0.0169,0.1260,1l2s
6.3900,1610.0000,410.0000,481.0000,13.0000,586.0000,155.0000,191.0000,4.0000,1393.0000,349.0000,389.0000,9.0000,0.0000,0.0000,0.0000,0.0000,127.0000,31.0000,35.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.2406,1139.7866,4.2704,0.0000,8.6402,8.0785,87.0611,0.0278,0.0000,0.0000,0.1667,-0.7534,-1.7268,-0.0305,0.2520,1lol
3.7000,1666.0000,473.0000,427.0000,13.0000,362.0000,108.0000,101.0000,2.0000,1502.0000,416.0000,375.0000,11.0000,0.0000,0.0000,0.0000,0.0000,150.0000,40.0000,38.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.1067,1158.3998,6.2919,5.3754,9.5914,7.9196,64.2586,0.7197,0.0000,0.0000,0.1667,-1.2867,-1.7655,-0.0356,0.2520,1loq
2.2200,2712.0000,809.0000,928.0000,26.0000,428.0000,133.0000,148.0000,4.0000,1711.0000,507.0000,580.0000,14.0000,0.0000,0.0000,0.0000,0.0000,417.0000,123.0000,147.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,119.4536,1670.6678,10.4229,26.0082,9.3655,10.4979,115.5788,1.0200,2.2081,1.0000,0.1250,-1.9150,-2.7864,-0.0511,0.3360,1m0n
3.8900,2149.0000,647.0000,728.0000,20.0000,425.0000,131.0000,149.0000,4.0000,1724.0000,511.0000,586.0000,14.0000,0.0000,0.0000,0.0000,0.0000,429.0000,127.0000,149.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2103,1518.5833,9.6735,11.3357,10.8304,6.8404,83.8556,0.9821,0.8601,1.0293,0.1176,-1.8594,-2.5250,-0.0505,0.3360,1m0q
6.1000,2630.0000,700.0000,677.0000,19.0000,211.0000,52.0000,56.0000,2.0000,1240.0000,318.0000,322.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.6665,1243.8805,3.6321,44.6608,2.5920,1.3790,17.0596,0.6357,0.0000,0.0000,0.3333,-1.8894,-2.1530,0.0000,0.0000,1m2q
11.1500,3132.0000,872.0000,983.0000,79.0000,712.0000,197.0000,226.0000,16.0000,454.0000,126.0000,139.0000,10.0000,109.0000,32.0000,37.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,472.0000,142.0000,152.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,157.1898,1710.1948,2.9386,24.7638,1.4317,13.0628,155.8849,1.6463,0.4048,0.8432,0.1111,-2.4940,-4.1970,0.0000,0.3360,1mq6
4.0800,1619.0000,435.0000,485.0000,46.0000,798.0000,205.0000,249.0000,20.0000,391.0000,97.0000,124.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.8533,910.1447,2.6181,15.0106,4.1357,0.2419,16.0869,0.0000,0.0000,0.0000,0.2222,-0.8460,-1.7047,-0.0016,0.1260,1n2v
6.1200,2640.0000,690.0000,785.0000,24.0000,882.0000,234.0000,263.0000,8.0000,662.0000,172.0000,202.0000,6.0000,190.0000,54.0000,64.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.6163,1408.4690,6.8032,8.4199,5.5510,6.9748,55.6367,0.4193,0.0000,0.0000,0.1667,-2.2451,-2.3344,-0.0149,0.1680,1nc1
5.2300,2791.0000,707.0000,667.0000,52.0000,648.0000,168.0000,168.0000,14.0000,430.0000,114.0000,109.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.4212,1072.2628,4.2732,52.7494,2.5719,5.5866,57.7109,0.5839,1.3944,0.0000,0.1333,-1.6908,-1.8684,0.0000,0.2100,1ndw
6.1700,3579.0000,883.0000,878.0000,66.0000,655.0000,169.0000,166.0000,15.0000,431.0000,113.0000,112.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.0615,1293.2141,4.3998,46.1689,2.7122,10.5029,87.9661,0.2870,2.9742,0.0000,0.1333,-2.0229,-2.2967,0.0000,0.2100,1ndy
8.1100,5062.0000,1272.0000,1333.0000,81.0000,1380.0000,357.0000,364.0000,26.0000,591.0000,152.0000,155.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.5796,2045.2192,8.3622,46.6488,2.4692,20.4241,210.6715,1.3394,4.3372,0.6772,0.0833,-2.9182,-3.2273,0.0000,0.3780,1ndz
8.8900,2943.0000,822.0000,946.0000,77.0000,489.0000,132.0000,155.0000,10.0000,393.0000,124.0000,129.0000,10.0000,327.0000,102.0000,107.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,232.0000,59.0000,68.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.7253,1558.6522,3.0858,48.3343,1.0797,8.6814,105.7968,0.0609,0.0000,0.0000,0.1538,-2.2130,-3.5176,-0.0041,0.1680,1nfy
5.6600,3127.0000,923.0000,726.0000,29.0000,120.0000,35.0000,32.0000,1.0000,384.0000,112.0000,95.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,201.0000,62.0000,32.0000,3.0000,378.0000,99.0000,88.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.5742,1108.9760,2.1058,46.6458,1.8319,31.9218,196.2237,1.1044,34.7656,0.0000,0.1111,-1.2921,-1.6739,-0.0145,0.3360,1nhu
6.3100,1725.0000,505.0000,434.0000,17.0000,616.0000,165.0000,134.0000,6.0000,1279.0000,394.0000,355.0000,12.0000,0.0000,0.0000,0.0000,0.0000,172.0000,55.0000,50.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.2421,1146.4241,4.8208,1.3858,8.1917,7.8087,56.6972,0.1183,0.8004,0.0000,0.1818,-1.4333,-1.9667,-0.0335,0.2520,1nja
3.8000,1716.0000,505.0000,447.0000,10.0000,598.0000,157.0000,135.0000,3.0000,1237.0000,388.0000,361.0000,10.0000,0.0000,0.0000,0.0000,0.0000,169.0000,52.0000,50.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.4782,1104.5253,6.7744,1.0000,9.7230,3.7036,50.3904,0.3865,0.3167,0.0000,0.1667,-1.5355,-2.0250,-0.0358,0.2520,1nje
7.6600,5104.0000,1623.0000,1560.0000,71.0000,322.0000,108.0000,100.0000,5.0000,1440.0000,441.0000,427.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,141.6421,2203.7175,7.7576,60.6351,10.8885,34.5701,295.1835,1.8465,10.5840,0.0000,0.0571,-2.1538,-3.3384,-0.0527,0.6300,1nny
8.2500,4893.0000,1251.0000,1528.0000,27.0000,685.0000,175.0000,218.0000,4.0000,727.0000,184.0000,233.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.8168,1896.4019,4.0753,63.8518,4.4186,23.9670,131.5243,14.8388,5.8910,0.0000,0.1818,-2.7338,-3.0797,-0.0075,0.1260,1nvq
5.9200,1083.0000,340.0000,322.0000,34.0000,561.0000,168.0000,168.0000,18.0000,1181.0000,378.0000,341.0000,23.0000,0.0000,0.0000,0.0000,0.0000,261.0000,87.0000,75.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.7855,1110.2179,5.4798,0.0000,6.8365,9.9094,113.9508,0.5642,0.0000,0.0000,0.1176,-0.9890,-1.8420,-0.0436,0.4200,1o0h
7.9600,2914.0000,794.0000,980.0000,87.0000,527.0000,153.0000,180.0000,12.0000,151.0000,42.0000,49.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.5019,1201.6874,5.4563,11.5962,6.5393,6.8396,69.8489,1.4060,7.7184,1.0000,0.2000,-1.2559,-1.9576,-0.0152,0.0840,1o3f
6.6600,2956.0000,818.0000,948.0000,73.0000,713.0000,204.0000,226.0000,18.0000,311.0000,81.0000,97.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.9541,1276.6067,5.5091,12.8201,5.8799,7.1997,68.6522,0.9738,2.9342,1.0000,0.1667,-1.0539,-1.8831,-0.0114,0.1680,1o3p
5.8200,2536.0000,691.0000,801.0000,26.0000,847.0000,229.0000,260.0000,8.0000,1491.0000,459.0000,498.0000,16.0000,203.0000,58.0000,65.0000,2.0000,425.0000,127.0000,148.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,155.0797,1690.2533,8.7344,27.8483,9.2647,10.9516,81.4100,0.6321,1.0000,0.0000,0.0952,-2.8107,-2.8866,-0.0622,0.5040,1ols
4.4100,2336.0000,613.0000,738.0000,22.0000,808.0000,212.0000,249.0000,8.0000,1290.0000,371.0000,439.0000,16.0000,172.0000,49.0000,55.0000,2.0000,367.0000,103.0000,132.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,140.5330,1510.5791,5.7447,27.0041,7.1416,10.8327,83.1721,0.3797,1.0000,0.0000,0.0952,-1.8637,-2.6133,-0.0569,0.5040,1olu
6.7700,3391.0000,896.0000,897.0000,30.0000,410.0000,113.0000,108.0000,3.0000,625.0000,164.0000,165.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.2329,1359.6852,4.4696,81.9496,1.7339,2.6530,26.6994,0.1786,0.0000,0.0000,0.3333,-1.6604,-2.2017,-0.0106,0.0840,1om1
4.8900,1640.0000,390.0000,481.0000,30.0000,474.0000,114.0000,136.0000,7.0000,934.0000,229.0000,273.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.4393,935.4724,7.8414,15.1729,6.9326,3.8145,17.1173,0.1970,0.0000,0.0000,0.2000,-1.1952,-0.7936,-0.0475,0.1260,1p1q
3.6200,754.0000,173.0000,194.0000,9.0000,489.0000,116.0000,116.0000,5.0000,496.0000,118.0000,123.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.6572,495.7905,5.1919,0.0000,6.7958,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,-0.9551,-1.0397,-0.0124,0.0000,1pb9
6.2700,1974.0000,473.0000,484.0000,23.0000,205.0000,50.0000,49.0000,3.0000,581.0000,140.0000,141.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,416.0000,95.0000,100.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.8856,853.7098,2.6772,38.8263,2.9588,0.5491,13.3374,0.0000,0.0000,0.0000,0.4000,-0.9928,-1.4974,-0.0251,0.0000,1pbq
5.8000,4342.0000,1130.0000,1675.0000,2.0000,468.0000,113.0000,175.0000,0.0000,1453.0000,362.0000,524.0000,0.0000,0.0000,0.0000,0.0000,0.0000,184.0000,47.0000,61.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.3937,1961.5090,4.8076,57.6697,5.4593,32.8868,224.8873,0.8984,4.7098,0.0000,0.0488,-2.0083,-3.5275,-0.0032,0.9240,1ppm
3.9200,2022.0000,567.0000,579.0000,60.0000,693.0000,184.0000,203.0000,22.0000,763.0000,228.0000,240.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.1215,1100.2430,4.3939,2.2116,4.7661,9.7220,41.3235,0.2570,0.0000,0.0000,0.2000,-1.4590,-1.8379,-0.0102,0.0840,1pr5
8.7000,2784.0000,681.0000,713.0000,1.0000,1207.0000,300.0000,310.0000,0.0000,354.0000,85.0000,95.0000,0.0000,221.0000,52.0000,54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.9965,1371.2668,4.8646,26.9965,1.7684,8.1189,93.6049,1.0694,1.2001,0.0000,0.1667,-2.2487,-1.9114,-0.0019,0.1260,1pxo
5.4000,4535.0000,1386.0000,1320.0000,23.0000,1288.0000,395.0000,397.0000,7.0000,1127.0000,348.0000,333.0000,4.0000,224.0000,63.0000,61.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0220,2161.9241,5.6949,29.9379,3.7187,95.1424,670.6501,5.0582,2.2398,3.9023,0.0308,-1.9409,-3.8498,-0.0038,1.3020,1pz5
7.1900,2627.0000,649.0000,728.0000,58.0000,304.0000,76.0000,89.0000,5.0000,398.0000,98.0000,111.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.1546,1106.8395,2.9139,58.9399,0.0000,9.2249,95.4026,0.2167,6.8239,0.0000,0.1429,-1.0695,-1.7409,0.0000,0.2100,1q7a
4.7600,2904.0000,731.0000,837.0000,25.0000,606.0000,156.0000,169.0000,4.0000,217.0000,51.0000,57.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.0047,1172.3870,2.4456,23.8943,1.9303,1.2567,36.7880,0.4765,2.3503,0.0000,0.2000,-1.1502,-1.5596,-0.0032,0.1260,1q8t
