pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
6.0000,2468.0000,690.0000,855.0000,64.0000,696.0000,198.0000,242.0000,18.0000,406.0000,112.0000,142.0000,10.0000,166.0000,42.0000,54.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.0472,1305.5055,2.6465,12.8057,5.3950,11.7885,110.3541,0.0298,0.9192,0.0000,2482.0000,696.0000,872.0000,71.0000,683.0000,197.0000,235.0000,18.0000,429.0000,127.0000,162.0000,16.0000,187.0000,54.0000,64.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.4073,1339.4882,2.7476,19.9315,4.7860,12.9782,110.7122,0.4895,0.4282,0.0000,0.1250,1f0t
7.1600,3324.0000,929.0000,1161.0000,89.0000,555.0000,152.0000,181.0000,15.0000,310.0000,92.0000,112.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.5777,1455.4165,2.3845,51.8162,4.4736,15.3834,142.3655,0.0953,11.5563,0.0000,3296.0000,934.0000,1155.0000,95.0000,552.0000,151.0000,177.0000,13.0000,366.0000,101.0000,132.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.4430,1476.5574,2.3136,50.6070,3.5948,21.0589,146.1072,1.7413,9.6504,1.2627,0.0833,1f0u
6.7000,1517.0000,392.0000,455.0000,46.0000,790.0000,198.0000,241.0000,19.0000,393.0000,96.0000,120.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.9001,830.7100,1.8005,19.3600,4.4226,0.0000,0.0000,0.0000,0.0000,0.0000,1504.0000,391.0000,458.0000,45.0000,775.0000,193.0000,241.0000,20.0000,386.0000,95.0000,119.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.0791,847.3317,1.4578,22.0191,3.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1f3e
5.5900,1702.0000,435.0000,467.0000,4.0000,137.0000,33.0000,38.0000,1.0000,1052.0000,273.0000,300.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.7357,947.9668,2.8255,3.5422,5.8018,12.0986,51.2722,0.9137,0.4248,1.2622,1529.0000,381.0000,426.0000,2.0000,143.0000,40.0000,40.0000,1.0000,938.0000,239.0000,264.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.7726,845.2330,1.2759,10.9152,2.2563,11.6812,52.8637,0.7009,0.0000,1.4762,0.1176,1f4x
5.6400,665.0000,190.0000,201.0000,0.0000,223.0000,63.0000,67.0000,0.0000,460.0000,123.0000,134.0000,0.0000,201.0000,62.0000,67.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.1330,480.7657,1.0046,0.0000,2.1490,0.0095,0.8570,0.0000,0.0000,0.0000,569.0000,181.0000,185.0000,0.0000,203.0000,62.0000,66.0000,0.0000,380.0000,123.0000,121.0000,0.0000,179.0000,52.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0358,372.1770,1.4028,0.0000,3.8904,0.1056,0.8137,0.0000,0.0000,0.0000,0.2500,1f57
5.2800,1060.0000,304.0000,328.0000,25.0000,1252.0000,351.0000,390.0000,29.0000,207.0000,57.0000,60.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.0000,40.0000,45.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.2553,906.2178,2.4740,1.7819,6.3653,1.2744,23.7017,0.2703,0.0000,0.7428,1109.0000,315.0000,341.0000,30.0000,1249.0000,360.0000,385.0000,32.0000,169.0000,51.0000,60.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,215.0000,54.0000,62.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.4049,961.7230,2.8500,3.7113,5.2145,1.8606,23.5526,0.0412,0.0000,0.2901,0.3333,1f5l
2.3900,2151.0000,451.0000,560.0000,12.0000,197.0000,41.0000,49.0000,1.0000,1816.0000,390.0000,478.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.3228,1141.8906,4.3590,1.7505,10.6446,24.7102,62.8992,0.8623,0.8490,2.3235,2164.0000,473.0000,564.0000,11.0000,194.0000,40.0000,49.0000,1.0000,1803.0000,396.0000,488.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.8454,1163.4478,4.4935,1.7402,10.8307,16.3496,67.8169,0.7073,0.6928,2.1416,0.0769,1f73
3.0500,2110.0000,446.0000,567.0000,12.0000,193.0000,37.0000,48.0000,1.0000,1576.0000,349.0000,432.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.0316,1071.3302,5.1204,3.1248,11.6769,15.8600,58.2519,0.7464,1.2401,1.5792,2062.0000,419.0000,549.0000,17.0000,168.0000,35.0000,44.0000,1.0000,1531.0000,315.0000,409.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.7371,1037.2455,2.2491,3.5287,5.9930,29.7471,58.3573,1.1224,0.5809,3.6545,0.0833,1f74
5.4000,1829.0000,668.0000,634.0000,1.0000,159.0000,60.0000,52.0000,0.0000,1443.0000,504.0000,522.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.4572,1114.1702,2.9512,0.8915,7.2353,10.4797,58.5278,0.5690,0.0000,0.9630,1887.0000,666.0000,652.0000,4.0000,156.0000,57.0000,51.0000,0.0000,1456.0000,509.0000,519.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.8648,1104.0199,2.2501,2.0555,5.5237,14.0398,57.1937,1.0305,0.0000,2.1150,0.1250,1f8b
7.4000,1822.0000,665.0000,634.0000,1.0000,338.0000,117.0000,115.0000,0.0000,1260.0000,444.0000,456.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.6387,1099.9412,3.8094,0.5484,8.3425,10.6702,58.1330,0.6375,0.0000,1.1297,1896.0000,671.0000,663.0000,1.0000,373.0000,125.0000,125.0000,0.0000,1153.0000,411.0000,402.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.3495,1061.4594,3.6694,8.0299,6.9531,10.9308,59.8670,0.4902,0.0000,1.8062,0.1250,1f8c
3.4000,1895.0000,671.0000,660.0000,1.0000,349.0000,120.0000,125.0000,0.0000,1176.0000,425.0000,414.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.0604,1055.1927,3.3872,8.2481,6.6903,11.1799,59.2547,0.5313,0.0000,1.8756,1899.0000,655.0000,657.0000,1.0000,329.0000,112.0000,113.0000,0.0000,1307.0000,448.0000,457.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.7910,1126.9835,2.0955,0.9969,5.1216,10.1915,59.7182,0.5413,0.0000,1.1772,0.1250,1f8d
4.8200,1884.0000,662.0000,661.0000,1.0000,534.0000,181.0000,186.0000,0.0000,982.0000,357.0000,348.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.7465,1057.8936,3.9187,8.0781,7.6185,11.2730,59.1961,0.6138,0.0000,1.9307,1807.0000,635.0000,625.0000,1.0000,492.0000,179.0000,175.0000,1.0000,1023.0000,358.0000,361.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.5408,1013.1923,2.4139,4.2600,6.6449,11.7142,58.9287,0.7851,0.0000,2.1675,0.1250,1f8e
7.3700,601.0000,179.0000,122.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1813.0000,539.0000,380.0000,0.0000,0.0000,0.0000,0.0000,0.0000,423.0000,119.0000,86.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.5590,1036.7341,4.9813,0.0000,10.9708,28.5866,134.3894,0.3425,0.0000,0.8017,578.0000,173.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1779.0000,520.0000,374.0000,0.0000,0.0000,0.0000,0.0000,0.0000,411.0000,121.0000,85.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.3636,995.3195,3.8537,0.0000,9.0076,27.8340,134.5850,0.5709,0.0000,1.1218,0.1000,1fao
7.1500,4570.0000,1261.0000,1614.0000,24.0000,973.0000,282.0000,370.0000,2.0000,1448.0000,411.0000,514.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.1216,2118.5574,6.0047,34.7912,11.2701,37.3236,361.7297,0.5018,0.1632,0.4198,4446.0000,1229.0000,1561.0000,23.0000,997.0000,282.0000,367.0000,4.0000,1464.0000,398.0000,504.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,135.5120,2087.5571,5.8703,33.3942,11.6627,45.6142,304.9785,1.6350,0.4119,2.2259,0.0417,1fch
8.5200,5797.0000,1352.0000,1359.0000,176.0000,0.0000,0.0000,0.0000,0.0000,644.0000,150.0000,166.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.0130,1924.8481,2.0360,142.3000,2.5125,2.9550,72.9104,0.2347,7.5928,0.0000,5825.0000,1347.0000,1358.0000,177.0000,0.0000,0.0000,0.0000,0.0000,639.0000,150.0000,165.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.2963,1936.5854,4.2404,148.4629,2.8519,3.2600,78.6197,0.5306,9.6339,0.0000,0.2500,1fcy
6.8200,2009.0000,606.0000,653.0000,0.0000,367.0000,108.0000,121.0000,0.0000,1171.0000,348.0000,366.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.1519,1154.2411,4.8785,0.0000,8.1039,4.7362,55.1449,0.0000,0.0000,0.0000,1872.0000,555.0000,604.0000,0.0000,241.0000,64.0000,71.0000,0.0000,1260.0000,372.0000,397.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.8873,1120.9923,3.4100,0.0000,7.2898,5.4860,54.9634,0.0094,0.0000,0.0000,0.1818,1fhd
6.5900,6686.0000,1966.0000,2019.0000,90.0000,936.0000,283.0000,281.0000,14.0000,1455.0000,413.0000,438.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,188.6412,2893.7385,6.3424,103.0643,10.7071,61.2139,394.4789,0.9604,6.4315,0.8465,7096.0000,2064.0000,2153.0000,84.0000,917.0000,263.0000,273.0000,15.0000,1414.0000,417.0000,438.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,199.6872,3020.9282,6.1396,120.0812,5.6705,64.7432,452.4125,1.5422,15.5341,1.8586,0.0426,1fiv
9.9600,3500.0000,990.0000,1111.0000,95.0000,900.0000,250.0000,285.0000,22.0000,746.0000,218.0000,229.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,255.0000,80.0000,77.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.4271,1778.2753,4.8326,47.7332,4.9951,27.0239,195.8961,0.6874,1.5296,0.0000,3354.0000,967.0000,1060.0000,87.0000,859.0000,236.0000,265.0000,16.0000,618.0000,197.0000,201.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,216.0000,74.0000,68.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,137.3123,1743.3030,3.7308,38.2465,4.9928,23.0291,208.2102,0.8267,2.9464,0.3379,0.0909,1fjs
9.4000,5640.0000,1277.0000,1280.0000,6.0000,181.0000,40.0000,43.0000,0.0000,1742.0000,406.0000,393.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.0802,1944.0137,2.5876,64.2496,4.0041,21.8925,209.5042,0.0971,10.7294,0.0000,5640.0000,1277.0000,1280.0000,6.0000,181.0000,40.0000,43.0000,0.0000,1742.0000,406.0000,393.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.0802,1944.0137,2.5876,64.2496,4.0041,21.8925,209.5042,0.0971,10.7294,0.0000,0.1053,1fkf
8.0000,4112.0000,906.0000,921.0000,6.0000,130.0000,28.0000,25.0000,0.0000,570.0000,119.0000,115.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.8064,1315.4973,2.2214,115.9671,1.3059,32.6684,212.0540,0.5254,10.5647,0.0000,3730.0000,797.0000,830.0000,7.0000,184.0000,41.0000,47.0000,0.0000,695.0000,157.0000,158.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.0785,1220.0808,1.3693,62.9575,1.8697,54.7121,209.1572,1.4700,59.6482,0.0000,0.0909,1fkg
8.1500,4049.0000,890.0000,888.0000,6.0000,128.0000,28.0000,25.0000,0.0000,477.0000,100.0000,106.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.1634,1260.0217,0.9984,105.0979,0.8241,34.1517,183.3237,0.8162,23.3021,0.0000,4008.0000,867.0000,887.0000,5.0000,136.0000,28.0000,26.0000,0.0000,548.0000,114.0000,118.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.0037,1300.1178,1.2652,96.0001,1.3445,40.1286,189.8427,1.2783,16.9315,0.0000,0.0909,1fkh
5.0500,2279.0000,614.0000,590.0000,43.0000,898.0000,251.0000,255.0000,19.0000,899.0000,218.0000,210.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0617,1197.8073,2.7480,0.0000,3.5869,5.8912,38.7073,0.0751,0.0000,0.0000,2138.0000,559.0000,536.0000,40.0000,829.0000,205.0000,198.0000,13.0000,895.0000,234.0000,249.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4393,1087.7371,2.2146,0.0000,3.5918,6.7490,37.4164,0.4565,0.0000,0.1413,0.2222,1fkw
6.8000,4149.0000,1009.0000,1032.0000,35.0000,208.0000,48.0000,50.0000,1.0000,603.0000,143.0000,141.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,119.5459,1651.4465,2.4431,120.7286,1.6927,11.1564,60.1093,0.9015,6.9689,0.8853,4084.0000,995.0000,1030.0000,35.0000,205.0000,48.0000,53.0000,2.0000,494.0000,123.0000,134.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0234,1601.8589,1.2000,122.5120,1.0048,3.1921,56.6204,0.1111,6.2906,0.0000,0.1250,1fl3
9.0000,6656.0000,1525.0000,1525.0000,126.0000,390.0000,85.0000,86.0000,6.0000,1038.0000,230.0000,237.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.5882,2360.6169,2.8561,126.6092,2.5733,15.9700,171.8989,0.7564,8.3660,0.8717,6928.0000,1585.0000,1554.0000,128.0000,410.0000,91.0000,89.0000,7.0000,1032.0000,234.0000,237.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,167.8001,2410.6785,2.0085,116.4570,1.9868,11.7756,169.6106,0.6867,7.2125,0.8980,0.0833,1fm9
7.0000,3636.0000,953.0000,1087.0000,78.0000,976.0000,257.0000,307.0000,20.0000,338.0000,88.0000,105.0000,9.0000,108.0000,28.0000,31.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.8047,1568.3748,2.7583,48.6543,4.1264,41.9664,214.2933,0.9405,13.5078,0.9138,3638.0000,936.0000,1073.0000,76.0000,983.0000,262.0000,314.0000,22.0000,354.0000,94.0000,110.0000,9.0000,108.0000,31.0000,30.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.1952,1602.6143,2.9120,48.6321,3.6314,32.8341,205.9584,1.5798,8.2697,0.5969,0.0909,1fpc
8.4000,7330.0000,1683.0000,2214.0000,33.0000,766.0000,177.0000,234.0000,5.0000,958.0000,219.0000,293.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,162.0902,2573.0557,3.7584,91.5186,7.3716,31.3282,315.7997,0.4306,31.6970,0.1196,7210.0000,1645.0000,2142.0000,24.0000,763.0000,174.0000,236.0000,5.0000,947.0000,222.0000,290.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,147.4613,2494.2930,3.6891,71.0469,7.4870,44.7938,262.9131,0.9667,69.4518,0.3556,0.0870,1fq5
5.1800,926.0000,235.0000,324.0000,20.0000,155.0000,37.0000,54.0000,4.0000,547.0000,152.0000,196.0000,12.0000,0.0000,0.0000,0.0000,0.0000,179.0000,52.0000,67.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.5426,637.9567,1.2629,25.1935,2.4021,2.8542,5.6576,0.0078,0.0000,0.0000,954.0000,250.0000,341.0000,20.0000,167.0000,40.0000,60.0000,4.0000,532.0000,139.0000,181.0000,12.0000,0.0000,0.0000,0.0000,0.0000,171.0000,48.0000,65.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.0025,627.2469,1.2084,19.6604,3.0456,2.7291,6.7045,0.0337,0.0000,0.0000,0.2222,1ft7
