pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
4.3000,4152.0000,959.0000,956.0000,115.0000,460.0000,104.0000,109.0000,14.0000,909.0000,209.0000,221.0000,24.0000,223.0000,51.0000,56.0000,6.0000,0.0000,0.0000,0.0000,0.0000,910.0000,217.0000,222.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.2246,1895.0056,3.0423,54.5244,2.9083,10.3644,122.6606,1.5509,1.1582,2.1544,0.1250,1z95
4.3100,1170.0000,318.0000,337.0000,0.0000,665.0000,189.0000,203.0000,0.0000,642.0000,178.0000,177.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.0000,24.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.4534,808.5428,1.9260,0.0000,4.7666,11.8147,84.4352,0.0051,0.0000,0.0000,0.1538,1rgk
4.3100,1909.0000,547.0000,628.0000,38.0000,361.0000,105.0000,116.0000,8.0000,450.0000,129.0000,154.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.4030,1058.1138,2.0458,14.8269,4.4948,10.9279,34.1207,0.1240,0.0000,0.0000,0.1053,2tpi
4.3200,1141.0000,330.0000,288.0000,25.0000,276.0000,75.0000,70.0000,8.0000,1153.0000,339.0000,318.0000,23.0000,0.0000,0.0000,0.0000,0.0000,123.0000,39.0000,34.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.7749,899.1983,2.5087,1.2356,5.7429,16.1052,61.8740,0.7025,0.0000,0.5178,0.1667,4rsk
4.3300,2505.0000,669.0000,821.0000,24.0000,837.0000,224.0000,262.0000,8.0000,1483.0000,450.0000,486.0000,17.0000,199.0000,57.0000,68.0000,2.0000,423.0000,127.0000,147.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.1136,1679.7809,8.3429,28.7709,11.1831,11.3229,82.0432,0.2237,1.0000,0.0000,0.0952,1olx
4.3400,4214.0000,908.0000,1054.0000,77.0000,0.0000,0.0000,0.0000,0.0000,636.0000,138.0000,156.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.2910,1292.8394,1.4547,64.8772,1.8408,11.3846,42.1783,0.0663,5.7610,0.0000,0.1333,1e3v
4.3400,1274.0000,394.0000,340.0000,22.0000,612.0000,183.0000,156.0000,9.0000,848.0000,264.0000,244.0000,17.0000,0.0000,0.0000,0.0000,0.0000,102.0000,35.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.3617,952.7552,2.0965,0.0000,4.2908,9.7660,63.1319,0.1329,0.0000,0.4200,0.1667,1z6s
4.3500,2107.0000,589.0000,713.0000,57.0000,847.0000,237.0000,276.0000,20.0000,165.0000,45.0000,53.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7603,1030.0210,2.6391,12.9928,5.5809,4.6172,37.8254,0.4146,0.0000,0.9199,0.2500,1ghv
4.3500,1686.0000,439.0000,523.0000,1.0000,698.0000,184.0000,212.0000,0.0000,1303.0000,331.0000,383.0000,2.0000,0.0000,0.0000,0.0000,0.0000,165.0000,39.0000,46.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7193,1091.0741,2.7905,0.0000,7.8807,6.4394,63.9862,0.0090,0.0000,0.1066,0.1667,1yfz
4.3600,3166.0000,856.0000,1059.0000,44.0000,224.0000,64.0000,69.0000,6.0000,431.0000,115.0000,141.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.3498,1157.7743,1.6678,59.0332,3.5861,3.9392,54.1624,0.0000,0.3991,0.0000,0.1333,1dy4
4.3600,1364.0000,364.0000,360.0000,1.0000,0.0000,0.0000,0.0000,0.0000,980.0000,259.0000,264.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.8745,815.4093,1.7287,5.7930,4.2641,0.2420,7.4246,0.0000,0.0000,0.0000,0.2857,1we2
4.3600,1203.0000,328.0000,278.0000,5.0000,575.0000,155.0000,136.0000,1.0000,469.0000,135.0000,116.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0169,603.4139,2.2611,4.2098,4.4290,3.1952,10.5373,0.4029,0.0000,0.8935,0.2222,2ez7
4.3800,2937.0000,856.0000,791.0000,20.0000,354.0000,105.0000,90.0000,4.0000,1175.0000,338.0000,331.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.4404,1486.5273,2.8440,38.8432,5.9872,41.3481,285.7651,0.4660,1.0419,0.2296,0.0444,1bhf
4.3900,5902.0000,1624.0000,1737.0000,5.0000,1795.0000,514.0000,531.0000,3.0000,1306.0000,367.0000,391.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,196.0990,2693.2537,4.8730,80.5527,10.4170,67.8633,385.0634,1.7533,5.9299,2.6004,0.0299,2avq
4.4100,2831.0000,878.0000,802.0000,26.0000,149.0000,48.0000,45.0000,1.0000,791.0000,237.0000,229.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.5804,1275.7501,2.2793,21.9987,5.2488,23.3873,103.6730,0.1977,7.0085,0.0000,0.2000,1no6
4.4100,2139.0000,505.0000,601.0000,0.0000,528.0000,123.0000,146.0000,0.0000,363.0000,94.0000,99.0000,0.0000,185.0000,49.0000,47.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,208.0000,47.0000,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9232,993.7043,1.0127,33.4487,1.5307,4.3803,35.6229,0.6150,0.0000,0.0000,0.1818,2csn
4.4300,1187.0000,346.0000,397.0000,0.0000,526.0000,161.0000,177.0000,0.0000,818.0000,240.0000,267.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.0000,21.0000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.9176,844.0351,2.0037,0.0000,4.6656,13.8800,91.4116,0.0121,0.0000,0.0000,0.1538,1rgl
4.4400,2775.0000,754.0000,860.0000,17.0000,591.0000,143.0000,172.0000,8.0000,2233.0000,625.0000,692.0000,9.0000,0.0000,0.0000,0.0000,0.0000,369.0000,103.0000,117.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.5252,2072.0344,4.3207,19.0441,8.1366,23.2975,177.5765,1.6650,0.0000,2.0421,0.0690,2amt
4.4600,1718.0000,451.0000,476.0000,28.0000,525.0000,150.0000,155.0000,8.0000,2221.0000,609.0000,654.0000,32.0000,0.0000,0.0000,0.0000,0.0000,417.0000,117.0000,130.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.3370,1440.3339,6.2109,1.0000,12.1036,28.9243,149.5882,0.2432,0.0000,0.0000,0.1000,1wvc
4.4800,2482.0000,620.0000,704.0000,14.0000,1003.0000,250.0000,297.0000,7.0000,916.0000,233.0000,259.0000,5.0000,193.0000,45.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,117.2765,1652.5753,3.2882,4.5851,6.2236,6.0966,79.6228,0.0000,0.0000,0.0000,0.1053,1qan
4.4900,1229.0000,326.0000,408.0000,40.0000,396.0000,108.0000,123.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.9889,630.2531,2.7662,5.6736,4.7923,0.4802,2.3948,0.0000,0.0000,0.0000,0.4000,1j14
4.4900,1969.0000,530.0000,499.0000,25.0000,434.0000,119.0000,123.0000,2.0000,2459.0000,679.0000,638.0000,30.0000,0.0000,0.0000,0.0000,0.0000,384.0000,105.0000,104.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.1034,1599.2161,4.0395,8.8395,8.2171,13.5005,106.1893,0.5487,0.0000,0.4626,0.1250,1o7o
4.5100,2179.0000,600.0000,707.0000,62.0000,910.0000,247.0000,288.0000,24.0000,158.0000,46.0000,52.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.3397,1096.7737,2.1862,6.3500,5.2309,4.1553,38.0053,0.1080,0.0000,0.4695,0.2500,1gi7
4.5200,1996.0000,542.0000,593.0000,34.0000,446.0000,123.0000,127.0000,8.0000,1111.0000,291.0000,326.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.5602,1305.3951,3.1305,10.6184,4.5664,7.9359,28.5921,0.0221,0.0000,0.2123,0.2222,1ctt
4.5200,1537.0000,458.0000,441.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1067.0000,319.0000,307.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.3016,886.7577,4.3131,7.3896,9.3157,0.5826,5.7484,0.0000,0.0000,0.0000,0.2857,1gu1
4.5200,3523.0000,1100.0000,1079.0000,11.0000,1060.0000,346.0000,338.0000,3.0000,3923.0000,1286.0000,1194.0000,8.0000,0.0000,0.0000,0.0000,0.0000,796.0000,266.0000,243.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,208.2729,2898.2024,7.5199,21.3796,14.2099,55.4453,422.5195,3.3619,0.9205,3.6837,0.0526,1mrn
4.5200,1247.0000,342.0000,385.0000,3.0000,0.0000,0.0000,0.0000,0.0000,1838.0000,515.0000,540.0000,5.0000,0.0000,0.0000,0.0000,0.0000,195.0000,53.0000,56.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.1906,1111.6505,3.7471,0.0000,7.7285,4.6267,27.7749,0.2974,0.0000,0.6343,0.1667,1z4n
4.5200,1260.0000,354.0000,398.0000,3.0000,0.0000,0.0000,0.0000,0.0000,1831.0000,515.0000,549.0000,5.0000,0.0000,0.0000,0.0000,0.0000,190.0000,55.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0793,1106.6047,4.7453,0.0000,9.5730,4.0133,27.8020,0.3658,0.0000,0.7470,0.1667,1z4o
4.5200,2279.0000,601.0000,634.0000,14.0000,426.0000,107.0000,120.0000,2.0000,399.0000,101.0000,113.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.5278,933.3035,1.4538,8.5384,2.8819,5.7804,22.9208,0.1210,0.0000,0.0000,0.2222,2a4m
4.5400,1675.0000,438.0000,545.0000,10.0000,951.0000,250.0000,297.0000,5.0000,1588.0000,376.0000,451.0000,13.0000,0.0000,0.0000,0.0000,0.0000,348.0000,70.0000,95.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.0362,1351.2367,1.8240,0.0000,4.0172,16.4296,114.4301,0.5212,0.0000,0.6666,0.1176,1amw
4.5400,3747.0000,983.0000,1144.0000,38.0000,1339.0000,356.0000,413.0000,14.0000,912.0000,228.0000,267.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,126.3776,1756.0459,5.0239,24.1676,11.9520,16.8806,118.9110,0.2061,0.0000,0.4276,0.0526,1b2h
4.5400,330.0000,91.0000,100.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1078.0000,283.0000,310.0000,7.0000,0.0000,0.0000,0.0000,0.0000,193.0000,49.0000,52.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.3439,549.7974,2.3955,0.0000,5.7553,3.6305,4.2474,0.0068,0.0000,0.0000,0.2500,1lyx
4.5400,757.0000,199.0000,262.0000,6.0000,0.0000,0.0000,0.0000,0.0000,741.0000,203.0000,250.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.3231,619.5155,3.3416,0.0000,7.9584,0.2611,4.2379,0.0000,0.0000,0.0000,0.2222,1oko
4.5400,2303.0000,610.0000,689.0000,15.0000,774.0000,210.0000,252.0000,9.0000,2150.0000,558.0000,592.0000,4.0000,0.0000,0.0000,0.0000,0.0000,291.0000,78.0000,85.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,145.6031,1792.9819,3.5556,0.0000,8.7909,20.6329,147.4654,0.2980,0.0000,0.6109,0.0769,1szd
4.5500,6316.0000,1870.0000,2025.0000,19.0000,1212.0000,344.0000,377.0000,5.0000,1428.0000,407.0000,446.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,126.8486,2448.2163,3.1960,37.6284,6.5676,106.0392,683.8006,1.3119,40.8726,1.0910,0.0364,1utc
4.5700,2102.0000,563.0000,590.0000,10.0000,463.0000,122.0000,121.0000,2.0000,1034.0000,280.0000,292.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.4242,1097.3024,1.6336,21.7984,3.1986,5.1832,33.9665,0.0986,0.6778,0.0000,0.2222,1w2g
4.5900,2238.0000,610.0000,700.0000,36.0000,0.0000,0.0000,0.0000,0.0000,399.0000,111.0000,121.0000,8.0000,192.0000,48.0000,55.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.1977,997.4222,1.1858,39.7072,1.0376,6.1624,14.7705,0.2010,3.7031,0.0000,0.2000,1fj4
4.6000,906.0000,316.0000,258.0000,18.0000,130.0000,50.0000,38.0000,2.0000,1200.0000,404.0000,317.0000,23.0000,197.0000,64.0000,52.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.8209,869.2781,4.8844,20.4641,6.5521,3.4442,25.6578,0.6719,0.0000,0.9417,0.2222,1pa9
4.6000,1275.0000,345.0000,449.0000,39.0000,375.0000,106.0000,125.0000,9.0000,287.0000,80.0000,107.0000,9.0000,0.0000,0.0000,0.0000,0.0000,136.0000,37.0000,52.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.4117,775.7874,1.9362,2.6766,4.5832,0.6663,16.8407,0.0000,0.0000,0.0000,0.2500,1tx7
4.6000,720.0000,215.0000,185.0000,10.0000,361.0000,106.0000,96.0000,4.0000,370.0000,105.0000,94.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,171.0000,50.0000,48.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.9110,523.5195,0.9011,5.1358,1.9010,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1upf
4.6100,1114.0000,328.0000,302.0000,20.0000,0.0000,0.0000,0.0000,0.0000,1326.0000,380.0000,348.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.6191,693.5177,1.7802,9.7968,4.6694,8.2559,12.4533,0.5593,0.0000,1.9564,0.1538,2bo4
4.6200,677.0000,245.0000,170.0000,4.0000,0.0000,0.0000,0.0000,0.0000,1254.0000,470.0000,320.0000,15.0000,0.0000,0.0000,0.0000,0.0000,198.0000,73.0000,50.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.9258,694.4764,2.8929,0.0000,6.0130,8.4107,56.0860,0.2318,0.0000,0.7235,0.1429,1joc
4.6200,932.0000,257.0000,277.0000,0.0000,0.0000,0.0000,0.0000,0.0000,780.0000,208.0000,230.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.1707,531.2867,2.6566,9.1721,5.4753,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1ofz
4.6200,1939.0000,507.0000,552.0000,10.0000,882.0000,238.0000,256.0000,1.0000,830.0000,204.0000,227.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.6758,1090.7745,2.3855,6.7630,4.2330,9.3846,40.5714,0.7520,0.0000,0.9987,0.2500,2a5c
4.6200,1973.0000,703.0000,617.0000,34.0000,382.0000,134.0000,112.0000,6.0000,896.0000,295.0000,257.0000,16.0000,197.0000,62.0000,58.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.5252,1229.2115,2.8657,44.9553,5.0165,14.8366,76.2598,0.5208,0.0000,0.0000,0.1250,2f6t
4.6600,1670.0000,599.0000,527.0000,26.0000,0.0000,0.0000,0.0000,0.0000,786.0000,255.0000,223.0000,15.0000,0.0000,0.0000,0.0000,0.0000,198.0000,62.0000,56.0000,4.0000,351.0000,111.0000,93.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.5665,1108.1228,4.9926,83.4494,5.3178,3.1637,40.3252,0.0403,2.1428,0.0000,0.2500,1bzj
4.6600,1297.0000,360.0000,401.0000,38.0000,411.0000,114.0000,120.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.7521,624.1816,2.2095,4.4053,4.5243,0.5406,2.4334,0.0000,0.0000,0.0000,0.4000,1h4w
4.6600,726.0000,204.0000,196.0000,4.0000,0.0000,0.0000,0.0000,0.0000,1361.0000,397.0000,393.0000,10.0000,222.0000,69.0000,64.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.9257,729.9745,3.0301,0.0000,7.0700,5.9232,4.2625,0.0296,0.0000,0.0000,0.2500,1m1b
4.6600,1761.0000,477.0000,464.0000,7.0000,543.0000,144.0000,143.0000,2.0000,1059.0000,290.0000,279.0000,4.0000,172.0000,47.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.2648,962.0242,3.6948,2.7809,7.8586,8.8317,71.6394,0.0215,0.0000,0.0000,0.0909,2ca8
4.6800,1191.0000,327.0000,401.0000,34.0000,382.0000,106.0000,119.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.2019,610.0867,1.2226,5.5720,3.2599,0.8417,2.1498,0.0000,0.0000,0.0000,0.4000,1c5p
4.6800,900.0000,287.0000,262.0000,23.0000,374.0000,123.0000,105.0000,10.0000,723.0000,224.0000,200.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.2263,698.3850,2.6904,0.7225,6.5238,0.8190,5.1431,0.0000,0.0000,0.0000,0.5000,1xge
4.7000,1407.0000,400.0000,458.0000,37.0000,372.0000,102.0000,124.0000,9.0000,0.0000,0.0000,0.0000,0.0000,186.0000,51.0000,65.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.0000,36.0000,40.0000,2.0000,62.1838,711.8824,0.9375,6.6231,2.0366,0.6977,9.7501,0.0000,0.0000,0.0000,0.4000,1c5n
4.7000,1462.0000,521.0000,466.0000,22.0000,179.0000,61.0000,52.0000,3.0000,1017.0000,340.0000,297.0000,16.0000,160.0000,52.0000,48.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.7322,1025.1278,7.0979,22.0910,8.3843,5.0504,38.0774,0.4660,0.0000,0.8113,0.2500,1c86
4.7000,2240.0000,712.0000,685.0000,21.0000,207.0000,64.0000,62.0000,2.0000,1631.0000,513.0000,494.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.2086,1183.2607,2.2143,5.0198,6.0397,14.6148,55.9657,0.7913,0.0000,2.4713,0.1176,2cex
4.7000,965.0000,266.0000,298.0000,4.0000,0.0000,0.0000,0.0000,0.0000,1454.0000,391.0000,435.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.7383,756.4327,6.0025,0.0000,11.9472,5.1154,3.5575,0.0606,0.0000,0.4493,0.2000,2dw7
