pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
5.3900,99.1335,1430.8245,3.6095,50.8890,2.0194,0.1053,1qbv
5.3900,59.5012,788.7776,5.0274,35.7175,5.6095,0.2857,2h6b
5.4000,69.3967,1038.9207,5.1835,0.6737,8.9402,0.1818,1bp0
5.4000,94.7487,2273.4087,5.3098,12.2075,5.8443,0.0488,1m7i
5.4000,98.9587,1310.7651,4.4438,23.6337,5.7067,0.1053,1mmr
5.4000,62.9852,599.0291,2.5484,0.0000,2.2326,0.2222,1r9l
5.4000,84.2525,1362.4292,1.2295,48.3585,1.4963,0.1538,2c1p
5.4000,67.9859,1088.6907,3.4794,9.3847,7.3599,0.1333,2f35
5.4000,87.5878,1184.6312,3.1455,47.8518,1.0216,0.1667,2i80
5.4100,98.0656,1396.6628,6.8262,28.2761,8.5026,0.1429,2j47
5.4200,54.4028,824.1589,4.9071,4.8234,8.1111,0.2857,1abf
5.4200,91.6992,1079.9938,3.7801,7.5333,6.3140,0.2000,1gja
5.4200,55.8250,1142.5565,0.6870,60.3931,1.3398,0.1667,1h9z
5.4200,15.1240,369.6339,0.0422,14.5218,0.0618,0.2857,1p28
5.4400,56.1075,900.0778,4.6453,0.0000,9.0868,0.1176,1h0a
5.4400,112.1648,1126.6710,7.0320,18.2708,10.2892,0.2222,1syi
5.4500,88.1423,1362.8267,2.3745,52.2870,3.3707,0.1429,2iko
5.4600,125.3669,1676.4612,7.8125,19.9102,11.1766,0.0556,1b4h
5.4600,96.9006,1068.1658,4.4157,18.0417,5.1518,0.1250,1q65
5.4700,109.1444,1386.1182,5.8413,41.8022,9.2424,0.0571,1g7f
5.4700,81.5040,976.0495,5.4860,9.4532,6.6492,0.2500,1gi1
5.4700,78.9752,981.7258,4.9528,8.0659,7.0504,0.2500,1o2s
5.4700,159.5467,1927.3518,10.1863,0.0000,16.2437,0.0952,2hf8
5.4800,21.7612,664.3403,1.1204,36.1614,0.0000,0.1333,1g85
5.4800,73.0418,849.9796,7.4660,7.1244,10.7573,0.3333,2cbv
5.4900,90.1616,775.3597,4.1874,38.3879,4.9803,0.1111,1pot
5.4900,144.6831,1718.9094,6.2020,39.8890,10.1248,0.0465,1pyn
5.4900,93.4674,1328.0381,6.9794,5.9543,13.1048,0.1667,1tys
5.4900,74.4468,1053.6710,3.9479,28.8110,4.2012,0.1667,2h4k
5.5200,75.3172,1078.2510,3.2711,0.0000,7.7358,0.2500,1a8i
5.5200,59.5283,553.1166,9.3112,0.0000,9.1314,0.2500,1kc7
5.5200,107.5442,1252.4860,4.0188,104.2302,0.0000,0.0952,1lox
5.5200,69.4849,844.2300,4.3014,1.4956,8.0828,0.0909,1oe8
5.5200,68.1920,1267.4454,2.9600,34.6633,1.2868,0.2857,1ydr
5.5200,77.6180,971.4421,3.3191,15.1711,5.0285,0.2857,2cht
5.5400,146.2087,1856.7461,7.0617,33.4362,12.6641,0.0500,2olb
5.5500,67.4088,886.1484,4.0519,5.6853,7.8004,0.1538,1g3d
5.5500,84.6061,1107.2186,6.6729,0.8290,9.8682,0.1667,1njc
5.5500,90.3024,1382.4628,5.4715,7.4779,9.0310,0.1333,1y3n
5.5500,165.5360,1276.3093,5.6078,0.0000,1.0819,0.1667,2iuz
5.5700,97.9343,966.4815,6.0218,22.2409,8.0019,0.2000,1jak
5.5700,88.8680,1136.8823,6.3542,0.6821,8.7376,0.1818,1njd
5.5900,72.4951,939.2668,3.3912,5.3309,5.5034,0.1000,1f4x
5.5900,82.7012,886.2712,4.4739,51.7968,1.9984,0.2857,1mfi
5.6000,102.1279,1472.5288,6.9577,25.9256,10.6569,0.0435,1o9d
5.6200,100.5518,1371.1233,5.3601,7.2936,7.3331,0.2000,1ejn
5.6200,84.7572,1031.3041,6.5116,19.7896,4.7422,0.1053,2bmk
5.6300,72.1901,1601.4155,1.8411,28.2514,1.8794,0.0741,1vwl
5.6400,33.9362,370.0777,3.3448,0.0000,3.9067,0.2500,1f57
5.6400,106.0032,1582.7079,10.0137,0.0000,11.6919,0.0714,1lrt
5.6400,63.6708,970.9995,4.0223,32.8526,2.8594,0.1333,1z9g
5.6600,57.9095,1065.5424,1.6874,47.9461,1.0000,0.0952,1n5r
5.6600,166.2694,2617.5125,6.7231,73.1546,10.0188,0.0290,2aod
5.6600,257.7055,3283.5935,28.1683,103.9681,16.2204,0.0270,2bsu
5.6600,71.2663,1372.3405,5.1927,40.1810,3.1999,0.3333,2erz
5.6700,84.7204,1251.1975,4.7241,15.1577,7.7010,0.1176,2qwf
5.6800,121.6755,1992.5648,14.0919,40.5563,9.5808,0.0455,1gnn
5.6800,70.3222,1257.2496,2.1782,75.6826,1.0000,0.2500,1ow4
5.6800,165.1735,1829.5195,9.3885,7.0001,13.2541,0.0667,2c92
5.6800,87.2910,886.2318,6.6146,11.0889,8.5319,0.3333,2cbu
5.7000,54.5830,456.2386,2.5660,27.1777,3.0362,0.2000,1a99
5.7000,60.1096,672.7029,5.8830,0.0000,8.1472,0.2500,1egh
5.7000,70.0470,995.3617,8.3108,0.0000,9.6065,0.1176,1g98
5.7000,192.7961,2377.9160,12.4742,5.3198,15.5027,0.0800,1g9r
5.7000,53.0405,745.6574,4.3403,25.2819,4.7060,0.2222,1n1m
5.7000,59.7232,968.5998,5.0633,0.0000,7.6879,0.1000,1pgp
5.7000,81.2850,1405.3979,2.8531,0.7313,2.5454,0.0952,2adm
5.7000,156.9205,2589.0833,6.2751,72.2135,10.5320,0.0299,2avm
5.7000,106.4801,1732.8717,7.9885,16.4649,10.7601,0.1000,2f2h
5.7200,61.0717,1044.3925,2.4302,33.1100,3.6972,0.0625,1obx
5.7400,71.2226,896.4485,5.0807,3.1261,8.6854,0.1538,1g3b
5.7400,79.2216,978.9712,4.1797,3.7136,6.9049,0.2500,1o33
5.7400,37.5513,743.6102,0.8505,19.9637,1.0000,0.2222,1qy2
5.7400,64.8525,952.7947,3.8786,30.9120,3.2433,0.1333,1zdp
5.7600,89.4312,927.7441,6.0105,0.0000,10.2825,0.2222,1p1o
5.7700,82.1004,1149.4998,8.8806,0.6603,8.4256,0.1818,1jmf
5.7700,118.1158,1269.5886,7.2149,40.0815,4.9194,0.1667,1q66
5.7700,135.2206,2043.5698,6.0085,42.8259,7.8882,0.0741,1ur9
5.7700,83.9706,987.7897,4.7029,0.0000,6.9500,0.1176,1vjj
5.7700,47.6127,579.8113,5.8940,0.0000,10.2490,0.2500,2boj
5.7900,48.9892,1141.9452,1.4933,59.6689,2.6348,0.0571,1hmt
5.8000,82.1457,939.7521,6.5977,7.9611,8.2080,0.1538,1g3c
5.8000,103.2002,1548.6627,5.6079,77.6639,1.2930,0.0606,1kpm
5.8000,83.9473,1059.7283,4.8199,0.0000,6.9966,0.0952,1rle
5.8000,63.6516,860.2051,3.5726,0.0000,6.1675,0.1667,1sgx
5.8100,110.9948,1376.1744,5.4074,25.3888,9.6267,0.0513,1lkl
5.8200,131.9936,1628.0815,6.5491,36.5276,7.4662,0.0500,11gs
5.8200,55.6978,797.7427,3.8096,4.1445,6.6381,0.2857,1apb
5.8200,99.9184,1154.8298,6.1704,82.5750,6.3391,0.1250,1kav
5.8200,75.1895,1125.6841,3.3830,0.0000,5.9426,0.1111,1urg
5.8200,112.9636,1885.0726,6.5816,66.1579,3.1058,0.1000,1vwn
5.8500,100.4170,1043.3972,6.7523,9.9115,7.1343,0.1250,1o2w
5.8500,104.3385,1053.3115,6.5126,10.6389,7.0611,0.1250,1o2x
5.8500,83.3035,1063.5305,9.1073,8.7950,7.0036,0.1111,1q54
5.8500,84.1196,1204.8757,4.7710,8.7839,6.1640,0.2222,1q63
5.8500,105.0586,1327.8185,3.0313,19.8239,4.8129,0.1111,1qbn
5.8500,77.9228,883.4811,4.0661,19.1347,6.6870,0.3333,1u1w
5.8900,107.0383,1418.9590,6.4785,14.8660,10.7720,0.0645,1b3l
5.8900,59.4883,1140.3115,4.2321,11.5249,4.1764,0.1818,1e1x
5.8900,87.0381,1086.6466,5.4196,15.7147,9.4461,0.0588,1ydk
5.8900,52.9108,768.0136,4.6334,15.7280,5.0838,0.1429,2tmn
5.9000,103.3254,1354.2897,3.1021,42.9733,4.0637,0.1111,1v2n
5.9100,68.8335,925.0561,3.4067,0.0304,6.6823,0.0909,1ugx
5.9200,99.0798,1833.4337,5.0998,44.2083,6.1157,0.0667,1a4w
5.9200,79.9603,1314.4893,1.8405,32.2427,1.7842,0.0690,1aj6
5.9200,98.9238,1236.0967,4.4469,28.5508,3.6485,0.1000,1jao
5.9200,143.5168,1495.8157,6.1174,12.8783,7.1825,0.1111,1kyv
5.9200,103.4194,1378.1451,6.7173,34.3935,2.1354,0.2000,1ndv
5.9200,91.2718,1274.6487,3.2196,15.4434,5.6524,0.1111,1pph
5.9200,78.1013,1295.9983,4.2563,49.2558,2.9479,0.1176,1qf2
5.9200,160.9329,1976.8414,8.0841,27.7875,14.7117,0.0513,1qka
5.9200,79.5334,1177.2955,2.1420,34.3689,2.2387,0.1538,1yds
5.9200,38.9594,1175.4971,0.8691,37.6751,0.0368,0.2500,2ans
5.9300,85.3166,1399.7495,4.1652,21.8917,2.8629,0.2000,1fv0
5.9600,120.3412,1842.7781,9.0075,47.9922,2.8098,0.1250,1d6w
5.9600,103.6075,1546.2588,6.3904,49.2683,8.7713,0.0714,1nl9
5.9600,120.8761,1399.9818,8.9538,14.9485,6.5310,0.1000,1o36
5.9600,68.1155,1330.7113,2.4742,44.0656,0.8433,0.2500,1q8u
5.9600,88.2422,908.6238,7.5462,0.0000,9.8186,0.2222,2j79
5.9800,90.5692,911.2289,7.9353,0.0000,9.5862,0.2000,1uwu
6.0000,83.0550,1184.0804,5.3453,29.5745,8.2710,0.0625,1a1e
6.0000,52.2936,541.9473,2.1916,0.0000,3.2647,0.1818,1ado
6.0000,69.4854,730.5157,3.0129,6.9239,4.6987,0.4000,1c5s
6.0000,51.1939,555.5002,4.4902,34.8042,4.7346,0.2857,1ceb
6.0000,144.4564,1360.1372,9.5347,0.0000,14.8347,0.1176,1d2e
6.0000,103.8068,1259.6500,4.3069,17.2352,4.3770,0.1176,1f0t
6.0000,43.5882,1074.9480,0.5132,77.1363,0.0000,0.6667,1gt1
6.0000,42.9361,1077.8595,0.4932,75.5130,0.0000,0.6667,1hn2
6.0000,156.3606,1981.8373,19.8855,60.7938,3.6644,0.0476,1jq8
6.0000,38.6654,475.4133,3.4379,0.0000,3.9751,0.2500,1ssq
6.0000,110.1078,1519.1427,6.6236,0.0000,5.8311,0.0556,1xk5
6.0000,93.3880,1096.2832,6.7168,4.5136,10.8055,0.1250,2bvd
6.0000,76.1105,1104.8311,2.7629,27.2303,4.6706,0.1538,2izl
6.0100,121.1930,1603.1586,7.1796,15.4202,10.5451,0.0588,1b5h
6.0200,89.6840,1439.5039,3.1830,47.3413,2.5227,0.0556,1tcw
6.0300,40.0076,780.0201,0.1413,65.1440,0.0000,0.0800,1n8v
6.0300,61.6011,953.6338,4.8223,39.9451,1.8615,0.2222,1okl
6.0300,98.7018,1659.1204,4.8963,62.9997,4.1177,0.0741,1os0
6.0300,111.2844,2255.5684,5.9869,56.2174,4.3879,0.0455,1sh9
6.0300,82.5161,1584.1957,4.1349,35.2643,4.3785,0.0714,1t7d
6.0400,127.9516,1600.0518,4.5626,48.1176,7.0346,0.0870,1xbo
6.0500,53.7329,811.6620,6.5808,25.7261,4.0000,0.4000,3pcf
6.0600,72.8898,1128.3014,3.8539,0.7698,7.1710,0.1818,1jmi
6.0600,96.9247,1166.0983,4.0693,4.2856,7.3376,0.0769,1kjr
6.0600,97.5462,1286.9865,4.5688,27.7718,5.6783,0.1111,1qb6
6.0700,84.6486,1121.2100,8.7367,0.3725,7.6922,0.1818,1jmg
6.0700,95.6213,1249.1160,4.8795,30.3847,4.7734,0.1250,1mmp
6.0700,121.7639,1704.8286,7.8607,41.5895,9.8915,0.0769,2gst
6.0800,107.1349,1387.6781,14.2084,78.0036,3.8779,0.1818,1sri
6.0900,106.5095,1334.4310,5.5484,19.1865,6.2078,0.2000,1o2n
6.0900,43.8495,1050.7179,2.3136,55.3110,2.0000,0.5000,1ogx
6.1000,25.2337,887.5322,3.5964,19.5958,0.0000,0.1818,1dzk
6.1000,79.1484,981.6355,4.5623,35.9457,3.9320,0.3333,1lgt
6.1000,126.6493,2239.7036,3.9159,78.7952,5.2794,0.0769,1meu
6.1000,57.2276,986.5640,3.8955,11.5401,1.0000,0.1429,2ewb
6.1100,126.3341,1673.9115,6.5317,52.6383,3.3140,0.1176,1g32
6.1100,75.4481,1231.4104,2.7895,54.9978,2.9888,0.3333,1m2p
6.1100,116.6272,1298.6838,6.7138,15.1015,7.7540,0.0952,1o2z
6.1200,102.8359,1369.5891,7.0812,35.2563,5.5642,0.2000,1o2g
6.1200,138.5461,1550.7885,15.4395,20.2796,18.3478,0.1111,1x8r
6.1200,140.4888,2452.7764,4.9109,80.1236,5.4428,0.0625,2fgv
6.1400,83.8948,1029.2692,4.2188,13.7497,5.9343,0.1429,2c97
6.1400,80.2214,1167.1394,7.9001,2.7352,10.1956,0.0909,2fqt
6.1500,62.2979,1051.9385,2.6007,35.1224,1.3558,0.2500,1tsl
6.1600,105.2956,1527.0487,4.1367,34.5855,5.6067,0.0909,1ppc
6.1700,109.0455,1560.9956,3.8282,103.8429,0.9287,0.1176,1d6v
6.1700,60.6526,1521.8312,1.0711,25.2051,1.1791,0.1176,1sle
6.1700,94.5313,1549.0652,2.5564,35.7063,2.9600,0.1538,1yc1
6.1800,88.9431,971.6276,6.4668,25.3469,9.6999,0.1667,1xhy
6.1800,74.1758,1117.4797,2.8328,24.0014,3.3456,0.4000,2c3j
6.1900,65.2856,1079.3407,6.2330,25.2847,8.1789,0.1538,1iy7
6.1900,126.3717,1306.5719,8.3523,0.0000,14.0442,0.1250,1tq4
6.1900,136.0508,1536.6969,1.5101,41.8604,0.0000,0.2000,1v2k
6.1900,61.7239,647.9368,3.1879,8.4971,6.1204,0.2222,2bt9
6.2000,73.9319,1098.6836,2.9716,9.9822,5.0952,0.2222,1owe
6.2000,97.4314,1244.3003,3.5935,5.4408,4.1901,0.1538,1sqt
6.2000,97.3987,1349.5104,5.1592,38.7136,2.5654,0.2000,2aj8
6.2100,137.3792,1941.9977,6.9893,40.4583,9.9408,0.0571,1b3h
6.2200,84.9704,980.9331,5.4069,12.5457,6.9169,0.2500,1gi6
6.2300,83.0561,1692.0957,3.1807,10.3359,4.6647,0.0769,1m7d
6.2400,82.4085,940.2333,3.3504,44.1141,2.3515,0.4000,1hnn
6.2500,109.8054,2023.7378,12.9080,39.5655,9.3146,0.0455,1gnm
6.2500,46.2814,1328.4873,1.4555,48.9080,1.9443,0.1818,1zky
6.2600,83.8479,1073.5736,6.6209,15.8033,10.5890,0.1000,1wcq
6.2800,104.1888,1219.2313,13.4635,0.0000,5.8102,0.1053,1afl
6.2800,97.6100,1208.7809,6.1525,12.1731,3.1816,0.0833,1atl
6.2800,121.5979,1421.7815,8.4526,0.0000,14.2981,0.0800,1w3l
6.2800,157.1476,2582.7229,5.6945,63.8245,10.7012,0.0299,2aog
6.3000,97.4797,1445.1248,2.1776,46.4455,3.3535,0.1818,1d4p
6.3000,85.2544,778.0334,4.7361,1.6691,7.1823,0.2222,1lag
6.3000,77.6087,709.1584,5.5694,14.6724,9.2333,0.1818,1wdn
6.3000,72.6990,1098.2030,8.0633,17.2226,6.1539,0.1818,1wm1
6.3100,63.1213,1390.0740,1.3846,42.1192,2.7066,0.1538,2bal
6.3200,72.7553,687.0129,5.5384,0.0000,8.5197,0.2857,1w3j
6.3300,192.7919,2376.8337,12.7581,0.0000,19.7997,0.0645,1ex8
6.3400,118.8694,2043.5220,3.6111,76.1060,4.4470,0.0556,1bdq
6.3400,67.1734,1107.3551,3.0315,37.8297,0.8344,0.0909,1i00
6.3400,62.3111,1181.2653,3.1829,20.3335,1.6435,0.1333,1xq0
6.3500,67.7116,1039.5530,5.6390,29.3628,5.8067,0.1667,1cbx
6.3500,94.7369,1281.1451,4.7747,11.3325,4.9387,0.2000,1gjb
6.3500,97.8476,1272.0601,5.0265,11.8017,5.2852,0.2000,1gjc
6.3500,106.6146,1164.9585,9.9713,0.0000,9.4458,0.2000,2j7f
6.3600,66.6662,766.5778,1.8681,4.1817,3.5100,0.4000,1c5q
6.3600,103.1604,1303.8511,7.4320,13.7844,6.8638,0.1250,1o2o
6.3600,45.4101,726.6171,3.9045,0.0000,7.7856,0.3333,6abp
6.3700,104.7527,2049.8130,3.5317,60.2719,1.7864,0.0513,1hbv
6.3700,45.0829,1121.6327,1.6238,58.2551,2.7579,0.0606,1hms
6.3700,73.9482,1180.9065,5.9389,39.6397,6.4273,0.0952,5tln
6.4000,83.9814,1223.7361,5.9918,30.0145,7.8610,0.0588,1a1c
6.4000,66.0187,1215.6001,8.1621,0.0000,4.8793,0.0667,1g7v
6.4000,83.3111,1487.7948,1.3384,43.7016,0.0000,0.1429,1i7z
6.4000,71.1043,866.6717,7.2134,45.7072,6.7567,0.2000,1igb
6.4000,54.6116,806.4114,3.3365,26.3805,2.0000,0.5000,1yvm
6.4100,70.6784,655.1783,2.0085,2.2036,2.6024,1.0000,1i80
6.4200,127.9475,1507.1667,3.6949,26.1952,3.8750,0.0800,1w0y
6.4300,99.0343,1611.6193,4.3502,20.4357,5.1585,0.1000,2b07
6.4300,83.0595,1159.6765,6.7732,2.6587,8.8055,0.0909,2fqo
6.4300,105.2054,1585.7621,2.3757,50.8064,0.7463,0.1250,2ivu
6.4400,130.4110,1401.8309,2.4853,82.5296,0.0000,0.0833,1jqe
6.4600,87.3634,1276.2531,2.7471,52.8681,1.5383,0.3333,1m2r
6.4600,90.3245,801.7684,5.3639,22.8494,6.2334,0.5000,1r5y
6.4600,80.6222,1143.1625,1.8272,49.1283,0.8326,0.1818,1ro6
6.4600,51.2091,810.9366,4.6792,6.8624,8.3689,0.2857,7abp
6.4700,90.8681,988.5550,7.4561,6.4534,10.0587,0.2000,1j01
6.4800,86.7437,1262.7891,2.2843,47.1235,1.1839,0.6667,1gpn
6.4800,78.1983,931.6075,7.7590,0.0000,12.4326,0.2222,1rpj
6.4900,88.8569,916.6044,5.6296,12.6012,0.5781,0.1053,1dl7
6.5200,29.0514,579.5496,0.4490,29.9947,0.0000,0.2222,1alw
6.5200,127.0032,1641.5857,5.6945,62.4617,5.0545,0.0741,1ct8
6.5200,46.2991,798.7193,1.4590,26.2534,1.0000,0.1818,1qy1
6.5200,60.0788,828.1523,5.9248,0.0000,10.1108,0.1000,1w1d
6.5200,60.3639,1622.6711,1.4918,88.3524,1.0000,0.1111,1zhy
6.5200,77.9034,1066.1508,3.6384,25.7141,4.1548,0.1538,2h4g
6.5200,169.3779,2713.7356,9.9367,97.9470,10.2799,0.0408,4fiv
6.5500,93.8678,1434.5214,3.1711,35.2172,5.3299,0.0909,1dhj
6.5500,47.8738,1107.3766,1.7030,55.9173,2.7145,0.0571,1hmr
6.5500,60.3595,1415.5573,0.8976,61.3351,0.9915,0.1176,1n4h
6.5500,112.1819,1639.8159,5.5188,16.2299,7.5327,0.0364,1umw
6.5500,80.3960,1221.7817,2.4452,30.7579,2.0223,0.1818,1yc4
6.5500,54.2387,753.2480,3.0071,4.4275,3.4041,0.2500,1yda
6.5700,93.3083,1737.2649,3.4901,61.4195,3.3816,0.0952,1sld
6.5700,115.3641,1322.5791,6.2330,0.0000,6.5657,0.2000,2fqy
6.5700,145.5089,2824.9226,6.0773,76.4513,8.3275,0.0308,5er2
6.5800,93.8645,1358.6066,3.9555,10.1388,6.8468,0.1053,1k1i
6.5900,149.2224,1980.9109,6.8681,41.3692,11.1702,0.0556,1b58
6.5900,187.9067,2887.3220,11.7895,103.8382,11.0236,0.0385,1fiv
6.5900,148.3365,2462.0000,6.0891,65.3615,9.2529,0.0435,1izi
6.6000,104.2166,1834.2919,8.5737,0.0000,10.9831,0.0952,1b38
6.6000,143.9083,1557.3912,11.2444,56.7317,9.5574,0.0488,1g7g
6.6000,81.1160,1670.8564,2.1719,24.7073,3.9294,0.0476,1jzs
6.6000,68.8185,1202.4773,1.4677,53.1313,1.3205,0.4000,1vot
6.6000,145.3439,2397.5645,4.3948,175.3200,6.1207,0.0225,2euk
6.6000,91.1507,1089.5684,9.7970,5.4352,11.2934,0.1429,2f7p
6.6200,98.5499,1193.9684,6.6856,0.0000,6.6208,0.1000,1afk
6.6200,65.0705,675.2418,4.9054,9.1306,8.3522,0.1818,1ii5
6.6200,120.7134,1713.5947,5.5953,29.0820,5.9463,0.0345,1jd5
6.6200,91.0832,972.2972,8.2705,0.0000,8.8265,0.2500,2j7b
6.6200,149.9038,2690.8635,6.6229,100.7664,6.1601,0.0408,4er1
6.6400,126.4793,1699.1959,7.0245,56.7830,5.6548,0.0645,1sln
6.6400,61.0966,890.3476,4.3733,0.0000,8.4862,0.2222,5abp
6.6500,76.0898,760.7125,5.8352,3.8374,10.6749,0.2500,2j75
6.6600,118.7047,1290.9684,5.8838,0.0000,6.3700,0.1176,1a4r
6.6600,58.2941,1034.0408,5.1837,20.7075,5.5275,0.1333,1cps
6.6600,157.3566,1669.8751,13.8990,43.1915,2.0000,0.0645,1elc
6.6600,89.0003,1392.6934,3.1257,35.1779,1.9218,0.1429,1pxp
6.6800,78.5934,799.3052,3.6009,7.0349,4.2791,0.4000,1c5x
6.6800,64.1514,811.9984,5.5070,0.0000,9.8554,0.1176,1mai
6.6800,105.8744,1234.2769,4.9637,0.0000,7.2543,0.2222,2fqw
6.7000,165.5893,2210.0383,9.3702,66.7659,11.7733,0.0571,1b0h
6.7000,127.4592,1727.1128,7.3400,33.8513,11.0420,0.0541,1b3g
6.7000,118.8878,1703.0461,4.7791,48.6332,4.2656,0.0952,1dfo
6.7000,108.9211,1501.4231,13.8565,52.9598,3.7028,0.0952,1eld
6.7000,65.3974,843.7582,3.0024,19.1264,5.1138,0.5000,1f3e
6.7000,99.9597,1348.0917,5.5919,8.2807,7.0299,0.2222,1hp0
6.7000,81.8072,1067.2258,7.2379,0.0000,10.7539,0.1176,1koj
6.7000,50.6662,1180.6958,1.7936,4.3756,2.3629,0.1667,1qy5
6.7000,97.2589,1793.9385,2.8709,102.6108,2.0851,0.1667,1rdt
6.7000,159.4597,2296.2341,5.5157,73.7348,7.8148,0.0741,1rek
6.7000,99.3131,1686.2332,4.3090,60.3560,4.7591,0.0282,2eum
6.7000,125.5881,2052.4822,4.8818,132.0294,5.4082,0.0267,2evl
6.7000,52.3167,814.8829,3.8814,20.7195,3.8009,0.4000,3pck
6.7200,65.0252,1355.1143,0.5563,81.4517,0.0000,0.1111,1rbp
6.7200,127.9267,1639.2461,7.5802,51.0678,10.7831,0.0769,3gst
6.7300,108.6737,1140.7428,7.4693,31.8095,10.3106,0.2222,1wvj
6.7400,95.0647,1285.8998,4.1037,4.4021,4.0920,0.2000,1add
6.7700,128.2955,1574.5458,9.4512,44.3829,6.9340,0.0541,1bzh
6.7700,120.1186,1330.8356,6.3819,16.6840,7.8264,0.1111,1o30
6.7700,95.0772,1016.2831,5.6605,10.6915,6.5717,0.2222,1o3j
6.7700,96.8145,1012.4836,3.6449,10.9901,6.4524,0.2222,1o3k
6.7700,118.2748,1651.7009,7.7283,46.2898,10.1900,0.0556,1ony
6.7700,114.2100,1471.3427,9.0347,22.0242,4.8932,0.0952,1qb1
6.8000,95.6392,1555.0267,4.1812,103.3146,0.0000,0.1250,1fl3
6.8000,72.4054,1570.4495,1.5581,75.6558,2.2110,0.0909,1nq7
6.8000,79.1796,982.0739,4.6623,20.3531,7.1421,0.1818,1p1n
6.8200,78.6909,742.2603,6.1227,0.0000,9.9407,0.3333,1drk
6.8200,96.7673,1170.8385,6.8555,0.0000,8.6295,0.1818,1fhd
6.8200,122.6497,1751.7413,5.4947,25.0270,11.1220,0.0541,1jeu
6.8200,89.1304,1540.6918,4.9186,14.9078,6.4983,0.0645,1k1n
6.8200,63.8599,883.5040,2.5592,57.3337,1.3758,0.3333,1lrh
6.8200,106.4962,1237.0200,4.7250,14.5021,6.7255,0.1333,1o38
6.8200,65.5237,936.4552,5.3738,12.0347,8.6604,0.1176,1uwf
6.8200,151.9648,1834.7817,6.7283,7.2408,11.1353,0.0714,2c94
6.8400,106.7781,1531.8376,2.8429,39.9349,4.3509,0.1000,1bhx
6.8500,47.9917,724.8647,3.8780,0.0000,7.8840,0.3333,1bap
6.8500,96.6909,1289.2454,3.0422,35.1913,2.4251,0.0952,1ele
6.8500,129.2952,1734.4631,5.2697,54.7947,3.1966,0.0645,1g30
6.8500,118.0836,1467.8964,5.5071,34.6415,9.7348,0.0444,1lkk
6.8500,86.8611,1324.8528,2.1818,77.2152,1.1159,0.0870,1os5
6.8500,96.7552,1335.1646,2.2871,43.7206,2.5713,0.2857,1tvo
6.8500,101.7995,1022.1777,9.0961,65.5457,2.3357,0.2000,1xk9
6.8500,62.7234,508.1970,5.4612,0.0000,8.1190,0.2500,1xt8
6.8600,86.3839,1796.9935,2.1394,63.6296,2.4973,0.0645,3aid
6.8700,120.7213,1742.0920,5.5331,27.1971,6.5456,0.0476,1cgl
6.8800,145.9597,1530.4565,5.5197,36.6805,3.2822,0.0952,1xka
6.8900,139.0086,1894.8679,8.5570,20.5417,11.3861,0.0571,1b3f
6.8900,166.3166,2176.7815,9.7294,47.1816,12.2948,0.0571,1jev
6.8900,114.1783,1727.3335,5.5365,54.2029,2.9298,0.0952,1sb1
6.8900,74.7438,755.9409,5.7321,4.4869,8.1078,0.2857,1uz1
6.8900,166.7113,1988.0206,5.0587,0.0000,8.6908,0.0769,2bfq
6.8900,78.4838,737.9112,5.8220,0.0000,10.1016,0.3333,2dri
6.8900,73.5943,1143.4456,3.6782,7.2411,7.4055,0.1250,2f34
6.9000,107.9286,1408.2694,7.3050,28.2314,7.6894,0.1176,1k1l
6.9200,111.6643,2157.3494,4.6991,42.9297,5.6070,0.0455,1a9m
6.9200,159.1004,1506.8367,13.8617,0.0000,15.1640,0.1667,1m9n
6.9200,91.8899,1164.1337,6.5467,13.2070,6.7300,0.1250,1o2j
6.9200,96.2940,1182.0439,6.9496,13.7138,6.1527,0.1250,1o2k
6.9200,147.3561,1429.6053,7.9193,0.0000,13.4056,0.1667,1pkx
6.9200,92.6989,1106.4077,6.4739,27.9025,7.4008,0.1667,1swr
6.9500,102.7037,2075.7651,3.4988,79.3791,5.3429,0.0556,1tcx
6.9600,90.7470,1267.6575,5.4492,43.1441,5.6168,0.2222,1c5c
6.9600,122.0362,2003.3170,5.2960,51.7765,4.0539,0.0426,1ent
6.9600,92.0310,1261.4042,5.7801,11.2793,4.5419,0.1250,1gj8
6.9600,130.6963,2001.1245,5.0632,53.9354,5.1058,0.0426,1gvw
6.9600,107.9645,1473.3939,4.1811,40.3252,4.5220,0.0645,1oyq
6.9600,30.2154,1191.5137,0.1701,52.3392,0.0000,0.4000,1x8j
7.0000,153.3807,1776.9454,8.9749,0.0000,10.5665,0.1333,1ch8
7.0000,99.1309,1539.2208,2.8393,48.0128,2.7295,0.0800,1fpc
7.0000,116.2667,1340.4481,6.1189,19.2492,6.6146,0.2000,1gj6
7.0000,61.6991,966.9891,2.1037,38.5742,0.0000,0.6667,1zoh
7.0000,63.7916,728.1165,5.5834,0.0000,7.0794,0.1667,2gyi
7.0000,99.1400,1204.6945,7.9630,4.6744,8.6017,0.1667,2j7g
7.0300,157.3138,1991.4779,7.6076,49.5291,10.5728,0.0541,1b1h
7.0500,127.8265,1736.1929,6.5751,20.8765,10.4382,0.0571,1b5i
7.0500,119.1688,1514.5181,4.4038,37.3696,0.1611,0.1176,2bq7
7.0500,117.4954,2073.8010,5.4546,62.2430,7.1853,0.0556,2jxr
