pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
7.7400,87.1546,2006.8385,8.6119,56.1416,4.7308,17.0000,9.0000,1heg
4.1900,61.1478,887.8455,3.5574,0.0000,2.2743,6.0000,2.0000,1hi3
4.0400,63.6020,1011.0635,4.2584,0.0000,3.7700,6.0000,3.0000,1hi5
8.0500,105.5198,2127.8794,4.9649,67.7089,7.9404,15.0000,7.0000,1hih
7.2800,108.9157,2119.7092,4.0207,79.6212,7.1157,15.0000,7.0000,1hii
5.0000,51.6310,1148.6552,0.9505,13.6330,1.2183,2.0000,4.0000,1hlk
6.5500,47.8738,1107.3766,1.7030,55.9173,2.7145,16.0000,1.0000,1hmr
6.3700,45.0829,1121.6327,1.6238,58.2551,2.7579,15.0000,1.0000,1hms
5.7900,48.9892,1141.9452,1.4933,59.6689,2.6348,16.0000,1.0000,1hmt
6.0000,42.9361,1077.8595,0.4932,75.5130,0.0000,0.0000,1.0000,1hn2
6.2400,82.4085,940.2333,3.3504,44.1141,2.3515,1.0000,1.0000,1hnn
8.5500,112.6862,2458.5918,4.6831,82.7059,3.2414,20.0000,4.0000,1hos
6.7000,99.9597,1348.0917,5.5919,8.2807,7.0299,2.0000,3.0000,1hp0
9.2200,97.8885,1744.5090,4.8426,41.3001,4.4249,6.0000,1.0000,1hpo
9.2200,125.5834,2317.4282,5.4873,71.5057,6.7010,17.0000,5.0000,1hps
9.2200,98.6331,1904.0342,3.9341,48.8802,3.8256,12.0000,4.0000,1hpv
11.2600,121.4017,2169.7781,4.5576,46.5198,4.2383,14.0000,5.0000,1hpx
3.0000,29.3196,556.6985,1.5384,1.3609,3.2935,4.0000,2.0000,1hqg
9.4200,124.2658,2299.8010,2.5120,82.5886,3.8774,12.0000,5.0000,1hsh
7.9600,100.5170,2202.0862,8.9276,63.3636,5.3009,11.0000,4.0000,1hvh
10.9200,154.6403,2605.2158,5.6505,83.0027,8.1706,19.0000,8.0000,1hvi
11.4000,152.3597,2535.7415,4.9513,82.2111,6.6903,19.0000,7.0000,1hvj
10.9600,178.7130,2652.8674,5.8848,94.0638,8.2089,19.0000,8.0000,1hvk
9.9500,157.1207,2611.4060,5.2334,84.9343,6.8071,19.0000,8.0000,1hvl
9.5100,131.8572,2424.0818,3.0374,118.6312,4.1471,8.0000,2.0000,1hvr
10.3000,142.5770,2572.7837,4.0404,78.3310,6.1719,19.0000,8.0000,1hvs
8.3300,91.0594,1585.7870,2.4958,57.2749,4.2713,8.0000,2.0000,1hwr
9.9200,137.9337,2403.4829,5.2194,82.3755,5.2530,13.0000,4.0000,1hxb
10.8200,142.8040,2329.4548,5.0025,66.5930,5.8400,18.0000,6.0000,1hxw
4.0700,64.9100,804.2958,4.0544,6.2297,6.4253,4.0000,1.0000,1hyo
6.3400,67.1734,1107.3551,3.0315,37.8297,0.8344,9.0000,2.0000,1i00
8.5200,204.0111,2975.1870,10.5724,106.8092,7.5057,13.0000,6.0000,1i5r
6.4000,83.3111,1487.7948,1.3384,43.7016,0.0000,5.0000,2.0000,1i7z
6.4100,70.6784,655.1783,2.0085,2.2036,2.6024,0.0000,0.0000,1i80
8.4800,52.6375,860.0943,4.1813,31.9147,1.4988,4.0000,1.0000,1i9l
8.4800,57.2263,990.5963,9.9289,27.6957,2.8474,4.0000,1.0000,1i9m
8.6600,57.4518,918.8293,5.2586,32.8480,1.6611,4.0000,1.0000,1i9n
8.4200,63.3033,956.6755,5.4719,32.5441,2.5626,4.0000,1.0000,1i9o
8.4100,61.1448,981.3185,6.8492,33.4224,2.7447,4.0000,1.0000,1i9p
8.4100,52.7697,949.9100,4.1909,28.8892,1.3819,4.0000,1.0000,1i9q
2.2200,75.3002,1259.5542,2.8927,0.0000,1.6591,25.0000,2.0000,1icj
9.6400,54.9443,992.7515,4.8208,34.3001,1.3977,6.0000,2.0000,1if8
6.4000,71.1043,866.6717,7.2134,45.7072,6.7567,3.0000,2.0000,1igb
10.0000,74.5640,1420.5359,1.5416,57.0500,0.1026,3.0000,7.0000,1igj
6.6200,65.0705,675.2418,4.9054,9.1306,8.3522,4.0000,1.0000,1ii5
2.8900,58.1169,727.0515,3.1891,0.0000,5.6486,4.0000,1.0000,1iih
7.4800,160.6306,2569.8481,9.1941,86.0315,9.5337,21.0000,4.0000,1iiq
7.4100,66.1831,749.8219,8.9936,0.0000,12.6771,3.0000,1.0000,1ik4
3.4000,76.5084,1437.6611,2.0539,54.4975,0.9721,13.0000,6.0000,1ikt
3.5200,34.7680,885.5301,0.2219,42.4255,0.4791,22.0000,15.0000,1imx
6.1900,65.2856,1079.3407,6.2330,25.2847,8.1789,5.0000,1.0000,1iy7
7.7000,169.5383,2556.9951,9.7196,88.6376,10.2547,20.0000,4.0000,1izh
6.5900,148.3365,2462.0000,6.0891,65.3615,9.2529,20.0000,4.0000,1izi
6.4700,90.8681,988.5550,7.4561,6.4534,10.0587,2.0000,4.0000,1j01
4.4900,62.6566,621.2662,2.4599,5.8270,4.1221,1.0000,1.0000,1j14
7.7200,119.8335,1637.6134,4.1583,78.5364,1.8571,16.0000,3.0000,1j4r
5.5700,97.9343,966.4815,6.0218,22.2409,8.0019,2.0000,4.0000,1jak
5.9200,98.9238,1236.0967,4.4469,28.5508,3.6485,8.0000,2.0000,1jao
5.1500,93.0513,1448.3588,8.1469,0.0000,10.9140,12.0000,4.0000,1jcx
6.6200,120.7134,1713.5947,5.5953,29.0820,5.9463,24.0000,8.0000,1jd5
7.2500,122.5353,1539.4592,6.2806,21.3538,9.9536,13.0000,4.0000,1jet
6.8200,122.6497,1751.7413,5.4947,25.0270,11.1220,16.0000,3.0000,1jeu
6.8900,166.3166,2176.7815,9.7294,47.1816,12.2948,15.0000,3.0000,1jev
2.0500,53.4586,1053.9083,1.6311,0.0000,2.9499,6.0000,8.0000,1jfh
8.7000,91.0053,1213.7037,3.0855,104.1776,3.6479,0.0000,3.0000,1jgl
3.3300,83.1322,1371.1288,7.8505,0.0000,7.7914,8.0000,3.0000,1jlr
5.7700,82.1004,1149.4998,8.8806,0.6603,8.4256,4.0000,1.0000,1jmf
6.0700,84.6486,1121.2100,8.7367,0.3725,7.6922,4.0000,1.0000,1jmg
6.0600,72.8898,1128.3014,3.8539,0.7698,7.1710,4.0000,1.0000,1jmi
4.0900,21.5567,630.5560,1.1513,7.4736,0.9713,6.0000,4.0000,1jn2
4.9500,129.0074,1787.4427,5.6751,4.1130,6.6155,10.0000,4.0000,1jn4
4.6200,56.1372,671.9606,4.5800,0.0000,7.9949,4.0000,4.0000,1joc
6.0000,156.3606,1981.8373,19.8855,60.7938,3.6644,16.0000,8.0000,1jq8
6.4400,130.4110,1401.8309,2.4853,82.5296,0.0000,9.0000,4.0000,1jqe
4.9200,97.0833,1309.3529,6.2238,5.8396,6.4640,9.0000,4.0000,1jqy
3.4000,48.2094,599.4297,13.6990,6.0387,3.0000,3.0000,2.0000,1jt1
7.8500,87.8223,1716.8928,6.5148,39.4578,5.5785,6.0000,1.0000,1jwt
8.7000,157.7730,1836.3833,14.4785,61.7038,18.0587,19.0000,2.0000,1jyq
6.6000,81.1160,1670.8564,2.1719,24.7073,3.9294,17.0000,6.0000,1jzs
6.5800,93.8645,1358.6066,3.9555,10.1388,6.8468,8.0000,1.0000,1k1i
7.5500,113.9861,1508.6234,4.8459,29.4069,6.7519,9.0000,2.0000,1k1j
6.9000,107.9286,1408.2694,7.3050,28.2314,7.6894,7.0000,1.0000,1k1l
7.4000,108.6583,1469.6884,5.0852,23.8734,7.0126,7.0000,2.0000,1k1m
6.8200,89.1304,1540.6918,4.9186,14.9078,6.4983,12.0000,5.0000,1k1n
3.2200,117.8048,2089.1965,6.1144,7.3865,9.8432,9.0000,14.0000,1k1y
8.3800,104.7365,1511.7681,5.1115,50.6678,6.9870,11.0000,0.0000,1k21
8.4000,121.5354,1618.1786,4.7032,48.2054,6.6829,9.0000,2.0000,1k22
5.1100,69.1431,1026.2058,2.0460,22.1072,2.3909,4.0000,2.0000,1k4h
5.8200,99.9184,1154.8298,6.1704,82.5750,6.3391,7.0000,0.0000,1kav
5.5200,59.5283,553.1166,9.3112,0.0000,9.1314,3.0000,0.0000,1kc7
9.0500,73.2144,1396.1824,2.3353,53.4652,3.1157,0.0000,3.0000,1kdk
7.2800,108.4398,1221.6223,4.9582,56.2492,5.7527,10.0000,0.0000,1kel
6.0600,96.9247,1166.0983,4.0693,4.2856,7.3376,8.0000,8.0000,1kjr
5.2000,55.6798,616.4386,2.0313,3.9613,1.8051,3.0000,6.0000,1kll
5.1000,74.5220,912.3006,5.0731,32.5794,3.4111,1.0000,2.0000,1kmy
6.7000,81.8072,1067.2258,7.2379,0.0000,10.7539,6.0000,3.0000,1koj
5.8000,103.2002,1548.6627,5.6079,77.6639,1.2930,11.0000,9.0000,1kpm
9.4000,167.1076,1650.1697,5.1719,68.5350,4.5780,9.0000,3.0000,1ksn
5.9200,143.5168,1495.8157,6.1174,12.8783,7.1825,5.0000,6.0000,1kyv
10.3900,144.5303,2254.4668,4.3119,80.4793,4.2383,9.0000,6.0000,1kzk
8.9200,116.7798,1739.0928,2.6864,48.8419,3.3736,10.0000,9.0000,1kzn
8.1000,36.2425,433.7941,3.8058,10.3712,2.8217,1.0000,2.0000,1l6m
3.4000,30.6745,467.0640,0.4304,49.9588,0.0000,0.0000,0.0000,1l83
7.8500,101.9852,834.7882,4.5812,11.8734,9.1878,5.0000,1.0000,1laf
6.3000,85.2544,778.0334,4.7361,1.6691,7.1823,3.0000,1.0000,1lag
7.5200,77.2141,623.6866,3.9011,12.0329,7.8003,4.0000,2.0000,1lah
7.8500,99.3518,1400.1085,7.4648,33.2059,11.0425,9.0000,3.0000,1lbf
7.7400,121.3664,1831.4170,4.8500,86.1539,4.4475,13.0000,6.0000,1lee
7.5200,117.2686,1818.5581,5.4291,79.3428,5.4379,13.0000,6.0000,1lf2
12.0000,121.1772,1908.2662,7.7992,15.4875,11.5967,9.0000,14.0000,1lf9
6.1000,79.1484,981.6355,4.5623,35.9457,3.9320,1.0000,2.0000,1lgt
4.0000,37.1158,621.8224,1.2690,40.3615,1.0000,0.0000,1.0000,1lgw
4.0400,37.7432,541.0239,0.7389,43.2867,0.9288,0.0000,1.0000,1li2
4.2500,35.0068,609.1805,0.9027,35.6668,0.9868,0.0000,1.0000,1li3
3.8000,28.3980,472.0526,1.2751,22.7046,0.5436,0.0000,1.0000,1li6
7.5200,85.7669,1685.4896,1.8917,64.4794,2.8331,1.0000,5.0000,1lke
6.8500,118.0836,1467.8964,5.5071,34.6415,9.7348,20.0000,3.0000,1lkk
5.8100,110.9948,1376.1744,5.4074,25.3888,9.6267,18.0000,1.0000,1lkl
8.7000,85.4781,1615.2827,1.3470,73.5445,1.9091,1.0000,4.0000,1lnm
11.0600,92.1975,1493.3484,8.4304,5.5288,12.8725,4.0000,3.0000,1lor
5.5200,107.5442,1252.4860,4.0188,104.2302,0.0000,9.0000,1.0000,1lox
7.0900,171.5727,1832.4564,7.4544,48.7990,2.8450,10.0000,4.0000,1lpg
7.5500,153.1334,1609.8395,4.2087,61.7981,3.0513,8.0000,3.0000,1lpk
7.6000,144.5962,1567.6705,4.8856,65.1730,3.2968,6.0000,2.0000,1lpz
6.8200,63.8599,883.5040,2.5592,57.3337,1.3758,2.0000,0.0000,1lrh
5.6400,106.0032,1582.7079,10.0137,0.0000,11.6919,11.0000,4.0000,1lrt
11.4200,117.3651,2025.8472,6.2913,48.1179,10.0698,22.0000,13.0000,1lyb
4.5400,50.5369,607.4777,5.1877,0.0000,4.5269,3.0000,0.0000,1lyx
8.3900,161.1546,2483.7083,10.5078,73.2589,6.8058,21.0000,3.0000,1lzq
2.3100,112.7696,1581.8260,8.2204,22.9745,8.5803,7.0000,4.0000,1m0o
7.5700,104.8654,1959.4351,8.4331,120.5111,1.9746,11.0000,12.0000,1m13
4.6600,54.8049,730.4628,5.5870,0.0000,7.2734,3.0000,0.0000,1m1b
6.1100,75.4481,1231.4104,2.7895,54.9978,2.9888,1.0000,2.0000,1m2p
6.4600,87.3634,1276.2531,2.7471,52.8681,1.5383,0.0000,4.0000,1m2r
4.1500,58.0411,656.4709,4.2906,12.2180,2.0000,3.0000,2.0000,1m2x
5.0900,101.5521,1232.8877,4.2754,68.9467,3.9254,10.0000,1.0000,1m48
9.5200,170.8667,2812.0527,7.8749,76.0122,10.5364,31.0000,9.0000,1m4h
4.2700,52.8267,917.0477,6.9025,2.4470,4.7627,5.0000,3.0000,1m5w
5.1000,74.7676,724.4901,7.6231,0.0000,11.5029,3.0000,4.0000,1m6p
6.2300,83.0561,1692.0957,3.1807,10.3359,4.6647,7.0000,10.0000,1m7d
5.4000,94.7487,2273.4087,5.3098,12.2075,5.8443,11.0000,17.0000,1m7i
10.9600,145.3732,1613.6293,9.8752,22.5583,14.3315,11.0000,3.0000,1m7y
3.4000,142.0193,1931.3241,9.8290,0.0000,16.3447,8.0000,2.0000,1m83
6.9200,159.1004,1506.8367,13.8617,0.0000,15.1640,4.0000,2.0000,1m9n
6.6800,64.1514,811.9984,5.5070,0.0000,9.8554,6.0000,3.0000,1mai
7.1900,88.4913,1323.8092,5.7606,0.0000,8.8816,5.0000,2.0000,1me7
7.1900,83.0932,1254.7598,5.8472,0.0000,8.9861,5.0000,2.0000,1me8
7.7000,126.8169,2183.2781,3.6655,81.0971,5.4902,10.0000,4.0000,1mes
9.4000,135.8468,2209.9963,5.1167,99.2882,5.5667,10.0000,4.0000,1met
6.1000,126.6493,2239.7036,3.9159,78.7952,5.2794,10.0000,4.0000,1meu
5.0400,65.5881,1189.9250,2.2152,20.7751,3.7432,7.0000,10.0000,1mfa
5.3100,69.7724,1268.4458,1.9691,20.2134,2.9543,7.0000,10.0000,1mfd
5.5900,82.7012,886.2712,4.4739,51.7968,1.9984,2.0000,1.0000,1mfi
9.2100,109.7822,1840.9214,4.3325,84.0437,1.4499,14.0000,0.0000,1mh5
7.3500,121.8176,1952.8284,4.2412,34.8503,4.1504,19.0000,2.0000,1mhw
8.3500,121.1425,1660.4495,3.7467,82.6937,2.5341,14.0000,0.0000,1mj7
8.7400,116.0352,1740.7606,4.4639,74.4771,3.3137,14.0000,0.0000,1mjj
6.0700,95.6213,1249.1160,4.8795,30.3847,4.7734,6.0000,2.0000,1mmp
7.5200,91.8157,1276.3375,5.1826,22.5108,8.6519,6.0000,3.0000,1mmq
5.4000,98.9587,1310.7651,4.4438,23.6337,5.7067,6.0000,5.0000,1mmr
3.4600,65.0091,1163.8557,6.1273,0.0000,10.1303,3.0000,4.0000,1moq
9.0000,161.9063,1645.3363,4.6500,31.1979,2.2332,6.0000,1.0000,1mq5
4.5200,168.7173,2581.8992,6.7282,20.4466,7.9278,16.0000,4.0000,1mrn
3.9600,110.4920,1410.7770,5.4383,13.0798,6.1897,5.0000,2.0000,1mrs
9.7000,129.6656,2090.1562,5.7255,59.7543,5.3090,8.0000,8.0000,1mrw
7.2600,137.1486,2072.6460,6.3915,72.0553,5.2102,8.0000,8.0000,1mrx
10.4800,155.0481,2326.8755,6.4254,86.1028,5.2810,9.0000,6.0000,1msm
9.0900,152.2272,2238.5950,5.6951,91.6189,4.8724,9.0000,6.0000,1msn
8.4000,115.2244,2257.0063,4.7568,77.7226,5.2879,11.0000,6.0000,1mtr
8.3800,102.7340,1542.8542,2.0833,42.1760,2.3695,8.0000,1.0000,1mu6
9.0000,109.2646,1611.8400,1.8560,46.9557,1.9436,8.0000,2.0000,1mu8
8.6400,104.3246,1595.1268,3.1201,48.2461,2.8339,8.0000,0.0000,1mue
5.7000,53.0405,745.6574,4.3403,25.2819,4.7060,2.0000,3.0000,1n1m
3.8500,72.6231,1062.9761,4.6932,6.7958,8.0211,5.0000,5.0000,1n1t
8.8900,100.1686,1310.8429,4.6821,5.6140,5.9751,3.0000,2.0000,1n3i
10.5200,115.9948,1808.4697,5.5566,75.4571,4.3135,4.0000,5.0000,1n46
6.5500,60.3595,1415.5573,0.8976,61.3351,0.9915,5.0000,5.0000,1n4h
10.0500,62.8262,881.6258,5.3736,0.0000,9.7351,6.0000,3.0000,1n4k
4.8500,120.2367,1811.9539,7.0964,35.6754,5.9451,8.0000,3.0000,1n51
5.6600,57.9095,1065.5424,1.6874,47.9461,1.0000,7.0000,5.0000,1n5r
6.0300,40.0076,780.0201,0.1413,65.1440,0.0000,11.0000,1.0000,1n8v
5.0000,117.8861,1339.4891,6.4892,0.0000,9.5592,2.0000,3.0000,1nc3
5.9200,103.4194,1378.1451,6.7173,34.3935,2.1354,4.0000,0.0000,1ndv
7.8200,87.7458,1178.9413,3.8991,49.5793,6.4498,4.0000,1.0000,1nf8
7.7400,129.6185,1526.9874,4.7820,48.8898,1.3766,5.0000,1.0000,1nfu
8.9600,137.0363,1426.7317,3.4007,39.8320,1.0000,5.0000,0.0000,1nfw
8.5200,137.0292,1587.7219,2.5089,39.2941,0.8963,6.0000,1.0000,1nfx
9.7400,171.0266,2560.9905,6.6565,88.9759,7.2409,22.0000,1.0000,1nh0
5.5500,84.6061,1107.2186,6.6729,0.8290,9.8682,4.0000,2.0000,1njc
5.5700,88.8680,1136.8823,6.3542,0.6821,8.7376,4.0000,1.0000,1njd
2.1000,38.1087,959.3782,4.9788,6.3202,4.2079,6.0000,12.0000,1njj
7.8200,142.0459,1826.2059,7.7788,28.3013,13.5110,13.0000,4.0000,1njs
5.9600,103.6075,1546.2588,6.3904,49.2683,8.7713,12.0000,2.0000,1nl9
3.5900,74.8728,604.6540,3.4485,0.0000,4.1002,0.0000,1.0000,1nli
10.0500,122.4346,1744.9537,2.4897,51.1911,3.0271,2.0000,0.0000,1nm6
4.4100,80.3423,1240.3157,6.9643,44.8258,6.9919,4.0000,0.0000,1no6
6.8000,72.4054,1570.4495,1.5581,75.6558,2.2110,6.0000,8.0000,1nq7
8.8900,120.1339,1694.0925,3.5802,55.6150,4.0056,1.0000,0.0000,1nt1
4.0000,33.9820,607.4834,1.5012,39.0786,0.8223,5.0000,2.0000,1nu3
8.1100,102.0390,1828.7438,3.7133,63.8459,3.7791,3.0000,3.0000,1nvr
7.8200,83.9617,1599.2415,3.7493,56.5867,1.8633,1.0000,0.0000,1nvs
9.0700,90.6581,1245.9126,3.2986,1.5269,5.1922,2.0000,3.0000,1nw4
5.2100,125.7686,1555.2771,7.6521,1.2047,9.1243,7.0000,5.0000,1nw5
5.0900,92.9912,1313.9539,4.8401,1.3598,6.8661,7.0000,4.0000,1nw7
2.3900,72.8151,1163.0858,7.4259,17.2080,2.0665,11.0000,1.0000,1nwl
7.1200,133.7760,1943.4189,9.3905,50.8807,10.8479,19.0000,3.0000,1nz7
5.3000,85.9908,942.7808,3.6588,0.0000,3.9917,6.0000,2.0000,1o0f
5.1500,69.6202,999.6956,4.3729,2.3126,4.4330,4.0000,2.0000,1o0m
4.0900,53.9282,923.9842,2.6338,2.4463,3.8830,4.0000,2.0000,1o0n
5.1000,57.9122,689.1844,3.1154,0.0000,2.6092,6.0000,1.0000,1o0o
6.1200,102.8359,1369.5891,7.0812,35.2563,5.5642,3.0000,2.0000,1o2g
7.1700,106.4370,1256.6006,5.7347,18.4513,6.7350,4.0000,2.0000,1o2h
6.9200,91.8899,1164.1337,6.5467,13.2070,6.7300,5.0000,4.0000,1o2j
6.9200,96.2940,1182.0439,6.9496,13.7138,6.1527,5.0000,4.0000,1o2k
6.0900,106.5095,1334.4310,5.5484,19.1865,6.2078,3.0000,2.0000,1o2n
6.3600,103.1604,1303.8511,7.4320,13.7844,6.8638,5.0000,4.0000,1o2o
7.6800,110.4694,1365.4836,6.1626,19.5437,6.8228,4.0000,2.0000,1o2q
5.4700,78.9752,981.7258,4.9528,8.0659,7.0504,2.0000,2.0000,1o2s
5.8500,100.4170,1043.3972,6.7523,9.9115,7.1343,6.0000,2.0000,1o2w
5.8500,104.3385,1053.3115,6.5126,10.6389,7.0611,6.0000,2.0000,1o2x
6.1100,116.6272,1298.6838,6.7138,15.1015,7.7540,8.0000,3.0000,1o2z
6.7700,120.1186,1330.8356,6.3819,16.6840,7.8264,7.0000,2.0000,1o30
5.7400,79.2216,978.9712,4.1797,3.7136,6.9049,2.0000,2.0000,1o33
5.9600,120.8761,1399.9818,8.9538,14.9485,6.5310,8.0000,2.0000,1o36
6.8200,106.4962,1237.0200,4.7250,14.5021,6.7255,5.0000,3.0000,1o38
7.1300,106.9918,1221.0685,4.7637,13.0508,6.7421,3.0000,2.0000,1o3d
7.3000,100.8239,1004.0035,4.4103,13.1752,6.9400,2.0000,3.0000,1o3h
7.3000,100.9264,1027.9877,4.6154,12.9705,6.7449,2.0000,3.0000,1o3i
6.7700,95.0772,1016.2831,5.6605,10.6915,6.5717,2.0000,3.0000,1o3j
6.7700,96.8145,1012.4836,3.6449,10.9901,6.4524,2.0000,3.0000,1o3k
4.4900,125.9922,1540.3689,8.1272,8.9389,11.0664,6.0000,2.0000,1o7o
9.5700,97.9588,1634.5942,4.9336,40.6053,6.3102,12.0000,1.0000,1o86
2.6800,59.3048,807.9192,6.0985,0.0000,11.3189,3.0000,3.0000,1o8b
5.6000,102.1279,1472.5288,6.9577,25.9256,10.6569,19.0000,6.0000,1o9d
5.0000,88.7246,1408.5869,4.2059,46.6756,3.6868,30.0000,5.0000,1oai
7.4000,128.6668,1305.9270,6.6210,88.6093,1.2184,1.0000,2.0000,1oar
2.4400,31.5293,281.6779,0.6182,0.0000,0.1762,2.0000,4.0000,1oba
5.7200,61.0717,1044.3925,2.4302,33.1100,3.6972,13.0000,4.0000,1obx
5.1900,90.3387,1119.8431,6.9156,3.1896,12.0019,4.0000,6.0000,1ocq
5.1000,86.2025,969.1389,5.3709,5.9109,8.2078,2.0000,4.0000,1od8
4.1000,103.5741,1255.0822,4.0245,0.0000,5.1385,2.0000,4.0000,1odj
8.1000,161.8922,2660.7571,12.6385,82.0914,10.9120,20.0000,7.0000,1ody
5.5200,69.4849,844.2300,4.3014,1.4956,8.0828,9.0000,2.0000,1oe8
4.6200,43.8580,512.1745,2.5805,9.2711,4.8582,0.0000,5.0000,1ofz
5.1900,123.3442,1895.9558,4.7848,20.5554,6.0461,9.0000,11.0000,1ogg
6.0900,43.8495,1050.7179,2.3136,55.3110,2.0000,0.0000,2.0000,1ogx
8.7000,120.6153,2078.6824,2.9334,67.1476,4.1711,10.0000,6.0000,1ohr
7.7200,69.4014,678.8798,4.6076,4.2577,7.9503,1.0000,3.0000,1oif
6.0300,61.6011,953.6338,4.8223,39.9451,1.8615,2.0000,3.0000,1okl
4.5400,45.5997,628.0467,3.3550,0.0000,7.2628,1.0000,5.0000,1oko
4.3300,162.5541,1690.5289,12.2363,27.9853,13.1965,8.0000,3.0000,1olx
6.7700,118.2748,1651.7009,7.7283,46.2898,10.1900,16.0000,2.0000,1ony
5.1000,80.7270,1241.1542,6.1809,39.2623,6.4253,4.0000,1.0000,1onz
8.8100,95.4461,2107.2764,6.4530,19.6433,5.9211,5.0000,8.0000,1ork
6.0300,98.7018,1659.1204,4.8963,62.9997,4.1177,12.0000,1.0000,1os0
6.8500,86.8611,1324.8528,2.1818,77.2152,1.1159,7.0000,7.0000,1os5
4.7900,53.9086,615.6196,2.1266,5.6997,3.0577,1.0000,1.0000,1oss
5.6800,70.3222,1257.2496,2.1782,75.6826,1.0000,3.0000,0.0000,1ow4
8.2000,76.4613,1236.9672,3.7317,11.3323,6.2069,4.0000,2.0000,1owd
6.2000,73.9319,1098.6836,2.9716,9.9822,5.0952,3.0000,1.0000,1owe
7.4000,78.3403,1164.3352,3.4354,11.2547,5.2966,4.0000,2.0000,1owh
6.9600,107.9645,1473.3939,4.1811,40.3252,4.5220,13.0000,3.0000,1oyq
7.2400,103.0967,1621.4814,2.9901,40.8506,4.1520,4.0000,1.0000,1oyt
7.7000,148.5902,2633.6021,12.9348,34.3016,12.0070,16.0000,3.0000,1oz0
4.1100,73.7385,1064.2209,9.9503,0.0000,8.3958,4.0000,2.0000,1p19
6.8000,79.1796,982.0739,4.6623,20.3531,7.1421,4.0000,1.0000,1p1n
5.7600,89.4312,927.7441,6.0105,0.0000,10.2825,3.0000,1.0000,1p1o
5.4200,15.1240,369.6339,0.0422,14.5218,0.0618,1.0000,3.0000,1p28
4.6000,82.6415,887.9659,7.3825,19.9094,7.9869,3.0000,1.0000,1pa9
5.1500,65.7048,500.6424,5.6464,0.0000,9.0900,2.0000,2.0000,1pb8
9.0500,98.9602,1669.6473,3.8270,47.5105,5.9819,6.0000,13.0000,1pbk
3.7000,36.3397,493.0738,2.9996,0.0000,4.7434,3.0000,0.0000,1pdz
2.7200,46.3809,546.2112,2.3860,5.5507,2.0000,4.0000,2.0000,1pfu
5.7000,59.7232,968.5998,5.0633,0.0000,7.6879,7.0000,4.0000,1pgp
6.9200,147.3561,1429.6053,7.9193,0.0000,13.4056,4.0000,2.0000,1pkx
9.4000,82.4069,1380.5651,3.4645,43.4005,1.0000,4.0000,1.0000,1pme
5.4900,90.1616,775.3597,4.1874,38.3879,4.9803,7.0000,2.0000,1pot
6.1600,105.2956,1527.0487,4.1367,34.5855,5.6067,9.0000,2.0000,1ppc
5.9200,91.2718,1274.6487,3.2196,15.4434,5.6524,7.0000,2.0000,1pph
5.0100,167.6982,2547.6345,8.5041,7.4070,14.8062,12.0000,17.0000,1ppi
7.6600,116.1216,1592.9443,5.8856,43.7340,5.1679,16.0000,9.0000,1ppk
8.5500,130.5904,1970.0039,4.7575,63.0553,4.9959,18.0000,9.0000,1ppl
5.3000,87.2807,1047.9028,4.5434,0.0000,5.0970,2.0000,3.0000,1pr1
11.3000,140.8986,2265.3542,4.1486,74.9399,6.7603,10.0000,5.0000,1pro
2.2800,91.1199,979.8383,7.1719,0.0000,10.0943,1.0000,4.0000,1ps3
3.1000,88.8965,702.7246,3.3638,0.0000,0.4333,0.0000,2.0000,1pu7
3.1000,84.3287,698.9051,3.7963,0.0000,0.0000,0.0000,0.0000,1pu8
9.8200,113.5236,1578.1506,8.4700,0.0000,11.7836,5.0000,2.0000,1pvn
3.2300,56.5423,930.5534,3.6219,7.6902,5.8970,3.0000,6.0000,1px4
7.1500,88.8369,1406.1342,3.8938,31.1986,2.9915,4.0000,3.0000,1pxn
6.6600,89.0003,1392.6934,3.1257,35.1779,1.9218,4.0000,4.0000,1pxp
5.4900,144.6831,1718.9094,6.2020,39.8890,10.1248,18.0000,5.0000,1pyn
4.2200,71.8489,993.4368,5.9049,3.4033,6.7794,5.0000,5.0000,1pzi
3.3200,71.6106,909.2902,1.8005,35.3603,1.2258,5.0000,0.0000,1pzo
3.3100,51.1627,1077.8558,1.5742,37.7311,0.0000,6.0000,0.0000,1pzp
8.5700,105.4210,1299.4325,4.4786,1.4449,5.5761,3.0000,3.0000,1q1g
5.8500,83.3035,1063.5305,9.1073,8.7950,7.0036,7.0000,2.0000,1q54
5.8500,84.1196,1204.8757,4.7710,8.7839,6.1640,3.0000,1.0000,1q63
5.4600,96.9006,1068.1658,4.4157,18.0417,5.1518,5.0000,4.0000,1q65
5.7700,118.1158,1269.5886,7.2149,40.0815,4.9194,4.0000,2.0000,1q66
11.0500,193.7575,2629.1643,5.2821,150.6266,3.2828,12.0000,2.0000,1q84
5.9600,68.1155,1330.7113,2.4742,44.0656,0.8433,2.0000,2.0000,1q8u
5.2400,62.2156,1194.5520,2.4410,26.8112,2.2845,2.0000,0.0000,1q8w
4.1500,112.7609,1396.9806,4.0663,34.4832,4.0167,3.0000,1.0000,1q91
7.5700,97.1007,1142.2889,8.5681,3.0717,16.5222,6.0000,0.0000,1q95
4.4800,117.2229,1681.3936,4.5099,3.9929,5.5470,7.0000,3.0000,1qan
5.1200,70.3014,1182.2601,4.2235,19.5303,6.4459,3.0000,1.0000,1qaw
