pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
1.7400,43.2516,777.2257,2.3239,0.0000,5.6366,1.4714,8.2062,0.3560,0.0000,1.2055,41.9248,709.2614,1.6298,0.0000,4.8686,0.7548,9.0792,0.5954,0.0000,1.5525,0.2000,1u2y
4.6000,94.3804,1848.3687,3.8683,0.0000,7.2409,24.3157,162.4184,1.1877,0.0000,2.7966,73.2256,1715.5795,3.5429,0.0000,6.6206,31.1242,167.5284,1.4517,0.0000,2.7717,0.0667,1u33
1.4400,52.1382,614.6791,0.7781,13.8701,1.8008,2.5610,12.3787,0.0167,3.4691,0.0000,52.5514,632.5290,1.1056,6.0828,2.3812,2.4006,11.9644,0.0004,4.0127,0.0000,0.1818,1utp
5.9700,73.8678,911.0364,4.4385,0.0000,7.7932,1.1253,7.8327,0.7751,0.0000,1.7639,51.0876,860.8478,1.9880,0.0000,5.2571,1.8084,7.9732,0.1811,0.0000,0.6080,0.2000,1uwt
3.8700,139.7827,1560.5769,5.4696,25.7830,9.1136,11.6297,82.4880,0.6548,1.0000,0.0000,124.0769,1511.9292,4.0935,19.1048,7.4420,15.4554,87.2270,0.5730,1.0000,0.0000,0.1000,1v16
4.7300,103.8442,1399.7102,2.2384,38.9003,3.9248,10.9656,110.3303,0.0035,0.0000,0.0000,106.7976,1359.0366,2.4939,40.7555,4.7716,14.3211,114.2954,0.4925,0.0000,0.0000,0.0800,1v2o
7.8000,106.0807,1295.8370,2.3537,8.7343,5.7338,5.9018,56.9502,0.0186,1.9055,0.0000,98.1426,1233.1415,3.5564,11.4079,5.5575,10.9563,74.0812,0.1490,1.3814,0.0000,0.1333,1v48
5.6000,56.6191,639.6623,0.8486,0.0000,2.1361,0.0000,0.0000,0.0000,0.0000,0.0000,49.1159,643.9592,0.5884,0.0000,1.9351,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1vfn
7.4400,118.5619,1771.6660,3.2033,30.4508,5.2655,13.0223,124.9399,0.4986,4.5646,0.0000,92.3378,1498.9996,2.4483,19.2728,4.4819,13.2016,170.4185,0.6327,6.0821,0.0000,0.1667,1vzq
11.0600,91.0301,1491.4431,5.6639,5.7018,10.1552,13.5885,67.0865,0.8043,0.0000,0.0000,92.9144,1490.8923,5.6325,5.6086,10.0584,11.7447,67.0098,0.7678,0.0000,0.0000,0.1667,1x1z
7.9200,159.9915,2795.3831,6.1271,4.6475,11.8114,54.3073,410.0894,2.5336,2.0000,5.0311,174.1875,2832.4658,7.8115,4.7444,13.3023,55.1809,418.7484,3.3597,1.9417,5.6442,0.0385,1xd1
6.0000,66.4346,1045.5740,2.5542,17.3714,6.3487,9.0938,61.7194,0.3187,0.2979,0.3114,79.7335,1033.5858,3.1355,10.1728,6.1748,10.9131,65.2924,0.0246,1.4007,0.0000,0.1538,1xgj
1.8200,61.2611,578.7159,2.8007,23.6212,5.7441,1.1347,1.1993,0.0000,0.0000,0.0000,54.1144,579.8134,2.3909,29.5983,4.8055,0.7971,1.1772,0.0000,0.0000,0.0000,0.4000,1y1m
11.7000,114.0036,1357.3669,2.1115,7.5078,3.9546,5.9407,61.7750,0.1119,1.0000,0.0000,114.0036,1357.3669,2.1115,7.5078,3.9546,5.9407,61.7750,0.1119,1.0000,0.0000,0.1538,1y6q
7.3200,76.8529,1679.4253,1.3409,57.1395,2.1169,8.9693,73.0172,0.4169,1.3600,0.4143,79.7552,1617.3092,0.4845,35.7944,0.8747,17.8815,104.9817,0.3961,5.7723,0.4349,0.1111,1ydt
3.2200,62.7920,889.4513,1.4993,4.3826,4.1755,4.2586,31.9772,0.4901,0.0000,0.9800,62.2331,827.8662,2.5326,1.5239,6.0027,5.8773,32.2489,0.1833,0.0000,0.5009,0.1538,1zc9
7.4000,56.0269,965.5957,0.5252,31.8803,0.0000,0.9903,11.5009,0.0000,0.0000,0.0000,58.4483,973.6642,1.0284,29.8414,0.0000,1.1430,11.2700,0.0000,0.0000,0.0000,0.3333,1zoe
6.1500,133.7490,1595.2053,2.9055,55.3319,2.7515,8.7005,81.0189,0.1299,4.1990,0.0000,119.5023,1616.6069,1.9846,49.5138,1.9063,7.4741,77.5823,0.0302,5.2194,0.0000,0.1053,1zs0
9.2200,117.4258,1596.7278,1.8436,55.3794,0.9738,9.0209,75.6886,0.1696,4.1137,0.0000,125.3663,1664.4520,3.2064,54.1415,2.2543,11.8402,77.1322,0.8342,4.1022,0.0000,0.1053,1zvx
7.7300,106.5424,1410.9552,1.3498,84.0837,1.1332,11.5109,67.3357,0.5278,9.8981,0.0000,122.5133,1425.8262,2.4158,82.2871,0.9405,12.6311,75.0496,0.1990,10.6137,0.0000,0.1176,2aou
7.0400,55.5337,1038.4130,1.2407,46.9386,2.2343,3.9878,29.6837,0.0000,2.2239,0.0000,47.1198,1063.1271,1.1711,41.9116,2.4670,3.5118,29.6588,0.0356,2.1110,0.0000,0.2857,2aov
9.2900,128.9472,2096.5103,2.7229,101.5292,1.8256,18.2861,163.2369,0.5705,20.6751,0.0000,133.3428,2029.6188,2.4882,88.6701,1.8063,15.5376,177.2740,0.3931,20.4311,0.0000,0.1000,2ayr
3.6400,78.5872,931.3972,1.9860,23.1346,3.2610,9.4387,35.0452,0.1187,0.0000,0.0000,76.3741,979.8347,2.9415,19.5222,4.4175,7.2601,35.4339,0.2184,0.0000,0.0000,0.2000,2azr
5.7400,59.8254,1208.4451,1.2321,60.6878,2.6368,6.6131,36.4485,0.1907,12.5538,0.0000,57.3399,1238.0709,1.5427,48.2338,2.5350,6.7687,36.3906,0.3786,12.5217,0.0000,0.2222,2b1v
8.7000,138.4802,1793.7915,4.2872,14.2046,5.8869,18.0445,210.2776,0.3166,4.7625,0.3182,133.7349,1710.6864,4.4603,14.3566,7.3651,18.2761,225.8357,0.9905,4.9912,0.7157,0.0870,2b7d
8.4000,105.3883,1618.1521,2.0482,77.0810,3.1087,8.8558,102.8789,1.4818,1.5891,0.0000,100.2710,1644.7583,2.9989,76.2845,2.7791,10.3490,102.8055,1.2428,1.5820,0.0000,0.1538,2baj
7.4300,152.1616,2290.1841,1.9489,58.7443,2.1611,16.3295,217.7166,0.5796,5.4999,0.0000,147.1136,2236.5532,1.9321,67.2117,2.0622,19.1269,189.1614,0.4706,4.9397,0.0000,0.0833,2bak
6.5500,106.7288,1507.2982,2.3244,14.4904,4.1424,12.1867,104.3339,0.5051,5.0264,0.0000,88.2545,1377.0338,2.1857,9.4338,4.0961,15.9520,136.7146,0.4217,3.7525,0.0000,0.1111,2bok
4.8600,73.8862,1321.7896,0.9291,49.5795,0.5941,15.0687,98.0911,0.6545,14.6289,0.4422,61.8033,1295.8726,1.5871,60.3845,2.0401,17.3658,98.2605,0.7760,14.5302,0.0000,0.1538,2brb
5.8900,61.5380,1388.8427,1.3873,47.5998,0.8279,26.1255,92.6870,0.0801,15.0043,0.0000,63.0778,1291.1202,1.1497,62.0937,0.4114,23.3024,91.9823,0.6254,16.5424,0.0000,0.1538,2brm
7.0900,136.1047,1532.7413,3.6115,18.6092,5.5874,16.5982,149.2528,0.1640,7.7664,0.0000,113.9537,1451.5306,2.7539,16.6404,4.4249,23.3806,144.0817,1.2467,7.6772,0.0000,0.0909,2bz6
6.4300,116.2175,2206.7515,3.0169,0.0000,7.3259,51.1002,463.5899,1.5741,0.0000,3.5842,135.8238,2315.6658,2.8669,0.0000,6.1798,41.0496,363.5984,1.4089,0.0000,2.8355,0.0500,2bzz
4.0400,52.2721,1296.6279,1.9661,0.0000,4.9235,13.0757,92.3340,1.2230,0.0000,2.2440,78.6786,1201.6963,2.2897,0.0000,4.8041,10.5730,101.7338,0.4342,0.0000,0.9183,0.1250,2c02
7.2800,89.7312,988.7790,5.4713,0.0000,7.5054,0.3619,5.1521,0.4901,0.0000,1.0000,55.2881,828.5769,2.8562,0.0000,5.2017,0.3675,5.1578,0.4768,0.0000,0.9864,0.2500,2ceq
9.2200,112.9255,1416.3002,6.3630,30.6967,8.4138,3.9056,51.7647,0.6222,1.1823,1.0000,81.5500,1372.5591,2.5699,38.3983,4.0583,3.6279,48.5599,0.1358,1.2829,0.3201,0.1429,2cer
8.0200,82.7342,1467.3328,2.8612,33.8834,5.5265,2.0828,40.9889,0.1647,1.3383,0.5798,85.7147,1442.6959,2.2422,34.8950,3.8076,1.9487,41.1365,0.1351,1.2987,0.5251,0.1429,2cet
7.2800,133.4751,1364.5536,2.6755,43.4198,3.9602,14.9108,146.7907,0.5782,13.8801,0.0000,117.0422,1436.8521,1.8286,36.5798,2.8285,21.0693,144.8924,0.7667,13.0416,0.0000,0.1429,2cgr
3.8900,53.2106,853.1573,3.0521,32.2355,5.4863,4.4530,12.7939,0.0692,0.0000,0.0000,54.0626,853.1600,3.0766,32.7525,5.3470,4.7979,12.5289,0.0144,0.0000,0.0000,0.2222,2ctc
5.0200,83.6280,1367.0377,1.5077,28.7956,3.6787,17.1507,119.2503,0.1591,0.7452,0.0000,87.9998,1478.2334,1.8186,23.3941,3.2241,16.4105,103.8169,0.4579,1.4914,0.3907,0.0952,2d0k
7.7000,115.7505,1916.3816,3.4136,63.9022,7.5860,23.1842,130.0129,0.0660,14.4119,0.0000,107.7091,1895.5836,2.7558,68.7687,5.8272,28.0735,117.4503,0.5185,22.1480,0.7954,0.0500,2d1o
6.9200,86.5631,1237.6523,1.5399,72.5112,1.8820,9.7570,110.1676,0.8894,2.9787,1.0000,76.8754,1188.6239,0.8550,80.3649,0.7208,10.2645,115.4902,1.0160,7.2941,0.7367,0.1538,2d3u
6.6400,80.2895,1170.8374,2.5175,72.2039,2.9954,10.3047,108.8742,0.2761,2.8582,0.7453,64.1224,1128.3436,1.5938,75.5447,1.7716,10.7855,112.5631,0.3263,3.8107,0.6835,0.1538,2d3z
9.8900,87.2156,1649.1497,2.4614,8.9097,5.4025,19.6647,148.8691,0.2227,1.6963,0.0000,88.3201,1673.1005,2.1098,10.0973,4.0764,20.2099,190.2798,0.1614,1.5925,0.0000,0.0909,2drc
7.4000,158.3741,2598.9819,4.2946,76.5534,7.5465,80.8509,557.9642,2.3359,12.4911,2.1070,170.9837,2715.2356,5.1286,67.1699,7.6471,90.4394,551.6156,3.6879,19.2226,2.9528,0.0333,2er9
13.0000,90.3628,1171.4845,2.8346,31.0315,5.5382,2.2829,29.9162,0.0060,0.0000,0.0000,67.4786,952.0729,0.6948,30.3976,1.6264,2.8867,30.1565,0.0000,0.0000,0.0000,0.1667,2f01
8.1800,136.8261,2064.3701,4.9121,71.2373,5.9632,29.2978,247.8152,0.5538,0.0883,0.0000,112.4549,1994.0853,2.4051,72.0687,1.9516,32.9184,235.2474,0.4392,3.9807,0.3753,0.0667,2f80
6.2400,55.7195,1271.2391,1.2241,47.5884,2.2733,6.0701,40.8889,0.1754,10.8303,0.0000,50.9545,1255.9362,0.9692,49.0901,1.7547,6.5210,40.5964,0.2030,10.8380,0.0000,0.2000,2fai
7.5900,146.7884,2194.1692,4.5898,90.0200,7.4870,34.4156,254.1713,1.2989,30.9740,0.0000,129.4115,2112.5935,3.3295,86.1334,6.0220,28.4660,239.3566,0.7005,23.6589,0.0000,0.0588,2fdp
5.7400,92.4182,1238.4728,2.4010,8.8347,4.6564,6.4030,62.6911,0.2472,0.0000,0.7083,91.9609,1178.2606,2.3681,5.2997,5.6398,6.5117,60.2739,0.8377,0.0000,1.0000,0.2000,2flb
2.7000,63.6041,1139.9468,2.6214,0.0000,8.0908,8.4918,39.1312,0.1996,0.0000,0.7755,72.0062,1123.9882,2.5562,0.0000,8.1597,7.6677,37.7901,0.0949,0.0000,0.1513,0.1250,2fzc
8.4900,50.8381,1082.9095,0.1745,38.1122,0.0000,1.6858,37.9585,0.0000,0.0445,0.0000,50.8823,1086.3569,0.2008,38.1944,0.0000,1.6118,37.9825,0.0000,0.0033,0.0000,0.3333,2g5u
3.9900,46.8071,1073.9451,2.1773,2.5333,5.5735,16.6871,85.6732,0.8410,0.0000,0.5089,62.4087,1071.0203,2.2470,5.5484,4.3000,16.1231,83.4077,1.1984,0.0000,0.9721,0.1667,2g8r
9.5200,175.4523,2347.4934,5.2596,56.9447,7.7462,37.3228,304.3083,0.4905,6.6993,0.0000,179.7058,2283.5125,5.2916,50.6463,8.7819,34.5908,281.2762,1.2418,3.1540,0.7861,0.0392,2g94
4.9400,63.1183,939.9260,0.8359,52.1612,1.9476,9.8034,43.2241,0.0877,5.5858,0.0000,65.0824,933.0215,0.7021,38.8278,1.0196,11.7157,43.4291,0.0632,6.7616,0.0000,0.1333,2gss
5.7000,100.4939,1176.2153,7.6174,2.6970,16.3159,10.0422,34.8418,1.3794,0.0000,1.6611,98.7684,1176.4288,7.5560,2.6961,16.0894,10.5196,34.1971,1.4663,0.0000,1.8631,0.1429,2h3e
1.4000,44.9337,471.7527,1.3156,15.7309,2.5878,0.1269,1.5120,0.0000,0.0000,0.0000,51.3140,448.5051,0.8475,16.5178,1.2967,0.1187,1.5113,0.0000,0.0000,0.0000,0.5000,2hdq
12.1000,130.1194,2249.6653,3.1853,56.7532,3.2850,45.3589,284.1518,0.4666,7.0197,0.0000,119.3069,2185.1560,2.3611,59.9287,3.9900,27.0369,248.3036,0.7920,8.4227,0.2650,0.0571,2i0d
4.8900,86.7889,776.5178,5.4023,0.0000,8.2835,0.9987,2.9245,0.0000,0.0000,0.0000,61.7494,766.6819,3.3963,0.0000,6.8295,0.6193,3.5089,0.0000,0.0000,0.0000,0.2500,2j77
6.4200,88.3359,905.7762,5.9942,0.0000,8.9661,1.3924,3.6366,0.0000,0.0000,0.0000,48.9874,854.5064,1.9892,0.0000,5.2148,1.4075,3.8604,0.0509,0.0000,0.3225,0.2222,2j78
2.7400,64.1202,1033.0605,3.8263,7.5358,8.8448,13.2690,63.9990,0.3870,0.0000,1.3521,68.9477,1138.6757,3.7195,2.2654,6.6703,20.9109,58.0990,1.0204,0.0000,2.7537,0.1111,2qwb
4.8500,54.7928,1015.4901,2.8696,7.9216,6.5765,11.6930,57.9447,0.5853,0.0000,1.9038,46.9931,963.0740,2.3150,3.9306,6.4897,11.7001,58.0114,0.8082,0.0000,2.2562,0.1176,2qwd
7.4800,80.8620,1229.0349,5.1513,8.2056,9.7913,18.4931,84.5741,1.1089,0.0000,1.7044,76.4439,1186.6101,4.4246,6.2826,8.6105,16.3779,85.0138,1.3381,0.0000,1.6223,0.1111,2qwe
3.9000,90.8382,1223.3571,2.8570,20.7235,7.4139,6.6445,56.6145,0.1033,0.0000,0.0000,90.3242,1247.7792,2.4639,18.8510,5.7913,7.8670,65.8867,0.0788,0.9500,0.0000,0.0741,2rkm
9.8500,64.3754,1333.3718,0.6729,84.3099,0.7946,10.6734,53.6932,0.1038,9.0666,0.0000,64.3349,1313.0016,1.5691,80.2824,0.9998,11.9752,56.0717,0.1238,8.8064,0.0000,0.1538,2std
6.5100,83.0614,1238.2244,0.9060,61.7129,1.3579,32.1433,122.2534,1.1387,24.1124,0.5590,90.5210,1222.4480,1.4434,51.1065,2.2173,13.1043,118.5233,0.1878,3.8337,0.0000,0.1053,2usn
5.8200,139.2670,1809.4240,2.6897,32.0091,4.2946,30.0356,171.4346,0.2135,6.3941,0.0000,124.2323,1644.7869,3.2361,24.1932,6.7363,26.8002,253.0373,0.2109,3.8099,0.3714,0.0500,3gss
2.0000,62.9115,774.3093,1.0423,38.9919,2.0211,2.2894,8.9209,0.0000,0.0000,0.0000,57.6639,771.0288,0.9086,40.1695,1.3953,2.6978,8.5866,0.0000,0.0000,0.0000,0.2857,3pce
5.4000,52.8038,732.2973,2.6015,33.8361,3.4535,0.4825,4.4508,0.0000,0.0000,0.0000,48.9824,692.5920,0.9648,36.3010,0.8630,0.3097,4.4481,0.0000,0.0000,0.0000,0.4000,3pch
7.2200,54.2212,800.9557,1.7211,20.8554,2.6366,0.3124,6.1626,0.0000,0.0000,0.0000,51.7786,720.8755,1.1230,20.3788,2.3852,0.1448,6.2004,0.0000,0.0000,0.0000,0.4000,3pcj
11.1100,111.6147,1780.7798,2.6209,142.9997,2.5505,40.8081,108.1593,0.4853,33.8063,0.0000,108.3864,1779.2456,2.5916,139.4975,2.4023,41.9073,106.0592,0.6012,33.9295,0.0000,0.1429,3std
9.3000,132.5638,2210.7224,2.6550,72.3111,5.3117,56.1499,299.1764,1.1139,19.8496,1.4173,121.9464,2203.8638,2.5256,62.9267,5.5636,52.7587,327.6634,1.1225,15.0174,1.9789,0.0339,4er2
2.1600,72.0249,749.8527,3.1453,0.0000,5.9352,3.8642,9.0865,0.2495,0.0000,0.7136,75.0000,739.5078,3.0993,0.0000,5.3612,2.9561,9.8475,0.2696,0.0000,1.0438,0.1818,4tim
3.7200,48.2510,658.2946,2.6574,17.5404,5.3936,3.7252,6.4102,0.1574,0.0000,0.0000,44.6021,602.0107,3.0350,22.4662,6.1543,2.3813,7.3862,0.0380,0.0000,0.0000,0.1667,4tln
10.1700,116.5217,1590.3818,2.3005,100.8554,2.6375,47.4755,242.4167,0.4561,14.7843,0.6037,117.8817,1667.0144,1.7164,83.4062,1.5843,53.6702,245.5158,0.4377,20.7310,0.0000,0.0606,4tmn
6.0200,126.7418,1767.6825,2.8374,65.3262,4.7696,32.7237,232.0650,0.5716,0.1817,0.0000,116.2876,1661.4658,4.2648,65.4699,5.5635,30.0941,224.8035,0.6002,13.6067,0.4146,0.0444,5er1
2.3700,64.7415,832.3388,1.5902,0.0000,3.9112,9.8184,83.4364,0.0472,0.0000,0.0000,54.4428,807.1924,2.5627,0.0000,6.2225,7.3437,86.0593,0.0529,0.0000,0.0000,0.1538,6rnt
8.6400,80.2427,1383.7303,0.9910,67.8040,0.6645,11.8413,59.9324,0.6085,1.5974,0.5545,75.4736,1397.9742,2.3053,69.4232,0.0000,10.2281,64.9286,0.8105,1.4919,0.4462,0.1538,6std
13.9600,128.2758,1919.0042,6.3806,61.1446,10.2276,58.9614,242.0740,1.2608,38.4160,0.0000,127.1271,1894.4591,5.5379,51.9389,8.8067,63.4745,245.1559,1.4772,47.2894,0.0000,0.0588,7cpa
9.1500,118.0323,1644.7843,3.8854,63.1502,6.8365,20.5411,168.3157,0.1715,2.6723,0.0000,112.6143,1695.6907,4.3524,58.0758,7.1577,30.3996,147.2513,0.3675,0.0000,0.0000,0.0741,8cpa
