pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
4.5900,69.7790,907.8002,0.6024,30.5438,0.4578,1.4992,18.2643,0.2379,2.0573,0.0000,0.2000,1fj4
9.9600,145.2231,1652.4440,3.6019,42.3917,4.6547,19.6701,193.8001,0.8225,2.2438,0.3335,0.0833,1fjs
9.4000,113.1411,1942.6132,2.5833,64.2749,4.0023,21.7640,209.5836,0.0948,10.7228,0.0000,0.0714,1fkf
8.0000,97.1723,1352.1998,1.5285,82.4166,2.1848,26.7491,201.9257,0.5171,15.3809,0.0000,0.0800,1fkg
8.1500,91.2316,1359.8280,1.6377,79.7628,2.3478,26.0031,195.7975,0.3541,10.9713,0.0000,0.0800,1fkh
5.0500,90.0740,1197.8407,2.7467,0.0000,3.5847,5.8842,38.7090,0.0750,0.0000,0.0000,0.2222,1fkw
6.8000,110.3076,1585.2734,1.2980,114.8250,1.2772,5.5055,57.6392,0.0325,6.8605,0.0000,0.1250,1fl3
9.0000,168.7104,2397.9675,2.3143,122.5424,2.0139,12.7694,189.5900,0.6982,7.4234,0.8886,0.0741,1fm9
5.5900,187.6096,3313.7188,5.2217,85.4701,8.7354,91.7291,666.0936,5.2962,3.5049,6.1319,0.0290,1fo0
7.0000,101.6335,1588.9274,2.4104,47.7171,3.7200,39.6939,211.2014,0.4858,13.2191,0.3413,0.0800,1fpc
8.4000,150.1860,2434.8987,6.9252,87.0432,7.2787,26.5652,316.1785,0.6600,30.1856,0.0000,0.0741,1fq5
5.9300,93.3862,1403.3599,2.8353,22.1284,2.5180,11.0768,48.2187,0.3300,0.0000,0.0000,0.2000,1fv0
3.7000,100.2165,1050.5397,3.4972,0.4865,7.1275,38.6044,287.2551,4.0683,0.0000,3.3222,0.0667,1fwu
3.7200,89.0357,1022.4753,3.3628,0.0000,7.1162,41.5544,304.6446,3.1625,0.0000,5.6078,0.0667,1fwv
7.7000,225.7230,2966.3931,6.9570,98.4316,13.3988,55.7408,487.7102,0.6990,8.1988,0.5483,0.0299,1fzm
7.8900,158.9464,2805.4011,3.8650,100.5196,6.1314,75.0597,641.0477,2.1409,12.1189,2.4147,0.0370,1fzo
7.6200,126.3959,1150.9480,4.9282,0.0000,11.8039,11.5257,108.2425,0.0075,0.0000,0.0634,0.1250,1fzq
9.4400,70.5799,1013.7725,1.5438,46.4030,2.0352,1.8548,54.0261,0.0000,0.7462,0.0000,0.1818,1g1d
7.9600,135.2386,2345.9631,4.2384,65.6796,6.8065,30.2805,320.8448,0.1904,10.7508,0.0000,0.0741,1g2k
7.2400,147.5712,1702.9644,2.7159,69.7102,3.3176,37.9570,199.9601,0.8712,8.9119,0.0000,0.0714,1g2l
10.5500,86.2268,1415.3844,4.8290,2.1917,7.6753,6.0825,43.7731,0.3595,0.0000,0.8565,0.2222,1g2o
6.8500,138.8006,1776.2732,4.1415,50.2723,5.4512,31.7579,214.4052,1.1807,14.4109,0.0000,0.0645,1g30
6.1100,126.1350,1593.6069,3.6846,37.8819,4.4164,8.8601,105.2738,0.6348,5.2647,0.0000,0.1176,1g32
8.1400,145.9018,2439.3423,5.7222,81.2693,7.8792,15.5211,312.0373,0.0544,2.9523,0.0000,0.0667,1g35
7.1700,115.6635,1430.2717,3.6256,38.3155,5.4029,9.5766,103.4120,0.4727,4.8770,0.0000,0.1176,1g36
5.7400,80.6914,855.1586,4.1609,4.8728,9.1821,3.0603,36.4347,0.1872,1.1995,0.6182,0.1538,1g3b
5.8000,84.4136,953.7930,3.9948,7.9122,7.2579,3.0688,36.8962,0.0000,0.4999,0.0000,0.1538,1g3c
5.5500,78.2852,888.6659,3.9741,5.9087,8.4733,4.1783,35.7225,0.3129,1.5828,0.7889,0.1538,1g3d
5.3800,79.9332,927.7316,3.8538,7.5746,6.6681,2.7625,34.8162,0.3365,0.5396,0.8286,0.1538,1g3e
8.6400,63.2673,985.2434,1.6722,37.7942,2.2142,4.5893,56.2569,0.0000,0.5670,0.0000,0.1818,1g45
8.8000,68.4953,1004.7326,1.8030,42.6510,2.1741,3.1954,55.8349,0.0460,1.5473,0.0000,0.1818,1g46
8.4100,67.5697,1006.6035,1.2287,39.2297,1.6428,2.1335,57.4156,0.1730,0.3267,0.0000,0.1818,1g48
8.7000,67.8604,1156.7338,1.6768,25.6223,2.3486,6.9979,74.9836,0.0000,2.4689,0.0000,0.1818,1g4j
8.2500,67.0563,904.9490,1.0356,41.0880,0.9920,2.4720,49.1360,0.0000,0.8936,0.0000,0.1818,1g4o
9.5400,68.5932,1001.7122,1.4291,45.1862,1.7874,2.5989,56.4699,0.0000,0.8303,0.0000,0.1818,1g52
9.0400,73.8042,1010.3698,1.8145,43.7165,2.3503,6.6190,58.0177,0.0928,2.5446,0.0000,0.1818,1g53
8.8200,68.4672,1177.4401,1.1729,36.0030,1.4491,4.5923,65.1352,0.0123,0.2836,0.0000,0.1818,1g54
6.6000,155.9883,1654.6597,3.3191,58.2107,6.7559,35.5620,261.5388,0.5562,11.0358,0.5538,0.0488,1g7g
6.4000,79.6192,1472.9481,1.8634,0.0000,5.4012,13.6352,91.2519,1.4126,0.0000,3.1642,0.0667,1g7v
5.4800,52.6098,666.5189,0.4186,65.8306,0.0000,9.4354,2.4729,0.0105,8.0000,0.0000,0.1333,1g85
5.7000,61.9932,1024.7955,3.3107,0.0000,8.9831,10.1120,28.3021,1.4526,0.0000,2.5320,0.1176,1g98
5.7000,188.5045,2384.6555,10.0575,5.4856,13.7672,24.0473,200.4856,0.7320,0.0000,0.7941,0.0800,1g9r
1.8000,81.9830,1390.7692,4.5141,2.9044,8.6834,8.8495,63.9906,0.5604,0.0000,1.0781,0.1176,1ga8
8.0000,95.0957,1155.0209,2.5052,37.7075,3.3176,6.3468,55.9884,0.0224,0.0000,0.0000,0.1111,1gaf
12.0000,124.2770,1954.8921,5.3269,15.5149,11.4591,28.4112,239.4732,2.1498,1.8443,3.4148,0.0588,1gah
8.0000,120.5559,1945.0291,5.7693,14.9496,12.0395,29.5566,239.4547,1.9023,2.0000,3.3668,0.0588,1gai
10.0000,167.3429,2146.2139,6.0718,28.8959,12.1076,28.5829,231.7406,0.7749,5.0871,0.0000,0.0435,1gar
5.1300,100.0977,1050.7460,3.7497,56.4993,3.0582,6.0495,20.5368,0.0701,1.2404,0.0000,0.2000,1gcz
4.3500,81.7603,1030.0210,2.6391,12.9928,5.5809,4.6172,37.8254,0.4146,0.0000,0.9199,0.2500,1ghv
4.2000,80.5093,1012.4163,2.5992,21.8340,4.9662,4.5197,37.1448,0.8036,0.0052,1.0000,0.2500,1ghw
8.1000,98.6377,1113.7297,6.4216,17.5240,8.5177,3.6981,37.3174,0.2145,0.0000,0.6617,0.2500,1ghy
4.8000,86.6084,952.5405,2.6299,6.6601,5.7432,4.1040,36.7486,0.4204,0.0000,0.9262,0.2500,1ghz
5.4700,92.9745,972.6428,3.4354,11.0566,6.5933,3.9810,35.5090,0.4870,0.0000,0.9969,0.2500,1gi1
7.1900,85.4388,961.0913,2.6494,9.2559,5.9309,3.1254,36.8453,0.2386,0.1387,0.6978,0.2500,1gi4
6.2200,84.8305,966.7120,2.9246,12.6418,6.3173,4.0471,35.5105,0.4875,2.6321,0.9974,0.2500,1gi6
4.5100,85.8861,1056.3809,2.9712,8.4120,5.7624,3.7331,35.8206,0.3640,0.0000,0.8619,0.2500,1gi7
5.0500,91.7228,1039.6055,3.0641,10.0030,5.2763,4.2504,36.6809,0.4282,0.0000,0.9348,0.2500,1gi8
5.2200,85.9091,1087.3168,2.8743,5.3848,5.7862,4.7265,46.2110,0.2925,0.0000,0.7727,0.1818,1gi9
4.0700,90.3184,1483.5228,3.6808,19.3411,5.8028,7.3656,66.5779,0.3550,8.1525,0.1781,0.2000,1gj4
7.0000,104.0740,1303.2305,3.5741,18.6710,6.1956,6.2191,68.6436,1.2483,7.9285,1.0000,0.2000,1gj6
7.8900,89.5510,1423.9319,4.4823,12.9019,6.1593,6.5368,66.1480,0.4652,7.2870,0.1583,0.2000,1gj7
6.9600,90.1779,1307.8989,3.1277,8.8946,5.0468,9.1075,67.8369,0.7571,2.8023,0.9868,0.1250,1gj8
5.4200,79.8553,1066.8678,1.7065,7.2312,4.3353,6.0701,41.7796,0.3017,1.8783,0.7577,0.2000,1gja
6.3500,88.6779,1335.7141,3.4305,7.4816,5.5728,7.0075,70.4262,0.3027,5.3231,0.6803,0.2000,1gjb
6.3500,75.8400,1200.1116,1.9289,7.9238,4.2480,6.3853,67.4258,0.8501,5.3397,1.0000,0.2000,1gjc
5.2200,92.8498,1225.9794,3.3711,5.6304,5.6284,5.7425,54.2625,1.3532,1.8359,1.0000,0.1818,1gjd
6.2500,137.4823,2310.4119,2.5168,39.4186,3.6861,61.3279,279.9520,2.6222,16.2201,3.9977,0.0455,1gnm
5.6800,109.7667,2146.8259,2.1924,49.6244,4.9104,48.7343,273.3247,0.8905,9.7431,1.4368,0.0455,1gnn
7.7000,130.5922,2187.0952,3.7146,58.4386,6.4707,48.9907,268.7411,1.8333,7.4164,1.2334,0.0455,1gno
4.1400,112.3028,1609.1301,4.7204,0.0000,9.4950,22.4674,192.5701,1.5474,0.0000,1.2221,0.0667,1gny
6.4800,83.4704,1250.4307,1.5280,52.4717,0.8013,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1gpn
3.7200,46.5297,719.4957,3.7905,2.6138,10.2523,8.9969,14.1002,0.2318,0.0000,0.5643,0.1538,1grp
6.0000,47.8864,1079.5604,0.3237,79.0892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1gt1
4.5200,74.3016,886.7577,4.3131,7.3896,9.3157,0.5826,5.7484,0.0000,0.0000,0.0000,0.2857,1gu1
6.9600,140.8550,2000.1250,2.8621,65.9351,4.6951,42.7833,331.8955,0.9137,8.7466,0.5480,0.0426,1gvw
7.2200,181.3572,2621.6128,5.0769,84.3390,11.6911,59.6905,534.6680,1.4310,10.3493,2.1442,0.0323,1gvx
2.5700,60.3490,1227.1602,2.8226,0.0000,6.7609,12.9002,78.4776,1.2343,0.0000,2.3927,0.1111,1gwv
2.4800,62.0907,460.5407,0.9950,43.7653,1.9589,0.4647,2.4418,0.0000,0.0000,0.0000,0.5000,1gyx
3.6400,52.1914,627.3868,0.6669,34.4128,1.0916,4.5888,16.5383,0.2698,0.5928,0.0000,0.2857,1gyy
3.7000,120.5367,1684.8171,2.7058,0.0000,6.2079,10.5978,114.9190,0.1049,0.0000,0.0000,0.1000,1gz3
3.7000,125.9142,1650.5980,3.6148,0.0000,7.8833,9.8103,117.4381,0.0734,0.0000,0.0000,0.1000,1gz4
3.5100,76.2839,1157.5442,2.8012,3.0276,6.7568,23.1856,191.8745,1.6224,0.0000,3.0212,0.0800,1gz9
3.4900,60.8738,798.7594,2.1706,0.0000,5.1622,10.4952,77.2549,1.2124,0.0000,3.1973,0.1111,1gzc
5.4400,49.9980,1007.1757,2.6704,0.0000,7.9637,18.4859,86.8096,0.5670,0.0000,1.2693,0.1176,1h0a
8.2200,86.7813,1083.1075,1.7023,35.7756,3.9937,7.4102,113.9145,0.2601,1.4944,0.6737,0.1111,1h1d
5.2200,76.6849,1216.8441,2.0057,0.0000,4.5186,10.9896,128.5737,0.3106,0.0000,0.0000,0.1333,1h1h
4.9200,68.9634,1171.5280,1.1944,32.8657,2.1190,3.0965,38.4824,0.3120,0.0000,0.0000,0.2222,1h1p
8.2200,83.2056,1466.4259,1.3269,50.0471,1.8001,10.9125,94.6687,0.1342,0.0000,0.0000,0.1333,1h1s
9.1000,149.6491,2049.5081,3.6242,122.9011,3.1165,24.2297,133.7241,0.1007,18.7725,0.0000,0.0714,1h22
7.8900,215.9458,2197.2588,9.9385,0.0000,13.5908,40.2725,422.2957,1.2111,0.0000,0.5000,0.0606,1h2t
3.5700,83.2843,1168.7062,1.5596,51.5863,2.7669,6.9205,52.3149,0.0817,1.1676,0.0000,0.1333,1h46
4.6600,62.2195,635.5273,2.9089,5.7141,4.1461,0.5361,2.4326,0.0000,0.0000,0.0000,0.4000,1h4w
5.3000,111.8162,1520.4464,3.9770,32.8332,6.1476,44.7782,263.3975,0.6322,0.0000,0.7166,0.0500,1h6h
5.4200,68.4022,1201.3158,1.0362,68.8163,1.5842,11.0500,71.2987,0.4723,8.3056,0.0000,0.1667,1h9z
6.3700,128.8967,2145.1484,3.4740,63.2261,3.6276,32.4422,250.1873,0.8062,20.9952,0.4238,0.0513,1hbv
7.7400,124.5730,2069.9368,2.4197,62.8866,4.2331,39.5064,241.0165,0.9089,5.6936,0.9671,0.0444,1heg
4.1900,53.1083,1150.7317,2.2023,0.0000,5.5894,11.0614,121.4637,0.0718,0.0000,0.0000,0.1250,1hi3
4.0400,70.0007,1233.6809,2.8048,0.0000,6.4785,9.0644,89.8001,1.2561,0.0000,0.9599,0.1176,1hi5
8.0500,111.1416,2135.6226,2.4293,65.9131,5.5765,49.1840,267.8173,0.4442,9.2031,0.0000,0.0513,1hih
7.2800,128.5049,2146.1948,2.4499,89.0408,5.1320,39.5144,292.2093,0.3798,7.2965,0.0000,0.0513,1hii
5.0000,59.1302,1178.0562,0.9890,14.9093,2.0193,6.7849,26.7492,0.1304,0.0000,0.4722,0.2000,1hlk
6.5500,61.1527,1117.8934,0.7376,71.8140,1.8906,26.3016,74.7603,0.1173,35.5876,0.0000,0.0571,1hmr
6.3700,59.0706,1133.9341,0.7163,75.2480,1.7848,28.2656,68.0904,0.0354,37.2907,0.0000,0.0606,1hms
5.7900,66.4860,1131.3048,1.1467,79.4230,2.0934,23.7983,78.9788,0.0230,32.2579,0.0000,0.0571,1hmt
6.0000,49.6156,1083.0585,0.3278,80.1660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1hn2
6.2400,84.1228,942.0768,2.8630,45.4720,3.1972,0.2370,15.0836,0.0000,0.0000,0.0000,0.4000,1hnn
8.5500,148.5199,2555.1208,2.9632,109.7664,3.3238,67.3524,437.3050,0.8356,30.1859,0.0000,0.0435,1hos
6.7000,102.6787,1335.8646,2.3777,7.7945,5.0045,6.0225,44.2053,0.4918,0.0000,0.0000,0.2222,1hp0
9.2200,105.3846,1759.4598,2.5397,48.2176,4.1163,21.0768,174.6956,0.8869,16.1304,0.0000,0.1333,1hpo
9.2200,145.2747,2381.6851,4.6844,88.7574,6.7312,45.4646,345.5683,0.5001,11.3045,0.0000,0.0488,1hps
9.2200,114.2457,1921.9974,3.1611,58.3366,5.4578,21.9537,211.0006,0.4329,0.7249,0.0000,0.0667,1hpv
11.2600,122.4167,2208.1318,3.3122,52.5729,4.6175,44.4983,325.1129,1.7683,15.1998,0.1938,0.0571,1hpx
3.0000,33.8632,607.2000,0.9259,1.9950,2.7849,6.0471,2.8163,0.1730,0.0000,0.4661,0.1667,1hqg
9.4200,134.3370,2341.9253,3.0862,89.1131,4.6351,30.1520,283.6795,1.1192,5.0655,0.0000,0.0645,1hsh
7.9600,111.8051,2223.2297,3.7618,64.4414,6.1962,57.1963,320.8557,1.4066,39.5104,0.0000,0.0714,1hvh
10.9200,165.5969,2636.5864,3.9007,100.8865,6.8304,77.9462,492.7831,1.0703,17.3506,0.8169,0.0417,1hvi
11.4000,158.7283,2561.5161,2.9459,100.7550,5.6500,70.6319,471.4001,0.7675,18.2039,0.0000,0.0426,1hvj
10.9600,178.2089,2646.9766,3.7768,100.2534,7.2834,69.7613,477.3367,1.0892,14.1314,0.0000,0.0417,1hvk
9.9500,162.3604,2621.7329,3.8581,98.5527,6.6098,75.9830,509.3882,0.8606,15.0666,0.0000,0.0417,1hvl
9.5100,137.7449,2446.5500,2.6826,133.3961,3.9673,32.2486,313.6424,0.2568,19.7640,0.0000,0.1000,1hvr
10.3000,157.1150,2595.9897,3.5091,86.4034,5.8390,79.5332,488.8022,1.4464,15.2877,1.0000,0.0417,1hvs
8.3300,98.7259,1606.4115,2.0690,64.4799,4.0729,24.3543,142.6616,0.3427,9.6415,0.0000,0.1000,1hwr
9.9200,149.6547,2377.0181,3.3167,82.3799,5.8217,38.4704,359.1053,0.8213,8.6116,0.3619,0.0625,1hxb
10.8200,158.1723,2370.8936,2.9325,79.4116,5.1178,58.5115,387.9105,0.7398,8.4794,0.3138,0.0455,1hxw
4.0700,65.0649,788.4487,3.4877,6.2552,6.6236,6.3447,7.8724,0.3160,0.0000,0.0000,0.1818,1hyo
6.3400,80.7103,1492.5721,1.5392,38.8994,2.8033,16.4149,149.7968,0.3900,4.2208,0.0000,0.0909,1i00
8.5200,204.1465,3053.8391,7.2935,102.4695,9.4636,11.3675,121.8069,0.0033,7.6874,0.0000,0.0588,1i5r
6.4000,78.5193,1470.7030,0.7541,44.7273,0.0000,14.4858,64.7584,0.7702,2.3425,0.0000,0.1429,1i7z
6.4100,67.5275,657.7010,1.2712,2.1672,2.5515,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1i80
8.4800,63.1549,905.9571,1.7089,28.7461,2.6161,3.6932,51.3780,0.0148,0.9170,0.0000,0.1818,1i9l
8.4800,66.8675,1001.7339,0.9989,38.0751,1.0000,4.5458,55.6776,0.1144,1.3636,0.0000,0.1818,1i9m
8.6600,73.1434,938.0359,2.0110,35.2015,4.0495,1.6733,56.5611,0.0000,0.4836,0.0000,0.1818,1i9n
8.4200,69.8783,1101.3241,1.7482,15.1017,2.6485,6.5735,62.7926,0.0094,1.6138,0.0000,0.1818,1i9o
8.4100,69.4674,976.1629,2.1767,35.2502,3.5323,6.9841,68.0993,0.0586,5.5727,0.0000,0.1818,1i9p
8.4100,71.4486,975.8840,1.7573,34.2061,3.2715,3.5473,56.8504,0.0595,1.6622,0.0000,0.1818,1i9q
2.2200,128.8631,1326.7317,2.9860,0.0000,6.7769,24.8651,154.0467,0.2274,0.0000,0.0000,0.0370,1icj
9.6400,70.6882,1168.5886,1.1013,37.1253,1.4851,13.1283,92.2091,0.2764,5.2635,0.0000,0.1250,1if8
6.4000,75.0290,903.3162,6.2970,48.8663,7.8059,3.0243,21.1684,0.0000,0.0000,0.0000,0.2000,1igb
10.0000,90.7379,1515.4276,2.7591,59.0788,0.7522,9.9102,89.8132,0.2692,4.5046,0.0000,0.1333,1igj
6.6200,65.6134,687.0124,4.6847,8.6555,8.1832,2.7466,8.7933,0.1340,0.0000,0.5018,0.1818,1ii5
2.8900,61.9435,748.0248,2.8344,0.0000,5.9829,4.7232,9.3572,0.1387,0.0000,0.4095,0.1818,1iih
7.4800,182.3409,2636.2075,5.7368,93.0394,7.5630,52.0350,379.3125,2.1328,16.4757,0.6229,0.0417,1iiq
7.4100,75.4843,756.8753,5.3574,0.0000,11.0853,2.3001,8.9931,0.0267,0.0000,0.0000,0.2222,1ik4
3.4000,90.0289,1529.6469,0.7651,59.7454,1.0478,13.6810,62.9621,0.1719,17.8799,0.0000,0.0588,1ikt
3.5200,112.4043,1583.7997,3.6078,58.0045,7.0529,31.8591,274.2647,1.5834,7.2307,5.1526,0.0328,1imx
6.1900,70.5936,1075.4304,4.1192,30.0371,8.5128,7.8400,32.9147,0.0808,0.0000,0.0000,0.1538,1iy7
7.7000,173.3740,2517.9639,6.5657,88.1273,8.9775,59.3934,363.8296,2.3314,20.7854,0.3619,0.0435,1izh
6.5900,143.9512,2430.8083,4.7138,62.6329,8.4002,59.3776,353.6180,1.4200,21.7585,0.6029,0.0435,1izi
6.4700,89.8370,988.6749,5.2232,6.3455,8.8939,3.8950,40.3145,0.0000,0.0000,0.0000,0.2000,1j01
4.4900,61.6193,630.1686,2.5534,5.7844,4.4480,0.5008,2.3947,0.0000,0.0000,0.0000,0.4000,1j14
7.7200,131.6795,1673.1237,2.3937,90.0722,2.4586,55.6617,388.0376,1.2934,23.5708,0.0000,0.0541,1j4r
5.5700,100.7299,965.1600,5.6573,22.5414,7.8297,5.3014,15.7391,0.8580,0.0000,1.0000,0.2000,1jak
5.9200,98.4537,1238.7795,2.0456,37.1453,4.2966,10.2275,83.7808,0.0082,2.1462,0.0000,0.1000,1jao
5.1500,93.7051,1466.0276,3.8595,0.0000,10.3132,30.6872,100.0570,0.5380,0.0000,1.8988,0.0667,1jcx
6.6200,118.3707,2012.5399,3.1667,35.8961,5.8693,75.6593,511.2319,1.6101,28.2992,0.7840,0.0345,1jd5
7.2500,117.7380,1540.1827,5.2033,20.4377,12.2906,12.2279,91.3930,0.4423,0.0000,0.3319,0.0625,1jet
6.8200,126.1134,1787.3840,4.6271,25.2889,12.1159,13.0948,131.4508,0.0691,0.0000,0.0000,0.0541,1jeu
6.8900,162.2488,2184.1023,7.0013,48.3821,11.1433,19.8026,167.3674,0.4139,0.0000,0.0948,0.0571,1jev
2.0500,60.9071,1135.5848,1.7915,0.0000,4.2086,13.0127,81.5762,0.1539,0.0000,0.2457,0.0909,1jfh
8.7000,89.3445,1192.5273,2.7151,104.0659,3.6237,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1jgl
3.3300,89.4240,1520.2323,3.7671,0.0000,7.6617,23.5372,139.8922,1.3255,0.0000,0.9564,0.0952,1jlr
5.7700,44.5702,1061.4465,1.8830,0.7528,4.7346,2.4782,56.4423,0.0000,0.8189,0.0000,0.1818,1jmf
6.0700,59.6322,1062.6451,2.5964,0.6827,5.7260,5.1380,50.8153,0.1261,0.9676,0.0000,0.1818,1jmg
6.0600,66.6731,1119.1278,2.8679,0.8176,7.0551,5.2425,53.6878,0.3108,0.5745,0.0000,0.1818,1jmi
4.0900,51.6968,1156.3093,1.0781,23.3423,1.3993,13.3059,154.7465,0.7779,13.4288,0.0000,0.1111,1jn2
4.9500,122.9161,1765.7708,2.9099,4.2009,5.7844,23.2773,243.4967,0.4965,0.7384,0.2474,0.0769,1jn4
4.6200,67.9258,694.4764,2.8929,0.0000,6.0130,8.4107,56.0860,0.2318,0.0000,0.7235,0.1429,1joc
6.0000,138.0107,1950.4711,4.1639,64.0760,2.1099,35.5124,274.7589,2.9523,3.0289,1.5896,0.0476,1jq8
6.4400,128.1327,1417.6476,0.7029,85.0340,0.0000,10.9551,95.6015,0.1148,10.9160,0.0000,0.0833,1jqe
4.9200,108.5301,1394.2886,3.8353,15.2296,6.7309,10.4509,161.5809,1.1295,2.0562,0.7159,0.0833,1jqy
3.4000,33.2862,619.0490,0.7079,3.8042,1.7209,7.4748,16.9135,0.0187,0.0000,0.0000,0.2000,1jt1
7.8500,95.3877,1757.4265,2.6473,47.0387,3.7158,15.3918,137.1077,0.1929,0.0000,0.4946,0.1333,1jwt
8.7000,157.0573,1748.4708,5.7218,59.9802,12.4447,37.4800,379.0140,2.4591,5.0552,0.9874,0.0476,1jyq
6.6000,137.3616,1890.8955,2.4470,47.3917,4.6449,9.4979,119.9767,0.1783,4.0728,0.5236,0.0476,1jzs
6.5800,117.8383,1482.9760,3.1391,37.9197,5.8106,28.7599,227.1048,1.1194,2.1159,0.0000,0.1053,1k1i
7.5500,123.9962,1521.7529,3.3015,43.2533,5.7723,20.7988,230.4142,0.8673,1.0496,0.0000,0.0909,1k1j
6.9000,105.4237,1371.3978,2.9440,48.9780,5.1930,17.3175,179.7130,0.9826,0.0576,0.0000,0.1176,1k1l
7.4000,109.2767,1450.3425,3.0924,41.2676,5.7318,18.9019,210.4978,0.9076,0.0018,0.0000,0.1111,1k1m
6.8200,87.0882,1534.3228,2.7828,23.1876,4.9632,43.7208,325.7780,1.4304,14.0128,0.4536,0.0645,1k1n
3.2200,123.2880,2098.5762,4.5814,6.7999,9.1672,32.9531,217.4666,1.5459,1.6658,3.6708,0.0588,1k1y
8.3800,111.2017,1502.1570,3.1266,62.6177,5.2020,29.1182,173.6202,0.3632,2.6643,1.1840,0.0833,1k21
8.4000,134.6728,1619.2476,3.9160,58.1257,6.1881,22.1827,171.9790,0.2723,0.3682,0.0000,0.0909,1k22
5.1100,70.8999,987.4938,1.0239,27.7507,1.9841,1.0084,27.4472,0.0000,0.0000,0.0000,0.1667,1k4h
5.8200,117.3372,1169.6416,3.3736,80.2026,4.6905,6.7069,73.1956,0.2809,14.9265,0.0000,0.1250,1kav
5.5200,45.4492,488.5834,2.7946,0.0000,6.4640,4.2696,5.2073,0.1924,0.0000,0.0000,0.2500,1kc7
9.0500,77.9902,1378.7065,2.1988,63.8025,3.3251,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1kdk
7.2800,115.2708,1213.8243,2.6824,55.6467,4.7715,15.7036,90.1700,0.0259,4.7307,0.0000,0.0909,1kel
6.0600,94.8291,1179.7634,2.9784,4.9844,6.4381,21.8758,194.1243,0.5695,0.0000,1.4738,0.0769,1kjr
5.2000,48.0162,692.1882,2.2387,4.6548,4.6837,7.4931,42.1336,0.3474,0.0000,0.9547,0.1429,1kll
5.1000,76.6646,927.3617,2.8349,44.4524,1.3300,2.5711,18.0769,0.0653,3.2230,0.0000,0.3333,1kmy
6.7000,78.5924,1060.3490,3.7280,0.0000,10.8512,7.8413,34.7460,0.2337,0.0000,1.0546,0.1176,1koj
5.8000,84.7951,1565.4508,2.1988,80.8862,1.8711,7.8772,59.3711,0.0539,12.9036,0.0000,0.0606,1kpm
9.4000,163.4100,1650.5768,3.1426,74.5864,3.9742,11.1115,139.0439,0.1946,6.6883,0.0000,0.0870,1ksn
5.9200,136.1354,1477.9338,4.8916,12.6164,6.3971,9.6058,79.4690,0.7025,0.0000,1.3311,0.1111,1kyv
10.3900,150.2831,2257.3608,3.4550,89.3442,3.8885,23.6579,268.8330,0.6592,7.8695,0.1321,0.0769,1kzk
8.9200,121.9755,1781.7366,2.3152,52.8827,3.7155,33.5207,304.4592,1.1119,14.6647,0.0000,0.0645,1kzn
8.1000,38.8483,389.2348,1.2211,16.8447,3.2622,0.3779,4.9651,0.4076,0.0000,0.9121,0.3333,1l6m
3.4000,30.7551,467.9872,0.5505,45.4831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1l83
7.8500,101.6026,841.3500,4.8932,11.6121,10.2360,2.2939,20.3185,0.0000,0.0000,0.0000,0.1538,1laf
6.3000,87.8820,790.3210,4.6218,1.0540,7.0360,5.0364,6.8668,0.1829,0.0000,0.6071,0.2222,1lag
7.5200,78.3118,631.9376,3.6591,11.5677,8.0655,2.1094,5.3294,0.0029,0.0000,0.0000,0.1667,1lah
7.8500,101.5251,1402.8447,4.4046,30.3109,9.7738,10.4962,96.2745,0.7470,0.0000,2.0200,0.0870,1lbf
7.7400,125.8106,1881.3551,3.3164,105.8114,5.7179,27.9816,239.5200,0.7713,8.0352,0.0000,0.0588,1lee
7.5200,107.4210,1829.2208,3.2892,92.4455,6.4301,29.9661,236.7803,0.8084,9.6502,0.0000,0.0588,1lf2
12.0000,129.0350,2167.2002,6.1969,15.6323,11.7756,27.1919,228.8521,1.4114,1.8330,2.6628,0.0588,1lf9
6.1000,84.4909,962.5411,3.4370,36.0070,1.2330,3.4446,21.4465,0.4253,3.1375,0.0000,0.3333,1lgt
4.0000,45.2333,619.4365,0.4588,45.5748,0.6561,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1lgw
4.0400,41.9365,544.5397,0.5268,47.7428,0.7407,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li2
4.2500,41.1011,598.0182,0.3467,37.2882,0.6165,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li3
3.8000,37.6475,469.5754,1.2902,27.7149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li6
7.5200,89.8480,1673.1290,1.3587,64.2151,2.5608,5.3608,36.1853,0.3472,1.3388,0.0000,0.2222,1lke
6.8500,124.7971,1534.0195,3.4283,34.0701,8.2398,37.3939,277.8522,0.6726,0.7572,0.5463,0.0444,1lkk
