pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
4.2000,68.5759,774.5875,2.1704,4.4983,4.1665,0.5394,8.3227,0.0000,0.0000,0.0000,65.7086,753.9153,0.8826,4.0721,2.1433,0.4215,8.3569,0.0000,0.0000,0.0000,0.4000,1c5y
9.5100,123.7838,2274.1721,2.8492,73.0210,4.5212,31.6340,274.6905,1.8620,5.5274,0.0000,117.5799,2224.9087,2.9727,57.2112,5.0196,29.2620,274.9151,1.5137,5.3905,0.0000,0.0645,1c6y
10.3000,146.4438,2400.4360,2.8929,83.8882,4.7458,32.3522,300.7990,1.3869,5.5598,0.0000,122.8796,2311.5657,2.1981,80.1678,4.7302,32.2443,310.0956,1.1432,5.3939,0.0000,0.0645,1c70
4.8500,109.3717,1039.5074,5.5295,39.8485,6.8164,5.7079,39.4524,0.6446,0.0000,0.9792,71.7551,825.1710,1.7451,40.9214,0.7535,8.3425,36.7444,0.5536,0.0000,0.8117,0.2500,1c83
5.0000,106.1964,1089.9381,4.1208,56.1910,3.6934,6.8780,41.6397,0.8480,0.0000,1.0000,76.7408,829.1100,1.6858,66.0217,0.8523,7.3208,39.9710,0.2421,0.0000,0.6635,0.2500,1c84
4.7000,100.3213,1020.8458,7.1589,21.9742,8.6264,4.6235,38.2710,0.3557,0.0000,0.6367,62.7578,769.1720,2.2753,20.0877,1.6973,8.0898,36.6272,0.2417,0.0000,0.5636,0.2500,1c86
4.2000,86.2367,971.0632,4.2228,22.1932,5.0759,4.2505,37.6318,1.1318,0.0000,1.0000,68.0869,774.0861,2.0562,14.2353,2.3190,5.7014,37.1305,0.9499,0.0000,1.0000,0.2500,1c87
5.2900,102.1977,1010.6881,6.1302,23.7963,6.6208,4.7705,36.7179,1.4904,0.0000,1.0000,77.4452,845.9374,3.6389,17.1044,2.0290,5.7229,36.2901,0.6739,0.0000,0.6831,0.2500,1c88
7.7200,133.5362,2006.0533,1.7030,80.3239,2.7622,14.0502,127.9877,0.0943,5.8507,0.0000,137.7415,2097.5078,1.2051,66.3570,1.2184,16.4479,144.2305,0.0753,7.8726,0.0000,0.1111,1caq
6.3500,66.8148,1037.0653,2.8040,39.6302,5.1090,11.0221,26.7115,0.4269,3.7705,0.0000,80.6581,1140.8434,3.7897,33.5002,3.9226,11.9532,25.1870,0.0641,5.2802,0.0000,0.1667,1cbx
4.7400,62.9477,629.4297,2.2448,3.9640,4.4985,0.2004,2.8172,0.0000,0.0000,0.0000,62.4860,633.2557,2.3116,4.0282,4.5643,0.2007,2.8168,0.0000,0.0000,0.0000,0.4000,1ce5
4.9600,59.0472,454.5782,1.0301,35.3899,2.5023,3.0227,7.1241,0.0000,0.0000,0.0000,53.5426,442.7249,1.5494,37.1686,3.6768,0.8535,8.7290,0.0000,0.0000,0.0000,0.1538,1cea
6.0000,58.4620,561.2589,2.0592,37.5209,4.0323,1.0124,8.3914,0.0000,0.0000,0.0000,56.6429,546.0398,1.5875,34.1747,3.7214,1.1742,8.3504,0.0000,0.0000,0.0000,0.2857,1ceb
2.8900,75.9588,894.9384,0.5837,54.4882,0.0000,15.4721,58.0866,0.0738,11.3159,0.0000,74.2712,890.7582,0.5491,54.8270,0.0000,14.7614,61.5104,0.1439,10.9001,0.0000,0.0952,1cet
6.8700,145.6571,1944.3539,1.6652,51.4608,2.4810,37.9831,276.1137,0.5003,5.4769,1.1304,131.6152,1899.4423,1.7160,33.9820,2.2231,57.1145,277.5427,0.8729,19.8207,1.3315,0.0476,1cgl
9.4300,68.6323,1000.6082,2.1090,15.8809,3.6873,1.5135,39.0699,0.0143,1.4784,0.0000,64.4391,1108.5858,2.1599,5.9748,3.1359,3.2855,40.9999,0.0000,3.0000,0.0000,0.1818,1cil
8.8200,60.1386,960.7338,2.3260,9.1022,3.0406,0.0748,21.9607,0.0000,0.0000,0.0000,58.8002,949.8389,1.7091,11.0442,2.1977,0.0749,21.8494,0.0000,0.0000,0.0000,0.2857,1cim
8.7300,67.3750,963.2826,2.5974,13.0798,3.5771,1.2326,29.2970,0.0234,0.0000,0.0000,65.4055,1016.2844,2.2358,7.9253,2.4321,1.1500,29.0489,0.0723,0.0000,0.0000,0.2222,1cin
7.4400,141.8501,2140.8955,1.8072,67.2734,2.6608,17.6304,126.5438,0.1476,5.6735,0.0000,137.4555,2094.2979,1.0980,87.2301,1.0192,11.7315,134.0865,0.1066,5.6889,0.0000,0.1111,1ciz
8.2700,145.0310,1609.7507,5.6931,0.0000,12.9190,17.9617,143.2282,0.5223,0.0000,1.1172,115.6573,1577.8330,3.1952,0.0000,8.4011,19.7831,139.9251,0.7919,0.0000,2.2048,0.0833,1clu
7.7200,107.6853,1412.6082,3.1637,22.2787,3.7146,34.8136,119.3838,0.6634,0.0000,0.8347,95.7813,1317.1412,2.4154,22.9290,3.4540,30.2384,108.1662,0.4059,0.0000,0.5840,0.0714,1cnw
7.3700,88.6354,1229.0826,2.1193,22.9912,3.5839,26.3234,67.7150,0.3479,0.0000,0.5170,95.4278,1213.1357,1.7809,23.3723,2.9093,17.1471,77.4903,0.1560,0.0000,0.0000,0.0833,1cnx
7.8500,91.1661,1495.1342,2.0391,47.0204,2.0206,33.5452,206.1043,0.2234,6.4125,0.3794,89.3886,1440.1455,1.9797,42.9346,3.0602,27.0943,195.3825,0.5424,3.6220,0.9347,0.0625,1cny
6.6600,63.3284,1017.1752,2.7672,24.4001,6.2338,9.3087,31.7548,0.2953,1.4796,0.2884,60.1486,1020.3598,2.8911,30.7200,5.1194,8.2514,33.6772,0.0738,1.5437,0.0000,0.1333,1cps
2.3000,105.5355,1580.0095,4.2072,10.9149,9.7453,9.1922,83.3887,0.1577,0.0000,0.5098,68.7751,1275.6965,2.7775,7.7846,6.5195,10.7890,86.1634,0.1337,0.0000,0.4866,0.1429,1cru
6.5200,140.9541,1912.8000,2.8379,69.7289,3.1845,32.0854,210.8568,0.7355,8.7426,0.5620,135.4819,2006.3081,2.7360,69.1873,3.3409,25.9223,217.6532,1.0185,4.1385,0.0000,0.0741,1ct8
4.5200,90.6259,1304.5721,3.0610,10.5217,4.4874,7.9517,28.5753,0.0185,0.0000,0.1942,80.0645,1263.8632,5.0878,12.0214,6.2782,6.1731,29.5133,0.2382,0.0000,0.6411,0.2222,1ctt
11.9200,97.7333,1396.2178,3.9311,11.1865,6.5863,8.0068,33.5587,0.1939,0.0000,0.5573,89.4778,1389.9344,3.9789,4.2462,3.4604,11.0457,30.2230,0.1476,0.0000,0.2409,0.2000,1ctu
9.0900,131.4616,1831.8026,2.2875,77.8452,1.5570,12.3383,166.6927,0.3056,17.4307,0.0000,133.9802,1819.2008,2.3363,80.1335,1.5181,10.1115,160.7482,0.3028,17.5191,0.0000,0.0952,1d3d
7.3900,138.6717,1833.4596,1.2149,64.8906,0.7586,18.6481,173.3460,0.2476,9.6585,0.0000,102.6281,1777.1677,1.0171,64.8685,0.4177,34.3656,182.6731,0.2535,15.2962,0.0000,0.0800,1d3p
9.2200,141.8019,2483.9233,4.7253,88.7112,6.9564,28.2974,257.8086,1.0067,7.7046,0.0000,131.6176,2455.8811,3.9840,96.1163,4.7869,37.0587,260.8977,0.9696,8.0664,0.4335,0.0714,1d4k
8.7700,118.5495,2192.5786,3.2971,64.9115,4.9770,26.9148,204.8973,0.8141,2.8325,0.0000,107.3798,2136.2546,2.4530,62.4527,4.4089,20.6792,197.7482,0.8138,7.5675,0.0000,0.0769,1d4l
6.3000,108.9715,1485.0043,1.8584,57.6321,3.1909,6.6037,85.3311,0.1665,7.5799,0.0000,97.8424,1300.1193,1.6981,32.6561,3.0464,7.2500,90.8416,0.3842,9.5087,0.0000,0.1818,1d4p
9.0000,127.6332,2184.0972,5.1773,78.0831,7.3720,32.4917,238.1514,0.6778,24.9917,0.0000,116.0478,2194.6060,4.3523,77.5200,5.7984,38.3679,242.9360,0.9733,35.7513,0.0000,0.0690,1d4s
11.1000,136.0654,2141.2156,4.8604,78.2119,6.9732,31.7863,245.6118,0.6544,26.6860,0.0000,126.5103,2121.8928,3.8220,74.5689,6.1051,35.3083,247.0111,0.6742,27.4193,0.0000,0.0690,1d4y
1.8200,64.4371,578.4490,3.1410,0.0000,6.5942,5.6364,3.3573,0.4341,0.0000,1.5336,65.5741,578.6079,3.3184,0.0000,6.8242,5.6304,3.2953,0.4676,0.0000,1.4037,0.2000,1d5r
6.1700,130.0091,1728.9442,2.7997,112.9903,2.0182,4.8180,85.0674,0.1695,9.8932,0.0000,122.4477,1603.8011,2.2228,105.3362,0.8740,9.9858,84.1155,0.2659,8.0478,0.0000,0.1176,1d6v
5.9600,117.5023,1780.7344,3.0725,46.6757,3.0198,26.1002,190.9401,1.5473,0.0000,1.0000,103.4213,1685.2748,3.3075,43.8881,3.5649,20.9214,261.9898,0.2906,4.2499,0.0000,0.1250,1d6w
3.6000,44.9998,309.3851,0.3366,0.0000,0.4666,1.6960,0.2790,0.0000,0.0000,0.0000,35.6768,338.0722,0.3486,0.0000,0.7496,1.5527,0.2573,0.0180,0.0000,0.0000,0.2500,1d7i
9.1100,128.6881,1780.0193,3.0909,41.3619,3.0236,12.7782,142.0081,0.4364,1.2080,0.0000,109.3862,1538.8372,2.4322,45.3111,2.6560,24.2655,149.4240,0.6521,0.0000,0.5582,0.1176,1d9i
9.2600,99.4157,1868.6248,2.2006,107.3967,4.0571,7.8744,108.4249,0.0200,18.6961,0.0000,93.7270,1857.0807,4.5935,121.5887,2.6926,9.9299,116.9961,1.4510,26.3219,0.0000,0.0952,1db1
6.5500,98.1259,1540.2214,2.4558,36.8361,5.7290,16.1201,119.8787,0.0659,0.4158,0.0000,93.2269,1777.8629,1.8640,11.7428,4.1087,14.9515,116.3695,0.4532,1.8307,0.7204,0.0909,1dhj
10.6600,175.5587,2714.0125,3.2256,105.4042,5.4554,71.5536,544.2943,2.4756,19.0461,0.4238,175.4714,2716.4722,3.1534,103.4406,5.4125,73.8367,541.2232,2.6013,18.7042,0.3949,0.0417,1dif
5.7700,67.5166,1108.7216,3.1301,0.0000,7.1490,21.1363,84.2840,0.2633,0.0000,0.4927,72.1919,1070.7134,2.8177,0.0000,5.3436,20.0100,87.3968,0.3177,0.0000,0.6438,0.1176,1djx
6.4900,96.6355,944.5410,1.8735,19.1134,2.7741,9.6217,60.7859,0.0469,0.0000,0.0000,112.3508,1101.7284,3.1762,38.4009,2.0882,4.3568,51.7186,0.4481,0.0000,0.0000,0.1053,1dl7
9.5500,135.8781,2168.4756,2.6783,93.3817,5.4217,33.7898,288.5818,0.4147,19.2878,0.0000,129.7648,2169.1511,3.5145,92.7630,5.9202,35.1929,288.3439,0.3968,19.3689,0.0000,0.0909,1dmp
8.0000,104.7194,1151.7153,6.2054,1.9543,13.5861,7.3233,83.2368,0.0567,0.0000,0.0000,69.5709,1158.4493,4.2640,1.0542,9.1757,12.4621,79.7392,1.4618,0.0000,2.5901,0.1667,1dqn
11.0500,104.9823,1519.9182,6.7853,4.7254,10.5184,7.9005,71.7693,0.6163,0.0000,0.3775,110.4379,1496.6842,8.5477,4.3280,11.0621,13.2834,69.3292,0.6399,0.0000,1.1586,0.1538,1dqx
7.4000,73.2868,737.3810,5.1550,0.0000,10.0526,0.0000,0.0000,0.0000,0.0000,0.0000,62.5020,759.8630,5.9570,0.0000,7.6138,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1drj
6.8200,77.5217,745.0741,5.8255,0.0000,10.2699,0.0000,0.0000,0.0000,0.0000,0.0000,76.7789,756.4465,6.2308,0.0000,6.8977,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1drk
4.8200,99.1733,1154.5376,3.3681,10.7580,6.0088,14.0954,93.8883,0.1456,1.0000,0.0000,76.4210,1225.0824,1.3746,9.3169,2.9508,9.2709,74.6221,0.1989,1.0000,0.4174,0.1333,1dud
11.8000,116.0506,1202.7324,8.8150,2.2086,16.9538,7.3139,41.6716,0.4409,0.0000,0.0000,103.9984,1205.3706,6.5003,2.2622,11.1689,7.8344,42.8570,0.7425,0.0000,1.2153,0.1000,1duv
7.1100,84.4274,1183.5631,2.0692,54.5796,0.2364,16.7849,58.6003,0.5386,9.2649,0.5924,83.6676,1182.2371,2.0221,54.5163,0.2162,16.8013,58.6186,0.5280,9.2673,0.5794,0.2000,1dvz
4.3600,108.6677,1161.7086,1.2010,60.0260,2.5197,3.7698,52.6923,0.0785,0.0000,0.4003,102.8202,1179.0704,1.8961,58.5992,3.7880,4.1982,49.7657,0.0583,0.5238,0.0000,0.1333,1dy4
6.1000,44.8319,836.2684,0.0824,33.2248,0.0000,7.4655,8.3583,0.0693,0.0000,0.0000,44.8073,853.2554,0.3945,36.0513,0.0000,6.7928,9.3186,0.0180,0.0000,0.0000,0.1818,1dzk
5.8900,64.8420,1137.8098,1.1437,32.7923,2.4462,3.6143,41.3880,0.1237,0.0000,0.4932,68.9947,1127.4103,1.7428,40.9985,2.5308,5.0053,42.8102,0.4312,0.0000,0.9315,0.1818,1e1x
4.9400,94.8657,1242.3422,2.6601,38.2371,2.8434,5.4803,39.5104,0.2736,2.4936,0.5123,78.7250,1232.4952,3.1514,36.0079,2.4723,5.4621,39.7904,0.4736,2.3248,0.5691,0.2222,1e2k
4.2900,97.2676,1182.6820,2.4103,37.7189,3.4696,5.4873,39.5404,0.3355,2.2820,0.5302,101.6618,1165.2238,2.8897,25.8121,2.6257,9.4780,36.9926,1.8544,1.3933,0.0000,0.2222,1e2l
4.5100,104.4082,1332.9928,4.5772,23.7350,4.8878,7.5203,59.7480,0.6084,3.0000,0.4987,100.5404,1319.0651,5.4141,23.2863,4.8966,6.9948,61.1675,0.7166,3.0000,0.0000,0.1818,1e2n
4.5700,87.8364,1010.4244,2.0796,20.3556,3.6363,4.6763,24.5611,0.1247,1.0000,0.4907,88.2501,1017.5861,2.4311,18.5773,3.1870,5.3187,23.9204,0.1424,1.0000,0.4260,0.1538,1e2p
4.3400,54.9759,1293.5002,1.3962,64.4064,1.8025,11.4791,42.0239,0.0757,5.7711,0.0000,61.2395,1268.1624,1.7588,58.8661,2.3768,10.2176,43.2941,0.0340,7.5851,0.0000,0.1333,1e3v
8.4100,40.8417,763.3678,0.6435,36.7174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.8611,761.6128,0.6479,36.7858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1e4h
3.1500,73.8350,913.3622,4.2967,0.0000,7.8021,2.3059,3.4300,0.5833,0.0000,1.0000,57.0431,877.8880,2.4800,0.0000,5.9034,1.1408,4.8933,0.0387,0.0000,0.2811,0.2500,1e6q
3.2200,47.8455,785.5805,3.1609,0.0000,8.2806,0.4205,5.2369,0.2380,0.0000,0.6969,52.6589,869.3383,3.2482,0.0000,6.7124,1.3495,3.8244,0.0000,0.0000,0.0000,0.2222,1e6s
3.0500,52.5120,707.6157,1.2315,5.1121,3.0322,0.4622,3.4820,0.0000,0.0000,0.0000,46.4346,701.6725,1.2888,4.6633,3.0970,0.5638,3.2047,0.1705,0.0000,0.5898,0.2857,1e70
10.8200,74.4139,691.5203,6.2945,0.0000,11.9715,1.3215,4.0786,0.2122,0.0000,0.6581,74.5202,690.5193,6.2925,0.0000,11.9474,1.3102,4.1288,0.2072,0.0000,0.6503,0.2857,1ebg
3.1000,86.6581,1025.2759,8.4376,0.0000,14.0906,6.6971,15.5500,0.1611,0.0000,0.7610,84.6107,985.9268,8.6801,0.0000,14.1265,5.7137,15.5842,0.6889,0.0000,1.9775,0.1429,1ec9
3.0000,84.3921,1012.3048,7.5786,2.1810,10.4333,8.3210,14.3777,1.9763,0.0000,2.2412,90.2783,1034.9833,8.2628,0.8287,10.3550,8.9145,15.4415,1.3897,0.0000,1.7866,0.1333,1ecq
4.8500,101.1262,935.1486,3.7195,38.1270,4.4844,6.3169,28.5101,0.7750,0.0000,1.0000,71.0617,761.2065,1.9208,31.5926,1.5704,6.1352,28.7225,0.9336,0.0000,1.0000,0.2500,1ecv
4.7900,124.2683,2086.1277,4.4250,79.5615,8.0340,58.0544,303.7507,1.2059,33.7289,1.1674,124.4739,2079.8472,3.0129,66.8514,5.5987,51.2066,302.0298,0.8953,29.0720,1.3494,0.0426,1eed
8.2200,92.9847,1107.2814,1.9358,31.1268,3.7923,2.2788,50.0620,0.0651,0.0000,0.0000,106.3973,1016.8134,1.8408,55.1146,1.6400,2.2024,52.3021,0.2497,0.0000,0.7138,0.2222,1efy
5.7000,65.9185,666.5267,2.9761,0.0000,6.8551,3.4428,4.3530,0.0009,0.0000,0.0000,57.5669,595.4636,2.8594,0.0000,7.7741,0.9638,5.3973,0.0000,0.0000,0.0000,0.2500,1egh
11.0600,100.4233,1530.1949,5.7452,5.1504,10.8054,13.3041,65.7736,0.6185,0.0000,0.0000,98.1634,1543.0171,7.3827,5.9666,11.3695,10.0550,68.7576,1.0846,0.0000,1.2815,0.1538,1eix
5.6200,105.2983,1345.0812,3.8535,6.8910,6.4400,4.7287,55.4315,0.7231,0.0000,0.0000,102.9528,1349.3822,3.8096,7.1886,6.3725,4.6650,55.8317,0.8821,0.0000,0.0000,0.2000,1ejn
6.6600,108.6611,1615.0793,2.1809,33.8615,3.1250,26.8538,192.1396,0.3505,6.3926,0.8326,108.5424,1644.3977,2.5775,63.1263,2.9362,21.3742,198.5863,0.5021,5.1666,0.1380,0.0645,1elc
6.7000,100.3436,1478.7755,3.2767,37.1412,3.0496,25.7470,166.7952,0.5812,4.2157,0.0000,102.2038,1494.1056,3.1923,39.8485,3.0673,16.8063,148.3702,0.5256,3.8377,0.0000,0.0952,1eld
6.8500,111.4121,1355.7576,3.6127,51.2774,2.9745,15.7748,120.3340,1.1830,3.8725,0.9188,96.6387,1257.6300,1.7316,20.4505,1.9066,15.3890,117.0968,0.3212,4.8904,0.3273,0.0952,1ele
4.9600,112.5030,1571.9850,2.6991,30.6780,6.8048,56.9880,325.3590,1.3314,1.9077,2.3995,114.8760,1536.0503,3.0689,15.2395,7.3664,55.4653,329.9155,1.5620,4.7602,2.9485,0.0400,1elr
10.8200,48.0899,623.1183,4.9931,0.0000,11.1705,2.1044,3.9006,0.1634,0.0000,0.8164,49.5923,623.8210,4.9776,0.0000,10.4992,2.4591,4.0958,0.0586,0.0000,0.4890,0.2857,1els
6.9600,137.3850,2116.8853,3.2357,74.6508,4.3570,37.4648,314.0267,1.3205,7.0084,2.2584,136.1197,2129.8367,2.3662,64.0148,4.1324,32.1723,330.4912,0.7403,3.8332,1.1620,0.0426,1ent
6.0500,55.5935,820.8002,2.2599,21.2126,3.0796,0.5375,5.9264,0.0000,0.0000,0.0000,54.7520,807.3835,1.8593,21.9914,2.5966,0.5446,5.9243,0.0000,0.0000,0.0000,0.3333,1eoc
7.9600,140.2599,2147.1921,4.9509,61.6051,6.2905,45.5936,337.7165,0.5411,22.5541,1.2550,125.8887,2054.3501,3.3687,73.2584,5.1807,36.1981,315.2954,0.6985,12.6909,1.3681,0.0556,1epo
7.1600,139.5252,2102.8904,3.7739,67.3502,7.5842,70.2154,326.6924,1.4121,13.8818,2.3983,152.5076,2102.6985,4.0494,64.8386,8.2550,57.8940,320.2791,1.0054,11.2790,1.2803,0.0345,1epp
8.1900,115.7612,1820.9932,3.4608,56.4324,7.6290,42.3740,255.2963,0.5583,22.8346,0.7903,119.8710,1752.7722,3.3192,70.9328,5.1126,47.3118,250.1220,0.5313,24.6641,0.3984,0.0513,1epq
6.8900,119.7638,1361.5540,6.0807,10.0789,7.6462,15.8099,83.4987,0.9300,0.0000,1.9260,127.0800,1419.1331,5.6439,9.0076,6.0781,12.7871,78.4956,0.3500,0.0000,0.6801,0.1250,1epv
7.0500,88.8128,1489.6492,0.9307,91.9811,0.0000,18.1473,65.7401,0.8254,27.0679,0.0000,75.0487,1491.2117,0.7789,91.8404,0.4676,10.4601,57.5851,0.2390,18.4333,0.0000,0.0833,1erb
8.2200,114.4746,1825.9635,2.4895,66.0185,4.2112,30.8814,227.4357,0.1316,14.1560,0.0000,111.0406,1553.4851,2.1832,60.0668,3.8350,20.8295,243.5959,0.1453,0.0000,0.0000,0.0909,1ets
5.8900,118.9256,1524.3197,3.9420,59.3643,3.6978,19.1237,142.0757,0.2191,0.4538,0.0000,99.7721,1545.7539,1.5664,34.8203,2.9405,17.7316,137.8923,0.3220,1.1216,0.0000,0.1053,1ett
3.2200,93.5812,1151.1812,1.2414,55.0710,1.9082,32.9041,236.4684,1.0930,2.7498,0.0000,90.2180,1144.4670,1.1124,48.0754,1.5250,36.7599,222.8125,1.2522,3.1754,0.0000,0.1053,1evh
2.2600,57.6010,522.3535,3.1284,0.0000,5.1484,1.9249,1.6236,0.1399,0.0000,0.0000,44.8960,466.5711,2.4169,0.0000,4.8500,1.7127,1.6459,0.1645,0.0000,0.0000,0.3333,1ew8
3.2200,37.0789,339.3309,0.3840,0.0000,0.7506,0.0000,0.0000,0.0000,0.0000,0.0000,24.3475,325.7843,1.0189,0.0000,2.5178,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1ew9
6.3300,185.9845,2269.1528,9.2458,0.0000,17.0255,44.4066,315.9759,2.0880,0.0000,1.0468,173.7296,2395.1750,7.0091,0.0000,14.5882,25.4926,278.0868,1.6962,0.0000,0.7487,0.0645,1ex8
5.1000,97.5640,1634.1582,4.1124,0.0000,9.9738,43.4454,247.3785,2.4921,0.0000,5.7683,128.5643,1573.2140,3.1806,0.0000,6.8893,42.6065,261.1158,1.9865,0.0000,4.7882,0.0444,1ez9
9.0500,169.8129,1695.9611,4.9093,100.1760,6.2553,11.7425,141.6250,0.1338,9.1895,0.0000,165.0564,1654.2970,3.9318,101.7362,5.1689,11.8398,142.5607,0.1285,9.2349,0.0000,0.0769,1ezq
7.6600,120.2251,1530.8445,2.0202,32.3795,2.8067,10.0072,111.4147,0.0606,1.9360,0.0000,122.6801,1458.2485,1.6630,48.4349,0.5651,6.0707,102.9221,0.6611,2.4171,0.0000,0.1538,1f0r
7.7400,121.7547,1399.6808,1.4637,24.6650,1.8954,8.7276,106.2708,0.3202,1.0000,0.0000,119.6533,1362.9161,1.5129,34.6891,1.3849,10.8704,101.3693,0.1985,1.1776,0.0000,0.1667,1f0s
6.0000,98.4781,1361.1449,5.1229,13.2479,8.5047,11.1768,112.5500,0.1381,1.0620,0.0000,101.2153,1370.5330,6.1140,18.5570,8.9906,11.6439,112.9362,0.2554,1.3773,0.3223,0.1176,1f0t
7.1600,126.2371,1530.9548,2.9402,48.6882,5.1719,14.2629,135.5218,0.0077,11.1474,0.0902,133.8017,1516.9919,3.3020,46.1441,5.7558,15.1166,150.3917,0.9136,12.3618,0.5245,0.0769,1f0u
1.9100,47.8808,575.0266,3.2302,13.9753,5.8715,3.1025,3.3797,0.0150,0.0000,0.0000,52.1637,646.9678,0.9353,12.3027,1.5530,1.9665,4.1748,0.0000,0.0000,0.0000,0.1818,1f2o
1.9000,67.8985,747.1461,2.5132,37.9631,4.4947,2.7303,14.8091,0.0092,0.0000,0.0000,64.6087,752.6770,2.3660,45.0426,3.7047,3.9113,14.4163,0.0000,0.0000,0.0000,0.2222,1f2p
6.7000,64.3581,835.1859,1.9280,19.3601,4.5252,0.0000,0.0000,0.0000,0.0000,0.0000,65.8342,845.1746,1.4977,21.9487,3.0952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1f3e
4.6700,108.3196,1370.9817,4.7230,18.7128,7.3998,19.0683,107.0977,0.1919,1.1595,0.0000,96.6737,1285.3452,3.7021,18.4434,7.6683,13.9809,111.0458,0.3513,1.0989,0.0000,0.1053,1f3f
5.5900,73.2158,951.8188,2.4763,3.3543,5.2139,12.1916,51.5571,0.7516,0.4543,1.2811,54.6464,833.6600,1.2602,11.0432,2.2569,12.3299,52.4147,0.7506,0.0000,1.5558,0.1000,1f4x
5.6400,35.1739,479.3378,1.0291,0.0000,2.1808,0.0100,0.8549,0.0000,0.0000,0.0000,31.2080,374.7739,1.5204,0.0000,4.0451,0.0822,0.8525,0.0000,0.0000,0.0000,0.2500,1f57
5.2800,77.1943,915.3029,2.7561,1.1852,6.3929,1.2679,23.7027,0.2769,0.0000,0.7518,80.3972,938.3765,4.1270,1.2147,7.3422,1.7951,22.6939,0.0711,0.0000,0.0000,0.3333,1f5l
2.3900,68.8525,1138.9270,3.6968,1.3935,9.8658,12.5521,70.6658,1.3128,1.0000,3.4132,72.2497,1126.7909,4.0082,1.1270,10.9362,18.5161,66.0734,0.8933,1.0000,1.6171,0.0741,1f73
3.0500,80.6016,1042.2877,4.8845,3.6734,11.3531,14.0588,58.6385,1.0945,1.1165,2.0121,82.1111,1019.3627,4.0584,2.0799,9.5734,14.7919,59.6155,0.6067,1.6473,1.6576,0.0800,1f74
5.0000,135.6718,1877.8533,4.2264,27.6870,7.5067,79.5727,663.0223,4.5199,0.3316,7.6153,140.7951,1705.9885,3.8907,53.8820,6.5075,95.1132,658.1617,3.7506,1.2381,5.1772,0.0408,1f8a
5.4000,64.6968,1117.8164,3.0219,0.8644,7.3147,10.5520,58.5695,0.5421,0.0000,0.9057,65.0057,1104.4058,2.2571,2.0478,5.5745,13.9953,57.1348,1.0703,0.0000,2.1376,0.1176,1f8b
7.4000,67.0876,1103.7374,3.8958,0.5228,8.4901,10.8512,58.1941,0.5317,0.0000,0.9441,64.1845,1066.5345,4.2931,8.1057,7.7960,10.9224,59.8965,0.4927,0.0000,1.8110,0.1176,1f8c
3.4000,69.1581,1052.6733,3.4352,8.2329,6.7673,11.2110,59.2985,0.5136,0.0000,1.8473,63.7646,1097.2142,2.3776,2.3522,5.5990,15.0934,55.1284,1.2546,0.0000,2.4775,0.1176,1f8d
4.8200,64.8522,1056.5624,3.9330,8.0546,7.6402,11.2695,59.2250,0.6183,0.0000,1.9251,53.6217,1013.7820,2.4359,4.2571,6.6393,11.3428,59.1058,0.5728,0.0000,1.7560,0.1176,1f8e
1.2800,49.1179,626.4936,2.4827,0.0000,5.8298,2.0668,7.9377,0.5242,0.0000,1.4305,45.3834,634.9271,2.2074,0.0000,6.0722,3.6148,9.2888,0.0000,0.0000,0.0000,0.2000,1f9g
7.3700,77.4632,1034.6053,4.9737,0.0000,10.9750,28.6199,134.4028,0.3418,0.0000,0.7768,76.7807,1034.2775,4.7775,0.0000,10.7171,28.3340,134.4476,0.3624,0.0000,0.8390,0.1000,1fao
7.1500,149.7503,2166.4727,5.4434,38.3480,11.1115,39.2324,353.2062,1.0841,0.0000,1.1511,136.2239,2086.6895,4.8124,39.7007,10.2735,40.1223,317.6667,0.9011,0.0000,1.4181,0.0400,1fch
8.5200,118.0691,1928.1102,2.0647,140.7990,2.5962,2.9688,73.5965,0.2231,7.5604,0.0000,122.8698,1937.9954,4.1622,146.9771,2.8347,3.5062,77.7666,0.6221,9.9808,0.0000,0.1667,1fcy
7.2700,66.6352,1365.3807,0.6083,77.9788,1.1711,34.1047,118.4560,0.2386,60.2716,0.0000,76.5078,1385.6740,0.6011,83.2838,1.1263,31.1011,108.4828,0.2226,46.1389,0.0000,0.0645,1fdq
6.8200,91.4198,1154.1688,4.8986,0.0000,8.1105,4.7576,55.1909,0.0000,0.0000,0.0000,68.8806,1120.6865,3.3762,0.0000,7.2837,5.3520,54.9953,0.0095,0.0000,0.0000,0.1818,1fhd
