pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,flexibility,PDB
6.1800,87.4260,960.7999,3.4785,23.9690,7.2572,8.1242,22.7611,0.0000,2.0000,0.0000,87.4260,960.7999,3.4785,23.9690,7.2572,8.1242,22.7611,0.0000,2.0000,0.0000,78.0975,933.3251,3.3394,28.6950,3.5776,8.7748,22.0864,0.2540,1.9885,0.0000,71.9350,941.5565,2.2944,20.7801,2.5690,8.6319,22.7394,0.2784,2.0000,0.0000,72.2104,987.6456,3.2854,25.9260,2.6755,10.9945,21.0042,0.5782,2.0000,0.4649,75.6651,969.5654,3.5784,24.2431,2.8298,8.9300,22.1728,0.1101,2.0000,0.0000,76.9022,931.9951,3.6001,28.6137,2.9028,11.2688,21.1264,0.3967,2.0000,0.0000,74.3074,969.3448,2.8689,19.7449,2.6751,9.3705,20.5400,0.9586,2.0000,0.3794,70.0914,959.9194,2.6064,22.5883,1.3377,9.9213,21.5178,0.1819,2.0000,0.0000,0.2000,1xhy
9.4800,79.0232,1716.9783,3.6137,37.9856,0.0000,21.5019,172.6834,4.1140,6.6522,0.0000,84.3241,1727.6512,1.7998,42.3207,0.0000,21.0627,163.2136,6.4991,8.4643,0.0000,103.8826,1720.1589,6.3471,50.5836,2.0454,22.8484,178.4988,4.5792,6.2478,0.0000,95.5705,1602.0735,5.4183,46.7230,1.4835,23.2595,176.8186,4.0680,6.6806,0.0000,78.7468,1500.9352,1.6162,41.7713,0.2911,20.4437,162.4766,5.6779,8.3589,0.0000,65.3533,1273.5927,1.5360,37.5068,0.4178,18.7546,171.0489,4.4239,7.4936,0.0000,58.8862,1429.5432,1.0662,26.1033,0.1286,19.7741,170.5769,5.0308,7.5794,0.0000,57.7800,1357.0470,1.2343,14.3528,0.0000,21.3261,175.0489,3.9352,6.4797,0.0000,105.7123,1858.2538,7.2963,59.1150,1.7293,22.2766,175.4500,6.3151,5.8245,0.0000,0.2000,1xjd
6.0000,89.4928,1666.7524,3.6693,0.0000,8.1693,80.1584,569.5965,2.2101,0.0000,1.8548,93.9460,1594.8065,2.8008,0.0000,6.9194,71.8576,567.0317,2.5477,0.0000,3.1881,106.7908,1695.7581,4.6159,0.0000,9.6774,52.3561,583.5335,1.4069,0.0000,0.7139,91.3189,1659.0759,2.1199,0.0000,4.9882,65.4787,552.7448,3.5792,0.0000,5.6259,105.7451,1706.2078,5.6396,0.0000,7.6470,83.8498,618.1195,2.8771,0.0000,3.9969,130.0534,1907.4420,3.3187,0.0000,5.8617,33.1932,345.0533,1.2556,0.0000,2.2494,85.7659,1686.6097,2.9542,0.0000,7.4441,67.0855,549.8997,2.4518,0.0000,2.3704,94.7277,1798.4050,3.2241,0.0000,6.7878,52.2736,465.9157,1.6964,0.0000,2.2976,122.3218,1811.4962,3.9696,0.0000,7.4457,47.5108,420.9797,2.6956,0.0000,3.0301,0.0606,1xk5
6.8500,97.7334,1035.7302,2.0003,67.5689,1.8750,5.0647,43.5269,0.0122,0.0000,0.0000,95.3733,973.2852,1.5001,68.7522,1.2792,3.9733,48.9356,0.0909,0.0000,0.0000,88.8940,1053.8290,1.7313,63.6771,1.0546,5.5204,38.4820,0.0166,0.0000,0.0000,96.0886,914.4156,1.5401,69.0855,1.2121,5.5604,39.3950,0.0168,0.0000,0.0000,97.8203,992.3981,1.9802,65.9183,0.8861,5.1563,45.6666,0.0092,0.0000,0.0000,90.0429,918.1270,1.7052,68.0013,1.5959,2.0877,31.2553,0.0000,0.0000,0.0000,96.0848,987.7659,1.9184,64.3575,0.2634,6.9105,51.4019,0.1278,0.0000,0.0000,96.3958,1029.1910,3.7167,59.1307,2.2903,5.1265,37.9588,0.0059,0.0000,0.0000,88.0563,953.8264,2.1271,50.4206,1.1221,5.2024,31.1091,0.1273,0.0000,0.0000,0.2500,1xk9
6.8800,127.5740,1301.7156,2.3780,77.6402,3.8002,6.5201,122.4740,0.1361,9.8117,0.0000,124.9590,1297.2384,2.6221,77.7188,4.3086,6.8938,127.0013,0.1967,9.8913,0.0000,121.0660,1492.1399,2.5139,59.1570,3.5805,8.6227,106.6284,0.3730,10.7139,0.0000,124.9812,1480.2762,3.4552,27.1812,4.6895,16.0195,145.3838,0.0511,15.8221,0.0000,138.6285,1528.2211,3.2211,30.1123,3.8320,11.9025,123.9101,0.7737,10.0627,0.7173,124.8168,1322.2433,2.9290,94.1700,1.9574,8.1460,120.5927,0.8021,10.7145,0.0000,105.3819,1350.5745,1.9994,23.6365,2.3041,19.7663,137.9584,0.2042,18.3651,0.0000,101.5152,1288.6713,1.3961,37.3020,1.7223,11.0376,120.6482,0.0069,12.6252,0.0000,100.9965,1272.2496,2.0625,47.5685,2.5647,6.9285,127.4810,0.0556,10.9034,0.0000,0.0952,1xka
8.5200,154.3721,2242.9233,1.9969,71.8467,0.9226,16.1952,220.3109,0.8398,9.8135,0.4159,135.3708,2147.8250,1.9741,69.8555,0.5570,15.1262,158.4557,0.8701,9.8504,0.7313,130.4479,2166.9783,2.9560,50.6973,2.2142,14.0668,177.3370,0.2791,11.6717,0.2362,130.5980,2143.7651,1.3771,56.7422,0.5109,11.4223,155.2494,0.3060,9.6859,0.0000,136.7820,2254.1318,2.6809,51.8730,2.0500,17.3069,179.6444,1.2359,9.9995,0.0000,140.4208,2067.2983,3.2741,74.5129,1.8625,11.7749,154.0020,0.7936,9.0799,0.0000,96.0283,2039.1265,1.4010,50.4463,2.1600,13.2487,145.7166,0.3017,7.4497,0.7174,104.1574,2045.6836,2.6650,37.1804,3.4921,17.2190,174.2033,0.6128,13.1194,0.6231,124.7865,2063.1489,2.6715,46.2994,2.5099,13.9475,159.5512,0.8853,9.7796,0.5111,0.0833,1xkk
9.2800,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1xow
7.0800,102.1379,1433.4342,3.1172,25.0124,3.3883,11.9962,117.2594,0.2688,9.5758,0.0000,80.1284,1253.3824,1.5923,37.6656,1.5094,14.6704,85.3105,0.3740,3.1282,0.0000,84.2497,1215.6813,2.7212,31.5662,3.5535,12.9760,98.6243,0.7106,4.0559,0.0000,69.5263,1179.2089,1.0353,43.0480,1.2838,15.3132,84.1755,0.3830,2.3661,0.0000,71.8526,1353.8510,1.2633,24.5034,0.5835,12.5010,118.3520,0.6261,10.5192,0.0000,66.0870,1156.4575,1.4344,28.8680,1.9857,12.6759,95.9697,0.1329,8.4634,0.0000,58.0373,1103.5122,2.0338,37.6165,3.5040,13.1568,96.6235,0.1207,2.1990,0.0000,70.9835,1345.5856,1.6073,29.2742,0.2386,12.6734,117.0262,0.4030,10.1118,0.0000,64.2716,1182.1086,1.2532,39.3879,1.3279,12.2980,96.1451,0.2504,2.5992,0.0000,0.1333,1xpz
6.3400,79.9291,1346.7533,1.1532,17.1480,2.0127,15.1171,98.9505,0.2399,5.2833,0.0000,79.8512,1349.3157,1.2701,12.8883,2.0090,17.6910,96.1722,0.4630,3.5113,0.0000,81.3626,1322.7220,2.8535,44.5798,3.0337,14.7902,104.7979,0.7620,2.3400,0.0000,75.6018,1240.2216,0.8012,30.9532,1.0649,14.3773,94.2880,0.1633,3.3079,0.0000,82.9327,1345.0156,2.4378,33.2352,2.1152,16.9591,128.6969,0.8313,8.1049,0.0000,76.4913,1273.0741,1.6082,35.8965,2.1985,17.1409,105.9586,0.9452,7.3620,0.0000,68.7206,1141.4851,1.5669,35.0463,2.9613,14.5841,100.8784,0.2372,4.5343,0.0000,65.7189,1114.3618,2.6706,29.7437,4.9531,13.1136,93.8384,0.3157,2.6230,0.0000,71.6111,1162.1366,2.2668,18.6760,3.7734,17.5997,106.5376,0.4943,7.7141,0.0000,0.1333,1xq0
6.7000,261.1330,3435.3740,8.3923,109.2794,16.4649,71.4074,545.8590,3.0281,0.1059,4.0467,253.0009,3405.4575,8.8388,106.5075,17.6393,66.6548,543.7537,2.2691,0.0763,2.8402,213.3152,3269.9028,7.4403,86.7232,14.6743,91.1096,583.9235,4.3721,2.1840,7.4278,244.1678,3355.5461,8.1156,82.5518,14.5834,76.0797,477.0509,1.2230,5.5929,1.9511,239.4073,3268.4377,7.7228,77.9783,13.0843,80.5848,505.6944,2.6208,5.7853,4.0748,229.8716,3090.2087,7.4934,90.0079,10.8680,89.0371,566.6474,3.3294,1.7165,5.2470,234.3753,3030.6853,6.2867,94.5044,9.8570,69.0836,578.4845,2.2561,1.1522,3.1775,210.9572,2801.3918,4.7050,84.7821,8.6009,80.3372,673.6277,3.5934,1.2705,6.5223,189.2418,2965.7063,5.6515,69.4583,12.0584,93.0812,639.2983,2.5924,5.9313,2.5591,0.0267,1xr8
7.1500,225.5412,3262.7588,8.3069,91.3418,13.6190,52.5736,393.8651,2.4578,0.0302,1.7784,217.8685,3231.9890,7.8984,97.8294,11.7656,54.8662,399.9174,3.1783,0.1541,2.2819,194.1090,3085.6169,7.3038,84.9119,9.6818,53.1970,388.5105,2.0938,0.0000,1.2011,216.4642,3150.9307,8.5099,90.6006,11.3968,46.2307,380.1154,4.0928,0.2073,1.6029,183.0185,2789.0444,5.4036,69.6256,8.3627,52.7217,450.4780,1.6893,2.6265,0.6080,179.8283,2966.1672,6.3807,85.6416,8.8391,50.8568,424.7106,3.1245,2.6923,1.3056,179.5354,2854.5303,6.7324,72.3358,8.6011,58.2454,445.6446,2.1638,5.5025,1.5581,160.1132,2650.8662,5.3760,65.6962,8.9612,58.0296,395.7229,1.4437,5.4505,0.8888,174.8822,2627.2021,5.4691,64.4504,8.3204,60.8269,439.2674,2.0121,6.4274,1.1613,0.0392,1xr9
6.8500,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,61.4207,510.7004,5.0149,0.0000,6.8219,0.1426,0.7437,0.0000,0.0000,0.0000,65.9887,497.9027,7.2016,0.0000,9.0645,1.0027,0.5509,0.0000,0.0000,0.0000,57.0324,533.2275,3.7739,0.0000,3.2712,0.6456,0.4399,0.1151,0.0000,0.0000,0.2500,1xt8
7.0500,100.4465,1296.2130,3.6786,5.6688,6.3549,2.9140,55.4614,0.1613,0.0000,0.0000,100.0804,1297.1580,3.7141,5.5200,6.3076,3.0296,54.8401,0.1255,0.0000,0.0000,91.7327,1283.3284,3.8276,5.6826,6.2187,2.9628,53.8861,0.0585,0.0000,0.3457,80.8755,1138.6868,2.6364,11.3940,4.6253,3.1403,56.6993,0.0371,0.0000,0.2751,87.1115,1227.1074,5.4497,8.6618,7.0690,2.9029,56.4877,0.0000,0.0000,0.0000,82.1587,1112.8206,2.5846,6.9527,4.2964,3.2244,55.7568,0.0696,0.0000,0.0000,73.2713,945.7737,2.2137,32.2727,3.6720,2.9768,58.0942,0.0000,0.0000,0.0000,83.1396,1223.8491,3.1597,2.8200,3.4468,2.9816,54.0043,0.0073,0.0000,0.0000,82.2032,1177.3434,2.5938,12.5092,2.1186,2.2283,53.8826,0.1376,0.0000,0.0000,0.1538,1xug
9.0000,89.0351,1105.2682,0.7927,68.7310,0.9895,3.8339,38.0553,0.0906,0.9726,0.0000,105.0299,1217.1177,1.6888,56.4079,0.2683,8.2571,33.0420,0.3179,1.0111,0.7716,87.3544,1118.5833,0.7818,62.3656,1.0260,9.6869,32.8873,0.6276,0.6927,0.5926,85.4693,1077.4471,0.7301,67.2292,0.5324,9.8152,32.6932,0.3646,0.8140,0.5542,92.5145,1205.2830,1.6472,61.5092,0.7258,6.3033,31.6072,0.6127,0.6808,0.6532,78.8690,1045.0601,0.7124,71.0587,0.0000,8.0150,34.0865,0.4248,0.9084,0.8054,87.7704,1100.6133,1.0892,66.7514,0.6098,3.0866,27.7552,0.2438,0.7744,0.0000,74.8754,955.5981,0.7667,77.9407,0.5521,6.3731,42.4886,0.2793,1.6039,0.0000,76.5993,934.8094,0.6849,71.5278,0.7348,3.9352,34.6177,0.0077,1.2907,0.0000,0.1538,1y0l
3.0800,72.4164,588.7433,4.4310,19.8318,6.4514,0.9719,0.4519,0.0000,0.0000,0.0000,72.4164,588.7433,4.4310,19.8318,6.4514,0.9719,0.4519,0.0000,0.0000,0.0000,69.2820,586.5361,5.1711,19.0989,6.3174,1.0524,0.4209,0.0001,0.0000,0.0000,74.1078,595.2356,4.4668,20.2226,3.2188,0.9725,0.4517,0.0000,0.0000,0.0000,72.3730,602.2360,4.3524,17.2878,3.1267,1.0596,0.4187,0.0000,0.0000,0.0000,73.2659,601.7708,4.5322,17.4001,2.9205,0.9380,0.4468,0.0000,0.0000,0.0000,67.8719,582.5134,6.8728,31.8005,5.8500,0.7656,0.4141,0.0000,0.0000,0.0000,70.1908,597.6818,3.8782,18.6203,0.7451,0.8038,0.4277,0.0000,0.0000,0.0000,66.1878,615.6003,6.7282,18.6362,4.7155,0.7790,0.4117,0.0000,0.0000,0.0000,0.4000,1y1z
5.3200,68.3185,514.7475,5.4750,17.1239,7.2141,0.0000,0.0000,0.0000,0.0000,0.0000,68.3185,514.7475,5.4750,17.1239,7.2141,0.0000,0.0000,0.0000,0.0000,0.0000,68.3185,514.7475,5.4750,17.1239,7.2141,0.0000,0.0000,0.0000,0.0000,0.0000,68.3185,514.7475,5.4750,17.1239,7.2141,0.0000,0.0000,0.0000,0.0000,0.0000,68.3546,511.3834,5.6610,16.5245,7.2904,0.0000,0.0000,0.0000,0.0000,0.0000,62.6949,544.9868,7.5887,20.3768,7.1177,0.0000,0.0000,0.0000,0.0000,0.0000,62.3834,528.4502,6.9760,21.7207,6.2791,0.0000,0.0000,0.0000,0.0000,0.0000,63.6247,511.8601,7.5331,19.9548,6.6565,0.0000,0.0000,0.0000,0.0000,0.0000,63.9837,527.6531,7.1703,12.8776,4.1869,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1y20
5.5500,96.1926,1404.5454,5.6572,6.9316,11.2640,13.1600,86.3133,0.2432,0.0000,0.0000,86.2359,1334.6522,4.6795,5.7294,10.7366,11.4330,88.0389,0.4586,0.0000,0.0000,75.4781,1374.4043,5.8425,6.1615,12.0994,13.4151,93.3476,0.4544,0.0000,0.0000,69.8962,1313.3536,4.0923,1.1762,9.6642,10.9815,87.6543,0.1988,0.0000,0.3673,64.5080,1288.1187,3.9371,0.5422,9.0531,15.5866,93.1331,0.5265,0.0000,1.1768,79.3401,1260.6471,3.5601,0.0000,8.4800,16.7878,90.0023,0.9031,0.0000,0.9973,80.9078,1329.1714,3.9835,5.7980,8.0675,12.9338,94.6450,0.3037,0.0000,0.0000,74.6115,1339.0503,2.8494,5.5426,6.4487,11.0313,92.6594,0.2742,0.0000,0.3530,59.4833,1313.7832,3.0597,4.7027,6.9652,16.2359,92.1318,0.7711,0.0000,1.4192,0.1333,1y3n
4.8200,135.5739,2565.1387,6.9536,6.5549,13.2320,39.4072,278.3854,1.5377,0.0000,1.9378,148.0220,2536.0713,8.7772,6.2753,15.3438,38.5819,284.1769,0.7223,0.0000,0.7918,99.1505,2407.7996,4.4107,4.1590,11.0693,36.2518,294.6144,1.4002,0.0000,2.5522,140.6956,2512.2124,4.9526,0.0000,10.0484,33.6288,288.1663,0.9570,0.0000,0.5948,90.8467,2412.5681,4.1982,4.0385,10.4230,34.4108,284.8194,1.6192,0.0000,1.8017,113.5617,2419.4341,4.8742,3.2734,8.3209,44.7052,291.7160,1.3528,0.0000,2.0671,126.1002,2481.0266,7.7823,0.5559,12.7634,33.6248,284.7828,2.1509,0.0000,2.1035,124.5000,2484.5525,4.0188,0.0000,7.8082,32.2177,285.6383,1.6029,0.0000,1.0460,91.7877,2299.5647,3.8318,1.2594,9.1654,35.1136,308.3974,1.0143,0.0000,1.1891,0.0645,1y3p
5.6400,116.9578,1520.0221,2.7211,31.4220,5.1106,14.3967,158.4649,1.1722,11.5079,0.0000,102.1006,1541.9166,3.3375,14.5355,4.3503,15.8874,146.1371,1.0427,15.7827,0.0000,83.5836,1476.0371,1.7206,14.0532,3.5735,17.1795,141.7865,0.9882,14.7412,0.0000,80.3409,1405.4686,2.2786,20.1848,4.5404,14.6978,147.5906,1.1135,13.2066,0.0000,83.3834,1354.0199,2.0523,21.0232,4.1017,16.6630,136.4318,1.1695,15.8377,0.0000,79.0237,1417.4141,1.6258,16.8236,3.2879,17.1496,185.1787,1.3527,10.8072,0.0000,84.3784,1300.5205,2.5093,17.1243,5.0699,13.7997,187.6429,1.1140,9.6675,0.0000,98.1555,1416.4460,2.7714,26.0526,2.4679,16.4693,149.9965,1.2498,12.3298,0.0000,68.1222,1332.6521,1.3770,16.8025,2.2041,14.9589,184.2695,0.9089,11.3813,0.0000,0.1538,1y3v
5.1400,108.6706,1470.9893,2.9018,25.1527,5.1359,13.3098,148.3618,1.0976,9.5957,0.0000,96.9703,1537.1243,3.4798,9.8257,4.1418,14.9194,141.3834,0.8924,15.7258,0.0000,76.0213,1350.7197,2.0783,30.4687,3.8335,13.4416,134.8007,0.9575,11.8770,0.0000,83.9371,1390.8627,2.8608,17.7709,4.7139,15.4399,142.1949,1.0778,11.9166,0.0000,84.6998,1357.8053,2.4905,18.8712,4.4939,14.4936,128.0102,1.1351,13.9063,0.0000,67.3296,1417.4193,1.5167,9.2412,3.1454,16.7116,135.2375,0.7308,13.4198,0.0000,73.6050,1378.5760,1.8817,11.2421,3.3357,14.9679,172.9067,1.0222,12.1322,0.0000,85.7750,1345.9794,1.2805,26.6691,1.4990,14.4844,145.5218,1.2515,10.2165,0.0000,77.1838,1254.8700,2.5614,11.8901,5.0210,12.1693,174.3877,1.0829,10.7246,0.0000,0.1538,1y3x
10.1100,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,0.1818,1y6r
6.1700,107.7061,1578.6260,2.6939,39.2432,3.2640,15.2538,136.3979,0.4774,11.8555,0.4890,73.0177,1298.0149,2.5385,6.1784,5.8528,17.2296,132.6489,0.2773,11.0536,0.1890,86.0686,1327.4996,2.2665,13.5316,3.1121,16.2993,136.0225,0.8620,15.5429,0.6781,59.3199,1317.2203,1.0244,16.1680,2.1386,17.0519,131.8409,0.2752,10.9433,0.4652,62.3407,1302.5945,0.8709,13.8736,2.1481,15.4809,136.6156,0.6607,13.7935,0.6140,63.7202,1372.0303,1.8372,14.3472,2.5379,15.1930,134.8813,0.4756,10.7287,0.3909,65.1308,1335.2839,1.3557,15.0062,1.8969,16.2471,127.8158,0.6777,12.9396,0.6493,64.7259,1202.8943,2.2713,14.6910,4.6448,18.2733,127.3197,0.4350,10.4550,0.0403,90.3145,1276.2301,2.6494,10.7695,2.6852,17.3112,132.8092,0.2638,10.7798,0.2717,0.1667,1yc1
6.5500,75.3781,1220.1492,2.1017,33.2399,3.0730,10.0753,59.3763,0.4099,2.9119,0.7285,68.9739,1147.3590,1.0853,9.5525,1.9643,10.7435,58.8827,0.0250,2.5668,0.1535,81.4727,1085.2676,3.6957,35.2324,4.0526,11.6970,56.6439,0.1189,2.9227,0.0912,66.0815,1208.6882,2.8846,8.8850,3.8132,10.4331,58.5977,0.1035,2.5168,0.3075,65.0892,1113.7617,0.9109,8.6772,1.3823,11.6622,57.3984,0.0306,2.9205,0.1542,60.1096,1055.7307,0.7053,12.2574,1.3838,10.7566,59.3390,0.0391,2.5873,0.2178,48.3123,1051.3698,1.4070,30.6649,2.0167,11.1650,55.2061,0.4780,2.9047,0.5833,54.7789,1048.7711,0.6425,10.1777,1.3714,11.0751,54.5004,0.4520,2.9032,0.7003,52.0236,1097.1919,0.6025,13.1331,0.7005,10.6165,57.0858,0.1118,2.9037,0.3213,0.2000,1yc4
6.5500,70.4364,857.2706,2.6888,10.7524,3.5092,2.9792,17.2052,0.0424,0.0000,0.0000,54.0876,767.4814,2.4711,3.0851,5.4062,3.4384,17.9115,0.0957,0.0000,0.0000,52.3841,818.0079,1.8322,0.0000,4.0531,2.7709,17.0988,0.0412,0.0000,0.0000,54.0519,808.6767,1.8931,9.8335,3.0736,2.7308,17.8099,0.0365,0.0000,0.0000,48.4540,704.2061,2.4952,4.9003,5.3866,3.3244,17.4212,0.0810,0.0000,0.0000,55.0461,786.4595,1.4257,3.1111,2.7607,2.7986,17.2284,0.0379,0.0000,0.0000,41.5119,714.5211,1.8258,4.7556,4.7123,3.4381,17.3955,0.1444,0.0000,0.0000,41.9926,711.2280,1.2653,4.5448,3.4155,2.7116,17.0642,0.0366,0.0000,0.0000,32.2826,692.7432,0.9199,8.9575,2.6556,3.4635,17.9056,0.0986,0.0000,0.0000,0.2857,1yda
8.2400,82.1965,870.8484,3.5850,12.6511,3.6865,3.0172,17.5147,0.0205,0.0000,0.0000,49.0926,721.9728,1.5648,6.9948,4.3237,3.2258,17.8346,0.1247,0.0000,0.0000,50.2455,716.8920,1.2062,6.7976,3.5457,3.0238,18.0637,0.0223,0.0000,0.0000,59.4277,692.4800,1.9141,3.8070,4.0769,3.1558,17.4919,0.0214,0.0000,0.0000,54.5169,750.0060,2.2949,0.5832,4.5431,3.0253,18.1016,0.0213,0.0000,0.0000,60.1571,782.6172,2.1463,0.0000,3.6056,3.1702,17.3570,0.0372,0.0000,0.0000,71.4412,818.1172,2.9470,0.0000,3.6110,3.2189,17.2391,0.1239,0.0000,0.0000,37.8965,681.8741,1.6787,3.9644,4.4696,2.8727,17.5358,0.0361,0.0000,0.0000,33.2448,615.3958,2.3586,8.1256,5.7554,3.1296,17.3628,0.0419,0.0000,0.0000,0.2857,1ydb
7.0700,51.6674,793.1616,1.8798,9.6536,4.5514,2.6103,18.1846,0.0741,0.0000,0.0000,53.6468,858.5143,1.2553,8.4068,2.7895,2.3961,17.6538,0.1406,0.0000,0.0000,54.5930,757.3641,1.2842,9.0315,3.4382,2.4401,17.6034,0.1883,0.0000,0.0000,67.7180,858.7308,1.6642,3.1619,2.3243,2.3694,17.6217,0.1423,0.0000,0.0000,73.4699,898.2571,2.2999,9.8952,2.0266,2.6426,17.5994,0.1052,0.0000,0.0000,69.3027,839.9006,3.6148,4.9548,4.2337,2.6130,17.6659,0.0567,0.0000,0.0000,60.7073,834.9727,1.8473,3.1045,2.5929,2.0062,17.6054,0.3060,0.0000,0.0000,62.8488,768.8748,2.1065,3.1987,3.0750,2.3084,18.2720,0.1626,0.0000,0.0000,37.7143,692.5656,1.6555,3.6586,4.3591,2.5058,17.5940,0.0974,0.0000,0.0000,0.2857,1ydd
5.8900,98.4859,1323.0668,3.3412,17.3080,5.0266,15.9077,106.9083,0.6326,1.0000,0.9178,95.4073,1146.8784,2.2788,14.0817,4.5548,26.4303,117.3245,0.3045,0.9803,0.4961,83.1175,1034.3486,3.7897,19.4077,9.1277,10.5815,100.9703,0.0100,1.0000,0.0000,102.4626,1354.6539,1.9455,20.2390,3.2921,8.3756,90.9734,0.8283,0.9043,0.5154,97.7684,1282.8253,3.3424,17.9810,4.9385,15.3516,102.5311,0.9929,1.0000,1.3847,67.4485,1090.1691,2.7130,2.9784,7.2036,21.5654,112.7119,0.2922,3.5567,0.4498,98.4449,1321.7871,2.3047,14.7446,3.7912,15.4164,97.4762,0.7512,0.4949,0.0000,63.1762,1048.5598,1.9375,16.4651,5.8011,20.7185,108.9699,0.2849,0.8227,0.6428,87.0435,1257.4048,2.7122,6.5475,4.7760,21.2356,106.0983,0.6124,1.0000,0.5239,0.0606,1ydk
