pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,PDB
6.0400,127.9516,1600.0549,4.5626,48.1176,7.0346,1xbo
6.0500,56.0018,827.9420,5.7323,18.8082,4.4827,1eoc
6.0500,53.7329,811.6620,6.5808,25.7261,4.0000,3pcf
6.0600,97.5462,1286.9865,4.5688,27.7718,5.6783,1qb6
6.0700,95.6213,1249.1160,4.8795,30.3847,4.7734,1mmp
6.0700,121.7639,1704.8286,7.8607,41.5895,9.8915,2gst
6.0800,107.1350,1387.6770,14.2084,78.0036,3.8779,1sri
6.0900,106.5095,1334.4305,5.5484,19.1865,6.2078,1o2n
6.0900,43.8495,1050.7179,2.3136,55.3110,2.0000,1ogx
6.1000,22.6202,890.7102,2.9270,19.5958,0.0000,1dzk
6.1000,79.1484,981.6355,4.5623,35.9457,3.9320,1lgt
6.1000,126.6493,2239.7036,3.9159,78.7952,5.2794,1meu
6.1000,84.3287,698.9051,3.7963,0.0000,0.0000,1pu8
6.1000,127.0731,1675.5936,7.4427,48.8708,4.6439,1tkb
6.1100,75.4481,1231.4104,2.7895,54.9978,2.9888,1m2p
6.1100,116.6272,1298.6838,6.7138,15.1015,7.7540,1o2z
6.1100,126.3341,1673.9124,6.5317,52.6383,3.3140,1g32
6.1200,102.8360,1369.5900,7.0812,35.2563,5.5642,1o2g
6.1500,106.4371,1256.5999,5.7347,18.4513,6.7350,1o2h
6.1500,62.2979,1051.9385,2.6007,35.1224,1.3558,1tsl
6.1500,63.2960,810.2559,6.7112,0.0000,11.5354,1u0g
6.1600,105.2955,1527.0487,4.1367,34.5855,5.6067,1ppc
6.1700,109.0455,1560.9973,3.8282,103.8429,0.9287,1d6v
6.1700,60.6526,1521.8313,1.0711,25.2051,1.1791,1sle
6.1900,65.2856,1079.3409,6.2330,25.2847,8.1789,1iy7
6.1900,136.0508,1536.6969,1.5101,41.8604,0.0000,1v2k
6.2000,73.9319,1098.6836,2.9716,9.9822,5.0952,1owe
6.2000,97.4314,1244.3003,3.5935,5.4408,4.1901,1sqt
6.2100,137.3792,1941.9977,6.9893,40.4583,9.9408,1b3h
6.2200,84.9704,980.9331,5.4069,12.5457,6.9169,1gi6
6.2300,83.0561,1692.0947,3.1807,10.3359,4.6647,1m7d
6.2400,115.2421,1577.5568,6.7769,47.7713,7.6732,1tmt
6.2800,104.1888,1219.2313,13.4635,0.0000,5.8102,1afl
6.2800,97.6101,1208.7809,6.1525,12.1731,3.1816,1atl
6.2800,121.5979,1421.7815,8.4526,0.0000,14.2981,1w3l
6.3000,97.4798,1445.1245,2.1776,46.4455,3.3535,1d4p
6.3000,85.2544,778.0330,4.7361,1.6691,7.1823,1lag
6.3000,81.7826,1015.0024,2.1227,30.8431,3.7847,1oxq
6.3000,77.6087,709.1590,5.5694,14.6724,9.2333,1wdn
6.3000,72.6990,1098.2030,8.0633,17.2226,6.1539,1wm1
6.3200,72.7553,687.0129,5.5384,0.0000,8.5197,1w3j
6.3200,52.5985,1160.3831,1.8021,33.7718,2.9502,6upj
6.3300,192.7919,2376.8342,12.7581,0.0000,19.7997,1ex8
6.3400,115.5373,1983.9290,3.6107,71.2153,4.4470,1bdq
6.3500,67.7116,1039.5529,5.6390,29.3628,5.8067,1cbx
6.3500,94.7368,1281.1448,4.7747,11.3325,4.9387,1gjb
6.3600,66.6662,766.5778,1.8681,4.1817,3.5100,1c5q
6.3600,103.1605,1303.8516,7.4320,13.7844,6.8638,1o2o
6.3600,139.9654,2049.1997,4.5017,36.2790,6.1815,1s5p
6.3600,45.4101,726.6171,3.9045,0.0000,7.7856,6abp
6.3700,104.7527,2049.8130,3.5317,60.2719,1.7864,1hbv
6.3700,45.0829,1121.6316,1.6238,58.2551,2.7579,1hms
6.3700,73.9482,1180.9070,5.9389,39.6397,6.4273,5tln
6.3800,101.6119,1903.5148,8.8301,26.6792,13.6749,1qjb
6.4000,53.2270,819.8240,3.1903,34.5300,2.6029,1a07
6.4000,83.9813,1223.7360,5.9918,30.0145,7.8610,1a1c
6.4000,66.0187,1215.6008,8.1621,0.0000,4.8793,1g7v
6.4000,83.3111,1487.7942,1.3384,43.7016,0.0000,1i7z
6.4000,71.1043,866.6717,7.2134,45.7072,6.7567,1igb
6.4100,70.6784,655.1783,2.0085,2.2036,2.6024,1i80
6.4300,80.6223,1143.1631,1.8272,49.1283,0.8326,1ro6
6.4600,87.3634,1276.2531,2.7471,52.8681,1.5383,1m2r
6.4600,74.4242,799.0463,3.1522,20.7231,5.3967,1q4w
6.4600,90.3245,801.7684,5.3639,22.8494,6.2334,1r5y
6.4600,51.2091,810.9366,4.6792,6.8624,8.3689,7abp
6.4700,90.8681,988.5550,7.4561,6.4534,10.0587,1j01
6.4800,83.4159,1254.0254,2.6175,45.3896,1.1839,1gpn
6.4800,78.1983,931.6075,7.7590,0.0000,12.4326,1rpj
6.4900,88.8569,916.6047,5.6296,12.6012,0.5781,1dl7
6.5200,29.0514,579.5497,0.4490,29.9947,0.0000,1alw
6.5200,128.1384,1729.6996,5.6945,62.4617,5.0545,1ct8
6.5200,95.5526,1892.2858,5.3572,65.8928,3.2030,1m21
6.5200,169.3779,2713.7356,9.9367,97.9470,10.2799,4fiv
6.5200,46.2991,798.7193,1.4590,26.2534,1.0000,1qy1
6.5200,60.0788,828.1523,5.9248,0.0000,10.1108,1w1d
6.5400,103.4629,1034.1219,6.5077,13.3441,7.5793,1o3l
6.5500,93.8678,1434.5214,3.1711,35.2172,5.3299,1dhj
6.5500,47.8738,1107.3771,1.7030,55.9173,2.7145,1hmr
6.5500,60.3595,1415.5619,0.8976,61.3351,0.9915,1n4h
6.5500,114.8364,1593.8837,4.9471,11.2637,5.9494,1q4k
6.5500,112.1819,1639.8162,5.5188,16.2299,7.5327,1umw
6.5500,54.2388,753.2479,3.0071,4.4275,3.4041,1yda
6.5700,93.3082,1737.2659,3.4901,61.4195,3.3816,1sld
6.5700,145.5089,2824.9226,6.0773,76.4513,8.3275,5er2
6.5800,93.8645,1358.6066,3.9555,10.1388,6.8468,1k1i
6.5900,85.8211,1472.3014,5.7468,58.1550,5.6023,1fiv
6.5900,148.3365,2461.9949,6.0891,65.3615,9.2529,1izi
6.5900,149.2224,1980.9109,6.8681,41.3692,11.1702,1b58
6.6000,143.9083,1557.3912,11.2444,56.7317,9.5574,1g7g
6.6000,81.1161,1670.8568,2.1719,24.7073,3.9294,1jzs
6.6000,68.8185,1202.4772,1.4677,53.1313,1.3205,1vot
6.6200,98.5499,1193.9684,6.6856,0.0000,6.6208,1afk
6.6200,149.9038,2690.8616,6.6229,100.7664,6.1601,4er1
6.6200,65.0705,675.2418,4.9054,9.1306,8.3522,1ii5
6.6200,120.7134,1713.5947,5.5953,29.0820,5.9463,1jd5
6.6400,39.5814,598.4254,4.7065,1.2075,5.6874,1lcp
6.6400,126.4793,1699.1934,7.0245,56.7830,5.6548,1sln
6.6400,61.0966,890.3476,4.3733,0.0000,8.4862,5abp
6.6600,58.2941,1034.0408,5.1837,20.7075,5.5275,1cps
6.6600,157.3564,1669.8722,13.8990,43.1915,2.0000,1elc
6.6600,89.0003,1392.6938,3.1257,35.1779,1.9218,1pxp
6.6800,52.1992,771.6173,2.3638,2.6230,2.5180,1c5n
6.6800,78.5934,799.3052,3.6009,7.0349,4.2791,1c5x
6.6800,64.1514,811.9984,5.5070,0.0000,9.8554,1mai
6.7000,165.5893,2210.0383,9.3702,66.7659,11.7733,1b0h
6.7000,108.9211,1501.4231,13.8565,52.9598,3.7028,1eld
6.7000,65.3974,843.7582,3.0024,19.1264,5.1138,1f3e
6.7000,99.9597,1348.0917,5.5919,8.2807,7.0299,1hp0
6.7000,81.8072,1067.2258,7.2379,0.0000,10.7539,1koj
6.7000,112.6364,1658.5161,13.6240,27.5771,10.5891,1nms
6.7000,127.4592,1727.1130,7.3400,33.8513,11.0420,1b3g
6.7000,50.6662,1180.6958,1.7936,4.3756,2.3629,1qy5
6.7000,97.2589,1793.9362,2.8709,102.6108,2.0851,1rdt
6.7000,159.4597,2296.2341,5.5157,73.7348,7.8148,1rek
6.7000,52.3167,814.8829,3.8814,20.7195,3.8009,3pck
6.7000,125.8262,2088.0979,6.6589,50.3145,7.3695,4apr
6.7200,65.0252,1355.1138,0.5563,81.4518,0.0000,1rbp
6.7200,127.9267,1653.9108,7.5802,51.0678,10.7831,3gst
6.7400,95.0647,1285.8998,4.1037,4.4021,4.0920,1add
6.7700,128.2955,1574.5459,9.4512,44.3829,6.9340,1bzh
6.7700,120.1186,1330.8356,6.3819,16.6840,7.8264,1o30
6.7700,96.8145,1012.4836,3.6449,10.9901,6.4524,1o3k
6.7700,95.0772,1016.2831,5.6605,10.6915,6.5717,1o3j
6.7700,118.2748,1651.7009,7.7283,46.2898,10.1900,1ony
6.7700,114.2100,1471.3422,9.0347,22.0242,4.8932,1qb1
6.8000,95.6392,1555.0267,4.1812,103.3146,0.0000,1fl3
6.8000,72.4054,1570.4493,1.5581,75.6558,2.2110,1nq7
6.8000,79.1796,982.0737,4.6623,20.3531,7.1421,1p1n
6.8200,78.6909,742.2603,6.1227,0.0000,9.9407,1drk
6.8200,96.7673,1170.8385,6.8555,0.0000,8.6295,1fhd
6.8200,89.1304,1540.6918,4.9186,14.9078,6.4983,1k1n
6.8200,62.4597,877.2850,1.9478,57.3337,0.0000,1lrh
6.8200,109.0877,1228.8463,6.3120,14.4072,6.7269,1o37
6.8200,106.4962,1237.0200,4.7250,14.5021,6.7255,1o38
6.8200,122.6497,1751.7413,5.4947,25.0270,11.1220,1jeu
6.8400,106.7781,1531.8376,2.8429,39.9349,4.3509,1bhx
6.8500,47.9917,724.8647,3.8780,0.0000,7.8840,1bap
6.8500,96.6910,1289.2455,3.0422,35.1913,2.4251,1ele
6.8500,115.8400,988.4108,5.7629,0.0000,7.3654,1l8b
6.8500,118.0836,1467.8964,5.5071,34.6415,9.7348,1lkk
6.8500,86.8611,1324.8528,2.1818,77.2152,1.1159,1os5
6.8500,129.2952,1734.4636,5.2697,54.7947,3.1966,1g30
6.8600,86.3839,1796.9938,2.1394,63.6296,2.4973,3aid
6.8700,120.7213,1742.0920,5.5331,27.1971,6.5456,1cgl
6.8700,242.8516,2964.1606,11.6392,18.2200,15.3548,3tmk
6.8800,145.9597,1530.4565,5.5197,36.6805,3.2822,1xka
6.8900,78.4838,737.9112,5.8220,0.0000,10.1016,2dri
6.8900,116.4790,1375.2175,19.2287,11.8884,11.2401,1epv
6.8900,97.5891,1241.4160,7.2395,10.0938,7.7773,1o2t
6.8900,139.0086,1894.8679,8.5570,20.5417,11.3861,1b3f
6.8900,166.3166,2176.7815,9.7294,47.1816,12.2948,1jev
6.8900,114.1783,1727.3314,5.5365,54.2029,2.9298,1sb1
6.8900,74.7438,755.9409,5.7321,4.4869,8.1078,1uz1
6.8900,67.4671,744.9394,4.4923,6.7616,7.1244,1uz4
6.9000,114.3969,1470.8446,8.1895,28.2314,7.7520,1k1l
6.9200,111.6643,2157.3525,4.6991,42.9297,5.6070,1a9m
6.9200,130.0584,2421.2244,4.7058,72.1250,4.5540,1k6v
6.9200,159.1004,1506.8367,13.8617,0.0000,15.1640,1m9n
6.9200,96.2941,1182.0433,6.9496,13.7138,6.1527,1o2k
6.9200,91.8899,1164.1322,6.5467,13.2070,6.7300,1o2j
6.9200,161.7147,1948.8816,8.3128,42.3573,11.8443,1ph0
6.9200,147.3561,1429.6053,7.9193,0.0000,13.4056,1pkx
6.9200,92.6989,1106.4077,6.4739,27.9025,7.4008,1swr
6.9500,102.7037,2075.7654,3.4988,79.3791,5.3429,1tcx
6.9600,90.7470,1267.6576,5.4492,43.1441,5.6168,1c5c
6.9600,122.0362,2003.3170,5.2960,51.7765,4.0539,1ent
6.9600,130.5157,2004.5599,5.0472,53.9408,5.1058,1gvw
6.9600,92.0309,1261.4052,5.7801,11.2793,4.5419,1gj8
6.9600,107.9645,1473.3938,4.1811,40.3252,4.5220,1oyq
7.0000,99.1309,1539.2208,2.8393,48.0128,2.7295,1fpc
7.0000,116.2666,1340.4481,6.1189,19.2492,6.6146,1gj6
7.0300,157.3138,1991.4779,7.6076,49.5291,10.5728,1b1h
7.0500,56.5491,1495.0756,0.5067,68.9715,0.0000,1erb
7.0500,127.8265,1736.1929,6.5751,20.8765,10.4382,1b5i
7.0500,91.9000,1218.9136,4.3646,5.3206,5.2851,1xug
7.0500,117.4954,2073.8010,5.4546,62.2430,7.1853,2jxr
7.0600,71.1786,523.0692,4.7186,7.5640,5.6001,1ui0
7.0700,64.2096,719.4345,5.4623,3.4438,2.4799,1ydd
7.0900,123.5382,2514.6921,6.3285,62.7092,7.7673,3er3
7.0900,171.5727,1832.4564,7.4544,48.7990,2.8450,1lpg
7.1000,116.3802,1360.1862,14.1435,12.4395,10.2570,1niu
7.1000,138.4967,1747.3563,7.2723,20.8687,11.1834,1b32
7.1100,55.9850,1157.9923,1.6448,44.4674,0.0000,1dvz
7.1200,133.7760,1943.4189,9.3905,50.8807,10.8479,1nz7
7.1200,124.0091,1600.4434,7.7154,15.2382,10.4507,1b05
7.1200,122.2847,1630.1571,6.4137,18.7041,10.8079,1b52
7.1200,149.3488,2561.8435,10.8046,5.4513,16.4160,1xd0
7.1200,68.4543,1248.1471,2.7909,50.9808,2.7007,5upj
7.1300,102.0073,1219.9180,3.9085,13.1566,6.8822,1o39
7.1300,91.1313,1199.4620,6.0012,8.3487,6.5155,1o3b
7.1300,106.9918,1221.0698,4.7637,13.0508,6.7421,1o3d
7.1500,112.3683,1936.4049,4.2056,27.8756,7.4185,1fch
7.1500,88.8369,1406.1332,3.8938,31.1986,2.9915,1pxn
7.1600,128.1707,2044.2440,4.7666,54.7631,8.2242,1epp
7.1600,132.1019,1470.5853,3.8134,42.7147,5.3143,1f0u
7.1700,103.9354,1415.5443,4.1847,35.1000,4.2677,1g36
7.1700,130.8205,1544.6918,6.9091,1.5321,6.3834,1p9p
7.1900,80.4921,969.2347,1.9389,7.1531,4.6593,1gi4
7.1900,74.6267,758.2059,3.5394,2.4158,6.0392,1hsl
7.1900,73.4022,1272.0953,5.9822,0.0000,8.5415,1los
7.1900,83.0932,1254.7598,5.8472,0.0000,8.9861,1me8
7.2200,155.2208,2804.7390,7.6450,66.5816,7.1367,2er6
7.2200,144.3195,2620.4773,4.0660,67.6450,8.5408,1gvx
7.2200,38.6591,540.3755,5.2534,1.9025,6.2758,1lan
7.2200,58.4673,639.2361,1.9346,0.0000,2.7951,1sw2
7.2400,152.4134,1751.4054,4.7552,72.6346,3.7229,1g2l
7.2400,103.0967,1621.4814,2.9901,40.8506,4.1520,1oyt
7.2500,122.5353,1539.4592,6.2806,21.3538,9.9536,1jet
7.2600,137.1486,2072.6462,6.3915,72.0554,5.2102,1mrx
7.2700,62.9389,1307.1078,9.4107,56.3895,1.4942,1fdq
7.2800,108.9165,2143.5676,4.0207,79.6212,7.1157,1hii
7.2800,108.4398,1221.6226,4.9582,56.2492,5.7527,1kel
7.2800,148.5301,1983.6722,7.3724,47.8410,10.4082,1b40
7.3000,100.8343,1014.0947,4.4103,12.7684,6.9400,1o3h
7.3000,100.9264,1027.9877,4.6154,12.9705,6.7449,1o3i
7.3000,64.3671,785.3656,3.4690,20.9947,3.2739,1sw1
7.3000,109.1142,1377.6458,5.0249,25.7074,5.3030,4sga
7.3100,94.5391,1844.6660,8.9614,51.4355,4.9136,1o1s
7.3200,103.9307,1439.0896,6.0292,53.0278,5.7523,1qf1
7.3400,57.7251,796.7829,1.8976,24.0562,0.0000,1uw6
7.3400,110.2411,1787.2590,5.5487,43.5802,2.7244,2fgi
7.3500,124.6442,1674.5980,7.2587,29.0746,11.8813,1qkb
7.3600,136.4823,2368.4543,4.7528,70.3646,5.0487,1k6p
7.3600,73.5717,1001.4311,4.1095,29.1524,4.4101,1swg
7.3700,66.2087,1036.6538,1.9271,22.0548,1.8734,1cnx
7.3700,81.1943,1059.8160,7.2204,0.0000,12.6809,1fao
7.3700,117.7894,1589.9142,6.0558,14.3039,10.3541,1b51
7.3800,142.0416,2033.9773,5.4142,65.5144,5.7689,1bxq
7.3800,120.1073,1771.6179,5.5672,80.9945,5.1940,1qf0
7.3900,123.5001,1721.8579,1.5414,57.8443,0.9261,1d3p
7.4000,107.9274,1319.1741,10.1843,0.0000,12.1294,1b55
7.4000,74.1131,739.2638,5.4069,0.0000,9.8032,1drj
7.4000,73.6597,1050.8469,6.3992,8.5748,8.3119,1f8c
7.4000,113.7055,1543.8027,5.2648,23.8734,7.0126,1k1m
7.4000,128.6668,1305.9270,6.6210,88.6093,1.2184,1oar
7.4000,78.3403,1164.3352,3.4354,11.2547,5.2966,1owh
7.4000,105.4306,2302.0688,2.6603,52.3137,5.1997,2bpy
7.4100,66.1831,749.8216,8.9936,0.0000,12.6771,1ik4
7.4100,80.3423,1240.3157,6.9643,44.8258,6.9919,1no6
7.4200,177.0882,2897.7944,7.9860,89.3215,10.6690,1bwb
7.4300,129.6384,1776.8773,3.5703,61.6195,2.1028,1fpu
7.4300,138.7746,1818.3484,7.0399,27.3326,11.8520,1b5j
7.4400,141.2678,2039.5227,5.1681,63.4470,2.5565,1ciz
7.4400,107.9447,1558.0841,6.0158,23.4578,5.7065,1qb9
7.4400,100.3286,1514.3651,6.6064,10.1809,9.5786,1sc8
7.4600,93.2503,1097.6593,3.5229,7.2331,4.9951,1sqo
7.4600,114.9841,1419.3370,2.7513,50.9385,3.6932,1yei
7.4600,127.5701,1538.8632,3.9064,60.9189,3.3183,1yej
7.4700,215.0108,2770.8872,11.3483,17.5842,12.9779,5tmp
7.4800,117.4034,2263.1624,3.7934,69.5816,4.0410,1k6c
7.4800,110.4596,1503.8185,7.8161,15.4877,5.2040,1gj9
7.5200,58.1699,1167.0173,3.0513,58.7071,0.9451,1bm7
7.5200,142.3569,2555.6731,10.2514,75.7730,4.5453,1ivp
7.5200,77.2142,623.6866,3.9011,12.0329,7.8003,1lah
7.5200,117.2686,1818.5581,5.4291,79.3428,5.4379,1lf2
7.5200,85.7669,1685.4900,1.8917,64.4794,2.8331,1lke
7.5200,91.8157,1276.3375,5.1826,22.5108,8.6519,1mmq
7.5200,125.9231,1761.7271,3.3091,57.2507,2.7875,1uml
7.5500,121.8454,1584.7407,5.0882,29.4069,6.7519,1k1j
7.5500,153.1334,1609.8395,4.2087,61.7981,3.0513,1lpk
7.5500,75.8973,886.7253,4.4285,5.9706,8.0776,1v0n
7.5500,112.7953,1796.7260,5.8613,14.0829,8.5620,1vj9
7.5500,96.4363,1551.2230,7.2465,22.0284,5.1792,1tlp
7.5500,77.4272,898.2174,4.6639,5.9991,8.1409,1v0l
7.5700,93.9691,1168.4705,3.7839,62.4447,4.4122,1a0q
7.5700,104.8654,1959.4351,8.4331,120.5111,1.9746,1m13
7.5700,97.1007,1142.2889,8.5681,3.0717,16.5222,1q95
7.5700,136.4994,1967.0344,7.6892,3.6689,7.6261,1qhc
7.6000,162.4118,2687.2393,6.0247,78.0005,9.7380,1bwa
7.6000,144.5962,1567.6704,4.8856,65.1730,3.2968,1lpz
7.6200,119.4731,2322.2820,4.4309,72.7494,4.6211,1k6t
7.6300,81.1841,1126.7981,3.0007,4.4550,5.7955,1c1r
7.6400,86.8884,1311.8369,4.5667,9.6609,5.6260,1c1v
7.6400,118.7369,1424.4918,2.7116,69.8998,1.0000,1uvt
7.6400,91.0843,1475.8781,6.1574,26.7531,5.4213,966c
7.6600,121.7504,1477.5771,3.9752,36.7585,2.0000,1f0r
7.6600,116.1216,1592.9443,5.8856,43.7340,5.1679,1ppk
7.6700,96.5934,2226.9536,3.5817,55.1369,4.8114,2bpv
7.6800,82.0371,1149.9098,1.9234,47.9564,1.0000,1j07
7.6800,110.4694,1365.4834,6.1626,19.5437,6.8228,1o2q
7.6800,57.7193,851.1942,6.1549,0.0000,10.3476,1w1g
7.7000,121.4590,2748.0156,7.0003,52.0178,6.4163,1bai
7.7000,194.0300,2894.9973,7.5008,82.5609,13.4208,1fzm
7.7000,169.5384,2556.9951,9.7196,88.6376,10.2547,1izh
7.7000,126.8169,2183.2781,3.6655,81.0971,5.4902,1mes
7.7000,148.5902,2633.6021,12.9348,34.3016,12.0070,1oz0
7.7000,117.8628,1607.2291,7.1632,9.5450,9.2139,1vja
7.7000,68.5984,1084.6888,3.7860,8.3714,4.8385,1uou
7.7000,212.5714,2687.5281,13.7635,17.3174,17.4540,4tmk
7.7200,141.3814,2269.5188,5.3333,85.7294,6.2019,1ajv
7.7200,136.7322,2088.1140,4.2776,59.7728,3.1198,1caq
7.7200,65.0110,1093.4546,3.5719,21.5180,1.7604,1cnw
7.7200,103.0403,2085.4739,3.2522,53.7104,2.6165,1hyx
7.7200,119.8335,1637.6128,4.1583,78.5364,1.8571,1j4r
7.7200,69.4014,678.8798,4.6076,4.2577,7.9503,1oif
7.7400,125.0040,1355.2640,4.0739,35.3536,2.0000,1f0s
7.7400,87.1546,2006.8389,8.6119,56.1416,4.7308,1heg
7.7400,121.3664,1831.4167,4.8500,86.1539,4.4475,1lee
7.7400,129.6185,1526.9874,4.7820,48.8898,1.3766,1nfu
7.7400,111.6449,1477.2067,4.5635,23.8701,5.1377,1qbo
7.7400,76.4423,1439.8457,3.4581,67.1289,0.5398,1qiw
7.7400,111.6000,1512.9139,3.6632,67.2206,0.8250,1rd4
7.7400,107.6237,2061.4873,3.3496,77.2681,5.0545,1sbg
7.7400,92.7131,1252.0204,8.7209,49.8010,9.4766,1txr
7.7400,86.0540,1046.1327,3.2387,22.1052,2.6478,1usn
7.7700,144.5715,2293.3350,8.5110,52.9646,7.5067,5apr
7.7700,128.5034,2020.9320,7.0606,62.6687,7.5825,6apr
7.8200,128.2072,1678.2476,7.1163,30.2669,10.9333,1b6h
7.8200,87.7458,1178.9413,3.8991,49.5793,6.4498,1nf8
7.8200,142.0459,1826.2059,7.7788,28.3013,13.5110,1njs
7.8200,83.9617,1599.2405,3.7493,56.5867,1.8633,1nvs
7.8500,141.4094,2738.4905,7.0474,61.3570,7.0264,1a94
7.8500,117.4796,1648.2737,3.8789,46.8743,2.9603,1b8y
7.8500,61.4067,1065.2668,1.8346,21.4792,1.4557,1cny
7.8500,87.8223,1716.8928,6.5148,39.4578,5.5785,1jwt
7.8500,101.9852,834.7882,4.5812,11.8734,9.1878,1laf
7.8500,99.3518,1400.1085,7.4648,33.2059,11.0425,1lbf
7.8500,113.9738,1378.5283,9.2981,29.4568,12.6400,1lbl
7.8500,233.8514,3633.1418,12.3063,60.2141,17.5855,1w72
7.8900,180.0404,2810.6350,7.9978,96.9604,9.8164,1fzo
7.8900,106.9410,1384.8481,7.2522,16.8061,6.1623,1gj7
7.8900,92.7191,1264.0487,5.5650,41.7323,1.9712,1v79
7.9100,120.0436,2172.0176,3.2337,74.3122,5.2153,1ajx
7.9200,130.3994,2484.0554,4.6578,48.0813,8.1796,1b6j
7.9600,141.7577,2118.9417,7.0906,53.7769,9.6780,1epo
7.9600,141.4755,2352.1394,5.4969,77.9766,7.2358,1g2k
7.9600,100.5170,2202.0862,8.9276,63.3636,5.3009,1hvh
7.9600,100.5019,1201.6874,5.4563,11.5962,6.5393,1o3g
7.9600,99.1887,1204.2461,6.0379,12.0213,6.9123,1o3e
7.9600,119.1401,1851.2336,4.6299,51.0957,3.6109,1qxl
7.9600,90.9275,1301.3094,3.3186,45.9482,2.7062,1v78
8.0000,84.4441,1470.1278,2.3405,41.9288,0.3660,1a4k
8.0000,60.4936,872.3627,5.1716,0.0000,8.4607,9abp
8.0000,105.8988,1139.0569,7.7681,2.5230,13.4199,1dqn
8.0000,76.6282,1322.9750,2.2793,67.6973,2.4556,1fkg
8.0000,94.5336,1185.1412,3.6973,39.8907,3.4009,1gaf
8.0000,124.2231,1601.1886,9.2280,40.7874,11.8769,1qin
8.0000,113.6364,1911.8600,3.6586,50.0739,2.7710,1r0p
8.0000,76.6442,1416.2037,3.2209,79.4258,2.3749,1vyg
8.0000,62.2350,882.7221,4.4221,0.0000,8.9135,8abp
8.0100,104.7737,1402.4218,4.6150,37.4153,2.0204,1v7a
8.0400,102.1255,1578.9384,3.8565,43.0173,4.9303,5tmn
8.0500,105.5199,2127.8772,4.9649,67.7089,7.9404,1hih
8.0500,47.2724,1139.6173,2.0353,54.3354,2.5949,1vyf
8.0800,114.3345,2065.9639,5.5865,54.4705,10.0554,1siv
8.1000,185.2424,2934.0820,7.3518,90.6441,11.0764,1fzj
8.1000,100.9735,1112.6492,7.5580,16.8576,7.2614,1ghy
8.1000,97.8475,1272.0603,5.0265,11.8017,5.2852,1gjc
8.1000,161.8922,2660.7571,12.6385,82.0914,10.9120,1ody
8.1000,118.6436,1978.4297,5.5792,75.0961,3.3887,1stc
8.1100,102.0390,1828.7437,3.7133,63.8459,3.7791,1nvr
8.1200,110.3021,1781.5437,4.3495,49.8783,3.3567,1o5r
8.1400,136.1093,2403.1697,6.6221,66.4149,8.5968,1g35
8.1500,85.4333,1352.5938,2.9604,68.1894,2.2626,1fkh
8.1500,180.9315,2718.4985,7.5006,102.2270,8.8550,1w5v
8.1600,77.7531,1402.4233,4.2752,58.6839,5.5945,1lhw
8.1700,93.4828,1712.0576,1.9515,32.8776,1.4073,1udt
8.1900,113.4326,1779.0326,5.1547,64.1932,6.2989,1epq
8.2000,76.4613,1236.9669,3.7317,11.3323,6.2069,1owd
8.2200,93.0098,1010.3241,1.6408,42.1997,1.4945,1efy
8.2200,114.1475,1839.5164,3.9331,61.8251,4.7220,1ets
8.2200,95.3053,1556.1021,3.4647,22.1759,3.6084,1h1s
8.2400,69.8245,742.6045,3.8708,3.6449,4.2579,1ydb
8.2500,80.1623,1209.2845,3.0341,8.8587,4.7039,1c1u
8.2500,50.6146,841.2185,3.7084,32.1768,1.5422,1g4o
8.2700,147.0359,1601.5309,6.9516,0.0000,13.6478,1clu
8.2800,83.9130,1242.0746,3.1441,2.8879,6.1700,1c2d
8.3000,104.9325,2069.1250,4.3323,47.3469,6.2983,1b6l
8.3000,63.2002,1111.4301,1.7619,49.2947,1.0177,1qbq
8.3000,130.6891,1573.0153,4.6144,46.4256,5.6331,1rej
8.3000,97.0981,1366.1483,3.4822,53.8703,4.7294,1tom
8.3300,91.0594,1585.7870,2.4958,57.2749,4.2713,1hwr
8.3400,139.9688,1571.7823,11.4343,6.8051,15.8026,1bzy
8.3500,149.5781,1844.7697,4.6159,56.5819,4.1141,1kts
8.3500,121.1425,1660.4496,3.7467,82.6937,2.5341,1mj7
8.3800,104.7365,1511.7681,5.1115,50.6678,6.9870,1k21
8.3800,102.7340,1542.8547,2.0833,42.1760,2.3695,1mu6
8.3900,112.9409,2063.3899,4.7109,69.8752,5.4252,1it6
8.4000,106.0679,1982.9342,9.0832,47.2741,8.8956,1aaq
8.4000,112.1789,2242.3396,4.1783,78.1178,5.6384,1b6m
8.4000,149.4644,2478.6555,6.7110,81.1506,7.6411,1fq5
8.4000,121.5354,1618.1763,4.7032,48.2054,6.6829,1k22
8.4000,115.2244,2257.0063,4.7568,77.7226,5.2879,1mtr
8.4100,37.9125,749.7852,0.6493,35.0119,0.0000,1e4h
8.4100,52.3294,934.5818,3.9251,30.2905,1.5239,1g48
8.4100,61.1448,981.3185,6.8492,33.4224,2.7447,1i9p
8.4900,81.4361,1644.5645,2.9209,40.4097,4.3840,7upj
8.5200,120.9893,2421.3174,4.9860,74.3232,6.4486,1b6p
8.5200,117.8606,1931.1648,2.4958,140.9501,1.8734,1fcy
8.5200,204.0111,2975.1875,10.5724,106.8092,7.5057,1i5r
8.5200,137.0292,1587.7219,2.5089,39.2941,0.8963,1nfx
8.5200,132.1393,1752.9719,7.0282,23.6602,8.7349,1rp7
8.5200,120.2724,1598.1083,2.9421,70.1650,2.5859,1ta2
