pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
6.4000,71.1043,866.6717,7.2134,45.7072,6.7567,0.2000,1igb
10.0000,74.5640,1420.5359,1.5416,57.0500,0.1026,0.1667,1igj
6.6200,65.0705,675.2418,4.9054,9.1306,8.3522,0.1818,1ii5
2.8900,58.1169,727.0511,3.1891,0.0000,5.6486,0.1818,1iih
7.4800,160.6306,2569.8481,9.1941,86.0315,9.5337,0.0444,1iiq
7.4100,66.1831,749.8216,8.9936,0.0000,12.6771,0.2222,1ik4
3.4000,76.5084,1437.6611,2.0539,54.4975,0.9721,0.0714,1ikt
7.5200,142.3569,2555.6731,10.2514,75.7730,4.5453,0.0444,1ivp
6.1900,65.2856,1079.3409,6.2330,25.2847,8.1789,0.1538,1iy7
7.7000,169.5384,2556.9951,9.7196,88.6376,10.2547,0.0465,1izh
6.5900,148.3365,2461.9949,6.0891,65.3615,9.2529,0.0465,1izi
6.4700,90.8681,988.5550,7.4561,6.4534,10.0587,0.2000,1j01
4.4900,62.6566,621.2659,2.4599,5.8270,4.1221,0.4000,1j14
7.7400,73.9431,1585.4874,6.2118,22.1622,6.0943,0.0741,1j36
8.9600,58.2814,792.9242,5.2794,11.8027,2.6220,0.2222,1j37
7.7200,119.8335,1637.6128,4.1583,78.5364,1.8571,0.0588,1j4r
5.5700,97.9343,966.4816,6.0218,22.2409,8.0019,0.2222,1jak
5.9200,98.9238,1236.0973,4.4469,28.5508,3.6485,0.1053,1jao
5.1500,93.0513,1448.3585,8.1469,0.0000,10.9140,0.0667,1jcx
7.2500,122.5353,1539.4592,6.2806,21.3538,9.9536,0.0645,1jet
6.8200,122.6497,1751.7413,5.4947,25.0270,11.1220,0.0541,1jeu
6.8900,166.3166,2176.7815,9.7294,47.1816,12.2948,0.0571,1jev
2.0500,53.4586,1053.9083,1.6311,0.0000,2.9499,0.1000,1jfh
8.7000,91.0053,1213.7037,3.0855,104.1776,3.6479,0.5000,1jgl
3.3300,83.1322,1371.1288,7.8505,0.0000,7.7914,0.0952,1jlr
5.7700,82.1004,1149.4998,8.8806,0.6603,8.4256,0.1818,1jmf
6.0700,84.6486,1121.2100,8.7367,0.3725,7.6922,0.1818,1jmg
6.0600,72.8898,1128.3014,3.8539,0.7698,7.1710,0.1818,1jmi
4.9500,129.0074,1787.4427,5.6751,4.1130,6.6155,0.0769,1jn4
6.0000,156.3606,1981.8383,19.8855,60.7938,3.6644,0.0541,1jq8
4.9200,97.0833,1309.3518,6.2238,5.8396,6.4640,0.0833,1jqy
5.7000,69.1799,1006.5906,5.3351,21.0293,2.4755,0.2000,1jsv
8.7000,157.7730,1836.3835,14.4785,61.7038,18.0587,0.0488,1jyq
6.6000,81.1161,1670.8568,2.1719,24.7073,3.9294,0.0513,1jzs
6.5800,93.8645,1358.6066,3.9555,10.1388,6.8468,0.1053,1k1i
7.5500,113.9861,1508.6234,4.8459,29.4069,6.7519,0.0952,1k1j
6.9000,107.9286,1408.2694,7.3050,28.2314,7.6894,0.1176,1k1l
7.4000,108.6583,1469.6884,5.0852,23.8734,7.0126,0.1176,1k1m
6.8200,89.1304,1540.6918,4.9186,14.9078,6.4983,0.0741,1k1n
3.2200,117.8048,2089.1970,6.1144,7.3865,9.8432,0.0606,1k1y
8.3800,104.7365,1511.3114,5.1115,50.6678,6.9870,0.0833,1k21
8.4000,121.5354,1617.7300,4.7032,48.2054,6.6829,0.0909,1k22
9.0000,108.9434,1396.8015,2.0673,1.9566,3.5457,0.1818,1k27
5.1100,69.1431,1026.2058,2.0460,22.1072,2.3909,0.1818,1k4h
7.4800,117.4034,2263.1624,3.7934,69.5816,4.0410,0.0714,1k6c
7.3600,136.4823,2368.4551,4.7528,70.3646,5.0487,0.0714,1k6p
7.6200,119.4731,2322.2820,4.4309,72.7494,4.6211,0.0714,1k6t
6.9200,130.0584,2421.2244,4.7058,72.1250,4.5540,0.0714,1k6v
5.8200,99.9184,1154.8298,6.1704,82.5750,6.3391,0.1250,1kav
5.5200,59.5283,553.1167,9.3112,0.0000,9.1314,0.3333,1kc7
9.0500,73.2144,1396.1824,2.3353,53.4652,3.1157,0.6667,1kdk
7.2800,108.4398,1221.6223,4.9582,56.2492,5.7527,0.0909,1kel
6.0600,96.9247,1166.0983,4.0693,4.2856,7.3376,0.0833,1kjr
5.1000,74.5220,912.3006,5.0731,32.5794,3.4111,0.3333,1kmy
6.7000,81.8072,1067.2258,7.2379,0.0000,10.7539,0.1176,1koj
5.8000,103.2002,1548.6613,5.6079,77.6639,1.2930,0.0800,1kpm
9.4000,167.1076,1650.1698,5.1719,68.5350,4.5780,0.0952,1ksn
3.8000,125.3481,1501.6978,5.1649,38.6443,5.9351,0.1000,1kug
3.7700,125.1385,1517.3722,4.4921,37.8780,4.8214,0.0909,1kui
3.9100,129.6752,1524.3777,5.8115,41.4912,5.7292,0.0800,1kuk
5.9200,143.5169,1495.8154,6.1174,12.8783,7.1825,0.1250,1kyv
10.3900,144.5302,2254.4634,4.3119,80.4793,4.2383,0.0909,1kzk
8.9200,116.7798,1739.0930,2.6864,48.8419,3.3736,0.0800,1kzn
8.1000,36.2425,433.7941,3.8058,10.3712,2.8217,0.3333,1l6m
3.4000,30.6745,467.0640,0.4304,49.9588,0.0000,1.0000,1l83
7.8500,101.9852,834.7882,4.5812,11.8734,9.1878,0.1538,1laf
6.3000,85.2544,778.0330,4.7361,1.6691,7.1823,0.2222,1lag
7.5200,77.2142,623.6866,3.9011,12.0329,7.8003,0.1667,1lah
7.2200,38.6591,540.3755,5.2534,1.9025,6.2758,0.2222,1lan
7.8500,99.3518,1400.1085,7.4648,33.2059,11.0425,0.0870,1lbf
3.1800,90.6795,886.8848,5.5765,1.9411,7.6622,0.0909,1lbk
6.6400,39.5814,598.4254,4.7065,1.2075,5.6874,0.2222,1lcp
7.7400,121.3664,1831.4167,4.8500,86.1539,4.4475,0.0667,1lee
7.5200,117.2686,1818.5581,5.4291,79.3428,5.4379,0.0667,1lf2
6.1000,79.1484,981.6355,4.5623,35.9457,3.9320,0.3333,1lgt
4.0000,37.1158,621.8224,1.2690,40.3615,1.0000,0.6667,1lgw
4.0400,37.7432,541.0239,0.7389,43.2867,0.9288,0.6667,1li2
4.2500,35.0068,609.1805,0.9027,35.6668,0.9868,0.6667,1li3
3.8000,28.3980,472.0525,1.2751,22.7046,0.5436,1.0000,1li6
7.5200,85.7669,1685.4900,1.8917,64.4794,2.8331,0.2857,1lke
6.8500,118.0836,1467.8964,5.5071,34.6415,9.7348,0.0476,1lkk
5.8100,110.9948,1376.1744,5.4074,25.3888,9.6267,0.0526,1lkl
8.7000,85.4781,1615.2817,1.3470,73.5445,1.9091,0.3333,1lnm
11.0600,92.1975,1493.3484,8.4304,5.5288,12.8725,0.1538,1lor
6.8200,63.8599,883.5040,2.5592,57.3337,1.3758,0.3333,1lrh
7.8500,83.0880,693.6656,3.6870,22.1874,7.0446,0.1429,1lst
5.3200,98.8547,1196.7480,4.9763,6.3085,5.0912,0.1667,1lvu
11.4200,117.3651,2025.8472,6.2913,48.1179,10.0698,0.0417,1lyb
4.5400,50.5369,607.4776,5.1877,0.0000,4.5269,0.2500,1lyx
8.3900,161.1546,2483.7083,10.5078,73.2589,6.8058,0.0455,1lzq
8.8200,161.9364,2504.4895,11.4552,77.4905,5.7588,0.0455,1m0b
2.3100,112.7696,1581.8258,8.2204,22.9745,8.5803,0.1176,1m0o
4.6600,54.8049,730.4629,5.5870,0.0000,7.2734,0.2500,1m1b
6.1100,75.4481,1231.4104,2.7895,54.9978,2.9888,0.3333,1m2p
6.4600,87.3634,1276.2531,2.7471,52.8681,1.5383,0.3333,1m2r
4.1500,58.0411,656.4709,4.2906,12.2180,2.0000,0.2222,1m2x
5.0900,101.5521,1232.8877,4.2754,68.9467,3.9254,0.0909,1m48
9.5200,170.8667,2812.0525,7.8749,76.0122,10.5364,0.0303,1m4h
4.2700,52.8267,917.0475,6.9025,2.4470,4.7627,0.1429,1m5w
6.2300,83.0561,1692.0947,3.1807,10.3359,4.6647,0.0909,1m7d
5.4000,94.7486,2273.4065,5.3098,12.2075,5.8443,0.0571,1m7i
10.9600,145.3732,1613.6300,9.8752,22.5583,14.3315,0.0769,1m7y
3.4000,142.0193,1931.3241,9.8290,0.0000,16.3447,0.1000,1m83
6.6800,64.1514,811.9984,5.5070,0.0000,9.8554,0.1176,1mai
7.7000,126.8169,2183.2781,3.6655,81.0971,5.4902,0.0769,1mes
9.4000,135.8468,2209.9963,5.1167,99.2882,5.5667,0.0769,1met
5.0400,65.5881,1189.9250,2.2152,20.7751,3.7432,0.0833,1mfa
5.3100,69.7724,1268.4453,1.9691,20.2134,2.9543,0.0833,1mfd
5.5900,82.7012,886.2712,4.4739,51.7968,1.9984,0.2857,1mfi
9.2100,109.7822,1840.9214,4.3325,84.0437,1.4499,0.0667,1mh5
8.7400,116.0352,1740.7606,4.4639,74.4771,3.3137,0.0667,1mjj
7.5200,91.8157,1276.3375,5.1826,22.5108,8.6519,0.1333,1mmq
5.4000,98.9587,1310.7651,4.4438,23.6337,5.7067,0.1250,1mmr
3.4600,65.0091,1163.8557,6.1273,0.0000,10.1303,0.1667,1moq
9.0000,161.9063,1645.3337,4.6500,31.1979,2.3172,0.1429,1mq5
4.5200,168.7173,2581.8997,6.7282,20.4466,7.9278,0.0541,1mrn
3.9600,110.4920,1410.7770,5.4383,13.0798,6.1897,0.1429,1mrs
9.7000,129.6657,2090.1562,5.7255,59.7543,5.3090,0.1000,1mrw
7.2600,137.1486,2072.6462,6.3915,72.0554,5.2102,0.1000,1mrx
10.4800,155.0482,2326.8726,6.4254,86.1027,5.2810,0.0909,1msm
9.0900,152.2272,2238.5938,5.6951,91.6189,4.8724,0.0909,1msn
8.4000,115.2244,2257.0063,4.7568,77.7226,5.2879,0.0800,1mtr
8.3800,102.7340,1542.8547,2.0833,42.1760,2.3695,0.1111,1mu6
9.0000,109.2646,1611.8414,1.8560,46.9557,1.9436,0.1111,1mu8
8.6400,104.3247,1595.1276,3.1201,48.2461,2.8339,0.1111,1mue
7.4500,122.4386,1271.8944,6.9101,63.5489,4.6432,0.2857,1n0s
5.7000,53.0405,745.6574,4.3403,25.2819,4.7060,0.2857,1n1m
8.8900,100.1686,1310.8433,4.6821,5.6140,5.9751,0.2000,1n3i
10.5200,115.9948,1808.4688,5.5566,75.4571,4.3135,0.1818,1n46
6.5500,60.3595,1415.5619,0.8976,61.3351,0.9915,0.1667,1n4h
10.0500,62.8262,881.6258,5.3736,0.0000,9.7351,0.1176,1n4k
4.8500,120.2367,1811.9539,7.0964,35.6754,5.9451,0.1000,1n51
5.6600,57.9095,1065.5424,1.6874,47.9461,1.0000,0.1111,1n5r
5.7100,144.7448,1459.1052,2.2909,83.7718,1.8458,0.0909,1n7m
6.0300,40.0076,780.0201,0.1413,65.1440,0.0000,0.0800,1n8v
5.0000,117.8861,1339.4894,6.4892,0.0000,9.5592,0.2222,1nc3
5.9200,103.4194,1378.1451,6.7173,34.3935,2.1354,0.2000,1ndv
7.8200,87.7458,1178.9413,3.8991,49.5793,6.4498,0.1818,1nf8
7.7400,129.6185,1526.9874,4.7820,48.8898,1.3766,0.1538,1nfu
8.9600,137.0363,1426.7317,3.4007,39.8320,1.0000,0.1667,1nfw
8.5200,137.0292,1587.7219,2.5089,39.2941,0.8963,0.1333,1nfx
9.7400,171.0266,2560.9905,6.6565,88.9759,7.2409,0.0426,1nh0
5.5500,84.6061,1107.2186,6.6729,0.8290,9.8682,0.1667,1njc
5.5700,88.8680,1136.8823,6.3542,0.6821,8.7376,0.1818,1njd
7.8200,142.0459,1826.2059,7.7788,28.3013,13.5110,0.0625,1njs
6.7000,34.3799,509.0671,4.3211,0.0000,6.7039,0.5000,1nki
5.9600,103.6075,1546.2588,6.3904,49.2683,8.7713,0.0769,1nl9
3.5900,74.8728,604.6540,3.4485,0.0000,4.1002,0.6667,1nli
10.0500,122.4346,1744.9537,2.4897,51.1911,3.0271,0.3333,1nm6
4.4100,80.3423,1240.3157,6.9643,44.8258,6.9919,0.2000,1no6
8.8900,120.1339,1694.0925,3.5802,55.6150,4.0056,0.5000,1nt1
4.0000,38.1292,643.8726,1.5012,39.0786,0.8223,0.1667,1nu3
8.1100,102.0390,1828.7437,3.7133,63.8459,3.7791,0.2500,1nvr
7.8200,83.9617,1599.2405,3.7493,56.5867,1.8633,0.5000,1nvs
9.0700,90.6581,1245.9126,3.2986,1.5269,5.1922,0.2222,1nw4
5.2100,125.7686,1555.2771,7.6521,1.2047,9.1243,0.1000,1nw5
5.0900,92.9912,1313.9539,4.8401,1.3598,6.8661,0.1000,1nw7
2.3900,72.8151,1163.0858,7.4259,17.2080,2.0665,0.0833,1nwl
8.0000,75.6479,1145.4757,5.8583,17.1935,5.5563,0.1176,1rmz
6.4600,80.6223,1143.1631,1.8272,49.1283,0.8326,0.2000,1ro6
3.1800,179.7703,2338.7595,10.2619,15.0263,16.4183,0.0667,1ro7
8.5200,132.1393,1752.9719,7.0282,23.6602,8.7349,0.1111,1rp7
8.6400,145.9510,1830.9890,6.1020,48.9358,4.9324,0.1250,1t31
7.4200,134.3401,1919.9528,4.3096,68.9781,2.8310,0.1250,1t32
9.1300,119.8579,1672.0596,2.9787,54.8689,3.6099,0.0952,1ta6
6.5700,115.3641,1322.5791,6.2330,0.0000,6.5657,0.2000,2fqy
7.5200,73.3786,1197.7732,4.6636,22.8357,7.8795,0.2000,2mas
7.1200,133.7760,1943.4189,9.3905,50.8807,10.8479,0.0500,1nz7
5.3000,85.9908,942.7808,3.6588,0.0000,3.9917,0.1250,1o0f
5.1500,69.6202,999.6956,4.3729,2.3126,4.4330,0.1667,1o0m
4.0900,53.9282,923.9842,2.6338,2.4463,3.8830,0.1667,1o0n
7.3100,94.5391,1844.6660,8.9614,51.4355,4.9136,0.0667,1o1s
7.1700,106.4371,1256.5999,5.7347,18.4513,6.7350,0.1667,1o2h
6.9200,91.8899,1164.1322,6.5467,13.2070,6.7300,0.1429,1o2j
6.0900,106.5095,1334.4305,5.5484,19.1865,6.2078,0.2000,1o2n
6.3600,103.1605,1303.8516,7.4320,13.7844,6.8638,0.1429,1o2o
7.6800,110.4694,1365.4834,6.1626,19.5437,6.8228,0.1667,1o2q
5.2100,104.7102,1439.5297,5.4355,17.1236,6.6684,0.1667,1o2r
5.4700,78.9752,981.7258,4.9528,8.0659,7.0504,0.2500,1o2s
5.8500,100.4171,1043.3973,6.7523,9.9115,7.1343,0.1250,1o2w
6.1100,116.6272,1298.6838,6.7138,15.1015,7.7540,0.1000,1o2z
6.7700,120.1186,1330.8356,6.3819,16.6840,7.8264,0.1111,1o30
5.7400,79.2216,978.9712,4.1797,3.7136,6.9049,0.2500,1o33
5.0000,89.7448,976.7695,5.4633,9.7835,6.3819,0.2500,1o35
5.9600,120.8761,1399.9818,8.9538,14.9485,6.5310,0.1000,1o36
6.8200,106.4962,1237.0200,4.7250,14.5021,6.7255,0.1333,1o38
7.1300,106.9918,1221.0698,4.7637,13.0508,6.7421,0.2000,1o3d
7.3000,100.9264,1027.9877,4.6154,12.9705,6.7449,0.2500,1o3i
6.7700,95.0772,1016.2831,5.6605,10.6915,6.5717,0.2500,1o3j
6.5400,103.4629,1034.1219,6.5077,13.3441,7.5793,0.1667,1o3l
6.4200,99.8832,1262.2338,6.4447,17.1812,4.0009,0.2000,1o5a
5.7700,74.4350,794.6492,3.0380,7.3312,2.9682,0.4000,1o5b
5.2200,90.7430,1416.9208,6.7169,16.2876,4.0000,0.1667,1o5c
5.7400,109.7577,1374.1362,5.7885,20.8325,6.2206,0.2000,1o5e
4.9600,104.5318,1509.4886,6.2768,37.6267,4.9875,0.1667,1o5g
8.1200,110.3021,1781.5437,4.3495,49.8783,3.3567,0.0952,1o5r
4.4900,125.9922,1540.3689,8.1272,8.9389,11.0664,0.1250,1o7o
9.5700,94.7827,1595.6143,4.9336,40.6053,6.3102,0.0741,1o86
7.4000,128.6668,1305.9270,6.6210,88.6093,1.2184,0.3333,1oar
7.7000,104.0258,1122.9395,4.6178,37.8893,1.7897,0.1333,1oau
2.4400,31.5293,281.6779,0.6182,0.0000,0.1762,0.2857,1oba
5.7200,69.3725,1176.2251,4.0135,37.4037,4.2333,0.0667,1obx
5.1900,90.3387,1119.8431,6.9156,3.1896,12.0019,0.1250,1ocq
5.1000,86.2025,969.1389,5.3709,5.9109,8.2078,0.2000,1od8
4.2100,103.3645,1254.0398,4.2193,0.0000,6.3977,0.2222,1odi
4.1000,103.5741,1255.0831,4.0245,0.0000,5.1385,0.2000,1odj
5.5200,69.4849,844.2300,4.3014,1.4956,8.0828,0.0909,1oe8
4.6200,43.8580,512.1746,2.5805,9.2711,4.8582,0.3333,1ofz
3.0300,46.6904,697.8089,3.5367,0.0000,4.6021,0.3333,1ogd
5.1900,123.3442,1895.9570,4.7848,20.5554,6.0461,0.0741,1ogg
6.0900,43.8495,1050.7179,2.3136,55.3110,2.0000,0.6667,1ogx
5.8500,43.4014,1102.5570,2.7125,62.9075,2.0000,0.6667,1ogz
8.7000,120.6153,2078.6826,2.9334,67.1476,4.1711,0.0833,1ohr
7.7200,69.4014,678.8798,4.6076,4.2577,7.9503,0.2857,1oif
6.0300,61.6011,953.6338,4.8223,39.9451,1.8615,0.2857,1okl
4.5400,45.5997,628.0467,3.3550,0.0000,7.2628,0.2222,1oko
4.3300,162.5541,1689.4119,12.2363,27.9853,13.1965,0.1053,1olx
6.7700,118.2748,1651.7009,7.7283,46.2898,10.1900,0.0588,1ony
5.1000,80.7270,1241.1542,6.1809,39.2623,6.4253,0.1818,1onz
8.8100,95.4461,2107.2764,6.4530,19.6433,5.9211,0.1250,1ork
6.0300,98.7018,1659.1204,4.8963,62.9997,4.1177,0.0741,1os0
6.8500,86.8611,1324.8528,2.1818,77.2152,1.1159,0.1053,1os5
4.7900,53.9086,615.6192,2.1266,5.6997,3.0577,0.4000,1oss
6.2000,73.9319,1098.6836,2.9716,9.9822,5.0952,0.2222,1owe
7.4000,78.3403,1164.3352,3.4354,11.2547,5.2966,0.1667,1owh
5.1900,39.1306,734.8507,1.6718,14.5821,0.7456,0.2500,1oxr
6.9600,107.9645,1473.3938,4.1811,40.3252,4.5220,0.0741,1oyq
7.2400,103.0967,1621.4814,2.9901,40.8506,4.1520,0.1818,1oyt
7.7000,148.5902,2633.6021,12.9348,34.3016,12.0070,0.0541,1oz0
4.1100,73.7385,1064.2209,9.9503,0.0000,8.3958,0.1667,1p19
6.8000,79.1796,982.0737,4.6623,20.3531,7.1421,0.2000,1p1n
5.7600,89.4312,927.7441,6.0105,0.0000,10.2825,0.2222,1p1o
4.4000,83.1048,1016.2027,5.2945,11.7992,5.2879,0.2500,1p57
4.6000,82.6415,887.9659,7.3825,19.9094,7.9869,0.2222,1pa9
5.1500,65.7048,500.6424,5.6464,0.0000,9.0900,0.2500,1pb8
3.7000,36.3397,493.0737,2.9996,0.0000,4.7434,0.2500,1pdz
2.7200,46.3809,546.2112,2.3860,5.5507,2.0000,0.1818,1pfu
5.7000,59.7232,968.5998,5.0633,0.0000,7.6879,0.1000,1pgp
3.3000,46.3306,774.6375,11.0811,0.0000,3.4568,0.2000,1phw
6.9200,147.3561,1429.6053,7.9193,0.0000,13.4056,0.1667,1pkx
9.4000,82.4069,1380.5651,3.4645,43.4005,1.0000,0.2000,1pme
5.4900,90.1616,775.3597,4.1874,38.3879,4.9803,0.1111,1pot
6.1600,105.2955,1527.0487,4.1367,34.5855,5.6067,0.0952,1ppc
5.9200,91.2718,1274.6487,3.2196,15.4434,5.6524,0.1176,1pph
5.0100,167.6981,2547.6345,8.5041,7.4070,14.8062,0.0476,1ppi
7.6600,116.1216,1592.9443,5.8856,43.7340,5.1679,0.0588,1ppk
8.5500,130.5905,1970.0048,4.7575,63.0553,4.9959,0.0526,1ppl
11.3000,140.8986,2265.3542,4.1486,74.9399,6.7603,0.0800,1pro
2.2800,91.1199,979.8383,7.1719,0.0000,10.0943,0.2500,1ps3
9.8200,113.5236,1574.5857,8.4700,0.0000,11.7836,0.1429,1pvn
3.2300,55.3248,923.2209,3.2606,7.6902,5.0383,0.1667,1px4
7.1500,88.8369,1406.1332,3.8938,31.1986,2.9915,0.2222,1pxn
6.6600,89.0003,1392.6938,3.1257,35.1779,1.9218,0.2500,1pxp
5.4900,144.6831,1718.9094,6.2020,39.8890,10.1248,0.0513,1pyn
4.2200,71.8489,993.4368,5.9049,3.4033,6.7794,0.1176,1pzi
3.3200,71.6106,909.2902,1.8005,35.3603,1.2258,0.1667,1pzo
3.3100,51.1627,1077.8556,1.5742,37.7311,0.0000,0.1667,1pzp
8.5700,105.4210,1299.4325,4.4786,1.4449,5.5761,0.2000,1q1g
5.8500,83.3035,1063.5302,9.1073,8.7950,7.0036,0.1176,1q54
7.4200,64.1030,1082.4833,2.5306,11.7138,2.7398,0.1667,1q5k
5.4600,96.9006,1068.1658,4.4157,18.0417,5.1518,0.1429,1q65
6.8500,96.8116,1155.4702,1.9146,37.4330,0.0000,0.1667,1q72
11.0500,193.7575,2629.1633,5.2821,150.6266,3.2828,0.0714,1q84
5.9600,68.1155,1330.7119,2.4742,44.0656,0.8433,0.3333,1q8u
5.2400,62.2156,1194.5520,2.4410,26.8112,2.2845,0.3333,1q8w
4.1500,112.7609,1396.9806,4.0663,34.4832,4.0167,0.2500,1q91
7.5700,97.1007,1142.2889,8.5681,3.0717,16.5222,0.1429,1q95
4.4800,117.2229,1681.3936,4.5099,3.9929,5.5470,0.1053,1qan
5.1200,70.3014,1182.2601,4.2235,19.5303,6.4459,0.2222,1qaw
6.7700,114.2100,1471.3422,9.0347,22.0242,4.8932,0.1000,1qb1
6.0600,97.5420,1271.1986,4.5688,27.7718,5.6783,0.1176,1qb6
7.4400,107.8152,1541.0586,6.0158,23.4578,5.7065,0.1333,1qb9
5.8500,105.0587,1327.8196,3.0313,19.8239,4.8129,0.1111,1qbn
7.7400,111.6449,1477.2067,4.5635,23.8701,5.1377,0.1429,1qbo
8.3000,63.2002,1111.4301,1.7619,49.2947,1.0177,0.1053,1qbq
10.5700,173.0867,2678.2568,5.8796,92.6732,8.3239,0.0714,1qbr
9.4700,132.8354,2183.7368,2.6239,89.9580,5.0360,0.0769,1qbs
10.6200,190.4364,2973.3657,7.2266,109.0276,10.2493,0.0714,1qbt
10.2400,111.5090,2179.3848,3.9619,74.2675,6.3172,0.0833,1qbu
5.3900,99.1334,1430.8243,3.6095,50.8890,2.0194,0.1053,1qbv
7.3800,120.1073,1771.6179,5.5672,80.9945,5.1940,0.0769,1qf0
7.3200,103.9307,1439.0896,6.0292,53.0278,5.7523,0.0800,1qf1
5.9200,78.1013,1295.9983,4.2563,49.2558,2.9479,0.1176,1qf2
8.7700,65.3682,574.1219,3.6412,9.5488,3.6246,0.2857,1qft
7.5700,136.4994,1967.0344,7.6892,3.6689,7.6261,0.0625,1qhc
2.3500,65.0744,776.7975,5.8332,0.0000,8.8769,0.1111,1qi0
8.0000,124.2231,1601.1886,9.2280,40.7874,11.8769,0.0714,1qin
4.8500,100.4180,2085.6677,5.7803,51.7876,3.6554,0.0488,1qji
5.1500,108.9348,1157.9237,6.3960,0.0000,10.0428,0.1538,1qk3
4.2100,119.9578,1251.7141,7.4147,0.0000,11.3536,0.1667,1qk4
5.9200,160.9329,1976.8414,8.0841,27.7875,14.7117,0.0513,1qka
7.3500,124.6442,1674.5980,7.2587,29.0746,11.8813,0.0606,1qkb
9.0400,53.8970,1210.3655,1.7138,59.1558,1.6183,0.5000,1qkt
5.0000,127.6170,1518.5671,2.8070,25.5474,0.0000,0.2000,1ql7
5.3500,141.0076,1571.3655,3.0191,35.3686,0.0000,0.2000,1ql9
5.0500,139.3402,1715.7560,5.3942,43.5708,8.1186,0.0588,1qxk
7.9600,119.1401,1851.2336,4.6299,51.0957,3.6109,0.0741,1qxl
6.5200,46.2991,798.7193,1.4590,26.2534,1.0000,0.2500,1qy1
5.7400,37.5513,743.6102,0.8505,19.9637,1.0000,0.3333,1qy2
6.8500,117.4688,1230.7865,3.7150,47.1513,1.9487,0.2000,1qyg
8.0000,113.6364,1911.8600,3.6586,50.0739,2.7710,0.1538,1r0p
8.9200,130.8799,1772.4027,8.6454,67.8165,5.1039,0.0952,1r1h
8.6400,119.1052,1542.2874,14.7654,62.4613,4.0468,0.0952,1r1j
4.0500,87.2700,1080.2024,5.7152,16.5757,5.1895,0.0909,1r4w
6.4600,90.3245,801.7684,5.3639,22.8494,6.2334,0.5000,1r5y
7.4000,107.0219,1258.0289,4.4044,61.0322,2.2443,0.1667,1r6n
5.4000,62.9852,599.0287,2.5484,0.0000,2.2326,0.3333,1r9l
6.7200,65.0252,1355.1138,0.5563,81.4518,0.0000,0.1538,1rbp
7.7400,111.6000,1512.9139,3.6632,67.2206,0.8250,0.1250,1rd4
6.4800,78.1983,931.6075,7.7590,0.0000,12.4326,0.2222,1rpj
2.7500,44.1735,464.1836,2.3235,5.4823,3.7713,0.5000,1rql
10.2500,95.6193,1218.5902,2.3797,2.0765,3.3958,0.2222,1rr6
5.1500,79.0846,851.3711,3.1128,28.9042,4.3387,0.6667,1s38
3.2100,89.2926,1218.9658,4.1659,0.0000,4.1426,0.1176,1s5z
9.0500,58.1056,1019.8281,1.9702,32.5117,1.2369,0.1667,1s63
5.2400,61.8256,665.5499,4.9152,0.0000,8.3320,0.2500,1s89
6.8900,114.1783,1727.3314,5.5365,54.2029,2.9298,0.0952,1sb1
7.7400,107.6237,2061.4873,3.3496,77.2681,5.0545,0.0645,1sbg
5.0000,73.3459,975.4974,2.4797,16.3693,3.1842,0.2000,1sbr
9.2700,145.1305,2390.3503,3.9851,96.2008,5.1293,0.0714,1sdt
10.0700,135.1499,2365.2722,3.7570,81.9417,5.3697,0.0714,1sdu
8.7400,140.0962,2375.4348,4.2898,87.7824,5.0882,0.0714,1sdv
5.3700,122.0402,2264.0125,4.5533,79.3475,4.6776,0.0714,1sgu
6.0300,111.2844,2255.5681,5.9869,56.2174,4.3879,0.0513,1sh9
8.0800,114.3345,2065.9639,5.5865,54.4705,10.0554,0.0526,1siv
6.5700,93.3082,1737.2660,3.4901,61.4195,3.3816,0.1000,1sld
6.6400,126.4793,1699.1934,7.0245,56.7830,5.6548,0.0667,1sln
7.4600,93.2503,1097.6593,3.5229,7.2331,4.9951,0.2222,1sqo
6.2000,97.4314,1244.3003,3.5935,5.4408,3.7370,0.1818,1sqt
10.1000,109.4646,2142.4402,1.9179,65.0476,1.4921,0.1538,1sr7
5.3000,120.6959,1267.8146,10.8020,68.7905,5.4222,0.2222,1srg
6.0000,38.6654,475.4133,3.4379,0.0000,3.9751,0.2500,1ssq
8.1000,118.6436,1978.4297,5.5792,75.0961,3.3887,0.1667,1stc
4.7700,86.9192,1760.6494,2.5707,34.3566,4.3059,0.0455,1str
5.0000,77.3482,1756.6138,1.9138,33.6717,3.6257,0.0392,1sts
7.3000,64.3671,787.9785,3.4690,20.9947,3.2739,0.5000,1sw1
7.2200,58.4673,639.2361,1.9346,0.0000,2.7951,0.3333,1sw2
7.3600,73.5717,1001.4309,4.1095,29.1524,4.4101,0.1667,1swg
6.9200,92.6989,1106.4077,6.4739,27.9025,7.4008,0.1667,1swr
5.4400,112.1648,1126.6710,7.0320,18.2708,10.2892,0.2222,1syi
4.5400,144.0360,1764.1349,3.8624,0.0000,7.4620,0.0769,1szd
7.6800,95.1915,1375.3739,2.7788,54.1717,3.6591,0.0909,1t4v
4.2200,53.0752,847.8367,6.2670,4.9655,8.5556,0.1176,1t5f
6.0300,82.5161,1584.1951,4.1349,35.2643,4.3785,0.0870,1t7d
8.7000,99.2324,1883.6224,3.8442,40.5205,4.3816,0.0714,1t7j
