pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,nacttors,ninacttors,PDB
4.5400,135.7101,1764.1606,4.5607,0.0000,9.6401,18.2455,152.2195,0.4655,0.0000,1.1629,9.0000,6.0000,1szd
8.6400,144.5353,1807.7533,5.0049,53.3119,5.8330,48.5947,416.6715,1.5202,47.9385,0.0000,7.0000,0.0000,1t31
7.4200,132.0546,1886.7146,2.3536,75.4170,2.5273,34.3974,371.6502,1.1638,19.0228,0.0000,7.0000,0.0000,1t32
7.6800,114.4429,1395.5139,1.7717,65.5032,2.8322,17.1373,91.1684,0.4007,15.1371,0.0000,10.0000,0.0000,1t4v
4.2200,63.9922,832.2878,3.0152,5.8264,7.4530,4.2021,18.4896,0.0009,0.0000,0.0000,6.0000,3.0000,1t5f
6.0300,101.6874,1656.0431,3.2402,35.9183,7.0394,23.5082,160.8894,0.8853,0.0000,0.7469,9.0000,3.0000,1t7d
8.7000,112.8065,1846.3811,2.3936,43.6347,3.8652,14.7231,198.8900,0.0294,0.4146,0.0000,12.0000,2.0000,1t7j
9.1300,124.1669,1662.0991,1.9106,61.9446,2.6818,29.9596,196.2610,0.6462,0.7042,1.7393,9.0000,1.0000,1ta6
6.0200,83.6961,1483.1611,1.5619,46.3067,2.8184,55.1362,222.8480,0.5122,52.5248,0.0000,14.0000,1.0000,1tcw
6.9500,110.9285,2085.3799,2.7444,88.6878,4.8291,42.3399,247.1787,0.4704,6.5239,0.0000,14.0000,1.0000,1tcx
4.3700,66.9738,983.8998,0.5930,28.6440,0.7445,6.1568,67.3855,0.2504,3.8194,0.7034,4.0000,0.0000,1td7
5.1500,75.6699,1239.3212,2.0370,32.2290,3.1810,6.6446,108.1937,0.0604,0.0000,0.0000,5.0000,0.0000,1thz
4.4200,111.0293,1278.3427,5.5594,30.1690,9.3455,7.9172,40.9683,0.4417,0.0000,0.0000,6.0000,3.0000,1tjp
8.0000,128.7517,1689.4156,2.8028,48.7283,4.7596,9.7404,78.2429,0.5803,2.4921,0.0000,8.0000,1.0000,1tkb
7.5500,139.2483,1800.5564,5.3845,38.1488,4.7882,37.9011,211.6197,0.7232,3.0000,0.0000,11.0000,3.0000,1tlp
2.9300,40.8829,539.0544,1.0105,4.2662,2.3080,0.2908,1.2665,0.0000,0.0000,0.0000,1.0000,1.0000,1tng
3.3700,49.9392,595.4864,0.9659,4.2364,2.2565,0.4813,2.0753,0.0000,0.0000,0.0000,1.0000,1.0000,1tnh
4.0000,47.8310,607.6689,0.6330,10.8947,1.7574,2.7807,12.4060,0.0094,2.7177,0.0000,4.0000,1.0000,1tni
3.2200,57.8546,782.9875,2.2010,41.3487,4.4953,3.5977,9.7960,0.1621,1.4407,0.0000,3.0000,0.0000,1tog
8.3000,104.8790,1405.7416,3.1732,57.8742,4.3183,22.3865,125.4915,0.2459,2.1501,0.5272,7.0000,1.0000,1tom
3.3000,61.6791,669.3942,2.9249,0.0000,7.2465,3.0872,7.9048,0.0001,0.0000,0.0000,3.0000,1.0000,1tpw
6.1900,132.6249,1319.7180,7.5204,0.0000,14.3217,12.2086,112.3402,0.1742,0.0000,0.0000,6.0000,2.0000,1tq4
4.0500,77.3135,749.5624,1.7867,28.8008,3.2076,0.7381,22.2391,0.0000,0.9082,0.0000,8.0000,0.0000,1tuf
4.6000,59.5047,773.3743,2.0352,2.5018,4.5395,0.6042,16.8450,0.0000,0.0000,0.0000,2.0000,1.0000,1tx7
7.7400,86.3261,1209.9432,3.0322,45.5094,4.9189,12.3385,74.2481,0.4018,0.0000,0.0000,8.0000,2.0000,1txr
5.4900,91.5564,1329.0039,5.7750,6.4192,11.9373,7.0949,65.5278,0.1126,0.4139,0.0000,4.0000,1.0000,1tys
6.1500,66.9403,824.6950,3.6117,0.0000,9.7748,6.0028,13.0799,0.4365,0.0000,1.4790,5.0000,3.0000,1u0g
5.8500,76.8554,884.1469,3.5976,19.0345,6.7204,0.6636,4.3614,0.6280,0.0000,1.0000,1.0000,2.0000,1u1w
4.2200,72.8114,1642.8539,2.2527,0.0000,4.8518,7.7057,75.1618,0.0000,0.0000,0.0000,4.0000,3.0000,1ua4
5.2200,106.3781,1290.1691,3.7088,0.0000,8.6908,15.3326,97.7551,0.6096,0.0000,1.0820,6.0000,3.0000,1ucn
9.3000,98.1952,1752.4882,1.4572,38.6258,1.8756,10.5045,97.5049,0.0848,1.4200,0.0000,6.0000,0.0000,1udt
2.8900,34.3620,423.3629,1.2859,27.0974,3.1035,1.1029,0.3588,0.0090,0.0000,0.0000,2.0000,0.0000,1ugp
3.0900,63.6703,559.5057,2.6622,0.0000,5.9358,0.6881,3.2670,0.2897,0.0000,0.7689,1.0000,5.0000,1ugw
5.9100,71.5079,854.4136,2.5401,0.0000,6.3722,15.2471,127.3186,0.5927,0.0000,1.1747,6.0000,6.0000,1ugx
9.2200,107.1934,1780.5336,1.6817,49.1568,2.1955,10.1395,152.8414,0.5163,1.5405,0.9747,8.0000,0.0000,1uho
7.0600,62.7765,543.3597,2.5961,4.3054,3.7321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1ui0
3.0500,80.5290,840.3215,4.2855,0.0000,10.4000,4.0932,25.3663,0.3568,0.0000,0.8471,6.0000,3.0000,1uj5
3.0500,68.3241,857.0126,3.5554,0.0000,9.0115,6.7302,24.5975,0.3730,0.0000,1.3774,6.0000,4.0000,1uj6
7.5200,110.6661,1711.9005,2.0637,58.7341,2.0797,16.1720,189.1444,1.3071,5.8681,0.7850,10.0000,1.0000,1uml
7.7000,65.2907,1084.7892,2.3654,8.3060,4.4062,5.7538,29.1942,0.1180,0.0000,0.0000,2.0000,0.0000,1uou
4.6000,43.7689,524.6625,0.8843,5.1154,1.8886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1upf
5.7700,129.1149,2163.3796,3.8415,33.8177,6.7633,31.0739,203.5511,2.4026,0.0000,2.2921,9.0000,5.0000,1ur9
5.8200,90.3788,1129.1019,2.4729,0.0000,5.3498,15.1997,80.2414,1.2104,0.0000,2.4528,4.0000,8.0000,1urg
6.7400,100.1451,871.4031,5.3147,54.9795,6.5725,2.1749,14.5388,0.3040,0.0000,0.0000,3.0000,1.0000,1usi
6.4000,74.9630,653.7783,3.3152,28.6812,5.7576,1.5500,4.5355,0.0000,0.0000,0.0000,3.0000,1.0000,1usk
7.7400,86.0762,1053.9148,1.2537,22.1622,1.9486,15.0395,124.3113,0.6083,0.0000,0.0000,5.0000,1.0000,1usn
4.5500,116.6172,2032.0999,2.0989,55.3981,4.1365,80.0066,568.7730,2.7536,20.0534,3.0850,23.0000,2.0000,1utc
3.8400,46.2456,533.7405,1.0919,4.3154,2.5714,0.2488,1.1973,0.0000,0.0000,0.0000,1.0000,1.0000,1utj
2.4700,49.0583,621.2742,1.1776,5.3271,2.3590,3.0785,6.9468,0.0000,1.2422,0.0000,3.0000,1.0000,1utl
3.0100,47.8573,521.4801,0.9161,7.0085,2.2580,0.8509,4.3274,0.0000,0.0000,0.0000,2.0000,1.0000,1utm
3.4900,54.3285,567.0913,0.7823,4.9775,1.4624,0.3116,1.1668,0.0000,0.0000,0.0000,1.0000,1.0000,1utn
2.2700,46.5733,551.2406,0.8394,7.4902,2.0239,1.1010,4.2600,0.0000,0.0000,0.0000,2.0000,1.0000,1uto
5.1200,62.8131,700.0620,1.4284,0.0000,1.7921,0.6839,10.8018,0.0000,0.0000,0.0000,4.0000,0.0000,1uv6
7.6400,111.9082,1408.5007,1.1651,71.0678,1.1936,8.9388,88.2280,0.1109,4.8190,0.0000,8.0000,0.0000,1uvt
7.3400,63.3046,814.9437,0.8783,25.9346,0.8176,2.5725,11.2994,0.0000,2.0000,0.0000,1.0000,0.0000,1uw6
6.8200,65.8028,958.7321,3.4582,10.2371,7.9754,11.2539,24.5449,0.0572,0.0000,0.3224,5.0000,4.0000,1uwf
5.9800,89.5643,907.1272,5.2625,0.0000,8.2672,1.5862,3.5251,0.0000,0.0000,0.0000,1.0000,4.0000,1uwu
6.8900,81.5442,758.4813,4.2194,4.4900,7.7923,1.1755,2.8958,0.0000,0.0000,0.0000,1.0000,3.0000,1uz1
3.4000,68.1953,749.4587,3.6250,6.8548,6.8040,0.7905,2.9992,0.0000,0.0000,0.0000,1.0000,3.0000,1uz4
4.9600,100.0213,1544.6830,3.7178,12.9893,8.0880,37.8490,259.9923,1.6712,0.0000,2.7870,8.0000,8.0000,1uz8
5.1000,61.8032,943.1251,3.3466,0.0000,7.0107,4.7426,39.5444,0.0100,0.0000,0.0000,2.0000,5.0000,1v0k
7.5500,78.4817,897.6073,4.5994,5.8400,8.7155,4.4473,35.0684,0.0000,0.0000,0.0000,2.0000,4.0000,1v0l
3.9800,131.5096,1530.3615,4.6621,24.9126,8.1265,14.4469,84.7969,0.5565,1.0000,0.0000,8.0000,1.0000,1v11
4.8200,72.9203,964.1689,3.3883,7.7379,8.3643,0.7544,7.1991,0.0000,0.0000,0.0000,1.0000,3.0000,1v1j
3.9400,136.1589,1560.8910,5.0486,25.5690,9.0930,11.5810,83.6697,0.6692,1.0000,0.0000,8.0000,1.0000,1v1m
3.2500,60.5279,606.3207,2.4030,4.1020,4.5405,0.2824,2.6998,0.0000,0.0000,0.0000,1.0000,1.0000,1v2j
6.1900,135.1270,1560.1936,1.0712,43.4563,0.0000,5.6561,127.2904,0.0931,2.8566,0.0000,4.0000,0.0000,1v2k
4.2900,60.9652,589.7402,1.2078,6.8786,2.6255,0.2926,2.6781,0.0000,0.0000,0.0000,1.0000,1.0000,1v2l
5.9000,104.9185,1350.9670,2.1384,42.2042,3.9579,6.5642,98.3106,0.4242,6.5145,0.0000,4.0000,4.0000,1v2n
3.5500,97.9827,1241.5446,3.3466,32.2762,5.7755,8.2981,125.4257,0.0006,0.0000,0.0000,10.0000,1.0000,1v2r
4.1700,60.3318,584.6014,1.7786,5.6438,3.9522,0.2773,2.7043,0.0000,0.0000,0.0000,1.0000,1.0000,1v2s
4.7100,94.7381,1269.2201,2.8769,37.1752,5.6298,8.8050,133.7840,0.0376,0.0000,0.0000,10.0000,1.0000,1v2t
3.3700,61.1411,590.9839,2.1525,6.5859,4.3261,0.2683,2.7170,0.0000,0.0000,0.0000,1.0000,1.0000,1v2u
4.0100,97.4026,1293.1625,2.7016,24.6299,5.3294,13.9117,153.2728,0.2256,0.0000,0.5486,10.0000,1.0000,1v2w
8.0100,94.0348,1373.4757,1.4643,44.4039,1.8644,17.3044,107.7776,0.0725,1.5430,0.0000,7.0000,1.0000,1v7a
4.7200,82.5126,953.3710,3.4977,17.4439,8.3997,10.6015,74.5613,0.1729,2.3457,0.0000,7.0000,1.0000,1vso
8.0500,71.1402,1228.8928,1.2007,87.7585,2.0525,7.1447,66.9949,0.0023,13.0511,0.0000,15.0000,0.0000,1vyf
8.0000,78.5473,1385.3162,1.4253,86.4204,2.7020,16.8006,88.3564,0.0169,26.3968,0.0000,14.0000,0.0000,1vyg
7.6800,94.4155,1419.1982,3.0974,7.6689,6.3869,23.0625,163.3763,0.4742,6.7760,1.1681,12.0000,2.0000,1w0z
8.2200,115.7859,1540.4570,3.8986,8.5691,7.8769,21.7282,211.8897,1.1612,2.2647,1.3898,11.0000,2.0000,1w11
8.7000,107.0736,1585.1423,4.8838,12.0421,9.2320,23.4666,219.8109,1.3795,4.0076,1.4673,11.0000,1.0000,1w13
6.3200,73.6171,688.5211,5.0867,0.0000,8.6002,0.8544,2.0176,0.0000,0.0000,0.0000,1.0000,3.0000,1w3j
4.3000,88.8603,1131.6245,6.3539,0.0000,11.9844,8.4643,63.5763,0.4749,0.0000,1.1083,4.0000,6.0000,1w3k
6.2800,122.2827,1435.4374,6.8394,0.0000,12.2955,19.5946,138.6671,0.9321,0.0000,3.2337,7.0000,9.0000,1w3l
5.2200,53.9773,940.5833,1.7251,2.2515,4.0248,6.8066,60.8498,0.1646,0.0000,0.0000,3.0000,2.0000,1w4o
4.7400,51.8924,907.2148,2.2632,3.0659,5.0787,7.0898,55.6277,0.0205,0.6726,0.0000,4.0000,1.0000,1w4p
5.2600,69.7662,984.9077,2.5954,2.5702,4.8052,9.8654,60.4531,0.6769,0.0000,0.7594,4.0000,1.0000,1w4q
8.1500,184.4062,2712.1663,6.0809,106.6360,8.3131,43.0918,328.4886,1.2237,0.3651,1.3673,13.0000,4.0000,1w5v
8.8000,181.0977,2790.8440,5.6205,110.8949,7.5894,42.2870,364.2803,0.9759,0.2296,1.3040,13.0000,4.0000,1w5w
8.4000,186.8485,2847.3818,6.7106,106.0940,8.5237,52.4490,362.9131,1.4250,0.5974,1.3241,13.0000,4.0000,1w5x
8.4800,178.8429,2709.9937,5.5346,90.5767,6.7722,35.7989,344.7455,1.6304,0.3205,1.7463,13.0000,4.0000,1w5y
5.1000,100.5781,1491.8744,3.1087,45.8997,5.3890,23.6812,192.5138,0.7476,3.4500,1.5377,12.0000,1.0000,1w7g
8.4100,120.4615,1753.8759,3.4341,65.0555,4.9491,9.4931,77.6083,0.0051,4.6444,0.0000,4.0000,2.0000,1w96
6.0900,142.1491,1931.4506,3.2870,33.3396,5.3708,21.6347,220.2796,1.1511,3.4642,0.7272,10.0000,1.0000,1w9u
6.3400,113.1639,1488.4651,4.2550,41.5715,5.3317,26.3347,202.3659,0.2856,12.1126,0.0000,8.0000,0.0000,1w9v
4.0000,88.8576,1619.0480,4.0964,0.0000,8.9317,20.5520,150.7589,0.6078,0.0000,0.0000,8.0000,3.0000,1wc1
6.2600,86.3983,1051.7994,4.4852,15.4857,10.3447,11.9925,58.9888,0.8151,0.0000,2.1732,6.0000,5.0000,1wcq
6.3000,78.0899,710.4153,4.5910,15.3900,9.1991,1.1812,9.5879,0.0000,0.0000,0.0000,4.0000,1.0000,1wdn
9.0000,38.4239,569.8854,0.5763,0.0000,1.7449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1wei
3.7000,77.2255,887.4795,1.4307,44.0077,2.5490,7.4958,29.9729,0.0045,3.7158,0.0000,5.0000,0.0000,1wht
6.3000,66.8175,1081.6525,4.3554,24.3372,5.9426,3.4026,30.4940,0.0000,0.0000,0.0000,3.0000,0.0000,1wm1
4.6800,138.8524,1743.2800,3.6961,25.4633,8.8371,17.7866,112.0613,0.0369,1.3158,0.0659,8.0000,3.0000,1wn6
9.5500,95.2141,1345.8091,3.7295,32.2236,7.6151,21.5751,139.5058,0.1232,4.1678,0.0000,11.0000,1.0000,1ws1
3.0000,60.6360,591.9237,2.0539,0.0000,4.9195,2.7660,7.3189,0.0000,0.0000,0.0000,2.0000,4.0000,1ws4
3.0300,60.0640,577.1835,2.2538,0.0000,5.3485,1.8076,7.8036,0.0000,0.0000,0.0000,2.0000,4.0000,1ws5
8.2700,158.2161,1993.6414,9.0404,0.0000,15.1759,16.2129,150.3152,0.6797,0.0000,0.0000,8.0000,3.0000,1wuq
6.6600,155.8142,1965.9868,10.0849,0.4281,14.7982,15.2812,132.9879,0.6283,0.0000,0.0000,8.0000,2.0000,1wur
6.7300,109.3054,1139.9048,5.2022,32.0511,8.8470,4.0977,31.1777,0.1261,0.0000,0.0000,3.0000,1.0000,1wvj
8.7700,108.1808,1220.2236,4.1882,43.9691,6.3104,2.7865,39.1238,0.8370,0.0000,0.0000,2.0000,4.0000,1x38
9.2200,101.0801,1244.1913,5.0550,16.1248,6.0052,1.8514,42.7785,0.4539,0.0000,0.9625,4.0000,4.0000,1x39
2.2100,38.8552,697.4294,1.9033,6.7804,4.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1x8d
6.9600,32.9573,1152.6501,0.3419,57.8378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1x8j
6.1200,144.6120,1558.9949,13.3036,20.3712,19.3684,11.7369,110.0324,0.2847,0.7076,0.0000,7.0000,1.0000,1x8r
7.8000,126.7914,1510.8832,9.0135,19.4910,15.1550,14.6597,106.3629,0.5704,0.8522,0.8137,7.0000,1.0000,1x8t
8.7000,104.8575,1713.2996,1.4899,134.2941,2.6101,1.9031,52.2560,0.1621,8.3209,0.0000,3.0000,0.0000,1xap
6.0400,137.0892,1603.8827,3.7530,46.7169,8.3649,9.1421,100.3581,0.5315,3.7353,0.4029,9.0000,2.0000,1xbo
7.1200,150.0829,2538.9314,6.8417,4.7468,13.7272,46.5367,331.2079,2.5823,1.8992,5.0226,12.0000,16.0000,1xd0
4.8200,65.0350,776.0689,3.5335,2.8092,8.4706,1.8203,9.1017,0.0000,0.0000,0.0000,4.0000,1.0000,1xff
4.6800,58.2965,728.0304,2.8648,0.7174,6.6480,0.8204,5.1423,0.0000,0.0000,0.0000,1.0000,0.0000,1xge
4.8500,82.5333,1039.4591,3.0042,17.3296,4.8995,11.1738,74.3904,0.3119,0.8851,0.6852,5.0000,0.0000,1xgi
7.4700,169.2406,2189.3167,5.1787,44.9318,7.5577,12.6839,149.8340,0.1393,7.6153,0.0000,7.0000,1.0000,1xh4
5.4700,154.3794,2266.7031,4.1693,64.9957,5.2184,20.2518,192.8894,1.3952,19.0677,0.0000,7.0000,1.0000,1xh5
7.7700,173.7439,2198.1450,5.0376,39.3058,7.5753,12.8332,146.9596,0.1628,6.8300,0.0000,7.0000,1.0000,1xh9
6.1800,87.4260,960.7999,3.4785,23.9690,7.2572,8.1242,22.7611,0.0000,2.0000,0.0000,4.0000,0.0000,1xhy
9.4800,84.3241,1727.6512,1.7998,42.3207,0.0000,21.0627,163.2136,6.4991,8.4643,0.0000,4.0000,0.0000,1xjd
6.0000,91.3189,1659.0759,2.1199,0.0000,4.9882,65.4787,552.7448,3.5792,0.0000,5.6259,13.0000,5.0000,1xk5
6.8500,90.0429,918.1270,1.7052,68.0013,1.5959,2.0877,31.2553,0.0000,0.0000,0.0000,3.0000,0.0000,1xk9
6.8800,138.6285,1528.2211,3.2211,30.1123,3.8320,11.9025,123.9101,0.7737,10.0627,0.7173,9.0000,1.0000,1xka
8.5200,135.3708,2147.8250,1.9741,69.8555,0.5570,15.1262,158.4557,0.8701,9.8504,0.7313,11.0000,0.0000,1xkk
9.2800,82.8670,1407.2561,1.6188,59.9900,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1xow
7.0800,64.2716,1182.1086,1.2532,39.3879,1.3279,12.2980,96.1451,0.2504,2.5992,0.0000,6.0000,1.0000,1xpz
6.3400,76.4913,1273.0741,1.6082,35.8965,2.1985,17.1409,105.9586,0.9452,7.3620,0.0000,6.0000,1.0000,1xq0
6.7000,253.0009,3405.4575,8.8388,106.5075,17.6393,66.6548,543.7537,2.2691,0.0763,2.8402,34.0000,5.0000,1xr8
7.1500,217.8685,3231.9890,7.8984,97.8294,11.7656,54.8662,399.9174,3.1783,0.1541,2.2819,23.0000,3.0000,1xr9
6.8500,64.7056,507.2540,5.0774,0.0000,9.0554,1.9966,0.2148,0.0000,0.0000,0.0000,2.0000,2.0000,1xt8
7.0500,87.1115,1227.1074,5.4497,8.6618,7.0690,2.9029,56.4877,0.0000,0.0000,0.0000,4.0000,3.0000,1xug
9.0000,89.0351,1105.2682,0.7927,68.7310,0.9895,3.8339,38.0553,0.0906,0.9726,0.0000,5.0000,1.0000,1y0l
3.0800,69.2820,586.5361,5.1711,19.0989,6.3174,1.0524,0.4209,0.0001,0.0000,0.0000,1.0000,1.0000,1y1z
5.3200,68.3185,514.7475,5.4750,17.1239,7.2141,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1y20
5.5500,96.1926,1404.5454,5.6572,6.9316,11.2640,13.1600,86.3133,0.2432,0.0000,0.0000,4.0000,5.0000,1y3n
4.8200,148.0220,2536.0713,8.7772,6.2753,15.3438,38.5819,284.1769,0.7223,0.0000,0.7918,10.0000,9.0000,1y3p
5.6400,116.9578,1520.0221,2.7211,31.4220,5.1106,14.3967,158.4649,1.1722,11.5079,0.0000,5.0000,1.0000,1y3v
5.1400,108.6706,1470.9893,2.9018,25.1527,5.1359,13.3098,148.3618,1.0976,9.5957,0.0000,5.0000,1.0000,1y3x
10.1100,121.5691,1398.9301,3.5038,4.3209,6.3795,8.4264,55.2157,0.5407,0.0000,0.0000,3.0000,3.0000,1y6r
6.1700,107.7061,1578.6260,2.6939,39.2432,3.2640,15.2538,136.3979,0.4774,11.8555,0.4890,4.0000,2.0000,1yc1
6.5500,75.3781,1220.1492,2.1017,33.2399,3.0730,10.0753,59.3763,0.4099,2.9119,0.7285,3.0000,2.0000,1yc4
6.5500,54.0876,767.4814,2.4711,3.0851,5.4062,3.4384,17.9115,0.0957,0.0000,0.0000,2.0000,1.0000,1yda
8.2400,60.1571,782.6172,2.1463,0.0000,3.6056,3.1702,17.3570,0.0372,0.0000,0.0000,2.0000,1.0000,1ydb
7.0700,62.8488,768.8748,2.1065,3.1987,3.0750,2.3084,18.2720,0.1626,0.0000,0.0000,2.0000,1.0000,1ydd
5.8900,83.1175,1034.3486,3.7897,19.4077,9.1277,10.5815,100.9703,0.0100,1.0000,0.0000,15.0000,1.0000,1ydk
5.5200,63.6423,1272.9347,1.2179,32.8444,0.6448,5.6732,49.6899,0.5619,0.0000,0.0000,2.0000,0.0000,1ydr
5.9200,74.5116,1165.8967,2.2848,32.8038,3.4559,6.4411,38.6343,0.2871,0.0000,0.0000,5.0000,0.0000,1yds
7.4600,119.0437,1426.2214,2.0496,49.8121,3.6337,7.4694,64.1337,0.1427,0.0000,0.0000,9.0000,0.0000,1yei
7.4600,139.1839,1590.4354,3.8844,62.5834,4.3451,8.3453,78.7371,0.1518,1.8663,0.0000,13.0000,0.0000,1yej
4.3500,76.7774,1053.5640,2.6965,0.0000,7.4992,5.3894,72.0630,0.1207,0.0000,0.4242,4.0000,2.0000,1yfz
5.1100,113.1723,1417.6486,2.7326,21.6713,5.0967,9.7228,115.7631,0.8061,4.3041,0.0000,4.0000,1.0000,1yp9
8.1000,120.1413,1734.5995,2.6068,50.7640,4.2346,12.7904,133.8800,0.5616,9.3591,0.0000,5.0000,1.0000,1ype
8.0000,130.2997,1768.4238,2.7969,58.2038,4.3614,16.1449,145.3438,0.6447,12.5806,0.0000,5.0000,1.0000,1ypg
7.0200,122.9076,1773.2881,2.7838,47.8815,3.8957,12.9322,134.9102,0.8126,10.1990,0.0000,5.0000,1.0000,1ypj
8.1400,127.1591,1731.7850,2.2880,86.1629,2.5791,17.3407,198.0212,0.3526,23.7173,0.0000,5.0000,0.0000,1yqj
7.6200,105.3906,1363.2198,2.7209,36.7961,5.3841,10.3544,82.3331,0.2127,0.0000,0.0000,5.0000,1.0000,1yqy
6.4000,50.5826,766.4279,0.9705,30.4132,1.3365,1.4591,17.8860,0.0000,0.0000,0.0000,1.0000,0.0000,1yvm
8.4000,103.6748,2086.9482,3.0992,68.7560,3.8327,21.4795,191.3729,0.5468,2.1394,0.0000,9.0000,1.0000,1z1h
9.2200,135.0975,2171.9150,3.9265,62.9510,6.5727,21.2419,213.4512,0.9533,1.3937,0.3040,10.0000,1.0000,1z1r
3.9400,81.7844,1328.1937,3.9698,0.0000,9.9258,6.7498,75.8349,0.4766,0.0000,1.1768,4.0000,8.0000,1z3t
4.1100,78.6128,1329.9746,3.7030,0.0000,10.2306,8.6780,79.2049,0.8887,0.0000,1.4987,4.0000,8.0000,1z3v
4.5200,96.5150,1128.1411,4.2988,0.0000,7.4665,5.6666,26.8957,0.4069,0.0000,0.5692,3.0000,4.0000,1z4o
9.7200,162.0386,1905.8615,2.3553,30.4083,2.1043,15.5595,177.1737,1.0890,1.6395,0.0000,7.0000,1.0000,1z6e
4.3400,72.2610,836.9143,1.5140,0.0000,3.9401,8.1682,67.6133,0.0941,0.0000,0.0000,4.0000,2.0000,1z6s
9.1800,137.5048,1703.3654,2.3464,68.6132,3.0199,22.3189,147.2356,2.1669,8.6051,1.0682,8.0000,2.0000,1z71
7.1200,112.3610,1898.1361,3.0528,54.4892,2.9063,10.3136,122.7268,1.5370,1.1583,2.1446,6.0000,1.0000,1z95
5.6400,65.0487,931.7775,1.3209,26.6307,2.1077,13.1455,38.6578,0.2300,1.5395,0.4660,6.0000,1.0000,1z9g
5.7400,61.5620,979.6101,2.0258,32.4937,2.6338,9.7524,34.7988,0.2685,2.2180,0.0000,6.0000,1.0000,1zdp
7.6800,88.0638,974.3785,2.1292,67.0589,2.5182,4.5115,46.0619,0.0220,5.9554,0.0000,4.0000,1.0000,1ze8
5.2200,158.5589,2211.4465,3.2962,39.7463,5.5289,106.6824,742.3574,4.7550,8.5006,7.0640,28.0000,4.0000,1zea
5.3400,125.8644,1632.1897,2.1451,45.0159,1.9563,18.2032,158.1244,0.3729,1.0140,0.6238,7.0000,0.0000,1zgi
6.5200,65.6310,1648.9077,0.6647,102.4828,0.7590,6.2157,36.1136,0.0229,13.5897,0.0000,5.0000,1.0000,1zhy
7.1500,60.1466,948.1010,1.4116,37.9278,0.0000,0.1226,6.1397,0.0000,0.0000,0.0000,1.0000,0.0000,1zog
7.0000,64.9063,946.6588,1.1723,37.8613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1zoh
8.7700,107.8218,2295.9585,2.4645,45.6525,2.7598,63.7131,327.9644,0.9732,21.4829,1.2649,15.0000,2.0000,1zp8
8.4000,121.1848,2363.6189,2.7715,50.8233,3.3177,45.9373,343.6498,0.9701,15.9860,0.9092,18.0000,1.0000,1zpa
9.9200,156.0756,2394.7285,3.6052,82.5452,7.6746,46.5899,362.8234,1.3941,10.7259,0.0000,21.0000,1.0000,1zsf
3.4000,33.9413,434.8351,0.3659,61.5001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220l
3.4000,38.7747,468.0414,0.2440,49.7911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,223l
4.5200,62.1767,853.5321,0.8381,19.0543,0.9321,6.3606,22.7333,0.0063,0.0000,0.0000,3.0000,1.0000,2a4m
3.9300,58.2723,1162.9453,1.2084,9.8316,2.3834,4.3793,42.8525,0.2787,0.0000,0.3982,2.0000,3.0000,2a5b
4.6200,59.7352,1085.9789,1.1261,5.1464,1.6289,10.7876,40.3396,0.4394,0.0000,0.4456,2.0000,2.0000,2a5c
3.6900,57.2900,1067.1394,1.0477,3.8753,2.6399,4.0774,41.6014,0.1336,0.0000,0.0000,2.0000,3.0000,2a8g
2.2200,64.4309,822.2391,2.4951,13.7970,5.1435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2aac
4.7700,47.9080,650.4258,1.2885,8.3840,3.2400,1.9856,14.6572,0.0301,1.0000,0.0000,3.0000,0.0000,2afw
5.1500,48.1489,714.4980,0.4105,25.3729,0.9510,2.7770,14.6019,0.0067,0.0000,0.0000,2.0000,0.0000,2afx
6.2000,82.0269,1309.3378,1.3355,37.0314,0.4168,12.6361,100.1264,0.1750,0.0000,0.0000,3.0000,0.0000,2aj8
3.7200,130.5751,1922.4240,4.1997,3.6990,9.5389,21.4107,199.0016,0.3592,0.0000,0.0000,9.0000,5.0000,2am4
4.4400,127.3720,2044.2300,4.6381,16.4529,8.6259,25.0603,180.3768,1.0515,0.0000,0.9628,12.0000,3.0000,2amt
5.9200,48.2501,1189.0529,1.2113,54.1998,1.4026,8.2988,62.6575,0.5767,5.1914,1.1410,3.0000,0.0000,2ans
4.8900,170.5896,2746.1013,5.4302,67.7334,9.8800,74.8473,392.9360,0.6850,6.6330,0.4918,30.0000,0.0000,2aoc
5.6600,160.4784,2666.9561,5.1661,77.7413,9.4061,68.5447,356.0904,0.7191,5.4292,0.4036,30.0000,0.0000,2aod
